,Unnamed: 0,Original Description,Normalized Description,Charge Class,Predicted_Class_Jaro,Prob_Jaro,Correct_Jaro,Predicted_Class_SVM,Prob_SVM,Correct_SVM,Predicted_Class_Naive,Prob_Naive,Correct_Naive,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Correct_Logistic_OvR,Predicted_Class_Randomforest,Prob_Randomforest,Correct_Randomforest,Predicted_Class_DeepNN,Prob_DeepNN,Correct_DeepNN,Predicted_Class_kNN,Prob_kNN,Correct_kNN,Predicted_Class_LDA,Prob_LDA,Correct_LDA,Predicted_Class_XGBoost,Prob_XGBoost,Correct_XGBoost,Voted Output,Confidence Score
271,3606,CATH DIAG PGTAL - 006,catheter diagnostic pigtail 6,Supply,Supply,1.0,1,Supply,0.93998761741,1,Supply,0.987201296281,1,Supply,0.85343097259,1,Supply,0.5,1,Supply,0.941269943018,1,Supply,0.9,1,Supply,0.99812294071,1,Supply,0.915933668613,1,Supply,0.892882937625
272,4581,HC XR CHEST 2V,x-ray chest 2_views,Radiology,Radiology,1.0,1,Radiology,0.951189347674,1,Radiology,0.994308687237,1,Radiology,0.856505728,1,Radiology,0.725,1,Radiology,0.987473928905,1,Radiology,1.0,1,Radiology,0.999742202409,1,Radiology,0.999999880791,1,Radiology,0.946024419446
273,2107,SODIUM CHLORIDE 0.9 % IV SOLP,sodium chloride 0.9% intravenous solution,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.897444013831,1,Diluent / Flush / Irrigant,0.9186545224,1,Diluent / Flush / Irrigant,0.719558851267,1,Diluent / Flush / Irrigant,0.8,1,Diluent / Flush / Irrigant,0.995804672799,1,Diluent / Flush / Irrigant,0.8,1,Diluent / Flush / Irrigant,0.999889356626,1,Diluent / Flush / Irrigant,0.960100769997,1,Diluent / Flush / Irrigant,0.899050242991
274,1028,LACTATION SUPPLIES,lactation supplies,Supply,Supply,1.0,1,Supply,0.853679667589,1,Supply,0.703003123464,1,Supply,0.727573092787,1,Supply,0.2,1,Supply,0.985707271105,1,Supply,0.3,1,Supply,0.90499746245,1,Supply,0.82444190979,1,Supply,0.722155836354
275,4369,NICOTINE PATCH 14MG,nicotine patch 14_mg,Plan Benefit,Plan Benefit,1.0,1,Plan Benefit,0.902928021097,1,Plan Benefit,0.670578951299,1,Plan Benefit,0.548926758167,1,Plan Benefit,1.0,1,Pharmacy,0.537430592659,0,Plan Benefit,0.7,1,Plan Benefit,0.997873925139,1,Plan Benefit,0.999999642372,1,Plan Benefit,0.852538412259
276,2775,DEXTROSE 5% - SODIUM CHLORIDE 0.45% PARENTERAL,dextrose_5% sodium_chloride 0.45% parenteral,Pharmacy,Pharmacy,1.0,1,Diluent / Flush / Irrigant,0.594558300398,0,Diluent / Flush / Irrigant,0.948372895179,0,Diluent / Flush / Irrigant,0.551697650118,0,Pharmacy,0.8,1,Diluent / Flush / Irrigant,0.820427433039,0,Diluent / Flush / Irrigant,0.7,0,Diluent / Flush / Irrigant,0.938379961645,0,Diluent / Flush / Irrigant,1.0,0,Diluent / Flush / Irrigant,0.79334803434
277,3,VECURONIUM BR 10MG INJ,vecuronium bromide 10_mg injection,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.97864080895,1,Pharmacy,0.999887699141,1,Pharmacy,0.958204098535,1,Pharmacy,1.0,1,Pharmacy,0.999955274239,1,Pharmacy,1.0,1,Pharmacy,0.999992651131,1,Pharmacy,0.999999880791,1,Pharmacy,0.99296449031
278,1810,TUBE  FEEDING  ROSS #6,tube feeding ross 6,Supply,Supply,1.0,1,Supply,0.904104542059,1,Supply,0.99979567449,1,Supply,0.879872453577,1,Supply,0.6,1,Supply,0.974406765108,1,Supply,0.8,1,Supply,0.999993704361,1,Supply,0.999998092651,1,Supply,0.90646347025
279,1254,POTASSIUM CHLORIDE INJECTION PER 2 MEQ,potassium chloride injection per 2_meq,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.976093450973,1,Pharmacy,0.996663175134,1,Pharmacy,0.91872968153,1,Pharmacy,0.7,1,Pharmacy,0.999858030418,1,Pharmacy,0.6,1,Pharmacy,0.999999849046,1,Pharmacy,1.0,1,Pharmacy,0.910149354122
280,526,HC PTCA BALLOON CATHETER,ptca balloon catheter,Supply,Supply,1.0,1,Supply,0.890688915691,1,Supply,0.989240432968,1,Supply,0.776714247414,1,Supply,0.8,1,Supply,0.938627115649,1,Supply,0.9,1,Supply,0.998718328403,1,Supply,0.97469574213,1,Supply,0.918742753584
281,577,POTASSIUM PHOS/NA PHO 3.3MG/ML POTASSIUM PHOS/SODIUM PHOS 3.3 MG/M,potassium phos na phos 3.3 mg ml potassium phos sodium phos 3.3 mg m,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.810572985762,1,Pharmacy,0.999980613747,1,Pharmacy,0.491994329628,1,Pharmacy,0.866666666667,1,Pharmacy,0.688660675965,1,Pharmacy,0.6,1,OR / Anesthesia / Recovery Room,0.998721240153,0,Pharmacy,0.871672570705,1,Pharmacy,0.791193480309
282,4399,HCHG POC VEN BL GAS,point care venous blood gas,Monitoring,Monitoring,1.0,1,Monitoring,0.885604780042,1,Monitoring,0.999210047274,1,Monitoring,0.844357426122,1,Monitoring,0.9,1,Monitoring,0.986470776989,1,Monitoring,0.4,1,Monitoring,0.999971287667,1,Monitoring,0.999999642372,1,Monitoring,0.890623773385
283,1635,SODIUM CHLORIDE 2.5 MEQ/ML SOLN 40 ML,sodium_chloride 2.5_meq/ml solution 40_ml,Pharmacy,Pharmacy,1.0,1,Diluent / Flush / Irrigant,0.50599656783,0,Diluent / Flush / Irrigant,0.564374802164,0,Diluent / Flush / Irrigant,0.543572292164,0,Pharmacy,0.5,1,Diluent / Flush / Irrigant,0.582228373911,0,Pharmacy,0.6,1,Diluent / Flush / Irrigant,0.869895287057,0,Pharmacy,0.839486539364,1,Diluent / Flush / Irrigant,0.613213464625
284,4834,IMMUN ADMIN EA ADD VACC,immune admin ea add vacc,Nursing Services,Nursing Services,1.0,1,Laboratory,0.350864281803,0,Laboratory,0.86004035464,0,Laboratory,0.447505566031,0,PT / OT / Speech Therapy,0.3,0,Laboratory,0.537854863942,0,Laboratory,0.2,0,OR / Anesthesia / Recovery Room,0.860255115956,0,OR / Anesthesia / Recovery Room,0.327264636755,0,Laboratory,0.479253013283
285,1363,PROPOFOL 1000 MG INJ,propofol 1000_mg injection,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.976714298268,1,Pharmacy,0.999284757371,1,Pharmacy,0.923349659343,1,Pharmacy,1.0,1,Pharmacy,0.999878117932,1,Pharmacy,1.0,1,Pharmacy,0.999999939221,1,Pharmacy,1.0,1,Pharmacy,0.988802974682
286,398,HB VANCOMYCIN 5GM VIAL LEDERLE,vancomycin 5_gm vial lederle,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.931055065275,1,Pharmacy,0.989443604673,1,Pharmacy,0.803959051132,1,Pharmacy,0.5,1,Pharmacy,0.999778880176,1,Pharmacy,1.0,1,Pharmacy,0.999979198079,1,Pharmacy,0.999994754791,1,Pharmacy,0.913801172681
287,2768,CUL BACT QUAN COLONY CNT URINE,cult bacterial quantitative colony count urine,Laboratory,Laboratory,1.0,1,Laboratory,0.994912712059,1,Laboratory,0.999996777907,1,Laboratory,0.921457906864,1,Laboratory,0.9,1,Laboratory,0.998349019123,1,Laboratory,0.9,1,Laboratory,0.999915506613,1,Laboratory,1.0,1,Laboratory,0.968292435841
288,3406,HB HEMATOCRIT,hematocrit,Laboratory,Laboratory,1.0,1,Laboratory,0.888084477189,1,Laboratory,0.953238666163,1,Laboratory,0.661978191517,1,Laboratory,1.0,1,Laboratory,0.98425942417,1,Laboratory,0.8,1,Laboratory,0.999978693802,1,Laboratory,0.956568598747,1,Laboratory,0.916012005732
289,3716,CLOPIDOGREL 75 MG TABS,clopidogrel 75_mg tablets,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.986255503548,1,Pharmacy,0.999048764918,1,Pharmacy,0.934385910576,1,Pharmacy,1.0,1,Pharmacy,0.999930773978,1,Pharmacy,1.0,1,Pharmacy,0.999999912517,1,Pharmacy,1.0,1,Pharmacy,0.99106898506
290,3555,SENSOR O2 OXIMAX FINGER ADLT,sensor oxygen oximax finger adult,Supply,Supply,1.0,1,Supply,0.942617794124,1,Supply,0.973251460956,1,Supply,0.888822592112,1,Supply,0.4,1,Supply,0.999689948079,1,Supply,0.8,1,Supply,0.498047109672,1,Supply,1.0,1,Supply,0.83360321166
291,1192,US PICC GUIDANCE,ultrasound peripherally_inserted_central_catheter guidance,Radiology,Radiology,1.0,1,Procedure,0.326837551204,0,Supply,0.71560718767,0,Radiology,0.359943949334,1,Supply,0.3,0,Procedure,0.504426316293,0,Procedure,0.3,0,Radiology,0.605480110235,1,Procedure,0.968238353729,0,Procedure,0.524875555307
292,3063,BASIC METABOLIC PANEL,basic metabolic panel,Laboratory,Laboratory,1.0,1,Laboratory,0.890630125835,1,Laboratory,0.999610681525,1,Laboratory,0.888641069439,1,Laboratory,0.646666666667,1,Laboratory,0.996916635846,1,Laboratory,0.9,1,Laboratory,0.99043667236,1,Laboratory,0.593394815922,1,Laboratory,0.87847740751
293,2200,GENTAMICIN 40 MG/ML SOLN 20 ML VIAL,gentamicin 40_mg/ml solution 20_ml vial,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.98550440051,1,Pharmacy,0.99957617193,1,Pharmacy,0.969586909083,1,Pharmacy,1.0,1,Pharmacy,0.999655769108,1,Pharmacy,1.0,1,Pharmacy,0.999999999054,1,Pharmacy,1.0,1,Pharmacy,0.994924805521
294,2947,58193000 - INTUBATION,intubation,Respiratory Therapy,Respiratory Therapy,1.0,1,Respiratory Therapy,0.710186340375,1,Supply,0.818033809535,0,Respiratory Therapy,0.432989087439,1,Respiratory Therapy,0.6,1,Respiratory Therapy,0.911099380229,1,Respiratory Therapy,0.3,1,Respiratory Therapy,0.861001132227,1,Respiratory Therapy,0.739155232906,1,Respiratory Therapy,0.694303896647
295,885,HB ESTRADIOL SERUM,estradiol serum,Laboratory,Laboratory,1.0,1,Laboratory,0.957867459264,1,Laboratory,0.99914449033,1,Laboratory,0.91202504181,1,Laboratory,0.9,1,Laboratory,0.992896747996,1,Laboratory,1.0,1,Laboratory,0.999995683718,1,Laboratory,0.999999523163,1,Laboratory,0.973547660698
296,4001,ISTAT HCT,istat hematocrit,Laboratory,Laboratory,1.0,1,Monitoring,0.933945046794,0,Laboratory,0.65832972537,1,Monitoring,0.567787059492,0,Laboratory,1.0,1,Monitoring,0.812660052321,0,Laboratory,0.8,1,Monitoring,0.66764049117,0,Monitoring,0.99360460043,0,Monitoring,0.795127450042
297,1475,HYROMORPHONE 1MG/ML INJ 50ML P,hydromorphone 1_mg/ml injection 50_ml p,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.994783577836,1,Pharmacy,0.999428812998,1,Pharmacy,0.951190809728,1,Pharmacy,1.0,1,Pharmacy,0.999886540521,1,Pharmacy,0.8,1,Pharmacy,0.999999151005,1,Pharmacy,1.0,1,Pharmacy,0.971698765787
298,829,ANS MAC REGIONAL PER MINUTE,anesthesia monitored anesthesia care regional per minute,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,1.0,1,OR / Anesthesia / Recovery Room,0.873118737671,1,OR / Anesthesia / Recovery Room,0.99873496602,1,OR / Anesthesia / Recovery Room,0.860576091805,1,Supply,0.3,0,OR / Anesthesia / Recovery Room,0.999475747569,1,OR / Anesthesia / Recovery Room,0.9,1,OR / Anesthesia / Recovery Room,0.993154647679,1,OR / Anesthesia / Recovery Room,1.0,1,OR / Anesthesia / Recovery Room,0.953132523843
299,3409,ALTEPLASE 1 MG/ML SOLR 0.5 ML SYRINGE,alteplase 1_mg/ml solution 0.5_ml syringe,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.978409421828,1,Pharmacy,0.9982950019,1,Pharmacy,0.961064941296,1,Pharmacy,1.0,1,Pharmacy,0.999647760646,1,Pharmacy,0.9,1,Pharmacy,0.999999900548,1,Pharmacy,0.999846935272,1,Pharmacy,0.981918217943
300,3017,AG DETECTION POLIVAL IF EACH,ag detection polival,Laboratory,Laboratory,1.0,1,Laboratory,0.836180969733,1,Laboratory,0.941754696169,1,Laboratory,0.779740284297,1,Laboratory,0.7,1,Laboratory,0.971001275301,1,Laboratory,1.0,1,Laboratory,0.845705926697,1,Laboratory,0.617509424686,1,Laboratory,0.854654730765
301,4090,TIP SUCTION YANKAUER,tip suction yankauer,Supply,Supply,1.0,1,Supply,0.966721641061,1,Supply,0.998844488761,1,Supply,0.842053522798,1,Supply,0.81,1,Supply,0.997385533272,1,Supply,0.9,1,Supply,0.999998234491,1,Supply,0.999999046326,1,Supply,0.94611138519
302,2133,LEVOTHYROXINE 50 MCG TABS,levothyroxine 50 microgram tablets,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.977515503649,1,Pharmacy,0.999344467797,1,Pharmacy,0.950432566821,1,Pharmacy,1.0,1,Pharmacy,0.999990187742,1,Pharmacy,1.0,1,Pharmacy,0.999999991813,1,Pharmacy,0.999999880791,1,Pharmacy,0.991920288735
303,1556,HB - VENT SUPPORT-CONV; SUBSQUENT DAY,ventilator support conventional subsequent day,Respiratory Therapy,Respiratory Therapy,1.0,1,Respiratory Therapy,0.943230232345,1,Respiratory Therapy,0.999598408285,1,Respiratory Therapy,0.811649178518,1,Supply,0.3,0,Respiratory Therapy,0.99996802183,1,Respiratory Therapy,1.0,1,Respiratory Therapy,0.996452385236,1,Respiratory Therapy,1.0,1,Respiratory Therapy,0.968862278277
304,586,WRAP COBAN 4IN 2084S - CSC,wrap coban 4 inches 2084s central_supply service,Supply,Supply,1.0,1,Supply,0.811443760701,1,Supply,0.998618511679,1,Supply,0.730473548744,1,Supply,0.8,1,Supply,0.956733423932,1,Supply,0.8,1,Supply,0.999526488293,1,Supply,0.999993085861,1,Supply,0.899643202134
305,405,SPSP - INS TUNEL CNTR VEN CTH W/O PRT>5YRS,spsp insert tunel cntrl ven catheter without port greater_than 5yrs,Procedure,Procedure,1.0,1,Procedure,0.792251694096,1,Supply,0.972591788138,0,Procedure,0.544744796936,1,Supply,0.5,0,Procedure,0.989875623836,1,Procedure,0.8,1,Procedure,0.505114169521,1,Procedure,0.999991893768,1,Procedure,0.804568311165
306,4752,INO PER HR,inhaled_nitric_oxide per hour,Plan Benefit,Plan Benefit,1.0,1,Plan Benefit,0.745032771325,1,Pharmacy,0.577343215104,0,Plan Benefit,0.552256700261,1,Plan Benefit,0.5,1,Pharmacy,0.880879730543,0,Plan Benefit,0.7,1,Pharmacy,0.835088313502,0,Pharmacy,0.982077419758,0,Plan Benefit,0.699457894317
307,2750,RH (D) TYPE,rhesus daily type,Laboratory,Laboratory,1.0,1,Laboratory,0.746437105772,1,Laboratory,0.996569117305,1,Laboratory,0.822719107092,1,Monitoring,0.2,0,Laboratory,0.978623733526,1,Laboratory,0.9,1,Laboratory,0.9999988635,1,Laboratory,0.999859213829,1,Laboratory,0.930525892628
308,2559,GLUCOSE GLUCOMET,glucose glucometer,Monitoring,Monitoring,1.0,1,Monitoring,0.952100508352,1,Monitoring,0.729399016612,1,Monitoring,0.812172267767,1,Monitoring,0.9,1,Monitoring,0.904104548907,1,Monitoring,0.8,1,Monitoring,0.846943544516,1,Monitoring,0.999999046326,1,Monitoring,0.882746548053
309,187,58889000 - OXYGEN PER HOUR,oxygen per hour,Respiratory Therapy,Respiratory Therapy,1.0,1,Respiratory Therapy,0.790007662119,1,Respiratory Therapy,0.925026508784,1,Respiratory Therapy,0.787971461067,1,Respiratory Therapy,1.0,1,Respiratory Therapy,0.984817767944,1,Respiratory Therapy,1.0,1,Respiratory Therapy,0.999959574096,1,Respiratory Therapy,0.999980688095,1,Respiratory Therapy,0.943084851345
310,1442,ACETAMINOPHEN 325 MG TABLET,acetaminophen 325_mg tablet,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.97462491362,1,Pharmacy,0.999880458654,1,Pharmacy,0.954761533111,1,Pharmacy,1.0,1,Pharmacy,0.999647186488,1,Pharmacy,1.0,1,Pharmacy,0.999999969163,1,Pharmacy,1.0,1,Pharmacy,0.992101562337
311,4669,DORNASE ALFA 1 MG/ML SOLUTION FOR INHALATION,dornase alpha 1 mg ml solution inhalation,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,1.0,1,OR / Anesthesia / Recovery Room,0.25459874774,1,Plan Benefit,0.626751701143,0,Plan Benefit,0.761610246776,0,Pharmacy,0.8,0,Plan Benefit,0.903598548134,0,Pharmacy,0.6,0,Plan Benefit,0.999554200891,0,Plan Benefit,0.999999642372,0,Plan Benefit,0.858302867863
312,3636,DEXTROSE 5 % SOLP 250 ML BAG,dextrose 5% solution 250_ml bag,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.962609501917,1,Diluent / Flush / Irrigant,0.998317036899,1,Diluent / Flush / Irrigant,0.869783544955,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.996728234214,1,Diluent / Flush / Irrigant,0.8,1,Diluent / Flush / Irrigant,0.990827538005,1,Diluent / Flush / Irrigant,0.999959588051,1,Diluent / Flush / Irrigant,0.957580604893
313,2819,FUNGUS CULT ISO & PRSM NOT BLD,fungus culture osolate prsm blood,Laboratory,Laboratory,1.0,1,Laboratory,0.996935897368,1,Laboratory,0.999980829413,1,Laboratory,0.953178362812,1,Laboratory,1.0,1,Laboratory,0.999617966062,1,Laboratory,1.0,1,Laboratory,0.999956026886,1,Laboratory,1.0,1,Laboratory,0.994407675838
314,1577,DEXTROSE 10% SOLP 500 ML B,dextrose 10% solution 500_ml bottle,Pharmacy,Pharmacy,1.0,1,Diluent / Flush / Irrigant,0.516394759017,0,Diluent / Flush / Irrigant,0.863708382577,0,Pharmacy,0.584609137741,1,Diluent / Flush / Irrigant,0.6,0,Pharmacy,0.9302910971,1,Diluent / Flush / Irrigant,0.5,0,Diluent / Flush / Irrigant,0.502680678197,0,Pharmacy,0.999975681305,1,Diluent / Flush / Irrigant,0.596556763958
315,4741,IVI NS 250 ML,intravenous_infusion normal_saline 250_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.738466610028,1,Diluent / Flush / Irrigant,0.92596474985,1,Diluent / Flush / Irrigant,0.797316931434,1,Diluent / Flush / Irrigant,0.4,1,Diluent / Flush / Irrigant,0.99360301626,1,Diluent / Flush / Irrigant,1.0,1,Nursing Services,0.499997925799,0,Diluent / Flush / Irrigant,0.999441564083,1,Diluent / Flush / Irrigant,0.856849108957
316,3603,HC TX SWALLOWING DYSFUNCTION,treatment swallowing dysfunction,PT / OT / Speech Therapy,PT / OT / Speech Therapy,1.0,1,PT / OT / Speech Therapy,0.589687622802,1,PT / OT / Speech Therapy,0.404604580532,1,Respiratory Therapy,0.489335913578,0,PT / OT / Speech Therapy,0.6,1,PT / OT / Speech Therapy,0.599648543755,1,Respiratory Therapy,0.7,0,Respiratory Therapy,0.499988220866,0,PT / OT / Speech Therapy,0.801979362965,1,PT / OT / Speech Therapy,0.665986685009
317,3972,WATER FOR INJECTION  STERILE IV,water injection sterile intravenous,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.950795241829,1,Diluent / Flush / Irrigant,0.982140531284,1,Diluent / Flush / Irrigant,0.717261468102,1,Supply,0.5,0,Diluent / Flush / Irrigant,0.99929923347,1,Diluent / Flush / Irrigant,0.6,1,Diluent / Flush / Irrigant,0.999936143435,1,Diluent / Flush / Irrigant,0.999970912933,1,Diluent / Flush / Irrigant,0.906175441382
318,2885,FENTANYL 50 MCG/ML SOLN 2,fentanyl 50 mcg ml solution 2,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.944708913538,1,Pharmacy,0.999391979084,1,Pharmacy,0.893426471516,1,Pharmacy,1.0,1,Pharmacy,0.999563979237,1,Pharmacy,0.9,1,Pharmacy,0.999990860179,1,Pharmacy,0.999974250793,1,Pharmacy,0.970784050483
319,24,TAP CTN UMBILICAL U-11T,tape ctn umbilical 11t,Supply,Supply,1.0,1,Supply,0.785061203025,1,Supply,0.967080014256,1,Supply,0.855590929675,1,Supply,0.5,1,Supply,0.867735652469,1,Supply,0.6,1,Supply,0.999223736097,1,Supply,0.999995827675,1,Supply,0.841631929244
320,2168,HCHG LIPASE,lipase,Laboratory,Laboratory,1.0,1,Laboratory,0.895980456113,1,Laboratory,0.997296704057,1,Laboratory,0.911940344084,1,Laboratory,1.0,1,Laboratory,0.977048269685,1,Laboratory,1.0,1,Laboratory,0.999995629565,1,Laboratory,0.973507285118,1,Laboratory,0.972863187625
321,5007,PATIENT EDUC EA 15 MINUTES,patient education 15 minutes,Education / Training,Education / Training,1.0,1,Education / Training,0.492768956131,1,PT / OT / Speech Therapy,0.989929375062,0,Education / Training,0.567181059073,1,Education / Training,1.0,1,Education / Training,0.957321635861,1,Education / Training,0.8,1,Education / Training,0.499997190849,1,Education / Training,0.99935311079,1,Education / Training,0.789577744088
322,3690,BEDSIDE GLUCOSE TEST,bedside glucose test,Monitoring,Monitoring,1.0,1,Monitoring,0.969541455332,1,Monitoring,0.988270845245,1,Monitoring,0.83741738721,1,Laboratory,0.4,0,Monitoring,0.931834427577,1,Monitoring,0.9,1,Monitoring,0.962515376693,1,Monitoring,0.999999523163,1,Monitoring,0.948697376903
323,3867,FUROSEM  20 MG-10MG/ML 2ML INJ,furosemide 20_mg 10_mg/ml 2_ml injection,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.997787624823,1,Pharmacy,0.999998896051,1,Pharmacy,0.984720924343,1,Pharmacy,1.0,1,Pharmacy,0.999998947075,1,Pharmacy,1.0,1,Pharmacy,0.999999998335,1,Pharmacy,1.0,1,Pharmacy,0.998056265625
324,1029,PHOSPHORUS INORGANIC (PHOS,phosphorus inorganic phosphate,Laboratory,Laboratory,1.0,1,Laboratory,0.488281923683,1,Laboratory,0.946787370203,1,Laboratory,0.612515206688,1,Laboratory,0.6,1,Pharmacy,0.84749701061,0,Laboratory,0.8,1,Laboratory,0.980643094127,1,Pharmacy,0.701404750347,0,Laboratory,0.775461084957
325,2922,HCHG METABOLIC AMINO HCHG METABOLIC AMINO,metabolic amino,Laboratory,Laboratory,1.0,1,Laboratory,0.949885727696,1,Laboratory,0.999924223368,1,Laboratory,0.872457629406,1,Laboratory,0.8,1,Laboratory,0.997989560619,1,Laboratory,0.9,1,Pharmacy,0.642735831949,0,Laboratory,0.998718380928,1,Laboratory,0.939871940252
326,2126,INTRALIPID 20% 100,intralipid 20% 100,Pharmacy,Pharmacy,1.0,1,Supply,0.566725696163,0,Pharmacy,0.647745185711,1,Supply,0.10146542122,0,Laboratory,0.358004046607,0,Pharmacy,0.328921380766,1,Supply,0.3,0,Supply,0.820748040642,0,PT / OT / Speech Therapy,0.999198377132,0,Supply,0.447234789506
327,2313,CA CARB SUSP 1250MG/5ML CALCIUM CARBONATE 1 250 MG/5 ML UDC,calcium carbonate suspension 1250 mg/5 ml calcium carbonate 1 250 mg/5 ml udc,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.718657223133,1,Pharmacy,0.999870354179,1,Pharmacy,0.799008677758,1,Pharmacy,0.7,1,Pharmacy,0.975013027642,1,OR / Anesthesia / Recovery Room,0.5,0,Pharmacy,0.999999994297,1,Pharmacy,1.0,1,Pharmacy,0.899068659626
328,4791,LIDOCAINE PER 10 MG,lidocaine per 10_mg,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.991395650715,1,Pharmacy,0.999631504312,1,Pharmacy,0.938245280581,1,Pharmacy,0.9,1,Pharmacy,0.999996041829,1,Pharmacy,1.0,1,Pharmacy,0.999999988543,1,Pharmacy,1.0,1,Pharmacy,0.981029829553
329,4310,13754012 - MONTELUKAST SODIUM TABLET 10MG,montelukast sodium tablet 10_mg,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.940491450527,1,Pharmacy,0.99991896515,1,Pharmacy,0.957216935751,1,Pharmacy,1.0,1,Pharmacy,0.99934067997,1,Pharmacy,1.0,1,Pharmacy,0.999999770725,1,Pharmacy,0.999999880791,1,Pharmacy,0.988551964768
330,4455,HB EVOKED POTENTIAL UPPER & LOWER LIMBS,evoked potential upper lower limbs,Procedure,Procedure,1.0,1,Procedure,0.413908350531,1,Supply,0.797539146984,0,Procedure,0.589421486227,1,OR / Anesthesia / Recovery Room,0.2,0,Procedure,0.858308614968,1,Procedure,0.5,1,Procedure,0.701173728399,1,Procedure,0.999997377396,1,Procedure,0.723258508217
331,1347,NURSERY LEVEL 3 NURLIII ROOM W400G/NURLIII,nursery level 3 nurliii room w400g/nurliii,Room and Board,Room and Board,1.0,1,Room and Board,0.990953992757,1,Room and Board,0.992735936292,1,Room and Board,0.873300753245,1,Room and Board,0.9,1,Room and Board,0.999992530534,1,Room and Board,1.0,1,Room and Board,0.998699066231,1,Room and Board,1.0,1,Room and Board,0.972853586562
332,3266,PACK ICE 4 TIES STAY DRY LG,pack ice 4 ties stay dry large,Supply,Supply,1.0,1,Supply,0.878698073459,1,Supply,0.999549163206,1,Supply,0.772632993014,1,Supply,0.7,1,Supply,0.823217590985,1,Supply,0.8,1,Supply,0.9999807599,1,Supply,1.0,1,Supply,0.886008731174
333,282,MRA NECK WITH DYE,magnetic_resonance_angiography neck dye,Radiology,Radiology,1.0,1,Radiology,0.279744905222,1,Supply,0.895297581169,0,Supply,0.274888758367,0,Supply,0.5,0,Laboratory,0.627032243592,0,Implant,0.3,0,OR / Anesthesia / Recovery Room,0.966530142641,0,Radiology,0.268403053284,1,Supply,0.556728779845
334,3420,BILIRUBIN TOTAL T1 BILIRUBIN,bilirubin total t1 bilirubin,Laboratory,Laboratory,1.0,1,Laboratory,0.983699072228,1,Laboratory,0.999968669255,1,Laboratory,0.927358781807,1,Laboratory,0.9,1,Laboratory,0.999868001475,1,Laboratory,1.0,1,Laboratory,0.999999871791,1,Laboratory,1.0,1,Laboratory,0.978988266284
335,1744,DEXMEDETOMIDINE 100 MCG/ML SOLN 2 ML VIAL,dexmedetomidine 100 mcg ml solution 2_ml vial,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.984555014323,1,Pharmacy,0.99987401583,1,Pharmacy,0.978104261558,1,Pharmacy,0.9,1,Pharmacy,0.999775751988,1,Pharmacy,1.0,1,Pharmacy,0.999999970951,1,Pharmacy,1.0,1,Pharmacy,0.984701001628
336,1926,HC RADIOLOGY PORTABLE EQUIPMENT,radiology portable equipment,Capital Equipment,Capital Equipment,1.0,1,Radiology,0.356346300368,0,Supply,0.927655033772,0,Radiology,0.349120771706,0,Supply,0.3,0,Capital Equipment,0.342468615764,1,Capital Equipment,0.3,1,OR / Anesthesia / Recovery Room,0.939470220945,0,Capital Equipment,0.986253857613,1,Capital Equipment,0.657180618344
337,2145,IONIZED CALCIUM  POCT,ionized calcium point_of_care_testing,Monitoring,Monitoring,1.0,1,Monitoring,0.868703392961,1,Monitoring,0.519052513602,1,Monitoring,0.568161958947,1,Monitoring,0.8,1,Laboratory,0.677321271695,0,Monitoring,0.8,1,Monitoring,0.501980737925,1,Monitoring,0.888717234135,1,Monitoring,0.743326979696
338,4122,HAEMOPHILUS B/TETANUS VACCINE (PRP-T) VL W/DIL,haemophilus b tetanus vaccine prp vial dil,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.885242253581,1,Pharmacy,0.940833375999,1,Pharmacy,0.83121343042,1,Laboratory,0.5,0,Pharmacy,0.999802376303,1,Pharmacy,0.5,1,Pharmacy,0.999999998549,1,Pharmacy,0.999999523163,1,Pharmacy,0.894636369752
