,Unnamed: 0,Id,Original Description,Normalized Description,Charge Class,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Jaro,Prob_Jaro,Predicted_Class_SVM,Prob_SVM,Predicted_Class_Naive,Prob_Naive,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Predicted_Class_Randomforest,Prob_Randomforest,Predicted_Class_DeepNN,Prob_DeepNN,Predicted_Class_kNN,Prob_kNN,Predicted_Class_LDA,Prob_LDA,Predicted_Class_XGBoost,Prob_XGBoost,Voted Output,Sum Correct,Correct_Jaro,Correct_SVM,Correct_Naive,Correct_Logistic_OvR,Correct_Randomforest,Correct_DeepNN,Correct_kNN,Correct_LDA,Correct_XGBoost,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4,Maximum_Pred,Maximum_Prob,Voting_Pred,Voting_Prob
45,45,2583,GRANISETRON HCL 100MCG INJ,granisetron hcl 100mcg injection,Pharmacy,RETROSPECTIVE,2016-07-12,granisetron,100mcg,injection,hcl,Pharmacy,0.74,Pharmacy,0.988908672325,Pharmacy,0.99971834265,Pharmacy,0.946473429167,Pharmacy,1.0,Pharmacy,0.999687928208,Pharmacy,1.0,Pharmacy,0.999999924838,Pharmacy,0.999999523163,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.963865313372,granisetron,100mcg,inj,hcl,Pharmacy,1.0,Pharmacy,0.963865313372
46,46,4278,HC CK MB,creatinine_kinase mb,Laboratory,RETROSPECTIVE,2016-07-12,cack,mb, ,,Laboratory,0.89,Laboratory,0.924355491914,Laboratory,0.989500925188,Laboratory,0.808816981214,Laboratory,0.8,Laboratory,0.798333900917,Laboratory,1.0,Laboratory,0.999999496272,Laboratory,0.999998569489,Laboratory,9,1,1,1,1,1,1,1,1,1,0.912333929444,ck,mb,,,Laboratory,1.0,Laboratory,0.912333929444
47,47,3145,SYRINGE,syringe,Supply,RETROSPECTIVE,2016-07-12,syringe,,,,Capital Equipment,0.85,Supply,0.908925217742,Supply,0.744886217103,Supply,0.579936389208,Supply,0.6,Supply,0.9755985994,Capital Equipment,0.5,Supply,0.995149814224,Supply,0.954385876656,Capital Equipment,2,1,0,0,0,0,0,1,0,0,0.15,syringe,,,,Supply,0.995149814224,Supply,0.822697444905
48,48,2080,NITRIC OXIDE SUBSEQUENT DAY,nitric oxide subsequent day,Plan Benefit,RETROSPECTIVE,2016-07-12,subsequent,oxide,day,nitric,Plan Benefit,0.85,Plan Benefit,0.949556653573,Plan Benefit,0.997171204101,Plan Benefit,0.875787391139,Plan Benefit,0.7,Plan Benefit,0.999960097823,Plan Benefit,1.0,Plan Benefit,0.999999884511,Plan Benefit,1.0,Plan Benefit,9,1,1,1,1,1,1,1,1,1,0.930275025683,subsequent,oxide,day,nitric,Plan Benefit,1.0,Plan Benefit,0.930275025683
49,49,4,ALARIS PUMP IV,alaris pump intravenous,Capital Equipment,RETROSPECTIVE,2016-07-12,pump,alaris,intravenous,,Capital Equipment,0.93,Capital Equipment,0.906322137845,Supply,0.850104139258,Capital Equipment,0.79672205373,Capital Equipment,0.7,Capital Equipment,0.998364206208,Supply,0.5,Capital Equipment,0.999925125401,Capital Equipment,1.0,Capital Equipment,7,1,1,0,1,1,1,0,1,1,0.703481502576,pump,alaris,iv,,Capital Equipment,1.0,Capital Equipment,0.904476217598
50,50,6921,USN INIT,usn init,Respiratory Therapy,ONLINE,2016-10-12,usn,init,,,Respiratory Therapy,0.8,Supply,0.36819136228,Supply,0.850286722473,Supply,0.430509267452,Pharmacy,0.3,Pharmacy,0.430751714982,Supply,0.4,Supply,0.727937495999,Supply,0.470745533705,Respiratory Therapy,1,1,0,0,0,0,0,0,0,0,0.0888888888889,usn,init,,,Supply,0.850286722473,Supply,0.541278396985
51,51,6055,ACT LR,Activated_Clotting_Time low_range,Laboratory,ONLINE,2016-08-29,lr,act,,,Pharmacy,0.75,Laboratory,0.621093287122,Laboratory,0.975562751713,Laboratory,0.688347668228,Laboratory,0.6,OR / Anesthesia / Recovery Room,0.602488082658,Laboratory,0.6,Laboratory,0.994719564216,Laboratory,0.531652271748,OR / Anesthesia / Recovery Room,1,0,0,0,0,0,1,0,0,0,0.0669431202954,activated_clotting_time,low_range,,,Laboratory,0.994719564216,Laboratory,0.715910791861
52,52,3683,PROPOFOL PER 10MG/50ML INJ,propofol per 10_mg/50_ml injection,Pharmacy,RETROSPECTIVE,2016-07-12,inj,propofol,per,10_mg/50_ml,Pharmacy,0.96,Pharmacy,0.980910021029,Pharmacy,0.999818349466,Pharmacy,0.945331064712,Pharmacy,1.0,Pharmacy,0.999161941356,Pharmacy,1.0,Pharmacy,0.999999984708,Pharmacy,1.0,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.987246817919,inj,propofol,per,10_mg/50_ml,Pharmacy,1.0,Pharmacy,0.987246817919
53,53,4288,HC THER PROPH/DX NJX EA SEQL IV PUSH SBST/DRUG FAC,therapist prophylactic/diagnostic injection each sequential intravenous push subsequent/drug facility,Nursing Services,RETROSPECTIVE,2016-07-12,push,ther,iv,,Nursing Services,0.98,Nursing Services,0.8765157266,Nursing Services,0.995975732774,Nursing Services,0.869456124664,Nursing Services,0.7,Nursing Services,0.994462971503,Nursing Services,0.5,Nursing Services,0.999911120081,Nursing Services,1.0,Nursing Services,9,1,1,1,1,1,1,1,1,1,0.879591297291,subsequent,drug,diagnostic,ther,Nursing Services,1.0,Nursing Services,0.879591297291
54,54,6891,SODIUM CHLORIDE 3 % INTRAVENOUS INJECTION SOLUTION,sodium chloride 3% intravenous injection solution,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,injection,chloride,intravenous,solution,Diluent / Flush / Irrigant,0.86,Diluent / Flush / Irrigant,0.925037856993,Diluent / Flush / Irrigant,0.839003581606,Diluent / Flush / Irrigant,0.688855330753,Diluent / Flush / Irrigant,0.5,Diluent / Flush / Irrigant,0.906049668225,Diluent / Flush / Irrigant,0.8,Diluent / Flush / Irrigant,0.999900502047,Diluent / Flush / Irrigant,0.99596965313,Diluent / Flush / Irrigant,9,1,1,1,1,1,1,1,1,1,0.834979621417,injection,chloride,intravenous,solution,Diluent / Flush / Irrigant,0.999900502047,Diluent / Flush / Irrigant,0.834979621417
55,55,1745,(CONTRAST) IOTHALAMATE MEGLUMINE 17.2% SOLN 250,contrast iothalamate meglumine 17.2% solution 250,Pharmacy,ONLINE,2016-09-16,soln,contrast,,,Pharmacy,0.7,Pharmacy,0.702198374124,Pharmacy,0.920654858742,Pharmacy,0.779850437903,Pharmacy,0.5,Pharmacy,0.688867697747,Pharmacy,0.7,Pharmacy,0.999492105141,Pharmacy,0.999977350235,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.776782313766,soln,contrast,,,Pharmacy,0.999977350235,Pharmacy,0.776782313766
56,56,5737,INSULIN HUMAN LISPRO 5 UNI,insulin human lispro 5_units,Pharmacy,RETROSPECTIVE,2016-07-13,5_units,lispro,insulin,human,Pharmacy,0.84,Pharmacy,0.863296402092,Pharmacy,0.568164087963,Pharmacy,0.858195554002,Laboratory,0.6,Pharmacy,0.998001314076,Pharmacy,1.0,Pharmacy,0.99999999907,Pharmacy,1.0,Pharmacy,8,1,1,1,1,0,1,1,1,1,0.791961928578,5_units,lispro,insulin,human,Pharmacy,1.0,Pharmacy,0.89095716965
57,57,2399,HBOL GLUCOSE MONITORING DE,glucose monitoring device,Monitoring,RETROSPECTIVE,2016-07-12,device,monitoring,glucose,,Monitoring,1.0,Monitoring,0.989418897395,Monitoring,0.993266902351,Monitoring,0.889246080068,Monitoring,0.7,Monitoring,0.999950603074,Monitoring,1.0,Monitoring,0.999966661735,Monitoring,1.0,Monitoring,9,1,1,1,1,1,1,1,1,1,0.952427682736,de,monitoring,glucose,,Monitoring,1.0,Monitoring,0.952427682736
58,58,3406,LOVENOX 40MG/0.4ML SYRINGE I,lovenox 40_mg/0.4_ml syringe i,Pharmacy,RETROSPECTIVE,2016-07-12,lovenox,syringe,40_mg/0.4ml,,Pharmacy,0.76,Pharmacy,0.948716404673,Pharmacy,0.993682855571,Pharmacy,0.878992816897,Pharmacy,1.0,Pharmacy,0.98335622972,Pharmacy,0.7,Pharmacy,0.999999849747,Pharmacy,0.999976158142,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.918302701639,lovenox,syringe,40_mg/0.4_ml,,Pharmacy,1.0,Pharmacy,0.918302701639
59,59,5881,POTASSIUM CHLORIDE 2 MEQ INJ,potassium chloride 2_meq injection,Pharmacy,RETROSPECTIVE,2016-07-13,2_meq,potassium,chloride,injection,Pharmacy,0.93,Pharmacy,0.968355890174,Pharmacy,0.995031755617,Pharmacy,0.888584964958,Pharmacy,0.6,Pharmacy,0.998347292547,Pharmacy,0.7,Pharmacy,0.999999922471,Pharmacy,1.0,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.897813313974,2_meq,potassium,chloride,inj,Pharmacy,1.0,Pharmacy,0.897813313974
60,60,4067,KIT CEMENT MIXEVAC 3,kit cement mixevac 3,Supply,RETROSPECTIVE,2016-07-12,mixevac,cement,kit,,Supply,0.68,Supply,0.911491673531,Supply,0.99797671958,Supply,0.81674228279,Supply,0.9,Supply,0.994186628726,Supply,0.8,Supply,0.99999593274,Supply,0.992990374565,Supply,9,1,1,1,1,1,1,1,1,1,0.89926484577,mixevac,cement,kit,,Supply,0.99999593274,Supply,0.89926484577
61,61,2287,SODIUM C,sodium cap,Laboratory,RETROSPECTIVE,2016-07-12,c,sodium,,,Laboratory,0.95,Laboratory,0.249338039291,Pharmacy,0.49375999791,Laboratory,0.250258824076,Pharmacy,0.5,Supply,0.441203349267,Diluent / Flush / Irrigant,0.3,Laboratory,0.702942617747,Pharmacy,0.533186554909,Laboratory,4,1,1,0,1,0,0,0,1,0,0.239171053457,cap,sodium,,,Laboratory,0.95,Laboratory,0.538134870279
62,62,4550,CELL CT  FLUID  W DIFF (FL,cell count fluid with differential flow,Laboratory,RETROSPECTIVE,2016-07-13,computed_tomography,differential,fluid,,Laboratory,0.74,Laboratory,0.975597854765,Laboratory,0.999460529259,Laboratory,0.899243546017,Laboratory,0.9,Laboratory,0.981948359862,Laboratory,0.8,Laboratory,0.996513840975,Laboratory,1.0,Laboratory,9,1,1,1,1,1,1,1,1,1,0.921418236764,cell,count,diff,flow,Laboratory,1.0,Laboratory,0.921418236764
63,63,6358,CATHERIZATION UMBILICAL ARTERY,catheterization umbilical artery,Procedure,ONLINE,2016-10-06,artery,catheterization,umbilical,,Supply,0.79,Supply,0.513175109177,Supply,0.958428051741,Supply,0.546589814485,Supply,0.4,Supply,0.891168889473,Supply,0.4,Supply,0.999988670152,Radiology,0.891476094723,Supply,8,1,1,1,1,1,1,1,1,0,0.611038948336,artery,catheterization,umbilical,,Supply,0.999988670152,Supply,0.687418816878
64,64,6632,HCHG CH. PNEUMONIAE BY PCR,ch pneumoniae by pcr,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,pcr,ch,pneumoniae,,OR / Anesthesia / Recovery Room,0.73,Laboratory,0.803623601497,Laboratory,0.999211686332,Laboratory,0.739760093414,Laboratory,0.706666666667,OR / Anesthesia / Recovery Room,0.364382605574,Laboratory,0.9,OR / Anesthesia / Recovery Room,0.56703636098,Laboratory,0.624040126801,OR / Anesthesia / Recovery Room,3,1,0,0,0,0,1,0,1,0,0.184602107395,pcr,ch,pneumoniae,,Laboratory,0.999211686332,Laboratory,0.795550362452
65,65,3242,BLOOD GAS POTASSIUM,blood gas potassium,Monitoring,RETROSPECTIVE,2016-07-12,potassium,gas,blood,,Monitoring,0.8,Laboratory,0.556426056107,Monitoring,0.548462166175,Laboratory,0.503933213834,Laboratory,0.466666666667,Monitoring,0.954567249656,Laboratory,0.9,Laboratory,0.999999679149,Monitoring,0.997690677643,Monitoring,4,1,0,1,0,0,1,0,0,1,0.366746677053,potassium,gas,blood,,Laboratory,0.999999679149,Laboratory,0.685405123151
66,66,4562,COMPATABILITY  IS,compatability is,Blood Products,RETROSPECTIVE,2016-07-13,compatability,,,,Laboratory,0.8,Supply,0.540144823786,Pharmacy,0.275647410359,Supply,0.158925454711,Laboratory,0.301312481808,Supply,0.431012041845,Supply,0.5,Laboratory,0.630079369479,Laboratory,0.253990352154,Laboratory,4,1,0,0,0,1,0,0,1,1,0.220598022605,compatability,,,,Laboratory,0.8,Laboratory,0.49634555086
67,67,1176,ROOM 8016,room 8016,Room and Board,ONLINE,2016-09-16,room,,,,Room and Board,0.83,Room and Board,0.850811812776,Supply,0.853713556218,Room and Board,0.790634872826,Room and Board,1.0,Room and Board,0.992467775674,Room and Board,1.0,Room and Board,0.999978806445,Room and Board,0.999957323074,Room and Board,8,1,1,0,1,1,1,1,1,1,0.829316732311,room,,,,Room and Board,1.0,Room and Board,0.932981323849
68,68,2457,OXIMETRY MULTIPLE,oximetry multiple,Monitoring,RETROSPECTIVE,2016-07-12,oximetry,multiple,,,Monitoring,0.83,Monitoring,0.568361015138,Monitoring,0.708272013842,Monitoring,0.744276539548,Laboratory,0.4,Monitoring,0.987512754687,Monitoring,0.8,Monitoring,0.989638837526,Monitoring,0.999997258186,Monitoring,8,1,1,1,1,0,1,1,1,1,0.736450935436,oximetry,multiple,,,Monitoring,0.999997258186,Monitoring,0.828507302366
69,69,613,HC OCCUPATIONAL THERAPY EVAL TIER I,occupational_therapy evaluation tier i,PT / OT / Speech Therapy,ONLINE,2016-09-16,evaluation,occupational,titer,therapy,PT / OT / Speech Therapy,0.88,PT / OT / Speech Therapy,0.95319503558,PT / OT / Speech Therapy,0.999900889163,PT / OT / Speech Therapy,0.840268521207,PT / OT / Speech Therapy,0.6,PT / OT / Speech Therapy,0.998984036118,PT / OT / Speech Therapy,1.0,PT / OT / Speech Therapy,0.999989702926,PT / OT / Speech Therapy,1.0,PT / OT / Speech Therapy,9,1,1,1,1,1,1,1,1,1,0.919148687222,tier,evaluation,occupational_therapy,,PT / OT / Speech Therapy,1.0,PT / OT / Speech Therapy,0.919148687222
70,70,1815,AB SCREEN RBC EA,antibody screen red_blood_cell each,Laboratory,ONLINE,2016-09-16,rbc,screen,antibody,,Laboratory,0.87,Laboratory,0.971382839913,Laboratory,0.99995682047,Laboratory,0.86812688497,Laboratory,1.0,Laboratory,0.993086203509,Laboratory,0.8,Laboratory,0.999994609188,Laboratory,0.999996185303,Laboratory,9,1,1,1,1,1,1,1,1,1,0.944727060372,rbc,screen,antibody,,Laboratory,1.0,Laboratory,0.944727060373
71,71,1738,VACUTAINER 21GA,vacutainer 21_gauge,Supply,ONLINE,2016-08-30,vacutainer,21ga,,,OR / Anesthesia / Recovery Room,0.73,Supply,0.818264992046,Supply,0.983675208105,Supply,0.791915505658,Supply,0.6,Supply,0.956384580117,Supply,0.8,Supply,0.999958351005,Supply,0.886364221573,OR / Anesthesia / Recovery Room,1,1,0,0,0,0,0,0,0,0,0.0811111111111,vacutainer,21_gauge,,,Supply,0.999958351005,Supply,0.854570357313
72,72,2001,CATH QUAD 5MM JSN X 5FRX120CM,catheter quad 5mm jsn x 5frx120cm,Supply,ONLINE,2016-09-16,cath,,,,Supply,0.65,Supply,0.887545319521,Supply,0.998953261367,Supply,0.822320909962,Supply,0.9,Supply,0.967849902419,Supply,0.7,Supply,0.994322578331,Supply,0.999686360359,Supply,9,1,1,1,1,1,1,1,1,1,0.880075370218,5mm,cath,,,Supply,0.999686360359,Supply,0.880075370218
73,73,1392,US RETROPERITONEUM,ultrasound retroperitoneum,Radiology,ONLINE,2016-09-16,us,retroperitoneum,,,Radiology,0.91,Radiology,0.774901720434,Laboratory,0.718068667603,Radiology,0.702053400252,Radiology,0.4,Radiology,0.472708539151,Radiology,0.5,Radiology,0.990440799121,Radiology,0.563028991222,Radiology,8,1,1,0,1,1,1,1,1,1,0.590348161131,us,retroperitoneum,,,Radiology,0.990440799121,Radiology,0.664141681272
74,74,3776,PANTOPRAZOLE SODIUM PER VIAL,pantoprazole sodium per vial,Pharmacy,RETROSPECTIVE,2016-07-12,vial,pantoprazole,per,sodium,Pharmacy,0.89,Pharmacy,0.914579422737,Pharmacy,0.99306775021,Pharmacy,0.844810590339,Pharmacy,0.8,Pharmacy,0.995243394104,Pharmacy,0.8,Pharmacy,0.999999245239,Pharmacy,0.999999880791,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.915300031491,vial,pantoprazole,per,sodium,Pharmacy,0.999999880791,Pharmacy,0.915300031491
75,75,3870,PATIENT EDUCATION/15 MINUTES,patient education/15 minutes,Education / Training,RETROSPECTIVE,2016-07-12,minutes,patient,education/15,,Education / Training,0.87,Education / Training,0.480360275057,PT / OT / Speech Therapy,0.986696754819,Education / Training,0.55597771036,Education / Training,1.0,Education / Training,0.979645434388,Education / Training,0.7,Education / Training,0.333333333077,Education / Training,0.999997973442,Education / Training,8,1,1,0,1,1,1,1,1,1,0.657701636258,minutes,patient,education/15,,Education / Training,1.0,Education / Training,0.739914340791
76,76,6451,SENSITIVITY STUDY AGAR 5 ADDITIONAL ETEST STRIPS,sensitivity study agar 5 additional etest strips,Laboratory,ONLINE,2016-10-06,additional,,,,Laboratory,0.71,Laboratory,0.367197869753,Supply,0.56702462322,Laboratory,0.472466091012,Supply,0.4,OR / Anesthesia / Recovery Room,0.807190207013,Supply,0.5,Supply,0.693383781679,Laboratory,0.911226272583,Laboratory,4,1,1,0,1,0,0,0,0,1,0.27343224815,additional,,,,Laboratory,0.911226272583,Laboratory,0.615222558337
77,77,1158,RECOVERY CLASS 2,recovery class 2,OR / Anesthesia / Recovery Room,ONLINE,2016-09-16,recovery,class,,,OR / Anesthesia / Recovery Room,0.95,OR / Anesthesia / Recovery Room,0.738945994844,Laboratory,0.570823639663,OR / Anesthesia / Recovery Room,0.491819263011,OR / Anesthesia / Recovery Room,0.5,OR / Anesthesia / Recovery Room,0.852412846178,Nursing Services,0.2,OR / Anesthesia / Recovery Room,0.999974852896,OR / Anesthesia / Recovery Room,0.999993085861,OR / Anesthesia / Recovery Room,7,1,1,0,1,1,1,0,1,1,0.614794004755,recovery,class,,,OR / Anesthesia / Recovery Room,0.999993085861,OR / Anesthesia / Recovery Room,0.790449434684
78,78,4157,HC HEMOGRAM CBC WITHOUT DIFF,hemogram complete_blood_count without differential,Laboratory,RETROSPECTIVE,2016-07-12,cbc,without,hemogram,,Monitoring,0.79,Laboratory,0.934974900775,Laboratory,0.996344213387,Laboratory,0.925464223055,Laboratory,0.7,Laboratory,0.986053672122,Laboratory,1.0,Laboratory,0.99999936972,Laboratory,1.0,Monitoring,1,1,0,0,0,0,0,0,0,0,0.0877777777778,cbc,without,hemogram,diff,Laboratory,1.0,Laboratory,0.942854547382
79,79,6417,LIVER HEPATIC PANEL HEPATIC FUNCTION PANEL,liver hepatic panel hepatic function panel,Laboratory,ONLINE,2016-10-12,function,panel,hepatic,,Laboratory,0.71,Laboratory,0.972281519781,Laboratory,0.999987015942,Laboratory,0.948284209334,Laboratory,0.7,Laboratory,0.997947382664,Laboratory,1.0,Laboratory,0.9999999606,Laboratory,1.0,Laboratory,9,1,1,1,1,1,1,1,1,1,0.925388898702,function,panel,hepatic,,Laboratory,1.0,Laboratory,0.925388898702
80,80,421,HCHG DAILY NO PER HOUR/HCHG DAILY NO PER HOUR,daily nitric_oxide per hour/hchg daily nitric_oxide per hour,Plan Benefit,RETROSPECTIVE,2016-07-12,hour,per,daily,nitric_oxide,Plan Benefit,1.0,Plan Benefit,0.992980992022,Plan Benefit,0.999994209895,Plan Benefit,0.875114890161,Plan Benefit,1.0,Plan Benefit,0.999979567371,Plan Benefit,1.0,Plan Benefit,0.9999998539,Plan Benefit,1.0,Plan Benefit,9,1,1,1,1,1,1,1,1,1,0.985341057039,hour,hchg,per,daily,Plan Benefit,1.0,Plan Benefit,0.985341057039
81,81,5535,CULTURE FUNGAL,culture fungal,Laboratory,RETROSPECTIVE,2016-07-13,culture,fungal,,,Laboratory,0.83,Laboratory,0.982369098893,Laboratory,0.99994302279,Laboratory,0.879688158894,Laboratory,0.85,Laboratory,0.980238960796,Laboratory,1.0,Laboratory,0.99988682453,Laboratory,0.99521458149,Laboratory,9,1,1,1,1,1,1,1,1,1,0.946371183044,culture,fungal,,,Laboratory,1.0,Laboratory,0.946371183044
82,82,2928,BREAST MILK  BANKED  PER OZ,breast milk banked per ounce,Supply,RETROSPECTIVE,2016-07-12,ounce,banked,breast,per,Supply,0.7,Supply,0.85645887792,Supply,0.891317151422,Supply,0.859015460049,Supply,0.7,Supply,0.992802047018,Supply,0.7,Supply,0.999918625451,Supply,0.99996638298,Supply,9,1,1,1,1,1,1,1,1,1,0.855497616093,oz,per,,,Supply,0.99996638298,Supply,0.855497616093
83,83,5085,11021082 - ACETAMINOPHEN 325MG,acetaminophen 325_mg,Pharmacy,RETROSPECTIVE,2016-07-13,325_mg,acetaminophen,,,Pharmacy,0.88,Pharmacy,0.988168258902,Pharmacy,0.999853155798,Pharmacy,0.956907212458,Pharmacy,0.9,Pharmacy,0.99998353195,Pharmacy,1.0,Pharmacy,0.999999994328,Pharmacy,1.0,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.969434683715,325_mg,acetaminophen,,,Pharmacy,1.0,Pharmacy,0.969434683715
84,84,6545,CLONIDINE 0.3 MG/24 HR WEEKLY TRANSDERMAL PATCH,clonidine 0.3 mg/24 hour weekly transdermal patch,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,hr,patch,,,Laboratory,0.69,OR / Anesthesia / Recovery Room,0.468845867044,Pharmacy,0.657524250031,OR / Anesthesia / Recovery Room,0.326291741034,Pharmacy,0.7,OR / Anesthesia / Recovery Room,0.62717094962,Pharmacy,0.5,OR / Anesthesia / Recovery Room,0.985293196744,Pharmacy,0.901916861534,Laboratory,1,1,0,0,0,0,0,0,0,0,0.0766666666667,hr,patch,,,OR / Anesthesia / Recovery Room,0.985293196744,Pharmacy,0.689860277891
85,85,2022,CENTRAL LINE DRESSING KIT,central line dressing kit,Supply,ONLINE,2016-09-16,line,kit,central,dressing,Supply,0.87,Supply,0.986099741828,Supply,0.999895418109,Supply,0.859928307508,Supply,0.9,Supply,0.999153409031,Supply,0.9,Supply,0.999975607974,Supply,1.0,Supply,9,1,1,1,1,1,1,1,1,1,0.946116942717,line,kit,central,dressing,Supply,1.0,Supply,0.946116942717
86,86,4690,LOC7 300-399MG/ML ML,low osmolar contrast material 300-399_mg/ml ml,Pharmacy,RETROSPECTIVE,2016-07-13,399_mg/ml,loc7,ml,,Pharmacy,0.79,Pharmacy,0.902557423124,Pharmacy,0.970274202252,Pharmacy,0.945607119541,Pharmacy,0.7,Pharmacy,0.892424349402,Pharmacy,0.9,Pharmacy,0.999574816472,Pharmacy,0.999996304512,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.900048246145,ml,low,contrast,,Pharmacy,0.999996304512,Pharmacy,0.900048246145
87,87,2835,INFUSION @ HR BEYOND 1.5,infusion hour beyond 1.5,Nursing Services,RETROSPECTIVE,2016-07-12,1.5,beyond,infusion,hour,Diluent / Flush / Irrigant,0.7,Nursing Services,0.266324549374,OR / Anesthesia / Recovery Room,0.529534123371,Nursing Services,0.237775979011,OR / Anesthesia / Recovery Room,0.3,Cardiology,0.307929271872,Nursing Services,0.3,Laboratory,0.832502930033,Cardiology,0.687089204788,Nursing Services,3,0,1,0,1,0,0,1,0,0,0.0893445031539,1.5,beyond,infusion,hr,Laboratory,0.832502930033,Nursing Services,0.268033509462
88,88,3265,HC LACTIC ACID - BG SYRINGE,lactic acid blood_gas syringe,Monitoring,RETROSPECTIVE,2016-07-12,syringe,acid,lactic,blood_gas,Laboratory,0.86,Laboratory,0.636607284755,Laboratory,0.785377313294,Laboratory,0.748804411242,Pharmacy,0.3,Supply,0.311700582723,Laboratory,0.7,Laboratory,0.999999573694,Laboratory,0.999529600143,Laboratory,7,1,1,1,1,0,0,1,1,1,0.636702020348,syringe,acid,lactic,bg,Laboratory,0.999999573694,Laboratory,0.818616883304
89,89,1316,THROMBOPLASTIN TM PRTL PLSM/WHL BLD,thromboplastin time partial plasma/whole blood,Laboratory,ONLINE,2016-09-16,whole,bld,thromboplastin,,Laboratory,0.91,Laboratory,0.972497929196,Laboratory,0.999970326038,Laboratory,0.856196342383,Laboratory,0.6,Laboratory,0.999257154442,Laboratory,1.0,Laboratory,0.999985557871,Laboratory,1.0,Laboratory,9,1,1,1,1,1,1,1,1,1,0.926434145548,partial,thromboplastin,whole,bld,Laboratory,1.0,Laboratory,0.926434145548
90,90,2646,MORPHINE 15 MG/ML INJECTION SOLUTION,morphine 15_mg/ml injection solution,Pharmacy,RETROSPECTIVE,2016-07-12,injection,morphine,solution,15_mg/ml,Pharmacy,0.85,Pharmacy,0.981485108689,Pharmacy,0.999451457769,Pharmacy,0.916033915897,Pharmacy,1.0,Pharmacy,0.996737161348,Pharmacy,0.9,Pharmacy,0.99999987906,Pharmacy,0.999999761581,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.960411920483,injection,morphine,solution,15_mg/ml,Pharmacy,1.0,Pharmacy,0.960411920483
91,91,5415,AEROSOL INHALATION SUBSEQ,aerosol inhalation subsequent,Respiratory Therapy,RETROSPECTIVE,2016-07-13,subsequent,aerosol,inhalation,,Respiratory Therapy,0.82,Respiratory Therapy,0.89381547225,Respiratory Therapy,0.962695632848,Respiratory Therapy,0.746232162457,Pharmacy,0.4,Respiratory Therapy,0.999779822651,Pharmacy,0.3,Respiratory Therapy,0.999997728536,Respiratory Therapy,1.0,Respiratory Therapy,7,1,1,1,1,0,1,0,1,1,0.713613424305,subseq,aerosol,inhalation,,Respiratory Therapy,1.0,Respiratory Therapy,0.917502974106
92,92,1593,C REACTIVE PROTEIN SE,c reactive protein serum,Laboratory,ONLINE,2016-08-29,reactive,protein,se,,Laboratory,0.96,Laboratory,0.984449342491,Laboratory,0.999991555258,Laboratory,0.931936683632,Laboratory,1.0,Laboratory,0.993916493032,Laboratory,1.0,Laboratory,0.999999290958,Laboratory,1.0,Laboratory,9,1,1,1,1,1,1,1,1,1,0.985588151708,reactive,c,protein,serum,Laboratory,1.0,Laboratory,0.985588151708
93,93,1598,CARDIOPLEGIA SOL,cardioplegia solution,Pharmacy,ONLINE,2016-08-29,cardioplegia,sol,,,Pharmacy,0.75,OR / Anesthesia / Recovery Room,0.304656093138,Pharmacy,0.850934651487,OR / Anesthesia / Recovery Room,0.391417815431,Supply,0.3,OR / Anesthesia / Recovery Room,0.589501945857,Pharmacy,0.6,Pharmacy,0.400214375702,OR / Anesthesia / Recovery Room,0.494602233171,Pharmacy,4,1,0,1,0,0,0,1,1,0,0.289016558577,cardioplegia,sol,,,Pharmacy,0.850934651487,Pharmacy,0.650287256797
