,Id,Original Description,Normalized Description,Charge Class,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Jaro,Prob_Jaro,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Voted Output,Sum Correct,Correct_Jaro,Correct_Logistic_OvR,Correct_DeepNN,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4
86,4690,LOC7 300-399MG/ML ML,low osmolar contrast material 300-399_mg/ml ml,Pharmacy,RETROSPECTIVE,2016-07-13,399_mg/ml,loc7,ml,,Pharmacy,0.79,Pharmacy,0.94245536134,Pharmacy,0.642670847385,Pharmacy,3,1,1,1,0.791708736242,ml,low,contrast,
87,2835,INFUSION @ HR BEYOND 1.5,infusion hour beyond 1.5,Nursing Services,RETROSPECTIVE,2016-07-12,1.5,beyond,infusion,hour,Diluent / Flush / Irrigant,0.7,Nursing Services,0.219544494243,Nursing Services,0.440656236321,Nursing Services,2,0,1,1,0.220066910188,1.5,beyond,infusion,hr
88,3265,HC LACTIC ACID - BG SYRINGE,lactic acid blood_gas syringe,Monitoring,RETROSPECTIVE,2016-07-12,syringe,acid,lactic,blood_gas,Laboratory,0.86,Laboratory,0.752409941744,Laboratory,0.941230039894,Laboratory,3,1,1,1,0.851213327213,syringe,acid,lactic,bg
89,1316,THROMBOPLASTIN TM PRTL PLSM/WHL BLD,thromboplastin time partial plasma/whole blood,Laboratory,ONLINE,2016-09-16,whole,bld,thromboplastin,,Laboratory,0.91,Laboratory,0.853171508483,Laboratory,0.999659016073,Laboratory,3,1,1,1,0.920943508185,partial,thromboplastin,whole,bld
90,2646,MORPHINE 15 MG/ML INJECTION SOLUTION,morphine 15_mg/ml injection solution,Pharmacy,RETROSPECTIVE,2016-07-12,injection,morphine,solution,15_mg/ml,Pharmacy,0.85,Pharmacy,0.914494872249,Pharmacy,0.992240104099,Pharmacy,3,1,1,1,0.918911658782,injection,morphine,solution,15_mg/ml
91,5415,AEROSOL INHALATION SUBSEQ,aerosol inhalation subsequent,Respiratory Therapy,RETROSPECTIVE,2016-07-13,subsequent,aerosol,inhalation,,Respiratory Therapy,0.82,Respiratory Therapy,0.777548985844,Respiratory Therapy,0.999948691139,Respiratory Therapy,3,1,1,1,0.865832558994,subseq,aerosol,inhalation,
92,1593,C REACTIVE PROTEIN SE,c reactive protein serum,Laboratory,ONLINE,2016-08-29,reactive,protein,se,,Laboratory,0.96,Laboratory,0.919636583156,Laboratory,0.996520321965,Laboratory,3,1,1,1,0.958718968374,reactive,c,protein,serum
93,1598,CARDIOPLEGIA SOL,cardioplegia solution,Pharmacy,ONLINE,2016-08-29,cardioplegia,sol,,,Pharmacy,0.75,OR / Anesthesia / Recovery Room,0.429102464356,OR / Anesthesia / Recovery Room,0.607719691567,OR / Anesthesia / Recovery Room,2,0,1,1,0.345607385308,cardioplegia,sol,,
94,4050,MELATONIN 3MG TAB,melatonin 3_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-12,melatonin,tab,3_mg,,Pharmacy,0.94,Pharmacy,0.930789180074,Pharmacy,0.947394468774,Pharmacy,3,1,1,1,0.939394549616,melatonin,tab,3_mg,
95,1771,HB - SWALLOW/FEEDING THERAPY 45 MINUTES (MOD GN),swallow/feeding therapy 45 minutes mod gn,PT / OT / Speech Therapy,ONLINE,2016-09-01,minutes,swallow,feeding,therapy,PT / OT / Speech Therapy,0.74,PT / OT / Speech Therapy,0.578606778888,PT / OT / Speech Therapy,0.936077115073,PT / OT / Speech Therapy,3,1,1,1,0.751561297987,minutes,swallow,feeding,therapy
96,5421,ALBUMIN 25%.50ML-100ML VIAL,albumin 25%.50_ml 100_ml vial,Pharmacy,RETROSPECTIVE,2016-07-13,vial,100_ml,albumin,25%.50_ml,Pharmacy,0.78,Pharmacy,0.828106777985,Pharmacy,0.999135125567,Pharmacy,3,1,1,1,0.869080634517,vial,100_ml,albumin,25%.50_ml
97,6904,SUCCINYL CHL VL 20MG/ML 10ML SUCCINYLCHOLINE CHLORIDE 20 MG/ML 1,succinylcholine chloride vial 20 mg/ml 10 ml succinylcholine chloride 20 mg/ml 1,Pharmacy,ONLINE,2016-10-12,vial,chloride,10_ml,,Pharmacy,0.73,Pharmacy,0.960357890835,Pharmacy,0.928203565561,Pharmacy,3,1,1,1,0.872853818799,vial,ml,mg,chloride
98,6348,CALAMINE PHENOLATED OINT 71GM MENTHOL/ZINC OX/CALAMINE/PHENOL OIN,calamine phenolated oint 71 gm menthol/zinc ox/calamine/phenol oin,Pharmacy,ONLINE,2016-10-06,zinc,,,,Procedure,0.68,Pharmacy,0.88627910171,Pharmacy,0.993409342542,Pharmacy,2,0,1,1,0.626562814751,gm,zinc,oint,
99,1971,CABLE EPS EXT HEX BLK 150 U,cable eps extension hex black 150_units,Supply,ONLINE,2016-09-16,ext,,,,Supply,0.65,Supply,0.829791435249,Supply,0.981173487981,Supply,3,1,1,1,0.820321641076,ext,,,
100,2889,TRACHEOSTOMY TX MODALITY S,tracheostomy treatment modality sigma,Respiratory Therapy,RETROSPECTIVE,2016-07-12,tracheostomy,treatment,modality,,Respiratory Therapy,0.79,OR / Anesthesia / Recovery Room,0.388742592917,PT / OT / Speech Therapy,0.462270931407,Respiratory Therapy,1,1,0,0,0.263333333333,tracheostomy,sigma,tx,modality
101,2961,ELECTRODE KITTYCAT PED,electrode kittycat pediatric,Supply,RETROSPECTIVE,2016-07-12,electrode,pediatric,kittycat,,Supply,0.85,Supply,0.650450121572,Supply,0.92152838954,Supply,3,1,1,1,0.807326170371,electrode,ped,kittycat,
102,3496,ZYVOX 600MG TABLET,zyvox 600_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-12,600_mg,tablet,zyvox,,OR / Anesthesia / Recovery Room,0.72,Pharmacy,0.896422455107,Pharmacy,0.976923778747,Pharmacy,2,0,1,1,0.624448744618,600_mg,tablet,zyvox,
103,634,HC PTH INTACT,parathyroid_hormone intact,Laboratory,ONLINE,2016-09-16,path,intact,,,Laboratory,0.82,Laboratory,0.842684666451,Laboratory,0.987624042268,Laboratory,3,1,1,1,0.88343623624,intact,parathyroid_hormone,,
104,5652,HB GLUCOSE BLOOD,glucose blood,Laboratory,RETROSPECTIVE,2016-07-13,blood,glucose,,,Laboratory,0.93,Laboratory,0.58942656775,Laboratory,0.871880573319,Laboratory,3,1,1,1,0.797102380356,blood,glucose,,
105,2925,BLOOD GAS KIT,blood gas kit,Supply,RETROSPECTIVE,2016-07-12,gas,blood,kit,,Supply,0.82,Supply,0.790183448542,Supply,0.78517036361,Supply,3,1,1,1,0.798451270717,gas,blood,kit,
106,4937,HB 5%DEXTROSE/1/2NS+KCL 10MEQ/L 1,5%dextrose/1/2 normal_saline and potassium_chloride 10_meq/liter 1,Pharmacy,RETROSPECTIVE,2016-07-13,10_meq/l,potassuim_chloride,5%dextrose/1/2ns,,Diluent / Flush / Irrigant,0.78,Diluent / Flush / Irrigant,0.629512713374,Diluent / Flush / Irrigant,0.691638255624,Diluent / Flush / Irrigant,3,1,1,1,0.700383656333,normal_saline,potassium_chloride,10_meq/liter,5%dextrose/1/2
107,5694,HB SPINAL FLUID COUNT- DIFF,spinal fluid count_differential,Laboratory,RETROSPECTIVE,2016-07-13,count,spinal,diff,fluid,Supply,0.74,Laboratory,0.830713565003,Laboratory,0.920792028369,Laboratory,2,0,1,1,0.583835197791,spinal,fluid,count_differential,
108,6337,BLOOD DRAW ARTERIAL CATH ACC,blood draw arterial catch acc,Nursing Services,ONLINE,2016-10-06,arterial,draw,blood,,Laboratory,0.77,Nursing Services,0.763838037997,Nursing Services,0.997013157327,Nursing Services,2,0,1,1,0.586950398441,arterial,draw,blood,
109,4397,63972001 - FERRITIN,ferritin,Laboratory,RETROSPECTIVE,2016-07-13,ferritin,,,,Laboratory,0.72,Laboratory,0.871032485084,Laboratory,0.989364206496,Laboratory,3,1,1,1,0.860132230527,ferritin,,,
110,304,SODIUM CHLORIDE 0.9% 50ML,sodium chloride 0.9% 50_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,0.90%,50_ml,chloride,sodium,Diluent / Flush / Irrigant,0.99,Diluent / Flush / Irrigant,0.768260996586,Diluent / Flush / Irrigant,0.981687397035,Diluent / Flush / Irrigant,3,1,1,1,0.913316131207,0.9%,50_ml,chloride,sodium
111,4351,27677000 - US RETROPERITONEAL COMP,ultrasound retroperitoneal comprehensive,Radiology,RETROSPECTIVE,2016-07-13,compressors,retroperitoneal,27677000_us,,Radiology,0.84,Radiology,0.703195265915,Radiology,0.884005233954,Radiology,3,1,1,1,0.80906683329,us,retroperitoneal,comprehensive,
112,4477,89156000 - TREATMENT/SWALLOWING,treatment/swallowing,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,swallowing,treatment,,,PT / OT / Speech Therapy,0.9,Respiratory Therapy,0.635671154771,Respiratory Therapy,0.88584374387,Respiratory Therapy,2,0,1,1,0.50717163288,swallowing,treatment,,
113,6877,PT EXERCISE THERAPY 15 MIN GP,part exercise therapy 15 min gp,PT / OT / Speech Therapy,ONLINE,2016-10-12,therapy,exercise,,,PT / OT / Speech Therapy,0.81,PT / OT / Speech Therapy,0.84146992349,PT / OT / Speech Therapy,0.997889023886,PT / OT / Speech Therapy,3,1,1,1,0.883119649125,therapy,exercise,min,
114,2900,VENIPUNCTURE CHRG - CHRG ONL,venipuncture charge charge only,Nursing Services,RETROSPECTIVE,2016-07-12,venipuncture,charge,,,Nursing Services,0.93,Nursing Services,0.763308653385,Nursing Services,0.999854944772,Nursing Services,3,1,1,1,0.897721199386,venipuncture,chrg,,
115,397,DORNASE ALPHA I,dornase alpha i,Plan Benefit,RETROSPECTIVE,2016-07-12,alpha,dornase,,,Plan Benefit,0.97,Plan Benefit,0.628478825136,Plan Benefit,0.980723407921,Plan Benefit,3,1,1,1,0.859734077686,alpha,dornase,,
116,4660,INJECTION IV. SINGLE/INITIAL,injection intravenous single/initial,Nursing Services,RETROSPECTIVE,2016-07-13,injection,initial,intravenous,single,Supply,0.72,OR / Anesthesia / Recovery Room,0.416967839025,OR / Anesthesia / Recovery Room,0.527973250249,OR / Anesthesia / Recovery Room,2,0,1,1,0.314980363091,injection,initial,intravenous,single
117,5634,HB CREATININE BLOOD,creatinine blood,Laboratory,RETROSPECTIVE,2016-07-13,creatinine,blood,,,Laboratory,0.96,Laboratory,0.831510431227,Laboratory,0.978582549988,Laboratory,3,1,1,1,0.923364327072,creatinine,blood,,
118,1886,ASSAY OF CALCIUM IONIZED,assay of calcium ionized,Laboratory,ONLINE,2016-09-16,calcium,ionized,assay,,Laboratory,0.89,Laboratory,0.908860531632,Laboratory,0.999478510992,Laboratory,3,1,1,1,0.932779680875,calcium,ionized,assay,
119,4213,ANGIOSEAL 6FR ORDER INCREMENT OF 10-EA,angioseal 6fr order increment of 10 each,Supply,RETROSPECTIVE,2016-07-12, , , ,,Supply,0.71,Supply,0.695583025959,Supply,0.521562066874,Supply,3,1,1,1,0.642381697611,increment,6fr,angioseal,order
120,2116,SILDENAFIL 2.5MG/ML ORAL SURX,sildenafil 2.5_mg/ml oral surx,Plan Benefit,RETROSPECTIVE,2016-07-12,oral,sildenafil,surx,2.5mg/ml,Plan Benefit,0.92,Plan Benefit,0.922197100896,Plan Benefit,0.999996102509,Plan Benefit,3,1,1,1,0.947397734468,oral,sildenafil,surx,2.5_mg/ml
121,6875,PROTHROMBIN TIME PT T1 PROTIME,prothrombin time part t1 protime,Laboratory,ONLINE,2016-10-12,time,t1,prothrombin,,Laboratory,0.88,Laboratory,0.812095365409,Laboratory,0.990454599888,Laboratory,3,1,1,1,0.894183321766,t1,time,,
122,1536,PARACENTESIS ABD W IMAGING,paracentesis abdomen with imaging,Radiology,ONLINE,2016-09-19,paracentesis,abd,imaging,,Procedure,0.76,Radiology,0.656765838476,Radiology,0.881564001244,Radiology,2,0,1,1,0.51277661324,paracentesis,abd,imaging,
123,5592,GAIT TRAINING 5 MIN,gait training 5 minutes,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,training,minutes,gait,,PT / OT / Speech Therapy,0.98,PT / OT / Speech Therapy,0.567987192396,PT / OT / Speech Therapy,0.936595079726,PT / OT / Speech Therapy,3,1,1,1,0.828194090707,training,min,gait,
124,3277,RT SODIUM,respiratory_therapy sodium,Monitoring,RETROSPECTIVE,2016-07-12,RT,sodium,,,Laboratory,0.92,Respiratory Therapy,0.303613114723,Respiratory Therapy,0.585486597677,Respiratory Therapy,2,0,1,1,0.2963665708,rt,sodium,,
125,6218,DRAPE INCISE IOBAN II 35 X 17,drape incise ioban 2 35 x 17,Supply,ONLINE,2016-09-16,x,ioban,drape,incise,Diluent / Flush / Irrigant,0.7,Supply,0.900969130183,Supply,0.9980565967,Supply,2,0,1,1,0.633008575628,x,ioban,drape,incise
126,1089,PORPHOBILINOGEN U,porphobilinogen u,Laboratory,ONLINE,2016-09-16,u,porphobilinogen,,,Laboratory,0.76,Supply,0.158861413605,Supply,0.348832005381,Supply,2,0,1,1,0.169231139662,u,porphobilinogen,,
127,1055,PBDS CENTRAL LINE,pbds central line,Supply,ONLINE,2016-09-16,pbds,line,central,,Supply,0.76,Supply,0.444554221395,Supply,0.581900975035,Supply,3,1,1,1,0.595485065477,pbds,line,central,
128,3,ALARIS PUMP I,alaris pump i,Capital Equipment,RETROSPECTIVE,2016-07-12,pump,alaris,,,Capital Equipment,0.91,Capital Equipment,0.785213772337,Capital Equipment,0.998496925043,Capital Equipment,3,1,1,1,0.897903565793,pump,alaris,,
129,6582,DUOSOL 32,duosol 32,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,duosol,,,,Pharmacy,0.69,Supply,0.158861413605,Supply,0.348832005381,Supply,2,0,1,1,0.169231139662,duosol,,,
130,999,OR LEVEL 3 FIRST 30 MINUTES,operating_room level 3 first 30 minutes,OR / Anesthesia / Recovery Room,ONLINE,2016-09-16,level,minutes,first,or,OR / Anesthesia / Recovery Room,0.92,OR / Anesthesia / Recovery Room,0.863787780182,OR / Anesthesia / Recovery Room,0.99732565427,OR / Anesthesia / Recovery Room,3,1,1,1,0.927037811484,level,minutes,first,operating_room
131,1855,AMIODARONE 50 MG/ML SOLN,amiodarone 50_mg/ml solution,Pharmacy,ONLINE,2016-09-16,50_mg/ml,amiodarone,soln,,Pharmacy,0.91,Pharmacy,0.950495185114,Pharmacy,0.990905311299,Pharmacy,3,1,1,1,0.950466832138,50_mg/ml,amiodarone,soln,
132,1435,ALBUTEROL 0.5% NEBU 20 ML,albuterol 0.5% nebulizer 20_ml,Pharmacy,ONLINE,2016-09-19,albuterol,0.50%,nebu,20_ml,Pharmacy,0.84,Pharmacy,0.833344097499,Pharmacy,0.979899585449,Pharmacy,3,1,1,1,0.884414560983,albuterol,0.5%,nebu,20_ml
133,2082,NITRIC OXIDE THER SUBSEQ,nitric oxide therapist subsequent,Plan Benefit,RETROSPECTIVE,2016-07-12,subsequent,oxide,therapist,nitric,Plan Benefit,0.87,Plan Benefit,0.892851590504,Plan Benefit,0.988536235193,Plan Benefit,3,1,1,1,0.917129275232,subseq,oxide,ther,nitric
134,5927,SET UNIVERSAL 3-BAG SPIKE SET,set universal 3 bag spike set,Supply,RETROSPECTIVE,2016-07-13,bag,set,,,Supply,0.74,Supply,0.959910050836,Supply,0.999987826882,Supply,3,1,1,1,0.899965959239,bag,set,,
135,2084,NITRIC OXIDE THERP PER 1/2 HR,nitric oxide therapy per 1/2 hour,Plan Benefit,RETROSPECTIVE,2016-07-12,oxide,therapy,hour,per,Plan Benefit,0.87,Plan Benefit,0.897825877869,Plan Benefit,0.999998952047,Plan Benefit,3,1,1,1,0.922608276639,oxide,therapy,hr,per
136,2905,VENIPUNCTURE ROUTINE CHG,venipuncture routine charge,Nursing Services,RETROSPECTIVE,2016-07-12,venipuncture,charge,routine,,Nursing Services,0.93,Nursing Services,0.834031711726,Nursing Services,0.99982464032,Nursing Services,3,1,1,1,0.921285450682,venipuncture,chg,routine,
137,3719,POTASSIUM WHOLE BLOOD,potassium whole blood,Laboratory,RETROSPECTIVE,2016-07-12,potassium,whole,blood,,Laboratory,0.97,Laboratory,0.924678021227,Laboratory,0.999583327153,Laboratory,3,1,1,1,0.964753782793,potassium,whole,blood,
138,3538,BROMOCRIPTINE 2.5 MG TABLET,bromocriptine 2.5_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-12,bromocriptine,tablet,2.5_mg,,Pharmacy,0.78,Pharmacy,0.918655135541,Pharmacy,0.977000242053,Pharmacy,3,1,1,1,0.891885125865,bromocriptine,tablet,2.5_mg,
139,1370,URINALYSIS AUTO W,urinalysis automated with,Laboratory,ONLINE,2016-09-16,urinalysis,automated,,,Laboratory,0.92,Laboratory,0.908983127277,Laboratory,0.997438047019,Laboratory,3,1,1,1,0.942140391432,urinalysis,automated,,
140,6616,HCHG BNP NATRIURETIC PEPTIDE ,bnp natriuretic peptide,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,bnp,peptide,natriuretic,,Laboratory,0.83,Laboratory,0.873360887094,Laboratory,0.990377401139,Laboratory,3,1,1,1,0.897912762745,bnp,peptide,natriuretic,
141,5925,SERTRALINE 60 MG TABS,sertraline 60_mg tablets,Pharmacy,RETROSPECTIVE,2016-07-13,60_mg,sertraline,tabs,,Pharmacy,0.8,Pharmacy,0.9266283056,Pharmacy,0.999073734865,Pharmacy,3,1,1,1,0.908567346822,60_mg,sertraline,tabs,
142,3548,HEPARIN (PORCINE) PF 5 000UNITS/0.5ML SYRG,heparin porcine partial_fill 5 000_units/0.5_ml syringe,Pharmacy,RETROSPECTIVE,2016-07-12,heparin,pf,syrg,porcine,Pharmacy,0.86,Diluent / Flush / Irrigant,0.49455262116,Diluent / Flush / Irrigant,0.626735321031,Diluent / Flush / Irrigant,2,0,1,1,0.373762647397,heparin,pf,syrg,porcine
143,4204,HC DIAGNOSTIC CATHETER,diagnostic catheter,Supply,RETROSPECTIVE,2016-07-12,catheter,diagnostic, ,,Supply,0.82,Supply,0.52171959789,Supply,0.692024984251,Supply,3,1,1,1,0.677914860714,catheter,diagnostic,,
144,987,OBSERVATION PER HR,observation per hour,Room and Board,ONLINE,2016-09-16,observation,per,hr,,Pharmacy,0.73,Plan Benefit,0.379376417134,Plan Benefit,0.610243895727,Plan Benefit,2,0,1,1,0.32987343762,observation,per,hr,
145,2226,HCT ISTAT,hematocrit istat,Laboratory,RETROSPECTIVE,2016-07-12,hematocrit,istat,,,Laboratory,0.79,Monitoring,0.573162391244,Monitoring,0.990341502772,Monitoring,2,0,1,1,0.521167964672,hct,istat,,
146,6515,BLOOD GAS PH PO2 &/OR PCO2 POC ABG,blood gas ph po2 &/or pco2 poc abg,Monitoring,ONLINE,2016-10-12,ph,gas,blood,poc,Monitoring,0.93,Monitoring,0.925122211368,Monitoring,0.999936507691,Monitoring,3,1,1,1,0.951686239686,po2,ph,gas,blood
147,207,NACL 0.9% 100ML MBP,sodium_chloride 0.9% 100_ml mini-bag_plus,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,0.90%,100_ml,mbp,NaCl,Diluent / Flush / Irrigant,0.94,Diluent / Flush / Irrigant,0.83751152576,Diluent / Flush / Irrigant,0.953462921467,Diluent / Flush / Irrigant,3,1,1,1,0.910324815742,0.9%,100_ml,mbp,nacl
148,355,25000001-SILDENAFIL 50 MG TAB,sildenafil 50_mg tablet,Plan Benefit,RETROSPECTIVE,2016-07-12,50_mg,sildenafil,tablet,,Plan Benefit,0.78,Plan Benefit,0.710356887523,Plan Benefit,0.999690860097,Plan Benefit,3,1,1,1,0.830015915873,50_mg,sildenafil,tab,
149,5718,HYDROCORTISONE SUCCINATE SODIUM UP TO 100 MG,hydrocortisone succinate sodium up to 100_mg,Pharmacy,RETROSPECTIVE,2016-07-13,hydrocortisone,100_mg,succinate,sodium,Pharmacy,0.86,Pharmacy,0.859562390771,Pharmacy,0.972832005465,Pharmacy,3,1,1,1,0.897464798745,hydrocortisone,100_mg,succinate,sodium
150,68,SYRINGE PUMP,syringe pump,Capital Equipment,RETROSPECTIVE,2016-07-12,syringe,pump,,,Capital Equipment,0.95,Capital Equipment,0.735100408426,Capital Equipment,0.956344661263,Capital Equipment,3,1,1,1,0.880481689896,syringe,pump,,
151,4034,PREGABALIN 75MG CAP,pregabalin 75_mg capillary,Pharmacy,RETROSPECTIVE,2016-07-12,75_mg,pregabalin,capillary,,Pharmacy,0.94,Pharmacy,0.922897255093,Pharmacy,0.913613392665,Pharmacy,3,1,1,1,0.925503549253,75_mg,pregabalin,capillary,
152,5311,66048010 - BLOOD SMEAR STATISTIC,blood smear statistic,Laboratory,RETROSPECTIVE,2016-07-13,smear,blood,statistic,,Laboratory,0.71,Laboratory,0.700814454768,Laboratory,0.848516234037,Laboratory,3,1,1,1,0.753110229602,smear,blood,statistic,
153,4701,MIDAZOL HCL 1MG INJ,midazolam hydrochloride 1_mg injection,Pharmacy,RETROSPECTIVE,2016-07-13,1_mg,injection,midazolam,hcl,Pharmacy,0.92,Pharmacy,0.958913569794,Pharmacy,0.999617589951,Pharmacy,3,1,1,1,0.959510386582,1_mg,inj,midazolam,hydrochloride
154,1065,PETROLATUM-MINERAL OIL OINT 3.5 G TUBE,petrolatum mineral oil ointment 3.5 g tube,Supply,ONLINE,2016-09-16,oint,tube,,,Supply,0.91,Supply,0.719417036217,Supply,0.934755866724,Supply,3,1,1,1,0.85472430098,petrolatum,oint,tube,
155,3552,HC XR CHEST 1 VIEW,x-ray chest 1 view,Radiology,RETROSPECTIVE,2016-07-12,xr,chest,view,,Radiology,0.95,Radiology,0.84547082059,Radiology,0.999753686312,Radiology,3,1,1,1,0.931741502301,chest,xr,view,
156,1059,PC SPLIT FILTERED,packed_cells split filtered,Blood Products,ONLINE,2016-09-16,filtered,pc,split,,Blood Products,0.92,Supply,0.35760981026,Blood Products,0.861254652403,Blood Products,2,1,0,1,0.593751550801,filtered,packed_cells,split,
157,1240,SODIUM CHLORIDE 4 MEQ/ML SOLP 100 ML VIAL,sodium_chloride 4_meq/ml solution 100_ml vial,Pharmacy,ONLINE,2016-09-16,vial,100_ml,chloride,solution,Pharmacy,0.97,Pharmacy,0.567931530407,Pharmacy,0.942853385744,Pharmacy,3,1,1,1,0.826928305384,vial,100_ml,solution,sodium_chloride
158,952,MRSA SCREEN PCR NASAL,mrsa screen pcr nasal,Laboratory,ONLINE,2016-09-16,pcr,mrsa,screen,nasal,Laboratory,0.72,Laboratory,0.713764644662,Laboratory,0.885754534837,Laboratory,3,1,1,1,0.773173059833,pcr,mrsa,screen,nasal
159,4796,SEVO FIRST 30 MIN,servoflurane first 30 minutes,OR / Anesthesia / Recovery Room,RETROSPECTIVE,2016-07-13,minutes,servo,first,,OR / Anesthesia / Recovery Room,0.77,OR / Anesthesia / Recovery Room,0.865984858559,OR / Anesthesia / Recovery Room,0.907151446226,OR / Anesthesia / Recovery Room,3,1,1,1,0.847712101595,min,servoflurane,first,
160,1388,US DPLR LOW EXTREM ART BILAT,ultrasound doppler lower extremity arterial bilateral,Radiology,ONLINE,2016-09-16,extremity,us,low,arterial,Radiology,0.7,Radiology,0.752093438813,Radiology,0.995697573061,Radiology,3,1,1,1,0.815930337291,arterial,lower,doppler,bilateral
161,4185,NITROGLYCERIN IN 5 % DEXTROSE 50 MG/250 ML (200 MCG/ML) SOLN 250 ML BOTTLE,nitroglycerin in 5% dextrose 50_mg/250_ml 200 mcg/ml solution 250_ml bottle,Pharmacy,RETROSPECTIVE,2016-07-12,mcg,ml,soln,,Pharmacy,0.74,Diluent / Flush / Irrigant,0.553099168227,Pharmacy,0.550303414564,Pharmacy,2,1,0,1,0.430101138188,mcg,ml,soln,dextrose
162,5810,METRONIDAZOLE 50 MG/ML PO,metronidazole 50_mg/ml by_mouth,Pharmacy,RETROSPECTIVE,2016-07-13,metronidazole,50_mg/ml,by_mouth,,Pharmacy,0.93,Pharmacy,0.965043756269,Pharmacy,0.983043936893,Pharmacy,3,1,1,1,0.959362564387,metronidazole,50_mg/ml,po,
163,2596,INJECTION  VORICONAZOLE  1,injection voriconazole 1,Pharmacy,RETROSPECTIVE,2016-07-12,injection,voriconazole,,,Pharmacy,1.0,Pharmacy,0.871424554643,Pharmacy,0.531212970994,Pharmacy,3,1,1,1,0.800879175213,injection,voriconazole,,
164,3747,ROUTINE VENIPUNCTURE,routine venipuncture,Nursing Services,RETROSPECTIVE,2016-07-12,venipuncture,routine,,,Nursing Services,0.78,Nursing Services,0.844204148494,Nursing Services,0.999308855491,Nursing Services,3,1,1,1,0.874504334662,venipuncture,routine,,
165,1430,ALBUMIN 25 % 0.25 G/ML SOL,albumin 25% 0.25 g/ml solution,Pharmacy,ONLINE,2016-09-19,ml,albumin,sol,,Pharmacy,0.82,Pharmacy,0.824001200036,OR / Anesthesia / Recovery Room,0.623220554723,Pharmacy,2,1,1,0,0.548000400012,ml,albumin,sol,
166,2511,WB GLUCOSE BY MONITOR DEVICE,whole_blood glucose by monitor device,Monitoring,RETROSPECTIVE,2016-07-12,device,bay,glucose,monitor,Monitoring,0.87,Monitoring,0.825319401378,Monitoring,0.998312143541,Monitoring,3,1,1,1,0.89787718164,device,glucose,monitor,wb
167,1516,LEVETIRACETAM 100 MG/ML SO,levetiracetam 100_mg/ml solution,Pharmacy,ONLINE,2016-09-19,100_mg/ml,so,levetiracetam,,Pharmacy,0.93,Pharmacy,0.948749523669,Pharmacy,0.974500503041,Pharmacy,3,1,1,1,0.951083342237,100_mg/ml,so,levetiracetam,
168,5654,HB GLYCOPYRROLATE 0.2MG/ML 1ML,glycopyrrolate 0.2_mg/ml 1_ml,Pharmacy,RETROSPECTIVE,2016-07-13,1_ml,0.2_mg/ml,glycopyrrolate,,Pharmacy,0.9,Pharmacy,0.974334673859,Pharmacy,0.999772239299,Pharmacy,3,1,1,1,0.95803563772,1_ml,0.2_mg/ml,glycopyrrolate,
169,5260,58890000 - OXYGEN PER 12 HOURS,oxygen per 12 hours,Respiratory Therapy,RETROSPECTIVE,2016-07-13,hours,per,oxygen,,Respiratory Therapy,0.93,Respiratory Therapy,0.873466354106,Respiratory Therapy,0.999367310619,Respiratory Therapy,3,1,1,1,0.934277888242,hours,per,oxygen,
