Id,Original Description,Normalized Description,Charge Class,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4
6834,NACL 0.9% FLUSH 2.5ML SODIUM CHLORIDE 0.9% FLUSH 2.5 ML S,nacl 0.9% flush 2.5 ml sodium chloride 0.9% flush 2.5 ml s,Diluent / Flush / Irrigant,ONLINE,2016-10-12,sodium,chloride,nacl,flush
4407,64878000 - CONCENTRATION FOR INFECT AGENT,concentration for infectious agent,Laboratory,RETROSPECTIVE,2016-07-13,infect,concentration,agent,
5146,13080472 - INSLIN LISPRO (HUMLOG) PER 5 U,insulin lispro humalog per 5_units,Pharmacy,RETROSPECTIVE,2016-07-13,5_units,lispro,insulin,per
5513,CIPROFLOXACIN HCL 500 MG TABLET,ciprofloxacin hcl 500_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-13,ciprofloxacin,tablet,500_mg,hcl
1199,SET EPIDURAL SAPHIRE,set epidural sapphire,Supply,ONLINE,2016-09-16,set,sapphire,epidural,
6082,CR ABDOMEN SINGLE AP VIEW,cr abdomen single anterior_posterior view,Radiology,ONLINE,2016-09-16,ap,cr,single,abdomen
4609,EPSTEIN BARR VCA (QEBVPL),epstein barr vca qebvpl,Laboratory,RETROSPECTIVE,2016-07-13,vca,barr,qebvpl,epstein
5259,58889000 - OXYGEN PER HOUR,oxygen per hour,Respiratory Therapy,RETROSPECTIVE,2016-07-13,per,oxygen,hour,
2723,NEONATAL INTENSIVE CARE UNIT,neonatal intensive care unit,Room and Board,RETROSPECTIVE,2016-07-12,neonatal,intensive,units,care
3697,ALBUTEROL SULF 0.83MG/ML 3ML,albuterol sulfate 0.83_mg/ml 3_ml,Pharmacy,RETROSPECTIVE,2016-07-12,albuterol,sulf,3_ml,0.83_mg_ml
5321,77000939 - SYSTEM  ORAL CLEANSING,system oral cleansing,Supply,RETROSPECTIVE,2016-07-13,oral,system,cleansing,
3981,POTASSIUM BLOOD,potassium blood,Laboratory,RETROSPECTIVE,2016-07-12,potassium,blood,,
6029,QUETIATINE FUMARANE 200MG TAB; QUETIAPINE FUMARATE 200 MG TAB,quetiapine fumarate 200_mg tablet quetiapine fumarate 200_mg tablet,Pharmacy,ONLINE,2016-08-24,200_mg,quetiapine,tab,
316,SODIUM CHLORIDE 0.9% SOL 100ML,sodium chloride 0.9% solution 100_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,100_ml,chloride,solution,sodium
2922,BEBONKERS SUCTION,bebonkers suction,Supply,RETROSPECTIVE,2016-07-12,suction,bebonkers,,
2915,ARTERIAL PUNCTURE WITH KIT,arterial puncture with kit,Supply,RETROSPECTIVE,2016-07-12,arterial,puncture,kit,
2767,30000091-HC ROUTINE VENIPUNCTURE,hc routine venipuncture,Nursing Services,RETROSPECTIVE,2016-07-12,venipuncture,routine,,
1693,C DIFF AMPLIFIED PROBE,clostridium difficile amplified probe,Laboratory,ONLINE,2016-08-30,probe,amplified,diff,
4403,64339000 - 339 LEGION PNEUMO DNA PCR-SO+,legionnaire's pneumoniae deoxyribonucleic_acid polymerase chain reaction,Laboratory,RETROSPECTIVE,2016-07-13,legion,pcr,deoxyribonucleic_acid,pneumoniae
2453,OXIMETRY,oximetry,Monitoring,RETROSPECTIVE,2016-07-12,oximetry,,,
856,LACTOSE FREE NUTRITION LIQD,lactose free nutrition liquid,Pharmacy,ONLINE,2016-09-16,lactose,nutrition,liqd,free
2727,NICU II INTENSIVE CARE,neonatal_intensive_care_unit ii intensive care,Room and Board,RETROSPECTIVE,2016-07-12,ii,intensive,NICU,care
1343,TRAY ANGIOGRAPHY EP THROW STD LF - DUH,tray angiography ep throw std lf duh,Supply,ONLINE,2016-09-16,angiography,tray,std,
1309,THER EXER EACH 15MIN,therapist exercise each 15_minutes,PT / OT / Speech Therapy,ONLINE,2016-09-16,ther,15min,exer,
3574,US ECHO SPECTRAL DOPPLER LTD,ultrasound echocardiogram spectral doppler ltd,Cardiology,RETROSPECTIVE,2016-07-12,spectral,ltd,doppler,us
6708,HCHG OMNIPAQUE 300MG 50ML PER ML,omnipaque 300 mg 50 ml per ml,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,50_ml,ml,300_mg,per
1783,HB OCCUPATIONAL THERAPY EV,occupational_therapy evaluation,PT / OT / Speech Therapy,ONLINE,2016-09-01,occupational,ev,therapy,
435,GABAPENTIN 600 MG TAB,gabapentin 600_mg tablet,Pharmacy,ONLINE,2016-09-16,600_mg,tab,gabapentin,
4606,ELECTROGARDIOGRAM  12 LEAD,electrogardiogram 12 lead,Cardiology,RETROSPECTIVE,2016-07-13,electrogardiogram,lead,,
1192,SENSOR ADLT NEONATAL MAX-N,sensor adult neonatal max n,Supply,ONLINE,2016-09-16,neonatal,sensor,adlt,
4114,TORSEMIDE 100 MG TABS,torsemide 100_mg tablets,Pharmacy,RETROSPECTIVE,2016-07-12,100_mg,tabs,torsemide,
171,HEPARIN FLUSH PF 100U/ML 1ML VIA,heparin flush partial_fill 100_units/ml 1_ml vial,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,heparin,PF,1_ml,via
1310,THIAMINE 100 MG TABS,thiamine 100_mg tablets,Pharmacy,ONLINE,2016-09-16,100_mg,thiamine,tabs,
5471,BLOOD CULTURE (BLD),blood culture blood,Laboratory,RETROSPECTIVE,2016-07-13,culture,blood,,
4305,CELL COUNTAND DIFF BODY FLUID,cell count and differential body fluid,Laboratory,RETROSPECTIVE,2016-07-13,cell,body,diff,fluid
5794,MAGNESIUM SULFATE 40 MG/ML,magnesium sulfate 40_mg/ml,Pharmacy,RETROSPECTIVE,2016-07-13,40_mg/ml,magnesium,sulfate,
1249,SOL D5 NACL 0.45PCT 1000ML,solution dextrose_5% sodium_chloride 0.45pct 1000_ml,Pharmacy,ONLINE,2016-09-16,sol,1000_ml,nacl,
3589,HEART VALVE,heart valve,Implant,RETROSPECTIVE,2016-07-12,heart,valve,,
2820,HC ARTERIAL PUNCTURE,arterial puncture,Nursing Services,RETROSPECTIVE,2016-07-12,arterial,puncture,,
715,HCHG METABOLIC ACYLCARN HCHG METABOLIC ACYLCARN,metabolic acylcarnitine,Laboratory,ONLINE,2016-09-16,metabolic,,,
6569,DIAZEPAM 5 MG/ML INJECTION SYRINGE,diazepam 5 mg/ml injection syringe,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,syringe,diazepam,injection,5_mg/ml
4999,HB PENTAFLUOROPROP-TETRAFLUOROETH EX AERO- DUP,pentafluoropropane-tetrafluoroethane ex aerosol dup,Pharmacy,RETROSPECTIVE,2016-07-13,duplex,,,
2792,C- SPECIMEN-COLLECT-FEE,specimen collection fee,Nursing Services,RETROSPECTIVE,2016-07-12,specimen,fee,collection,
98,DEXTROSE 5%,dextrose 5%,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,5%,dextrose,,
1076,PHOSPHORUS INORGANIC,phosphorus inorganic,Laboratory,ONLINE,2016-09-16,inorganic,phosphorus,,
2984,GOWN SURGICAL STERILE-BACK,gown surgical sterile back,Supply,RETROSPECTIVE,2016-07-12,gown,surgical,sterile,back
335,STERILE WATER,sterile water,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,water,sterile,,
4428,67638000 - ARTISAN HISTOLOGY GMS PREP,artisan histology grams preparation,Laboratory,RETROSPECTIVE,2016-07-13,preparation,grams,artisan,histology
4159,XRAY ABDOMEN (KUB) SINGLE VIEW,x-ray abdomen kidney_ureter_bladder single view,Radiology,RETROSPECTIVE,2016-07-12,single,,,
6164,DEXTROSE 70% SOLP 2 000 ML BAG,dextrose 70% solution 2 000_ml bag,Diluent / Flush / Irrigant,ONLINE,2016-09-16,bag,000_ml,dextrose,solution
2495,PULSE OX-CONTINUOUS,pulse oximetry continuous,Monitoring,RETROSPECTIVE,2016-07-12,continuous,oximetry,pulse,
6378,CYCLOPENT/PHENYLEPH OP SOL 2ML CYCLOPENTOLATE/PHENYLEPHRINE OPHTH,cyclopentolate/phenylephrine ophthalmic solution 2 ml cyclopentolate/phenylephrine ophthalmic,Pharmacy,ONLINE,2016-10-06,phenylephrine,2_ml,,
1108,POTASSIUM CHLORIDE 2 MEQ/ML SOLP,potassium chloride 2_meq/ml solution,Pharmacy,ONLINE,2016-09-16,2_meq/ml,potassium,chloride,solution
3713,POTASSIUM PHOSPHATE INJ 15ML,potassium phosphate injection 15_ml,Pharmacy,RETROSPECTIVE,2016-07-12,potassium,phosphate,inj,15_ml
783,HYDROCODONE-ACETAMINOPHEN 5-325 MG TABS,hydrocodone acetaminophen 5 325_mg tablets,Pharmacy,ONLINE,2016-09-16,hydrocodone,tabs,325_mg,acetaminophen
471,H CCU INTERMEDIATE,critical_care_unit intermediate,Room and Board,ONLINE,2016-09-16,intermediate,ccu,,
4087,HC RADIAL ARTERY KIT,radial artery kit,Supply,RETROSPECTIVE,2016-07-12,artery,kit,radial,
6603,HCHG AIRWAY ADAPTER,airway adapter,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,adapter,airway,,
4021,SENNA 8.6MG TAB,senna 8.6_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-12,senna,8.6_mg,tab,
3489,RANITIDINE IN 0.9% SODIUM,ranitidine injection 0.9% sodium,Pharmacy,RETROSPECTIVE,2016-07-12,0.90%,injection,ranitidine,sodium
1654,PERFUSION CUSTOM TERU,perfusion custom terumo,Supply,ONLINE,2016-08-29,teru,perfusion,custom,
5407,ACETAMINOPHEN TAB 325MG U,acetaminophen tablet 325_mg up,Pharmacy,RETROSPECTIVE,2016-07-13,325_mg,tablet,acetaminophen,
2393,HB POC IONIZED CALCIUM,point_of_care ionized calcium,Monitoring,RETROSPECTIVE,2016-07-12,calcium,ionized,POC,
3147,SYRINGE FOR IV LABEL,syringe for intravenous label,Supply,RETROSPECTIVE,2016-07-12,syringe,intravenous,label,
5641,HB DRAPE LEICA MINI MICROSCOPE,drape leica mini microscope,Supply,RETROSPECTIVE,2016-07-13,leica,mini,microscope,drape
5161,13715242 - METHYLPREDNSLNE SS UP TO 125MG,methylprednisolone ss up to 125_mg,Pharmacy,RETROSPECTIVE,2016-07-13,ss,methylprednisolone,125_mg,
505,HC BLD GASES W DIRECT MEAS O2 SAT,blood gases with direct measure oxygen saturation,Monitoring,ONLINE,2016-09-16,o2,sat,bld,gases
6809,METHADONE 1MG/ML ORAL METHADONE ORAL SOLN 1 MG/ML UDC,methadone 1 mg/ml oral methadone oral solution 1 mg/ml udc,Pharmacy,ONLINE,2016-10-12,oral,solution,,
5886,PRAMIPEXOLE 0.25 MG TABLET,pramipexole 0.25_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-13,pramipexole,tablet,0.25_mg,
6284,FENTANYL 100 MCG/2ML SOLN,fentanyl 100 mcg/2_ml solution,Pharmacy,ONLINE,2016-09-16,fentanyl,mcg/2_ml,soln,
5288,63528001 - COMPREHENSIVE METABOLIC PANEL,comprehensive metabolic panel,Laboratory,RETROSPECTIVE,2016-07-13,comprehensive,panel,metabolic,
199,NACL .9 100ML,sodium_chloride 0.9 100_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,0.9,100_ml,NaCl,
5648,HB FOLLICLE STIMULATING HORMONE/5,follicle stimulating hormone/5,Laboratory,RETROSPECTIVE,2016-07-13,follicle,hormone/5,stimulating,
1131,PROCAINAMIDE PER 1 G,procainamide per 1 g,Pharmacy,ONLINE,2016-09-16,g,per,procainamide,
4491,AEROBIC DEFIN ID,aerobic definity identification,Laboratory,RETROSPECTIVE,2016-07-13,aerobic,definity,id,
4725,OXYCOD10-APAP325MGTB,oxycodone 10 acetaminophen 325_mg tab,Pharmacy,RETROSPECTIVE,2016-07-13,apap325_mgtb,oxycod10,,
1011,OR TIME LEVEL B PER 30MIN TO 90MIN HCHG OR TIME LEVEL B PER 30MIN TO 90MIN,operating_room time level b per 30min to 90min,OR / Anesthesia / Recovery Room,ONLINE,2016-09-16,level,time,per,or
1014,OSTOMY ALLKARE WIPES DISP,ostomy allkare wipes disposable,Supply,ONLINE,2016-09-16,ostomy,disp,wipes,allkare
4124,NICOTINE 7MG/24HR PATCH,nicotine 7_mg/24hr patch,Plan Benefit,RETROSPECTIVE,2016-07-12,7_mg/24hr,nicotine,patch,
3550,HC SOL IV 0.9% NACL 500ML LC LF,solution intravenous 0.9% sodium_chloride 500_ml lc line_flush,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,500_ml,nacl,sol,iv
2029,CHEST WALL MANIP SUBSEQUENT,chest wall manipulation subsequent,Respiratory Therapy,ONLINE,2016-09-16,wall,subsequent,chest,manipulation
3424,ELECTRD CADENCE 308379,electrode cadence 308379,Implant,RETROSPECTIVE,2016-07-12,electrode,cadence,,
1390,US HEAD,ultrasound head,Radiology,ONLINE,2016-09-16,us,head,,
4797,SHEATH INTRO 7FR 2.5CM RSB703,sheath introducer 7fr 2.5cm rsb703,Supply,RETROSPECTIVE,2016-07-13,sheath,,,
305,SODIUM CHLORIDE 0.9% 50ML 5 0264-1800-31,sodium chloride 0.9% 50_ml 5 264 1800 31,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,50_ml,chloride,sodium,
5448,APPLIER CLIP MULTI 20 MD,applier clip multiple 20 medium,Supply,RETROSPECTIVE,2016-07-13,medium,multiple,clip,applier
1830,ACUTE PAIN IN THE OR STAT,acute pain in the operating_room stat,OR / Anesthesia / Recovery Room,ONLINE,2016-09-16,acute,stat,or,
6908,SURGICAL STERILE SUPPLY T2 STAT LOCK,surgical sterile supply t2 stat lock,Supply,ONLINE,2016-10-12,lock,surgical,sterile,stat
4593,DOPAMINE HCL 40MG- 400MG/D5W,dopamine hydrochloride 40_mg 400_mg/dextrose_5%_in_water,Pharmacy,RETROSPECTIVE,2016-07-13,400_mg/dextrose_5%_in_water,40_mg,hcl,dopamine
6555,CUP SPUTUM,cup sputum,Supply,ONLINE,2016-10-12,sputum,cup,,
6785,IPV SUBSQ 76,ipv subsequent 76,Nursing Services,ONLINE,2016-10-12,subsequent,ipv,,
1813,65 CATH KT PICC DEL W/PASV 5FR,65 catheter kit peripherally_inserted_central_catheter del with pasv 5fr,Supply,ONLINE,2016-09-16,cath,picc,5fr,kt
4997,HB PEDICLE SCREW PROBE,pedicle screw probe,Implant,RETROSPECTIVE,2016-07-13,screw,probe,pedicle,
3721,DXTRSE 10% W/0.9% NACL 500ML,dextrose 10% with 0.9% sodium_chloride 500_ml,Pharmacy,RETROSPECTIVE,2016-07-12,dextrose,500_ml,nacl,
5205,14668262 - PROPOFOL PER 10MG/100ML INJ,propofol per 10_mg/100_ml injection,Pharmacy,RETROSPECTIVE,2016-07-13,10_mg/100_ml,injection,propofol,per
5968,TELMISARTAN 80 MG TABLET,telmisartan 80_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-13,telmisartan,80_mg,tablet,
2467,POC-HEMATOCRIT (HCT) GEM,point_of_care hematocrit hematocrit glucagon_emergency_management,Monitoring,RETROSPECTIVE,2016-07-12,hematocrit,POC,GEM,
4290,POST OP PER MINUTE,post operative per minute,OR / Anesthesia / Recovery Room,RETROSPECTIVE,2016-07-12,post,op,minute,
6529,CANNULA NASAL HEATED HI FLOW,cannula nasal heated hi flow,Supply,ONLINE,2016-10-12,flow,hi,cannula,nasal
6013,VIRAL CULTURES,viral cultures,Laboratory,RETROSPECTIVE,2016-07-13,viral,cultures,,
5451,ARTERIAL PUNCTURE (ABG),arterial puncture arterial_blood_gas,Nursing Services,RETROSPECTIVE,2016-07-13,arterial,arterial_blood_gas,puncture,
3220,INJECTABLE MEDICATION,injectable medication,Pharmacy,RETROSPECTIVE,2016-07-12,injectable,medication,,
947,MRA NECK WITH DYE,magnetic_resonance_angiography neck with dye,Radiology,ONLINE,2016-09-16,dye,mra,neck,
4827,SURG PATH LEW GROSS AND MICRO,surgical pathology lew gross and miscroscopic,Laboratory,RETROSPECTIVE,2016-07-13,surgical,miscroscopic,,
2308,BLD GLUCOSE (ACCU-CHEK),blood glucose accu check,Monitoring,RETROSPECTIVE,2016-07-12,accu,check,blood,glucose
1106,POTASSIUM CHLORIDE 2 MEQ/M,potassium chloride 2_meq/ml,Pharmacy,ONLINE,2016-09-16,potassium,2_meq/m,chloride,
3900,CALCIUM CARBONATE CHEWABLE,calcium carbonate chewable,Pharmacy,RETROSPECTIVE,2016-07-12,calcium,carbonate,chewable,
1421,XR UGI WITH KUB,x-ray upper_gastrointestinal with kidney_ureter_bladder,Radiology,ONLINE,2016-09-16,ugi,kub,xr,
2830,HC VENIPUNCTURE/BL COLL,venipuncture/blood collection,Nursing Services,RETROSPECTIVE,2016-07-12,venipuncture,blood,collection,
3354,ADMIXTURE - IV SOLUTION,admixture intravenous solution,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,admixture,intravenous,solution,
4861,URINE CHLORIDE CONC  RANDOM,urine chloride concentrate random,Laboratory,RETROSPECTIVE,2016-07-13,random,chloride,conc,urine
4211,XR CHEST 1 V,x-ray chest 1 view,Radiology,RETROSPECTIVE,2016-07-12,chest,xr,v,
1525,MR MRS,magnetic_resonance magnetic_resonance_spectroscopy,Radiology,ONLINE,2016-09-19,mrs,mr,,
1425,1 25 DIHYDROXY INCLUDES FR,1 25 dihydroxy includes fr,Laboratory,ONLINE,2016-09-19,dihydroxy,free,includes,
6534,CATH/CANN ARTERY PERC,catheter/cann artery perc,Supply,ONLINE,2016-10-12,cann,artery,catheter,perc
2255,ASPIRIN TAB CHEW 81MG,aspirin tablet chew 81_mg,Pharmacy,RETROSPECTIVE,2016-07-12,81_mg,chew,tablet,aspirin
1261,SPEECH THERAPY,speech therapy,PT / OT / Speech Therapy,ONLINE,2016-09-16,therapy,speech,,
3275,OXYGEN READINGS DLY,oxygen readings daily,Monitoring,RETROSPECTIVE,2016-07-12,daily,oxygen,readings,
4102,DEXTROSE 70 % SOLN 2 000 ML EXTEMP,dextrose 70% solution 2 000_ml extemp,Pharmacy,RETROSPECTIVE,2016-07-12,000_ml,dextrose,soln,
6518,BLOOD GAS PH PO2 &/OR PCO2 POC ACUTE PANEL V,blood gas ph po2 &/or pco2 poc acute panel v,Monitoring,ONLINE,2016-10-12,acute,gas,blood,ph
1577,US ABDOMEN,ultrasound abdomen,Radiology,ONLINE,2016-09-19,us,abdomen,,
2488,PULSE OX DAILY SINGLE READING,pulse oximetry daily single reading,Monitoring,RETROSPECTIVE,2016-07-12,single,oximetry,daily,pulse
3894,HC PROTHROMBIN TIME (PT),prothrombin time patient,Laboratory,RETROSPECTIVE,2016-07-12,time,patient,prothrombin,
663,HC THERAPEUTIC ACTIVITIES PT,therapeutic activities physical_therapy,PT / OT / Speech Therapy,ONLINE,2016-09-16,activities,pt,therapeutic,
6141,DEXTROSE 10% SOLP 250 ML B,dextrose 10% solution 250_ml b,Pharmacy,ONLINE,2016-09-16,250_ml,dextrose,solution,
1788,HB TIME ANES-CMPLX EACH AD,time anesthesia complex each additional,OR / Anesthesia / Recovery Room,ONLINE,2016-09-01,cmplx,anesthesia,ad,time
1690,ART PX BLOOD FOR DIAGNOSIS,Arterial PX blood for diagnosis,Nursing Services,ONLINE,2016-08-30,diagnosis,arteries,blood,px
6116,CULTURE VRE,culture vancomycin resistant enterococci,Laboratory,ONLINE,2016-09-16,culture,vre,,
5,ALARIS PUMP IV ARM,alaris pump intravenous arm,Capital Equipment,RETROSPECTIVE,2016-07-12,pump,alaris,intravenous,arm
4627,FOLIC ACID TAB 1MG U/D,folic acid tablet 1_mg unit dose,Pharmacy,RETROSPECTIVE,2016-07-13,1_mg,device,acid,tablet
233,NS 50 ML,normal_saline 50_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,50_ml,NS,,
2261,POTASSIUM *OVERRIDE*,potassium override,Laboratory,RETROSPECTIVE,2016-07-12,override,potassium,,
1358,TSH-THYROID STIM HORMONE,thyroid-stimulating_hormone thyroid stimulating hormone,Laboratory,ONLINE,2016-09-16,thyroid,hormone,stim,thyroid-stimulating_hormone
6598,FLUTICASONE HFA 220MCG DOSE FLUTICASONE 220 MCG/ACT AERO,fluticasone hfa 220mcg dose fluticasone 220 mcg/act aero,Pharmacy,ONLINE,2016-10-12,mcg,dose,,
4968,HB GELATIN ADSORBABLE 100 EX MISC,gelatin adsorbable 100 ex miscellaneous,Supply,RETROSPECTIVE,2016-07-13,gelatin,adsorbable,misc,ex
1635,LACTULOSE SYR 20 GRAM,lactulose syrup 20 gram,Pharmacy,ONLINE,2016-08-29,syr,gram,lactulose,
3508,HCHG VENTILATOR SUBSEQUENT DAY,ventilator subsequent day,Respiratory Therapy,RETROSPECTIVE,2016-07-12,ventilator,subsequent,day,
1862,AMPICILLIN 250 MG/ML SOLR,ampicillin 250_mg/ml solution,Pharmacy,ONLINE,2016-09-16,250_mg/ml,ampicillin,solution,
2924,BLOOD ADMINISTRATION SET,blood administration set,Supply,RETROSPECTIVE,2016-07-12,set,administration,blood,
4349,27423000 - XR SWALLOW FUNC W/CINE-VIDEO,x-ray swallow func with cine video,Radiology,RETROSPECTIVE,2016-07-13,swallow,,,
2073,NITRIC OXIDE EACH HOUR,nitric oxide each hour,Plan Benefit,RETROSPECTIVE,2016-07-12,oxide,hour,nitric,
2109,SILDENAFIL 2.5 MG/ML LIQD 1 ML,sildenafil 2.5_mg/ml liquid 1_ml,Plan Benefit,RETROSPECTIVE,2016-07-12,1_ml,sildenafil,liquid,2.5mg/ml
1321,TISSUE EXAM PATHOLOGIST LEVEL6,tissue examination pathologist level6,Laboratory,ONLINE,2016-09-16,pathologist,tissue,exam,level6
855,LACTATED RINGERS SOLP,lactated_ringers solution,Pharmacy,ONLINE,2016-09-16,ringers,lactated,solution,
6929,WHITE PETROLATUM MINERAL OIL TOPICAL CREAM,white petrolatum mineral oil topical cream,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,oil,cream,,
6504,ANA SCREEN ANTINUCLEAR AB,anal screen antinuclear abbo,Laboratory,ONLINE,2016-10-12,abbo,anal,screen,antinuclear
4255,HC DISCHARGE VISIT,discharge visit,Professional Fee,RETROSPECTIVE,2016-07-12,discharge,visit, ,
4826,SURG PATH LEVEL 6 (LEVEL6),surgical path level 6 level6,Laboratory,RETROSPECTIVE,2016-07-13,path,surgical,level6,level
1768,HB - SPLITTING OF BLOOD EACH UNIT,splitting of blood each unit,Blood Products,ONLINE,2016-09-01,splitting,unit,blood,
5117,12248292 - FORMOTRL 5/MOMETAS200MCG 8.8GM,formotrl 5/mometas200mcg 8.8_gm,Pharmacy,RETROSPECTIVE,2016-07-13,formotrl,5/mometas200mcg,8.8_gm,
6383,DEX/TOBRAMYCIN OP SUSP 2.5ML TOBRAMYCIN/DEXAMETHASONE OP SUSP 2.,dexamethasone/tobramycin op suspension 2.5 ml tobramycin/dexamethasone op suspension 2,Pharmacy,ONLINE,2016-10-06,tobramycin,dexamethasone,,
1858,AMNIOFIX INJ 160MG AI-5200,amniofix injection 160_mg ai 5200,Pharmacy,ONLINE,2016-09-16,160_mg,amniofix,inj,ai
6763,HCHG VANCOMYCIN TROUGH,vancomycin trough,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,vancomycin,trough,,
1998,CATH LCK DRN RESOLV MRKBND 10F,catheter lock drain resolve mrkbnd 10f,Supply,ONLINE,2016-09-16,lck,cath,drain,
5375,86613006 - OTHER PT/OT THERAPY FUNC LIMIT,other physical_therapy/occupational_therapy therapy func limit,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,therapy,occupational_therapy,physical_therapy,
5966,TBO-FILGRASTIM 480 MCG/0.8,tbo filgrastim 480 microgram/0.8,Pharmacy,RETROSPECTIVE,2016-07-13,filgrastim,tbo,microgram/0.8,
6391,FENTANYL AMP 50MCG/ML 2ML FENTANYL 50 MCG/ML 2 ML AMP,fentanyl ampule 50 mcg/ml 2 ml fentanyl 50 mcg/ml 2 ml ampule,Pharmacy,ONLINE,2016-10-12,2_ml,fentanyl,ampule,
3348,PULMOZYME 1MG/ML 2.5ML,pulmozyme 1_mg/ml 2.5_ml,Plan Benefit,RETROSPECTIVE,2016-07-12,pulmozyme,2.5_ml,1_mg/ml,
2201,HB SODIUM BLOOD,sodium blood,Laboratory,RETROSPECTIVE,2016-07-12,blood,sodium,,
5399,ABDOMEN COMPLT ACUTE SERIE,abdomen complete acute series,Radiology,RETROSPECTIVE,2016-07-13,series,acute,abdomen,complete
2705,NICOTINE PATCH 21MG,nicotine patch 21_mg,Plan Benefit,RETROSPECTIVE,2016-07-12,21_mg,nicotine,patch,
413,HC NITRIC OXIDE HOURLY,nitric oxide hourly,Plan Benefit,RETROSPECTIVE,2016-07-12,hourly,oxide,nitric,
3780,OMEPRAZOLE 20 MG CPDR,omeprazole 20_mg cpdr,Pharmacy,RETROSPECTIVE,2016-07-12,cpdr,20_mg,omeprazole,
6885,SALIVA SUBSTITUTION COMBO NO.9MOUTHWASH,saliva substitution combo no.9mouthwash,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,combo,saliva,no.9mouthwash,substitution
6734,HCHG SPONGE LAP PREWASHED12X12,sponge laparotomy prewashed12x12,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,sponge,prewashed12x12,lap,
6351,CALCIUM IONIZED POC NICU ACUTE PANEL V,calcium ionized poc nicu acute panel v,Laboratory,ONLINE,2016-10-06,calcium,ionized,panel,acute
3387,LEVEL 4 PATHOLOGY SPECIMEN,level 4 pathology specimen,Laboratory,RETROSPECTIVE,2016-07-12,pathology,specimen,level,
4600,DRSG GZE 4X4 TUB 10CT 231751 - CSC,dressing gauze 4x4 tubing 10_count 231751 central_supply service,Supply,RETROSPECTIVE,2016-07-13,tubing,dressing,,
5944,SOL IV .9 NS INJ 500ML BAG,solution intravenous 0.9 normal_saline injection 500_ml bag,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-13,normal_saline,solution,bag,500_ml
2608,LABETAL 20ML IJ,labetalol 20_ml injection,Pharmacy,RETROSPECTIVE,2016-07-12,injection,labetal,20_ml,
1357,TROPONIN QUANT,troponin quantitative,Laboratory,ONLINE,2016-09-16,quant,troponin,,
547,HC CULTURE WOUND,culture wound,Laboratory,ONLINE,2016-09-16,culture,wound,,
5373,86453000 - PT MISSED TREATMENT MED REASON,physical_therapy missed treatment medical reason,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,medical,physical_therapy,treatment,
2180,GLUCOSE QUAN BLOOD NOT REAGNT,glucose quantitative blood not reagent,Laboratory,RETROSPECTIVE,2016-07-12,quantitative,blood,reagent,glucose
3159,TRANSDUCER PATIENT ADULT,transducer patient adult,Supply,RETROSPECTIVE,2016-07-12,patient,transducer,adult,
615,HC OXYGEN O2 SET UPDEVICES,oxygen oxygen set updevices,Supply,ONLINE,2016-09-16,updevices,set,o2,
5058,TREATMENT SWALLOWING DYSFUNCTION AND OR ORAL FUNCTION FOR FEEDING,treatment swallowing dysfunction and operation_room oral function for feeding,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,function,feeding,oral,treatment
3251,GLUCOSE - BEDSIDE,glucose bedside,Monitoring,RETROSPECTIVE,2016-07-12,bedside,glucose,,
1748,30MM BONE SCREWS,30_millimeters bone screws,Implant,ONLINE,2016-09-01,screws,30mm,bone,
