DESC_ID,ORIG_DESC,NORM_DESC,CHRG_CLS
277,SODIUM CHLORIDE 0.45% FLUS,sodium chloride 0.45% flush,Diluent / Flush / Irrigant
278,SODIUM CHLORIDE 0.9,sodium chloride 0.9,Diluent / Flush / Irrigant
279,SODIUM CHLORIDE 0.9 % 0.9,sodium chloride 0.9% 0.9,Diluent / Flush / Irrigant
280,SODIUM CHLORIDE 0.9 % 0.9 % PGBK 100 ML ADDVANTAGE,sodium chloride 0.9% 0.9% pgbk 100_ml advantage,Diluent / Flush / Irrigant
281,SODIUM CHLORIDE 0.9 % INTRAVENOUS SOLUTION,sodium chloride 0.9% intravenous solution,Diluent / Flush / Irrigant
282,SODIUM CHLORIDE 0.9 % IV SOLP,sodium chloride 0.9% intravenous solution,Diluent / Flush / Irrigant
283,SODIUM CHLORIDE 0.9 % PGBK 100 ML BAG,sodium chloride 0.9% pgbk 100_ml bag,Diluent / Flush / Irrigant
284,SODIUM CHLORIDE 0.9 % SO,sodium chloride 0.9% so,Diluent / Flush / Irrigant
285,SODIUM CHLORIDE 0.9 % SOLN,sodium chloride 0.9% solution,Diluent / Flush / Irrigant
286,SODIUM CHLORIDE 0.9 % SOLN 10 ML VIAL,sodium chloride 0.9% solution 10_ml vial,Diluent / Flush / Irrigant
287,SODIUM CHLORIDE 0.9 % SOLP,sodium chloride 0.9% solution,Diluent / Flush / Irrigant
288,SODIUM CHLORIDE 0.9 % SYRG 10 ML SYRINGE,sodium chloride 0.9% syringe 10_ml syringe,Diluent / Flush / Irrigant
289,SODIUM CHLORIDE 0.9%,sodium chloride 0.9%,Diluent / Flush / Irrigant
290,SODIUM CHLORIDE 0.9% 0.9,sodium chloride 0.9% 0.9,Diluent / Flush / Irrigant
291,SODIUM CHLORIDE 0.9% 0.9 % SOLP,sodium chloride 0.9% 0.9% solution,Diluent / Flush / Irrigant
292,SODIUM CHLORIDE 0.9% 0.9 % SOLP 50 ML BAG,sodium chloride 0.9% 0.9% solution 50_ml bag,Diluent / Flush / Irrigant
293,SODIUM CHLORIDE 0.9% 0.9% SOLN,sodium chloride 0.9% 0.9% solution,Diluent / Flush / Irrigant
294,SODIUM CHLORIDE 0.9% 0.9% SYRG 10 ML SYRINGE,sodium chloride 0.9% 0.9% syringe 10_ml syringe,Diluent / Flush / Irrigant
295,SODIUM CHLORIDE 0.9% 100 ML BA,sodium chloride 0.9% 100_ml bag,Diluent / Flush / Irrigant
296,SODIUM CHLORIDE 0.9% 100ML,sodium chloride 0.9% 100_ml,Diluent / Flush / Irrigant
297,SODIUM CHLORIDE 0.9% 100ML 0264-1800-32,sodium chloride 0.9% 100_ml 264 1800 32,Diluent / Flush / Irrigant
298,SODIUM CHLORIDE 0.9% 100ML IV,sodium chloride 0.9% 100_ml intravenous,Diluent / Flush / Irrigant
299,SODIUM CHLORIDE 0.9% 10ML SY,sodium chloride 0.9% 10_ml syringe,Diluent / Flush / Irrigant
300,CBC WITH AUTO DIFFERENTIAL,complete_blood_count with automated differential,Laboratory
301,SODIUM CHLORIDE 0.9% 250ML I,sodium chloride 0.9% 250_ml i,Diluent / Flush / Irrigant
302,SODIUM CHLORIDE 0.9% 250ML IV,sodium chloride 0.9% 250_ml intravenous,Diluent / Flush / Irrigant
303,SODIUM CHLORIDE 0.9% 25ML,sodium chloride 0.9% 25_ml,Diluent / Flush / Irrigant
304,SODIUM CHLORIDE 0.9% 50ML,sodium_chloride 0.9% 50 ml,Diluent / Flush / Irrigant
305,SODIUM CHLORIDE 0.9% 50ML 5 0264-1800-31,sodium chloride 0.9% 50_ml 5 264 1800 31,Diluent / Flush / Irrigant
306,SODIUM CHLORIDE 0.9% 50ML BAG,sodium chloride 0.9% 50_ml bag,Diluent / Flush / Irrigant
307,SODIUM CHLORIDE 0.9% 50ML MB+,sodium chloride 0.9% 50_ml mb and,Diluent / Flush / Irrigant
308,SODIUM CHLORIDE 0.9% FLU,sodium chloride 0.9% flush,Diluent / Flush / Irrigant
309,SODIUM CHLORIDE 0.9% INJ,sodium chloride 0.9% injection,Diluent / Flush / Irrigant
310,SODIUM CHLORIDE 0.9% INJ 10ML,sodium chloride 0.9% injection 10_ml,Diluent / Flush / Irrigant
311,SODIUM CHLORIDE 0.9% IV,sodium chloride 0.9% intravenous,Diluent / Flush / Irrigant
312,SODIUM CHLORIDE 0.9% IVPB  5,sodium chloride 0.9% intravenous_piggyback 5,Diluent / Flush / Irrigant
313,SODIUM CHLORIDE 0.9% QS BASE,sodium chloride 0.9% quantity_sufficient base,Diluent / Flush / Irrigant
314,SODIUM CHLORIDE 0.9% SO,sodium chloride 0.9% so,Diluent / Flush / Irrigant
315,SODIUM CHLORIDE 0.9% SOL,sodium chloride 0.9% solution,Diluent / Flush / Irrigant
316,SODIUM CHLORIDE 0.9% SOL 100ML,sodium chloride 0.9% solution 100_ml,Diluent / Flush / Irrigant
317,SODIUM CHLORIDE 0.9% SOLN,sodium chloride 0.9% solution,Diluent / Flush / Irrigant
318,SODIUM CHLORIDE 0.9% SOLN HPH0-0000-30,sodium chloride 0.9% solution hph0 0 30,Diluent / Flush / Irrigant
319,SODIUM CHLORIDE 0.9% SOLP,sodium chloride 0.9% solution,Diluent / Flush / Irrigant
320,SODIUM CHLORIDE 0.9% SYRG,sodium chloride 0.9% syringe,Diluent / Flush / Irrigant
321,SODIUM CHLORIDE 0.9% SYRG 10 ML SYRINGE,sodium chloride 0.9% syringe 10_ml syringe,Diluent / Flush / Irrigant
322,SODIUM CHLORIDE 0.9% VIAL 10ML,sodium chloride 0.9% vial 10_ml,Diluent / Flush / Irrigant
323,SODIUM CHLORIDE 10 ML SYR,sodium chloride 10_ml syringe,Diluent / Flush / Irrigant
324,SODIUM CHLORIDE FLUSH 0.9% SYRG 10 ML SYRINGE,sodium chloride flush 0.9% syringe 10_ml syringe,Diluent / Flush / Irrigant
325,SODIUM CHLORIDE INJ 0.9%,sodium chloride injection 0.9%,Diluent / Flush / Irrigant
326,SODIUM CHLORIDE INJ SODIUM CHLORIDE 0.9%,sodium chloride injection sodium chloride 0.9%,Diluent / Flush / Irrigant
327,SODIUM CHLORIDE PER 250 ML,sodium chloride per 250_ml,Diluent / Flush / Irrigant
328,SODIUM CL 0.9% 100ML V,sodium chloride 0.9% 100_ml view,Diluent / Flush / Irrigant
329,SODIUM CL 0.9% IVS; NACL 0.9%,sodium chloride 0.9% intravenous sodium_chloride 0.9%,Diluent / Flush / Irrigant
330,SODIUM CL C,sodium chloride cap,Diluent / Flush / Irrigant
331,SOL IRRIG WATER 3.5OZ-1939,solution irrigation water 3.5oz 1939,Diluent / Flush / Irrigant
332,SOL NORMAL SALINE 0.9% SC 5,solution normal saline 0.9% subcutaneous 5,Diluent / Flush / Irrigant
333,SOL WATER ST 1000ML,solution water sterile 1000_ml,Diluent / Flush / Irrigant
334,SOLN .9% NACL,solution 0.9% sodium_chloride,Diluent / Flush / Irrigant
335,STERILE WATER,sterile water,Diluent / Flush / Irrigant
336,STERILE WATER 1000ML,sterile water 1000_ml,Diluent / Flush / Irrigant
337,STERILE WATER FOR COMPOUNDING,sterile water for compounding,Diluent / Flush / Irrigant
338,STERILE WATER FOR INJ 1000ML,sterile water for injection 1000_ml,Diluent / Flush / Irrigant
339,STERILE WATER FOR INJECTION 10,sterile water for injection 10,Diluent / Flush / Irrigant
340,STERILE WATER FOR INJECTION SOLP,sterile water for injection solution,Diluent / Flush / Irrigant
341,STERILE WATER IRRIGATION 50,sterile water irrigation 50,Diluent / Flush / Irrigant
342,STERILE WATER QS BASE,sterile water quantity_sufficient base,Diluent / Flush / Irrigant
343,STERILE WATER SOLN,sterile water solution,Diluent / Flush / Irrigant
344,CALCIUM IONIZED,calcium ionized,Laboratory
345,STERILE WATER SOLP,sterile water solution,Diluent / Flush / Irrigant
346,STERILE WATER SOLP 1 000 ML BAG,sterile water solution 1 000_ml bag,Diluent / Flush / Irrigant
347,WATER 250ML (IRRIG),water 250_ml irrigation,Diluent / Flush / Irrigant
348,WATER FOR INJECTION  STERILE IV,water for injection sterile intravenous,Diluent / Flush / Irrigant
349,WATER FOR IRRIGATION  STERILE SOLUTION,water for irrigation sterile solution,Diluent / Flush / Irrigant
350,WATER FOR IRRIGATION 500ML,water for irrigation 500_ml,Diluent / Flush / Irrigant
351,WATER STERILE FOR INJ 100,water sterile for injection 100,Diluent / Flush / Irrigant
352,WCH HEPARIN 10U/ML PF 1ML,heparin 10_units/ml partial_fill 1_ml,Diluent / Flush / Irrigant
353,*SILDENAFIL CITRATE 20 MG TAB,sildenafil citrate 20_mg tablet,Plan Benefit
354,10 MG SILDENAFIL 2.5 MG/ML SUSPENSION 10 ML,10_mg sildenafil 2.5_mg/ml suspension 10_ml,Plan Benefit
355,25000001-SILDENAFIL 50 MG TAB,sildenafil 50_mg tablet,Plan Benefit
356,25000522-DORNASE ALPHA 1 MG/ML SOLN 2.5 ML PLAS CONT,dornase alpha 1_mg/ml solution 2.5_ml plastic container,Plan Benefit
357,5 MG SILDENAFIL,5_mg sildenafil,Plan Benefit
358,8 MG SILDENAFIL 2.5 MG/ML SUSPENSION,8_mg sildenafil 2.5_mg/ml suspension,Plan Benefit
359,ANTITHROM REC 100-NDC04297612102,antithrombin recombinant 100 ndc04297612102,Plan Benefit
360,ANTITHROMBIN III 1750 UNITS SOLR 1 INT'L UNITS VIAL,antithrombin iii 1750_units solution 1 intl_units vial,Plan Benefit
361,ANTITHROMBIN III 1U NE,antithrombin iii 1u ne,Plan Benefit
362,ANTITHROMBIN III 50 IU,antithrombin iii 50 iu,Plan Benefit
363,ANTITHROMBIN III 500 UN,antithrombin iii 500_units,Plan Benefit
364,BOSENTAN 125 MG TAB,bosentan 125_mg tablet,Plan Benefit
365,BOSENTAN 31.25 MG/0.,bosentan 31.25_mg/0,Plan Benefit
366,BOSENTAN 5 MG/ML SUSP,bosentan 5_mg/ml suspension,Plan Benefit
367,BOSENTAN 5MG/ML LIQUID,bosentan 5_mg/ml liquid,Plan Benefit
368,BOSENTAN 5MG/ML ORAL SYR,bosentan 5_mg/ml oral syringe,Plan Benefit
369,BOSENTAN 62.5 MG TAB,bosentan 62.5_mg tablet,Plan Benefit
370,BOSENTAN 62.5 MG TABLET,bosentan 62.5_mg tablet,Plan Benefit
371,BOSENTAN 62.5 MG TABS 60 EA 66215-101-06,bosentan 62.5_mg tablets 60 each 66215 101 6,Plan Benefit
372,BOSENTAN 62.5 MG TABS 66215-101-06,bosentan 62.5_mg tablets 66215 101 6,Plan Benefit
373,BOSENTEN 62.5MG TABLET,bosentan 62.5_mg tablet,Plan Benefit
374,BOSETAN TAB 62.5MG,bosentan tablet 62.5_mg,Plan Benefit
375,C PROC-NITRIC OXIDE THER,procedure nitric oxide therapist,Plan Benefit
376,DAILY NITRIC OXIDE,daily nitric oxide,Plan Benefit
377,DAILY NO  PER HOUR,daily nitric_oxide per hour,Plan Benefit
378,DISP: 0.060 EACH; 100 MG; USED NDC QTY: 4.000 PCK OF 30.000 EACH BOTTLE SILDENAFIL 25 MG TAB SILDENAFIL 100 MG TAB,disposable 0.06 each 100_mg used ndc quantity 4 pack of 30 each bottle sildenafil 25_mg tablet sildenafil 100_mg tablet,Plan Benefit
379,DORN ALFA INH,dornase alpha inhaled,Plan Benefit
380,DORNAE ALPHA 2.5MG/2.5 ML,dornase alpha 2.5_mg/2.5_ml,Plan Benefit
381,DORNAS ALPH PER MG-2.5ML INH,dornase alpha per milligram 2.5_ml inhaled,Plan Benefit
382,DORNASE 1 MG/ML I,dornase 1_mg/ml i,Plan Benefit
383,DORNASE ALFA 1 MG/ML SOLN,dornase alpha 1_mg/ml solution,Plan Benefit
384,DORNASE ALFA 1 MG/ML SOLN 2 50242-100-40,dornase alpha 1_mg/ml solution 2 50242 100 40,Plan Benefit
385,DORNASE ALFA 1 MG/ML SOLN 2.5 ML PLAS CONT,dornase alpha 1_mg/ml solution 2.5_ml plastic container,Plan Benefit
386,DORNASE ALFA 1 MG/ML SOLN FOR INHALATION 2.5 MG,dornase alpha 1_mg/ml solution for inhalation 2.5_mg,Plan Benefit
387,DORNASE ALFA 1 MG/ML SOLN[12211],dornase alpha 1_mg/ml solution 12211,Plan Benefit
388,DORNASE ALFA 2.5MG/,dornase alpha 2.5_mg/,Plan Benefit
389,DORNASE ALFA 2.5ML SOLUTION,dornase alpha 2.5_ml solution,Plan Benefit
390,DORNASE ALFA I,dornase alpha i,Plan Benefit
391,DORNASE ALFA INHA SOLN; DORNASE ALFA NEB 1 MG/ML (2.5 ML),dornase alpha inhalation solution dornase alpha nebulizer 1_mg/ml 2.5_ml,Plan Benefit
392,DORNASE ALPHA,dornase alpha,Plan Benefit
393,DORNASE ALPHA 1 MG/ML AMP FORX,dornase alpha 1_mg/ml ampule forx,Plan Benefit
394,DORNASE ALPHA 1 MG/ML SOLN 2.5 ML AMPUL,dornase alpha 1_mg/ml solution 2.5_ml ampule,Plan Benefit
395,DORNASE ALPHA 2.5ML,dornase alpha 2.5_ml,Plan Benefit
396,DORNASE ALPHA 2.5ML AM,dornase alpha 2.5_ml am,Plan Benefit
397,DORNASE ALPHA I,dornase alpha i,Plan Benefit
398,DORNASE PULMOZYME 2.5 MG I,dornase pulmozyme 2.5_mg i,Plan Benefit
399,FACTOR VIIA  1 MCG,factor viia 1 microgram,Plan Benefit
400,FACTOR VIIA 1 MCG NEX,factor viia 1 microgram next,Plan Benefit
401,FACTOR VIIA 1IJ,factor viia 1ij,Plan Benefit
402,FACTOR VIIA RECOMBINANT-1MCG,factor viia recombinant 1mcg,Plan Benefit
403,HB ANTTRMBIN III (HUMAN) 500 UNIT IV SLR,antithrombin iii human 500_units intravenous slr,Plan Benefit
404,HB BOSENTAN 62.5MG TABLET,bosentan 62.5_mg tablet,Plan Benefit
405,HB NITRIC OXIDE - 1 HOUR,nitric oxide 1 hour,Plan Benefit
406,HB NITRIC OXIDE PER HALF HOUR,nitric oxide per half hour,Plan Benefit
407,HB NITRIC OXIDE THERAPY,nitric oxide therapy,Plan Benefit
408,HB NITRIC OXIDE-1 HOUR,nitric oxide 1 hour,Plan Benefit
409,HB SILDENAFIL 2.5 MG/ML ORAL SUSP,sildenafil 2.5_mg/ml oral suspension,Plan Benefit
410,HB SILDENAFIL 2.5MG/ML ORL SUSP,sildenafil 2.5_mg/ml oral suspension,Plan Benefit
411,HB SILDENAFIL CITRATE 10 MG/ML PO SUSR,sildenafil citrate 10_mg/ml by_mouth susr,Plan Benefit
412,HC INHALED NITRIC OXIDE PER HOUR (34-42WKS),inhaled nitric oxide per hour 34 42wks,Plan Benefit
413,HC NITRIC OXIDE HOURLY,nitric oxide hourly,Plan Benefit
414,HC NITRIC OXIDE USE HOURLY,nitric oxide use hourly,Plan Benefit
415,HC-(EACH ADDTL MINUTE) NITRIC OXIDE THERAPY & GAS,each additional minute nitric oxide therapy & gas,Plan Benefit
416,HCHG DAILY NO  PER HOUR,daily nitric_oxide per hour,Plan Benefit
417,HCHG DAILY NO  PER HOUR HCHG DAILY NO  PER HOUR,daily nitric_oxide per hour hchg daily nitric_oxide per hour,Plan Benefit
418,HCHG DAILY NO  PER HOUR/HCHG DAILY NO  PER HOUR,daily nitric_oxide per hour/hchg daily nitric_oxide per hour,Plan Benefit
419,HCHG DAILY NO PER HOUR,daily nitric_oxide per hour,Plan Benefit
420,HCHG DAILY NO PER HOUR HCHG DAILY NO PER HOUR,daily nitric_oxide per hour hchg daily nitric_oxide per hour,Plan Benefit
421,HCHG DAILY NO PER HOUR/HCHG DAILY NO PER HOUR,daily nitric_oxide per hour/hchg daily nitric_oxide per hour,Plan Benefit
422,HCHG FACTOR THROMBATE 100,factor thrombate 100,Plan Benefit
423,HCHG FACTOR THROMBATE 100 IU,factor thrombate 100 iu,Plan Benefit
424,HCHG INHALED NITRIC OXIDE  PER  MINUTE,inhaled nitric oxide per minute,Plan Benefit
425,HCHG INOMAX PER HOUR,inomax per hour,Plan Benefit
5161,FORMULA: NEOCATE INFANT 15 KCAL/OUNCE,formula neocate infant 15 kcal/ounce,Supply
5162,FORMULA: NEOCATE INFANT 18 KCAL/OUNCE,formula neocate infant 18 kcal/ounce,Supply
5163,FORMULA: NEOCATE INFANT 20 KCAL/OUNCE,formula neocate infant 20 kcal/ounce,Supply
5164,FORMULA: PEDIASURE PEPTIDE 1.0 30 KCAL/OUNCE,formula pediasure peptide 1.0 30 kcal/ounce,Supply
5165,FORMULA: PEPTAMEN JR 30 KCAL/OUNCE,formula peptamen jr 30 kcal/ounce,Supply
5166,FORMULA: PREGESTIMIL LIPIL 20 KCAL/OUNCE,formula pregestimil lipil 20 kcal/ounce,Supply
5167,FUROSEMIDE 10 MG/ML SOLN,furosemide 10_mg/ml solution,Pharmacy
5168,FUROSEMIDE 10 MG/ML SOLN 10 ML VIAL,furosemide 10_mg/ml solution 10_ml vial,Pharmacy
5169,FUROSEMIDE PER 20 MG,furosemide per 20_mg,Pharmacy
5170,GABAPENTIN 600 MG TAB,gabapentin 600_mg tablet,Pharmacy
5171,GADOTERATE MEGLUMINE 0.5 MMOL/ML SOLN,gadoterate meglumine 0.5 mmol/ml solution,Pharmacy
5172,GARM SCD CALF MED 18IN,garment sequential_compression_device calf medium 18 inches,Supply
5173,GASTROSTOMY TUBE,gastrostomy tube,Supply
5174,GAUZE 4X4 STERILE (10 PK)_W,gauze 4x4 sterile 10 pack w,Supply
5175,GEL SUPPORT,gel support,Supply
5176,GENTAMICIN 4 MG/ML SOLN,gentamicin 4_mg/ml solution,Pharmacy
5177,GENTAMICIN 40 MG/ML SOLN,gentamicin 40_mg/ml solution,Pharmacy
5178,GENTAMICIN 40 MG/ML SOLN 20 ML VIAL,gentamicin 40_mg/ml solution 20_ml vial,Pharmacy
5179,GLUC QUAN BLD,glucose quantitative blood,Laboratory
5180,GLUCOSE (BLOOD GAS),glucose blood_gas,Laboratory
5181,GLUCOSE - BLD BY,glucose blood by,Monitoring
5182,GLUCOSE - BODY FLU,glucose body fluid,Laboratory
5183,GLUCOSE POCT,glucose point_of_care_testing,Monitoring
5184,GLUTAMYLTRASE GAMMA,glutamyltransferase gamma,Laboratory
5185,GLYCERIN (CHILD) RECTAL SUPPOSITORY,glycerin child rectal suppository,Supply
5186,GLYCERIN PEDIATRIC 1.2 G,glycerin pediatric 1.2 gram,Supply
5187,GLYCERIN PEDIATRIC 1.2 G SUPP,glycerin pediatric 1.2 gram suppository,Supply
5188,GLYCERIN PEDIATRIC 1.2 G SUPP 10 EACH BOX,glycerin pediatric 1.2 g suppository 10 each box,Supply
5189,GLYCOPYRROLATE 0.2 MG/ML SOLN,glycopyrrolate 0.2_mg/ml solution,Pharmacy
5190,GLYCOPYRROLATE 0.2 MG/ML SOLN 1 ML VIAL,glycopyrrolate 0.2_mg/ml solution 1_ml vial,Pharmacy
5191,GLYCOPYRROLATE 0.2 MG/ML SOLN 20 ML VIAL,glycopyrrolate 0.2_mg/ml solution 20_ml vial,Pharmacy
5192,GLYCOPYRROLATE 0.4MG/2ML BD SY,glycopyrrolate 0.4_mg/2_ml bd syringe,Pharmacy
5193,GLYCOPYRROLATE 0.5 MG/ML SUSP,glycopyrrolate 0.5_mg/ml suspension,Pharmacy
5194,GLYCOPYRROLATE 2 MG TAB,glycopyrrolate 2_mg tablet,Pharmacy
5195,GLYCOSYLAATED A1C,glycosylated a1c,Laboratory
5196,GOWN DISP SURG X-LG 9041_E,gown disposable surgical extra large 9041 e,Supply
5197,GRID XR CT GUIDELINES NDL 117,grid x-ray computed_tomography guidelines needle 117,Radiology
5198,GUAIFENESIN 600 MG TB12,guaifenesin 600_mg tb12,Pharmacy
5199,GUAIFENESIN-DEXTROMETHORPHAN 100-10 MG/5ML SYRP,guaifenesin dextromethorphan 100 10_mg/5_ml syrup,Pharmacy
5200,GUIDE WIRE,guide wire,Supply
5201,GUIDEWIRE,guidewire,Supply
5202,GUIDEWIRE AMPLATZ EX-STF CRV.032X180X3,guidewire amplatzer ex stf crv.032x180x3,Supply
5203,GUIDEWIRE PTFE FC J ARGON .032INX150CM,guidewire ptfe fc j argon 0.032inx150cm,Supply
5204,H 25 OH VITAMIN D3,25 oh vitamin d3,Laboratory
5205,H BIOTINIDASE SERUM,biotinidase serum,Laboratory
5206,H CCU INTERMEDIATE,critical_care_unit intermediate,Room and Board
5207,H CHROMOTOGRAPHY QUANT MULT,chromotography quantitative multiple,Laboratory
5208,H CONDITIONER SKIN ALOE VE,conditioner skin aloe vesta,Supply
5209,H CONDITIONER SKIN ALOE VESTA 4 OZ,conditioner skin aloe vesta 4 ounce,Supply
5210,H CREAM SKIN SENSICARE 3 O,cream skin sensicare 3 o,Supply
5211,H CREAM SKIN SENSICARE 3 OZ,cream skin sensicare 3 ounce,Supply
5212,H EXHALED CO2 TEST CONT/DAY (AKA ETCO2),exhaled carbon_dioxide test continuous/day also_known_as end_tidal_carbon_di_oxide,Monitoring
5213,H INFADENT,infa_dent,Supply
5214,H SUSCEPTIBILITY DISK METHOD PER PLATE ZZ00 TO,susceptibility disk method per plate zz00 to,Laboratory
5215,H TUBE TRACH CUFFED CUSTOM PEDIATRIC,tube tracheostomy cuffed custom pediatric,Supply
5216,H XR FLUORO VEN ACC PROC INTRAOP,x-ray fluoroscopy venous access procedure intraoperative,Radiology
5217,HAEMOPHILUS B CONJUGATE VA,haemophilus b conjugate vaccine,Pharmacy
5218,HAEMOPHILUS B CONJUGATE VACCINE 7.5 MCG/0.5 ML,haemophilus b conjugate vaccine 7.5 mcg/0.5_ml,Pharmacy
5219,HALOPERIDOL LACTATE 5 MG/ML SOLN,haloperidol lactate 5_mg/ml solution,Pharmacy
5220,HC ABDOMEN 1 VIEW,abdomen 1 view,Radiology
5221,HC AMMONIA,ammonia,Laboratory
5222,HC AMYLASE,amylase,Laboratory
5223,HC AMYLASE NON BLOOD,amylase non blood,Laboratory
5224,HC ANES ANORECTAL RVU 5 00902,anesthesia anorectal rvu 5 00902,OR / Anesthesia / Recovery Room
5225,HC ANES PQRI PROPHY AB GIVEN,anesthesia physician_quality_reporting_initiative prophylaxis ab given,OR / Anesthesia / Recovery Room
5226,HC ANES PQRS GEN NEUROAXIAL 60 MIN OR LONGER,anesthesia physician_quality_reporting_system general neuroaxial 60 minutes or longer,OR / Anesthesia / Recovery Room
5227,HC ANES PQRS PERIOP BODY WARMING,anesthesia physician_quality_reporting_system perioperative body warming,OR / Anesthesia / Recovery Room
5228,HC ANES SET UP ROUTINE,anesthesia set up routine,Supply
5229,HC ANES SKIN EXTREMETIES/ANT TRUNK/PERINEUM RVU 300400,anesthesia skin extremeties/anterior trunk/perineum rvu 300400,OR / Anesthesia / Recovery Room
5230,HC ANES US GUIDE VASCULAR ACCESS,anesthesia ultrasound guide vascular access,Radiology
5231,HC ANESTH PER MINUTE,anesthesia per minute,OR / Anesthesia / Recovery Room
5232,HC ANESTH PROCEDURE ROOM FEE,anesthesia procedure room fee,OR / Anesthesia / Recovery Room
5233,HC ANGIO FLUSH SYSTEM SUPPLY,angiography flush system supply,Supply
5234,HC ANTIBODY SCREEN RBC EA SERUM,antibody screen red_blood_cell each serum,Laboratory
5235,HC ARTERIAL BLOOD GAS I STAT,arterial blood_gas i stat,Monitoring
5236,HC BASIC METABOLIC PANEL TOTAL CA,basic_metabolic_panel total calcium,Laboratory
5237,HC BB RBC LEUKO REDUCED,red_blood_cell leukocyte_reduced,Blood Products
5238,HC BLANKET WARMING UNDERBODY ADULT,blanket warming underbody adult,Supply
5239,HC BLD GASES O2 SAT ONLY,blood gases oxygen saturation only,Laboratory
5240,HC BLD GASES W DIRECT MEAS O2 SAT,blood gases with direct measure oxygen saturation,Monitoring
5241,HC BLOOD SPEC COLLECT CENT PERIP ACCESS,blood specimen collection central peripheral access,Nursing Services
5242,HC BLOOD TYPING ABO,blood typing abo,Laboratory
5243,HC BLOOD TYPING RH D,blood typing rhesus d,Laboratory
5244,HC BLOOD TYPING RH(D),blood typing rhesus d,Laboratory
5245,HC C DIFF BY PCR,clostridium_difficile by pcr,Laboratory
5246,HC CALCIUM TOTAL,calcium total,Laboratory
5247,HC CAPILLARY GLUCOSE NOVA METER,capillary glucose nova meter,Monitoring
5248,HC CARD MRI MORPHLGY WO CNTRST,cardiac magnetic_resonance_imaging morphology without contrast,Radiology
5249,HC CARD MRI MORPHLGY WOW CNTRST,cardiac magnetic_resonance_imaging morphology wow contrast,Radiology
5250,HC CARD MRI VELOCITY FLOW,cardiac magnetic_resonance_imaging velocity flow,Radiology
5251,HC CATEGORY 2 ADDL 15 MIN,category 2 additional 15_minutes,OR / Anesthesia / Recovery Room
5252,HC CATEGORY 2 INITIAL 15 MIN,category 2 initial 15_minutes,OR / Anesthesia / Recovery Room
5253,HC CATEGORY 3 ADDL 15 MIN,category 3 additional 15_minutes,OR / Anesthesia / Recovery Room
5254,HC CATEGORY 3 INITIAL 15 MIN,category 3 initial 15_minutes,OR / Anesthesia / Recovery Room
5255,HC CBC AUTO WO DIFF,complete_blood_count automated without differential,Laboratory
5256,HC CBC WITH DIFFERENTIAL,complete_blood_count with differential,Laboratory
5257,HC CBC WITH PLATELET COUNT,complete_blood_count with platelet count,Laboratory
5258,HC CCU ROOM - STEP DOWN,critical_care_unit room step down,Room and Board
5259,HC CCU ROOM GEN,critical_care_unit room general,Room and Board
5260,HC CENTRAL LINE PAC FLUSH,central line pulmonary_artery_catheter flush,Nursing Services
5261,HC CHEST 1 VIEW,chest 1 view,Radiology
5262,HC CHEST 2 VIEW,chest 2 view,Radiology
5263,HC CO2 EXPIRED GAS DETRMN INFRARD,carbon_dioxide expired gas determination infrared,Monitoring
5264,HC COAGULATION TIME ACTIVATED,coagulation time activated,Laboratory
5265,HC COMPATIBILITY TEST ELECTRONIC,compatibility test electronic,Laboratory
5266,HC COMPREHENSIVE METABOLIC,comprehensive metabolic,Laboratory
