descrip	Rev_Code_Name	units	billed_amount	norm_billed_amount	NORM_DESC	CHRG_CLS
15700042 - WARFARIN SODIUM TABLET 7.5MG	Pharmacy	1.0	0.18	0.18	warfarin sodium tablet 7.5_mg	Pharmacy
15700232 - WARFARIN 3MG TABLET	Pharmacy	1.0	0.17	0.17	warfarin 3_mg tablet	Pharmacy
15700242 - WARFARIN 4MG TABLET	Pharmacy	1.0	0.17	0.17	warfarin 4_mg tablet	Pharmacy
15700322 - WARFARIN 8MG (2 X 4MG) TAB	Pharmacy	1.0	0.35	0.35	warfarin 8_mg 2 x 4_mg tablet	Pharmacy
15735222 - RIVAROXABAN 20MG TABLET	Pharmacy	1.0	36.82	36.82	rivaroxaban 20_mg tablet	Pharmacy
15735252 - RIVAROXABAN 15MG TABLET	Pharmacy	2.0	70.06	35.03	rivaroxaban 15_mg tablet	Pharmacy
15750252 - RIVAROXABAN 10MG TABLET	Pharmacy	2.0	69.54	34.77	rivaroxaban 10_mg tablet	Pharmacy
16/11 TEMNO BX SET	Implant/Supply	1.0	294.95	294.95	16/11 temno biopsy set	Supply
17122771-HB OXIMETRY DAILY	Pulmonary Function	1.0	485.0	485.0	hemoglobin oximetry daily	Monitoring
2.3 X 9MM SCREW	Implant/Supply	14.0	6720.0	480.0	2.3 by 9mm screw	Implant
20 GA ARTERIAL LINE CATHETER	Implant/Supply	1.0	36.0	36.0	20 gauge arterial line catheter	Supply
20710935-HB KIT MANGUM FILTER	Implant/Supply	1.0	43.0	43.0	hemoglobin kit mangum filter	Supply
20800207-PF NS 0.9% 0.9 % SOLN 10 ML VIAL	Pharmacy	1.0	5.0	5.0	partial_fill normal_saline 0.9% 0.9% solution 10_ml vial	Diluent / Flush / Irrigant
20800280-CALCIUM GLUCONATE 100 MG/ML (10%) SOLN 10 ML VIAL	Pharmacy	1.0	10.5	10.0	calcium gluconate 100_mg/ml 10% solution 10_ml vial	Pharmacy
20800462-D5W SOLP 100 ML BAG	Pharmacy	1.0	21.0	21.0	dextrose_5%_in_water solution 100_ml bag	Diluent / Flush / Irrigant
20G SITE-RITE NEEDLE	Implant/Supply	1.0	44.0	44.0	20_gauge site rite needle	Supply
25 MM BONE SCREWS	Implant/Supply	6.0	6255.0	1042.5	25 millimeters bone screws	Implant
25000523-STERILE WATER SOLN	Pharmacy	1.0	89.25	89.25	sterile water solution	Diluent / Flush / Irrigant
25000525-PANTOPRAZOLE 40 MG TBEC	Pharmacy	1.0	1.35	1.35	pantoprazole 40_mg tablet_enteric_coated	Pharmacy
27045000 - CT HEAD/BRAIN W/O CONTRAST	CT Scan	1.0	1710.0	1710.0	computed_tomography head/brain without contrast	Radiology
27048600 - CT FACE/SINUS AXIAL W/O CONTRS	CT Scan	1.0	1824.0	1824.0	computed_tomography face/sinus axial without contrast	Radiology
27054009 - FLUORO GDE CVAD ACCESS/REM	Radiology	1.0	696.0	696.0	fluroscopy guide cvad access/ream	Radiology
27054010 - US GUIDED VASCULAR ACCESS	Other Imaging Services	1.0	720.0	720.0	ultrasound guided vascular access	Radiology
27101001 - XR CHEST SNG VW PORTABLE	Radiology	1.0	378.0	378.0	x-ray chest single view portable	Radiology
27102000 - XR CHEST 2 VWS PA LATERAL	Radiology	1.0	431.0	431.0	x-ray chest 2 views posterior_anterior lateral	Radiology
27125000 - CT CHEST W/O CONTRAST	CT Scan	1.0	1871.0	1871.0	computed_tomography chest without contrast	Radiology
27212500 - CT C-SPINE W/O CONTRAST	CT Scan	1.0	2413.0	2413.0	computed_tomography cervical spine without contrast	Radiology
27302006 - XR SHOULDER 1VW LT PORT	Radiology	1.0	397.0	397.0	x-ray shoulder 1 view left portable	Radiology
27303007 - XR SHOULDER MIN 2VWS-LT	Radiology	1.0	522.0	522.0	x-ray shoulder minimum 2 views left	Radiology
27400000 - XR ABDOMEN 1 AP VW	Radiology	1.0	398.0	398.0	x-ray abdomen 1 anterior_posterior view	Radiology
27400001 - XR ABDOMEN 1 AP VW PORT	Radiology	1.0	398.0	398.0	x-ray abdomen 1 anterior_posterior view portable	Radiology
27417600 - CT ABD/PELVIS W/O CONTRAST	CT Scan	1.0	3607.0	3607.0	computed_tomography abdomen/pelvis without contrast	Radiology
27423000 - XR SWALLOW FUNC W/CINE-VIDEO	Radiology	1.0	642.0	642.0	x-ray swallow func with cine video	Radiology
27670505 - US ABDOMEN LTD OTHER QUAD	Other Imaging Services	1.0	1099.0	1099.0	ultrasound abdomen limited other quadrants	Radiology
27677000 - US RETROPERITONEAL COMP	Other Imaging Services	1.0	1133.0	1133.0	ultrasound retroperitoneal comprehensive	Radiology
27687001 - US SCROTUMCONTENTS PORT	Other Imaging Services	1.0	1046.0	1046.0	ultrasound scrotum contents portable	Radiology
27907888 - ANGIO PACK	Implant/Supply	1.0	226.6	226.6	angiography pack	Supply
27907918 - REM TUN CVC W/O PORT/PUMP	OR Services	1.0	1891.0	1891.0	removal tunneled central_venous_catheter without port/pump	Procedure
27907923 - PERIPH INS PICC >5 NO PRT/PMP	OR Services	1.0	2751.0	2751.0	peripheral insert peripherally_inserted_central_catheter greater_than 5 no port/pump	Procedure
27907926 - INS CVC TUN W/O PORT/PUMP >5	OR Services	1.0	4017.0	4017.0	insert central_venous_catheter tun without portable/pump greater_than 5	Procedure
27939750 - ULTRASD ABDOMEN VENOUS/ARTERL	Other Diagnostic Services	1.0	1583.0	1583.0	ultrasound abdomen venous/arterial	Radiology
2D ECHO W/DOPPLER + COLOR FW	Cardiology	1.0	2573.0	2573.0	2D echocardiogram with doppler and color flow	Radiology
2D ECHO W/DOPPLER + COLOR FW	Pulmonary Function	1.0	2019.0	2019.0	2D echocardiogram with doppler and color flow	Radiology
30000091-HC ROUTINE VENIPUNCTURE	Laboratory	1.0	28.35	28.35	hc routine venipuncture	Nursing Services
30092SLEEVE COMPRESS VENO VEN ST	Implant/Supply	1.0	201.0	201.0	sleeve compression venous venous st	Supply
30559000 - AWAY FROM LAB	Implant/Supply	1.0	0.0	0.0	away from laboratory	Laboratory
30572000 - VENOUS DUPLEX IMAGE BILAT	Other Diagnostic Services	1.0	1538.0	1538.0	venous duplex image bilateral	Radiology
30MM BONE SCREWS	Implant/Supply	2.0	2085.0	1042.5	30_millimeters bone screws	Implant
36415 VENIPUNCTURE	Laboratory	1.0	27.0	27.0	36415 venipuncture	Nursing Services
3D RENDERING W/POSTPROCESS	CT Scan	1.0	1280.0	1280.0	3d rendering with postprocess	Radiology
3D RENDERING W/POSTPROCESS	Other Imaging Services	1.0	1428.0	1428.0	3d rendering with postprocess	Radiology
46110000 - RB 5 SOUTH ROUTINE	Room & Board	1.0	1440.0	1440.0	room_and_board 5 south routine	Room and Board
46130010 - POC BS GLUCOSE 5S	Laboratory	3.5	0.0	0.0	point_of_care blood_sugar glucose	Monitoring
46515000 - RB 6E INTERMEDIATE CCU	Coronary Care	1.0	2688.0	2688.0	room_and_board 6e intermediate critical_care_unit	Room and Board
46720000 - RB 6 EAST SEMI-PVT	Room & Board	1.0	1440.0	1440.0	room_and_board 6 east semi private	Room and Board
46740010 - POC BS GLUCOSE 6E	Laboratory	4.0	0.0	0.0	point_of_care blood_sugar glucose	Monitoring
47621000 - RB 1MICU STEP DOWN ICU	Intensive Care	1.0	4032.0	4032.0	room_and_board medical intensive_care_unit step down intensive_care_unit	Room and Board
47625001 - POC BS GLUCOSE MICU	Laboratory	4.0	0.0	0.0	point_of_care blood_sugar glucose medical_intensive_care_unit	Monitoring
4MM SYNTHES NEURO SCREWS	Implant/Supply	7.0	2114.0	302.0	4mm synthes neurology screws	Implant
5% DEXTROSE/WATER	Pharmacy	1.0	357.31	357.31	5% dextrose/water	Diluent / Flush / Irrigant
5% DEXTROSE/WATER 1000ML	Pharmacy	1.0	39.57	39.57	5% dextrose/water 1000 ml	Diluent / Flush / Irrigant
5.5X4000 POLY SCREW	Implant/Supply	1.0	2707.0	2707.0	5.5 by 4000 poly screw	Implant
52109000 - RB CDU-GROUND STEP DOWN ICU	Intensive Care	1.0	4032.0	4032.0	room_and_board cdu ground step down intensive_care_unit	Room and Board
52201100 - POC BS GLUCOSE CDU	Laboratory	4.0	0.0	0.0	point_of_care blood_sugar glucose	Monitoring
53193000 - PULSE OXIMETRY PER HOUR	Implant/Supply	2.0	0.0	0.0	pulse oximetry per hour	Monitoring
53261000 - INJECT IVP 1ST/INITIAL	IV Therapy	1.0	217.0	217.0	inject intravenous_push 1st/initial	Nursing Services
53277000 - ARTERIAL BLD DRAW FOR ANALYSIS	Emergency Room	1.0	110.0	110.0	arterial blood draw for analysis	Nursing Services
55551000 - OR GEN LEVEL 1 1ST HR	OR Services	1.0	5988.0	5988.0	operation_room general level 1 1st hour	OR / Anesthesia / Recovery Room
55551015 - OR GEN LEVEL 1 EA ADD 15MIN	OR Services	6.0	5634.0	939.0	operation_room general level 1 each additional 15_minutes	OR / Anesthesia / Recovery Room
58111000 - NEBULIZER-ULTRASONIC TREATMENT	Respiratory Services	4.0	640.0	160.0	nebulizer ultrasonic treatment	Respiratory Therapy
58119000 - BIPAP/CPAP SET UP	Respiratory Services	1.0	0.0	0.0	bipap/continuous_positive_airway_pressure set up	Respiratory Therapy
58122000 - FLUTTER TREATMENT	Implant/Supply	4.0	0.0	0.0	flutter treatment	Respiratory Therapy
58183000 - PERCUSSION AND POSTURAL DRAIN	Respiratory Services	2.0	186.0	93.0	percussion and postural drain	Supply
58193000 - INTUBATION	Implant/Supply	1.0	0.0	0.0	intubation	Respiratory Therapy
58304000 - BRONCHOSCOPY	OR Services	1.0	2591.0	2591.0	bronchoscopy	Procedure
58341000 - RESPIRATORY WEANING MECHANICS	Pulmonary Function	1.0	166.0	166.0	respiratory weaning mechanics	Respiratory Therapy
58369000 - AEROSOL DAILY	Implant/Supply	1.0	99.69	99.69	aerosol daily	Respiratory Therapy
58370000 - MASK CANNULA DAILY SERVICE	Respiratory Services	1.0	0.0	0.0	mask cannula daily service	Respiratory Therapy
58826000 - ARTERIAL PUNCTURE	Respiratory Services	1.0	110.0	110.0	arterial puncture	Nursing Services
58835000 - RESPIRATORY ASSESSMENT INITIAL	Respiratory Services	1.0	0.0	0.0	respiratory assessment initial	Respiratory Therapy
58836000 - RESPIRATORY ASSESSMENT FOLLOW	Respiratory Services	5.0	0.0	0.0	respiratory assessment follow	Respiratory Therapy
58850000 - TRANSCUTANEOUS CO2 MONITOR/DAY	Pulmonary Function	1.0	140.0	140.0	transcutaneous carbon_dioxide monitoring/day	Monitoring
58857000 - ALVEOLAR LAVAGE PROCEDURE	Respiratory Services	1.0	0.0	0.0	alveolar lavage procedure	Respiratory Therapy
58858000 - VENTILATOR-ADULT SUBSEQ DAY	Respiratory Services	1.0	1335.0	1335.0	ventilator adult subsequent day	Respiratory Therapy
58858001 - ADLT VENT SUBSEQ DAYW EPOPROST	Respiratory Services	1.5	2002.5	1335.0	adult ventilator subsequent day epoprostenol	Respiratory Therapy
58859000 - VENTILATOR-ADULT FIRST DAY	Respiratory Services	1.0	1497.0	1497.0	ventilator adult first day	Respiratory Therapy
58861000 - PPD INITIAL TREATMENT	Respiratory Services	1.0	110.0	110.0	positive postural drainage initial treatment	Respiratory Therapy
58862000 - TRANSPORT-VENT PATIENT ADULT	Respiratory Services	1.0	0.0	0.0	transport ventilator patient adult	Respiratory Therapy
58864000 - SUCTION ONLY	Respiratory Services	3.0	0.0	0.0	suction only	Respiratory Therapy
58865000 - NEBULIZER-ULTRASONIC TREATMENT	Respiratory Services	1.0	160.0	160.0	nebulizer ultrasonic treatment	Respiratory Therapy
58866000 - BIPAP W/OXYGEN* MUE 1/DAY	Respiratory Services	1.0	684.0	684.0	bipap with oxygen MUE 1/day	Respiratory Therapy
58867000 - MASK CPAP CONTINUOUS*	Respiratory Services	1.0	684.0	684.0	mask continuous_positive_airway_pressure continuous	Respiratory Therapy
58872000 - PATIENT EDUCATION/15 MINUTES	Respiratory Services	1.0	0.0	0.0	patient education/15 minutes	Education / Training
58882000 - PROTOCOL PATIENT SUBSEQUENT	Implant/Supply	2.0	0.0	0.0	protocol patient subsequent	PT / OT / Speech Therapy
58887000 - CALL RESPONSE	Implant/Supply	1.0	0.0	0.0	call response	Other
58888000 - HIGH FLOW NASAL CANNULA	Respiratory Services	1.0	0.0	0.0	high flow nasal_cannula	Supply
58889000 - OXYGEN PER HOUR	Implant/Supply	24.0	182.64	7.61	oxygen per hour	Respiratory Therapy
58890000 - OXYGEN PER 12 HOURS	Implant/Supply	2.0	0.0	0.0	oxygen per 12 hours	Respiratory Therapy
58892000 - RETAPING/SECURING AIRWAY	Implant/Supply	1.0	0.0	0.0	retaping/securing airway	Respiratory Therapy
58895000 - ROUNDS PER PATIENT (15 MIN)	Implant/Supply	1.0	0.0	0.0	rounds per patient 15_minutes	Professional Fee
59250000 - GEN ANES OR 1ST HR	Anesthesia	1.0	2109.0	2109.0	general anesthesia operation_room 1st hour	OR / Anesthesia / Recovery Room
59250015 - GEN ANES OR ADD 15MIN	Anesthesia	5.0	275.0	55.0	general anesthesia operation_room additional 15_minutes	OR / Anesthesia / Recovery Room
59541000 - PRESSURE TRANSDUCER	Implant/Supply	1.0	25.66	25.66	pressure transducer	Supply
59650000 - .9% NACL 500ML	Pharmacy	1.0	3.63	3.63	0.9% sodium_chloride 500_ml	Diluent / flush / Irrigant
59692000 - 0.9% NACL 250ML	Pharmacy	1.0	3.43	3.43	0.9% sodium_chloride 250_ml	Diluent / flush / Irrigant
59706000 - 480 LOW VOL MRI TUBING	Implant/Supply	2.0	17.68	8.84	480 low volume magnetic_resonance_imagery tubing	Supply
59757000 - CATH SINGLE LUMEN SC14701	Implant/Supply	1.0	29.7	29.7	catheter single lumen	Supply
5F FEED TUBE	Implant/Supply	1.0	28.5	28.5	5 feed tube	Supply
6.5 MM X 50 MAS SCREW	Implant/Supply	4.0	10287.12	2571.78	6.5 millimeters x 50 mas screw	Implant
6.5MM X 40 MAS SCREW	Implant/Supply	2.0	5143.56	2571.78	6.5_millimeters x 40 mas screw	Implant
6.5X4000 POLY SCREW	Implant/Supply	2.0	5414.0	2707.0	6.5 by 4000 poly screw	Implant
6.5X4500 POLY SCREW	Implant/Supply	2.0	5414.0	2707.0	6.5 by 4500 poly screw	Implant
60615000 - GLUCOSE VL STATISTIC	Implant/Supply	4.0	0.0	0.0	glucose vial statistic	Laboratory
60615999 - GSH-POC BS GLUCOSE VL STAT	Implant/Supply	4.0	0.0	0.0	gsh point_of_care blood_sugar glucose value stat	Monitoring
62001000 - BLOOD GROUP ABO	Laboratory	1.0	79.0	79.0	blood group abo	Laboratory
62002000 - BLOOD GROUP D RH	Laboratory	1.0	85.0	85.0	blood group device rhesus	Laboratory
62011000 - ATYPICAL ANTIBODY SCREEN	Laboratory	1.0	182.0	182.0	atypical antibody screen	Laboratory
62012000 - DIRECT COOMBS TEST	Laboratory	1.0	97.0	97.0	direct coombs test	Laboratory
62014000 - AB ID EACH PANEL	Laboratory	1.0	219.0	219.0	antibody id each panel	Laboratory
62206000 - CROSSMATCH-ANTIGLOBULIN	Laboratory	3.0	465.0	163.0	crossmatch antiglobulin	Laboratory
62210000 - RED BLOOD CELLS LEUKO RED-CKBC	Blood	1.0	879.0	879.0	red_blood_cells leukocyte_reduced ckbc	Blood Products
62975000 - RBC AG TYPING NOT ABO/RH(D)	Laboratory	2.0	242.0	121.0	red_blood_cell ag typing not abo/rhesus device	Laboratory
62999001 - ABRR (STATISTICAL)	Implant/Supply	1.0	0.0	0.0	abrr statistical	Laboratory
63003201 - BUN URINE	Laboratory	1.0	78.0	78.0	blood_urea_nitrogen urine	Laboratory
63007010 - POTASSIUM WHOLE BLOOD	Laboratory	2.0	116.0	58.0	potassium whole_blood	Laboratory
63012004 - POTASSIUM	Laboratory	1.0	58.0	58.0	potassium	Laboratory
63015000 - PH BLOOD	Laboratory	1.0	61.0	61.0	pH blood	Laboratory
63016000 - GASES BLOOD O2 DIRECT	Laboratory	1.0	296.0	296.0	gases blood oxygen direct	Laboratory
63018004 - PHOSPHORUS	Laboratory	1.0	75.0	75.0	phosphorus	Laboratory
63019003 - MAGNESIUM	Laboratory	1.0	99.0	99.0	magnesium	Laboratory
63021001 - AMMONIA	Laboratory	1.0	154.0	154.0	ammonia	Laboratory
63023001 - AMYLASE	Laboratory	1.0	120.0	120.0	amylase	Laboratory
63025212 - B-NATRIURETIC PEPTIDE	Laboratory	1.0	300.0	300.0	b natriuretic peptide	Laboratory
63034001 - CREATININE URINE	Laboratory	1.0	87.0	87.0	creatinine urine	Laboratory
63039000 - IONIZED CALCIUM	Laboratory	1.0	156.0	156.0	ionized calcium	Laboratory
63057001 - IRON	Laboratory	1.0	79.0	79.0	63057001 iron	Laboratory
63058001 - TOTAL IRON BINDING CAPACITY	Laboratory	1.0	103.0	103.0	total iron binding capacity	Laboratory
63077001 - LACTATE WHOLE BLOOD	Laboratory	2.0	288.0	151.0	lactate whole_blood	Laboratory
63086003 - CK	Laboratory	1.0	64.0	64.0	creatinine_kinase	Laboratory
63101001 - SODIUM URINE	Laboratory	1.0	62.0	62.0	sodium urine	Laboratory
63102002 - POTASSIUM URINE	Laboratory	1.0	61.0	61.0	potassium urine	Laboratory
63103001 - CHLORIDE URINE	Laboratory	1.0	69.0	69.0	chloride urine	Laboratory
63104001 - PROTEIN TOTAL URINE	Laboratory	1.0	71.0	71.0	protein total urine	Laboratory
632A	Room & Board	1.0	790.0	790.0	632a	Room and Board
63406001 - HEPATIC FUNCTION PANEL	Laboratory	1.0	196.0	196.0	hepatic function panel	Laboratory
63527001 - BASIC METABOLIC PANEL	Laboratory	1.0	175.0	175.0	basic_metabolic_panel	Laboratory
63528001 - COMPREHENSIVE METABOLIC PANEL	Laboratory	1.0	265.0	265.0	comprehensive metabolic panel	Laboratory
63529001 - RENAL FUNCTION PANEL	Laboratory	1.0	186.0	186.0	renal function panel	Laboratory
63601000 - EXTRA TUBE STATISTICAL CDM	Implant/Supply	1.0	0.0	0.0	extra tube statistical cdm	Laboratory
63714001 - VITAMIN B12	Laboratory	1.0	139.0	139.0	vitamin b12	Pharmacy
63719001 - TSH	Laboratory	1.0	219.0	219.0	63719001 thyroid-stimulating_hormone	Laboratory
63721001 - FOLATE	Laboratory	1.0	175.0	175.0	folate	Laboratory
63739101 - PREALBUMIN	Laboratory	1.0	139.0	139.0	prealbumin	Laboratory
63801001 - LIPASE	Laboratory	1.0	151.0	151.0	lipase	Laboratory
63901000 - CSF/BODY FLUID CELL CTDIFF	Laboratory	1.0	168.0	168.0	cerebrospinal_fluid/body fluid cell count_differential	Laboratory
63972001 - FERRITIN	Laboratory	1.0	158.0	158.0	ferritin	Laboratory
64002000 - GRAM STAIN SMEAR	Laboratory	1.0	79.0	79.0	gram stain smear	Laboratory
64003000 - LAB BACTI SMEAR AFB*	Laboratory	1.0	137.0	137.0	laboratory bacteria smear acid-fast_bacteria	Laboratory
64013000 - RESPIRATORY CULTURES	Laboratory	1.0	148.0	148.0	respiratory cultures	Laboratory
64049000 - URINE CULTURE	Laboratory	1.0	79.0	79.0	urine culture	Laboratory
64053000 - BLOOD CULTURE	Laboratory	4.0	632.0	158.0	blood culture	Laboratory
64104000 - SUSCEPTIBILITY STUDY MULTIPLE	Laboratory	1.0	139.0	139.0	susceptibility study multiple	Laboratory
64202001 - COLORECTAL CANCER SCREEN;FECAL	Laboratory	1.0	27.0	27.0	colorectal cancer screen fecal	Laboratory
64266000 - CULTURE ISOLATE ID ADD METHOD	Laboratory	1.0	76.0	76.0	culture isolate id additional method	Laboratory
64272000 - KIRBY BAUER SUSCEPTIBILITIES	Laboratory	1.0	79.0	79.0	kirby bauer susceptibilities	Laboratory
64321000 - 321 BETA-D GLUCAN-SO+	Laboratory	1.0	150.0	150.0	321 beta-D glucan soluable	Laboratory
64339000 - 339 LEGION PNEUMO DNA PCR-SO+	Laboratory	1.0	249.6	249.6	legionnaire's pneumoniae deoxyribonucleic_acid polymerase chain reaction	Laboratory
64601000 - SYPHYLLIS QUALITATIVE	Laboratory	1.0	72.0	72.0	syphyllis qualitative	Laboratory
64611000 - SEROLOGICAL IDENT OF ORGANISM	Laboratory	1.0	68.0	68.0	serological identification of organism	Laboratory
64768100 - ACUTE HEPATITIS PANEL	Laboratory	1.0	409.0	409.0	acute hepatitis panel	Laboratory
64830000 - PARATHYROID HORMONE UK	Laboratory	1.0	199.0	199.0	parathyroid hormone uk	Laboratory
64831000 - VITAMIN D2/D3 BY LC/MS/MS	Laboratory	1.0	144.0	144.0	vitamin d2/d3 by lc/morphine_sulfate/morphine_sulfate	Pharmacy
64870700 - BRONCHIAL CULTURE	Laboratory	1.0	148.0	148.0	bronchial culture	Laboratory
64877000 - AFB/TB CULTURE RESPIRATORY CE	Laboratory	1.0	0.0	0.0	acid-fast_bacilli/tuberculosis culture respiratory ce	Laboratory
64878000 - CONCENTRATION FOR INFECT AGENT	Laboratory	1.0	74.0	74.0	concentration for infectious agent	Laboratory
64881000 - SUSCEPTIBILITY MANUAL	Laboratory	3.0	174.0	58.0	susceptibility manual	Laboratory
64884000 - TB CULTURE ACID FAST	Laboratory	1.0	219.0	219.0	tube culture acid fast	Laboratory
64887000 - SHELL VIAL W/IMMUNOFLUOR STAIN	Laboratory	6.0	786.0	131.0	shell vial with immunofluorescence stain	Laboratory
64902000 - TISSUE CULTURE INOCULATION	Laboratory	2.0	430.0	215.0	tissue culture inoculation	Laboratory
64944000 - YEAST ID	Laboratory	1.0	135.0	135.0	yeast identification	Laboratory
64947000 - PROTECTED BRONCH BRUSH CULT	Laboratory	1.0	148.0	148.0	protected bronchial brush cult	Laboratory
64956000 - MRSA BY PCR	Laboratory	1.0	310.0	310.0	methicillin resistant staph aureus by polymerase chain reaction	Laboratory
64966000 - URINE CX W/PRESUMP ID	Laboratory	1.0	92.0	92.0	urine culture with presumptive id	Laboratory
64977000 - MULTI-DRUG RESISTANCE TEST	Laboratory	1.0	148.0	148.0	multiple drug resistance test	Laboratory
64982000 - RESPIRATORY VIRAL CULTURE	Laboratory	1.0	0.0	0.0	respiratory viral culture	Laboratory
64985000 - CLOSTRIDIUM DIFFICILE PCR	Laboratory	1.0	242.0	242.0	clostridium difficile polymerase chain reaction	Laboratory
64999000 - COMP GI PANEL BY PCR	Laboratory	1.0	604.0	604.0	comprehensive gastrointestinal panel by polymerase_chain_reaction	Laboratory
65 CATH KT PICC DEL W/PASV 5FR	Implant/Supply	1.0	1128.0	1128.0	65 catheter kit peripherally_inserted_central_catheter del with pasv 5fr	Supply
65 PK KYONE MAJOR SET UP 12706	Implant/Supply	1.0	341.0	341.0	65 pack kyone major set up 12706	Supply
65002003 - HEMOGLOBIN	Laboratory	1.0	32.0	32.0	hemoglobin	Laboratory
65003003 - HEMATOCRIT	Laboratory	1.0	39.0	39.0	hematocrit	Laboratory
65009001 - HEMOGRAM W/O DIFFERENTIAL	Laboratory	1.0	106.0	106.0	hemogram without differential	Laboratory
65009002 - HEMOGRAM W/O DIFFERENTIAL	Laboratory	1.0	106.0	106.0	hemogram without differential	Laboratory
65016001 - WBC DIFFERENTIAL AUTOMATED	Laboratory	1.0	77.0	77.0	white_blood_cells differential automated	Laboratory
65061000 - GLYCOHEMOGLOBIN	Laboratory	1.0	191.0	191.0	glycohemoglobin	Laboratory
65206000 - PARTIAL THROMBOPLAST TIME PTT	Laboratory	1.0	97.0	97.0	partial thromboplastin time partial_prothrombaplastin_time	Laboratory
65208000 - PROTHROMBIN TIME	Laboratory	1.0	75.0	75.0	prothrombin_time	Laboratory
65220000 - LOW MOLECULAR WEIGHT HEPARIN	Laboratory	1.0	295.0	295.0	low molecular weight heparin	Pharmacy
66001000 - UA AUTO W/O MICROSCOPIC	Laboratory	1.0	49.0	49.0	urinalysis automated without microscopic	Laboratory
66002000 - URINE MICROSCOPIC	Laboratory	1.0	49.0	49.0	urine microscopic	Laboratory
66046000 - O2 SATURATION DIRECT	Laboratory	1.0	187.0	187.0	oxygen saturation direct	Monitoring
66048010 - BLOOD SMEAR STATISTIC	Implant/Supply	1.0	0.0	0.0	blood smear statistic	Laboratory
66063000 - EOSINOPHIL URINE	Laboratory	1.0	49.0	49.0	eosinophil urine	Laboratory
66065010 - HEMOGLOBINOPATHY EVALUATION	Laboratory	1.0	0.0	0.0	hemoglobinopathy evaluation	Laboratory
67401000 - CYTOLOGY-NON-GYN W/THIN PREP	Laboratory	1.0	205.0	205.0	cytology non gynecology with thin preparation	Laboratory
67409000 - CYTOLOGY GMS SCREEN	Implant/Supply	1.0	0.0	0.0	cytology Grocott's_Methenamine_Silver screen	Laboratory
67606101 - CYTOLOGY ARTISAN GMS CE	Laboratory	1.0	0.0	0.0	cytology artisan grams ce	Laboratory
67638000 - ARTISAN HISTOLOGY GMS PREP	Laboratory	1.0	200.0	200.0	artisan histology grams preparation	Laboratory
69884001 - AMIKACIN	Laboratory	1.0	139.0	139.0	amikacin	Pharmacy
69892001 - VANCOMYCIN	Laboratory	1.0	249.0	249.0	vancomycin	Pharmacy
69893001 - TROPONIN T	Laboratory	2.0	460.0	230.0	troponin tab	Pharmacy
69971002 - PROCALCITONIN	Laboratory	1.0	193.0	193.0	procalcitonin	Laboratory
7.5 X 40 MAS SCREW	Implant/Supply	1.0	2571.78	2571.78	7.5 x 40 mas screw	Implant
7.5 X 45 MAS SCREW	Implant/Supply	1.0	2571.78	2571.78	7.5 x 45 mas screw	Implant
7.5X4500 POLY SCREW	Implant/Supply	3.0	8121.0	2707.0	7.5 by 4500 poly screw	Implant
70001001 - FREE T4	Laboratory	1.0	145.0	145.0	free t4	Laboratory
70046000 - 046 DRUG SCREEN URINE	Laboratory	1.0	0.0	0.0	drug screen urine	Laboratory
70046001 - 046 ALKALOIDS ORGANIC BASES	Laboratory	1.0	205.0	205.0	46 alkaloids organic bases	Laboratory
70046002 - 046 GCMS QUALITATIVE CF	Laboratory	1.0	177.0	177.0	gas_chromatography_mass_Spectrometry qualitative cystic_fibrosis	Laboratory
70555115 - SOLN SALIN STERL 0.9PCT 1000ML	Pharmacy	1.0	5.45	5.45	solution saline sterl 0.9pct 1000_ml	Diluent / flush / Irrigant
70555206 - SOLN IV NSS 1000ML 2B1324	Pharmacy	1.0	4.02	4.02	solution intravenous normal_saline_sterile 1000_ml 2b1324	Diluent / flush / Irrigant
70575154 - SOLN IV LR 1000ML 2B2324	Pharmacy	1.0	4.42	4.42	solution intravenous lactated_ringers 1000_ml	Pharmacy
77000453 - FLUTTER VALVE	Implant/Supply	1.0	46.79	46.79	flutter valve	Supply
77000498 - SUTURE 4-0 CHROMIC U203H	Implant/Supply	1.0	11.99	11.99	suture 4 0 chromic	Supply
77000914 - BLADE CTD BOVIE INSULATED EDGE	Implant/Supply	1.0	9.91	9.91	blade ctd bovie insulated edge	Supply
77001062 - CHLORAPREP WITH TINT 10.5 ML	Implant/Supply	1.0	0.0	0.0	chloraprep with tint 10.5_ml	Pharmacy
77001175 - BRIDAL 10FR	Implant/Supply	1.0	287.28	287.28	bridal 10fr	Supply
77001218 - BED BARI MAXX III	Implant/Supply	2.0	0.0	0.0	bed bari maxx iii	Capital Equipment
77001226 - LINE MORPHEUS PICC 5FR DUAL	Implant/Supply	1.0	324.0	324.0	line morpheus peripherally_inserted_central_catheter 5fr dual	Supply
77001261 - TRANSDUCER SAFE SET	Implant/Supply	1.0	58.9	58.9	transducer safe set	Supply
77001266 - BED MAXXAIR ETS RENTAL	Implant/Supply	2.0	0.0	0.0	bed maxxair ets rental	Capital Equipment
77011195 - CATHETER SWAN GANZ 8FR	Implant/Supply	1.0	810.0	810.0	catheter swan ganz 8fr	Supply
77015279 - CANNISTER SUCTION DISP 2500	Implant/Supply	2.0	0.0	0.0	cannister suction disposable 2500	Supply
