,cleaned_descrip,NORM_DESC,CHRG_CLS,Predicted_Class_Jaro,Prob_Jaro,Correct_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Correct_DLevenshtein,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Correct_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Correct_DeepNN,Voted Output,Voting Algorithm,Confidence Score
92,63801001 LIPASE,lipase,Laboratory,Laboratory,0.73,1,Laboratory,0.47,1,Laboratory,0.975303538518,1,Laboratory,0.997250604171,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.793138535672
93,63901000 CSF/BODY FLUID CELL CTDIFF,cerebrospinal_fluid body fluid cell count_differential,Laboratory,Laboratory,0.91,1,Laboratory,0.74,1,Laboratory,0.963393093496,1,Laboratory,0.999291367452,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.903171115237
94,64202001 COLORECTAL CANCER SCREEN FECAL,colorectal cancer screen fecal,Laboratory,Laboratory,0.68,1,Laboratory,0.37,1,Laboratory,0.943212155987,1,Laboratory,0.998141485048,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.747838410259
95,64902000 TISSUE CULTURE INOCULATION,tissue culture inoculation,Laboratory,Laboratory,0.8,1,Laboratory,0.44,1,Laboratory,0.933345772464,1,Laboratory,0.999887333139,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.793308276401
96,64977000 MULTI DRUG RESISTANCE TEST,multiple drug resistance test,Laboratory,Laboratory,0.71,1,Laboratory,0.39,1,Laboratory,0.889707857635,1,Laboratory,0.996298777373,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.746501658752
97,64985000 CLOSTRIDIUM DIFFICILE PCR,clostridium difficile polymerase chain reaction,Laboratory,Laboratory,0.85,1,Laboratory,0.61,1,Laboratory,0.929505966815,1,Laboratory,0.995786042956,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.846323002443
98,65 CATH KT PICC DEL W/PASV 5FR,65 catheter kit peripherally_inserted_central_catheter del pasv 5fr,Supply,Supply,0.74,1,Supply,0.38,1,Supply,0.951489000654,1,Supply,0.99999335565,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.767870589076
99,65208000 PROTHROMBIN TIME,prothrombin_time,Laboratory,Laboratory,0.88,1,Laboratory,0.65,1,Laboratory,0.955312269654,1,Laboratory,0.998871437744,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.87104592685
100,66002000 URINE MICROSCOPIC,urine microscopic,Laboratory,Laboratory,0.79,1,Laboratory,0.68,1,Laboratory,0.980218217343,1,Laboratory,0.999977033131,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.862548812618
101,66063000 EOSINOPHIL URINE,eosinophil urine,Laboratory,Laboratory,0.86,1,Laboratory,0.61,1,Laboratory,0.9700690632,1,Laboratory,0.999283153067,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.859838054067
102,67606101 CYTOLOGY ARTISAN GMS CE,cytology artisan grams ce,Laboratory,Laboratory,0.77,1,Laboratory,0.46,1,Laboratory,0.95516547933,1,Laboratory,0.978219983985,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.790846365829
103,69892001 VANCOMYCIN,vancomycin,Pharmacy,Laboratory,0.85,1,Pharmacy,0.56,0,Laboratory,0.832833966535,1,Laboratory,0.943617173701,1,Laboratory,"Jaro, Logistic_OvR, DeepNN",0.875483713412
104,7.5 X 45 MAS SCREW,7.5 x 45 mas screw,Implant,Implant,0.95,1,Implant,0.93,1,Implant,0.912872067443,1,Implant,0.99891136535,1,Implant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.947945858198
105,77000039 SUTURE 2 0 NYLON 664H,suture 2 0 nylon 664h,Supply,Supply,0.7,1,Supply,0.6,1,Supply,0.9305027999,1,Supply,0.999501116261,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.80750097904
106,77000498 SUTURE 4 0 CHROMIC U203H,suture 4 0 chromic,Supply,Supply,0.72,1,Supply,0.46,1,Supply,0.901391690019,1,Supply,0.999706813847,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.770274625966
107,77001062 CHLORAPREP WITH TINT 10.5 ML,chloraprep tint 10.5_ml,Pharmacy,Supply,0.76,0,Pharmacy,0.66,1,Pharmacy,0.685003601566,1,Pharmacy,0.964842637911,1,Pharmacy,"DLevenshtein, Logistic_OvR, DeepNN",0.769948746492
108,77001116 TUBE TRACH CUFFLESS 6,tube tracheotomy cuffless 6,Supply,Supply,0.95,1,Supply,0.92,1,Supply,0.917379192045,1,Supply,0.999394724093,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.946693479034
109,77001226 LINE MORPHEUS PICC 5FR DUAL,line morpheus peripherally_inserted_central_catheter 5fr dual,Supply,Supply,0.7,1,Supply,0.41,1,Supply,0.95611692661,1,Supply,0.999665700865,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.766445656869
110,77030310 PACK HEAD/NECK,pack head neck,Supply,Laboratory,0.66,0,Supply,0.46,1,Supply,0.950772065193,1,Supply,0.999803937039,1,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.803525334077
111,77039543 CLIP LIG APPLIER 9 3/8IN SM,clip light applier 9 3/8 inches small,Supply,Supply,0.84,1,Supply,0.71,1,Supply,0.935689092021,1,Supply,0.998797002467,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.871121523622
112,77041291 KIT CATH 5INX20GA PEDI CNTRL,kit catheter 5inx20ga pediatric cntrl,Supply,Supply,0.71,1,Supply,0.38,1,Supply,0.984201116986,1,Supply,0.999997801663,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.768549729662
113,77051522 RESTRNT FRARM WRIST LIMB 54YRS,restraint forearm wrist limb 54yrs,Supply,Pharmacy,0.66,0,Supply,0.38,1,Supply,0.845261237676,1,Supply,0.965025058143,1,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.730095431939
114,77058451 PAD GRND 9FR ADLT DISPERSIVE,pad ground 9 french adult dispersive,Supply,Radiology,0.65,0,Supply,0.35,1,Supply,0.943235390019,1,Supply,0.999010184538,1,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.764081858186
115,77071716 KIT CATH MULTILUMEN CV SAFETY,kit catheter multilumen cardiovascular safety,Supply,Supply,0.73,1,Supply,0.36,1,Supply,0.979955695086,1,Supply,0.999987040968,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.767485684013
116,77072676 FORCEP INSTRU 5 1/2IN CRV,forcep instrument 5 1/2 inches crv,Supply,Supply,0.71,1,Supply,0.34,1,Supply,0.950981314481,1,Supply,0.998587502106,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.749892204147
117,77073927 DRESSING MEPILEX 6X6,dressing mepilex 6x6,Supply,Supply,0.86,1,Supply,0.66,1,Supply,0.958294552178,1,Supply,0.999810515737,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.869526266979
118,77076901 CATHETER COMBI 13FR,catheter combined 13fr,Supply,Supply,0.71,1,Supply,0.48,1,Supply,0.977738568079,1,Supply,0.999948354105,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.791921730546
119,77078719 CATHETER DIALYS 13FR 24CM CV,catheter dialysis 13fr 24cm cardiovascular,Supply,Supply,0.74,1,Supply,0.44,1,Supply,0.942270549721,1,Supply,0.999111999108,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.780345637207
120,83575000 METABOLIC ASSESSMENT STAT,metabolic assessment stat,Laboratory,Respiratory Therapy,0.75,1,Respiratory Therapy,0.5,1,Laboratory,0.677532582672,0,Monitoring,0.354319035096,0,Respiratory Therapy,"Jaro, DLevenshtein",0.3125
121,84086111 HEMODIAL ADULT LINE CHANGE IP,hemodialysis adult line change inpatient,Dialysis,Dialysis,0.78,1,Dialysis,0.51,1,Dialysis,0.742176132967,1,Dialysis,0.888742717763,1,Dialysis,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.730229712683
122,86130000 A.D.L. PER 15 MINUTES O.T. ,activities_of_daily_living per 15_minutes occupational_therapy,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.7,1,PT / OT / Speech Therapy,0.47,1,PT / OT / Speech Therapy,0.864601871913,1,PT / OT / Speech Therapy,0.996925572478,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.757881861098
123,86400892 HB CBC WITHOUT DIFFERENTIAL,hemoglobin complete_blood_count without differential,Laboratory,Laboratory,0.74,1,Laboratory,0.56,1,Laboratory,0.97491457926,1,Laboratory,0.999975451305,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.818722507641
124,86401005 WALKING MOVING AROUND,walking moving around,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.98,1,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.817039264554,1,PT / OT / Speech Therapy,0.992424970622,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.937366058794
125,86402002 WALKING MOVING AROUND,walking moving around,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.98,1,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.817039264554,1,PT / OT / Speech Therapy,0.992424970622,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.937366058794
126,86405002 CHANGING MAINT BODY POSITION,changing maintain body position,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.97,1,PT / OT / Speech Therapy,0.94,1,PT / OT / Speech Therapy,0.694699753245,1,PT / OT / Speech Therapy,0.970352082299,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.893762958886
127,86647000 NEUROMUSCULAR REEDUC / 15 MIN,neuromuscular re-education/15 minutes,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.78,1,PT / OT / Speech Therapy,0.58,1,PT / OT / Speech Therapy,0.788399571922,1,PT / OT / Speech Therapy,0.711681711115,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.715020320759
128,86651000 GAIT TRAINING PER 15 MINUTES,gait training per 15_minutes,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.84,1,PT / OT / Speech Therapy,0.64,1,PT / OT / Speech Therapy,0.895155399356,1,PT / OT / Speech Therapy,0.999560578918,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.843678994568
129,86653000 PHYSICAL THERAPY RE EVALUATION,physical_therapy evaluation,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.9,1,PT / OT / Speech Therapy,0.71,1,PT / OT / Speech Therapy,0.885738510674,1,PT / OT / Speech Therapy,0.994839410544,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.872644480305
130,86810003 SELF CARE,self care,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.94,1,PT / OT / Speech Therapy,0.843204165878,1,PT / OT / Speech Therapy,0.99773387161,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.935234509372
131,86877000 OT EVALUATION INITIAL 60 MIN,occupational_therapy evaluation initial 60 minutes,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.88,1,PT / OT / Speech Therapy,0.91,1,PT / OT / Speech Therapy,0.904317925449,1,PT / OT / Speech Therapy,0.99996825088,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.923571544082
132,86880000 OT BASE CHARGE,occupational_therapy base charge,PT / OT / Speech Therapy,OR / Anesthesia / Recovery Room,0.9,1,OR / Anesthesia / Recovery Room,0.8,1,PT / OT / Speech Therapy,0.797226618085,0,PT / OT / Speech Therapy,0.855116254689,0,OR / Anesthesia / Recovery Room,"Jaro, DLevenshtein",0.425
133,86961520 MT BEH HLTH INTERVENTION/15MIN,behavioral health intervention/15_minutes,Other,PT / OT / Speech Therapy,0.77,1,PT / OT / Speech Therapy,0.66,1,PT / OT / Speech Therapy,0.815586718633,1,PT / OT / Speech Therapy,0.978686620052,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.806068334671
134,87848000 RE EVAL NON BILL STAT PT,evaluation non billable stat physical_therapy,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.95,1,PT / OT / Speech Therapy,0.93,1,PT / OT / Speech Therapy,0.851892031614,1,PT / OT / Speech Therapy,0.922177123632,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.913517288811
135,89334014 IP SPEECH EVAL/VOICE,inpatient speech evaluation voice,PT / OT / Speech Therapy,Laboratory,0.64,0,PT / OT / Speech Therapy,0.38,1,PT / OT / Speech Therapy,0.788475967699,1,PT / OT / Speech Therapy,0.99914181817,1,PT / OT / Speech Therapy,"DLevenshtein, Logistic_OvR, DeepNN",0.722539261956
136,92365680 PICC PLACEMENT > 5 YRS OLD,peripherally_inserted_central_catheter placement greater_than 5 years_old,Procedure,Supply,0.68,0,Procedure,0.38,1,Procedure,0.739819190758,1,Procedure,0.736621226396,1,Procedure,"DLevenshtein, Logistic_OvR, DeepNN",0.618813472385
137,A1C HEMOGLOBIN,a1c hemoglobin,Laboratory,Laboratory,0.92,1,Laboratory,0.77,1,Laboratory,0.887995696099,1,Laboratory,0.997086544607,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.893770560176
138,A1C HEMOGLOBIN,a1c hemoglobin,Laboratory,Laboratory,0.92,1,Laboratory,0.77,1,Laboratory,0.949980611375,1,Laboratory,0.999000225242,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.909745209154
139,ABCESS DRAINAGE SYSTEM,abcess drainage system,Supply,Monitoring,0.74,0,Supply,0.48,1,Supply,0.820412863445,1,Supply,0.967989454144,1,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.756134105863
140,ABDOMEN 1 VIEW ,abdomen 1 view,Radiology,Radiology,1.0,1,Radiology,1.0,1,Radiology,0.946835103469,1,Radiology,0.999996689555,1,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.986707948256
141,ABDOMEN AP KUB ABDOMEN AP KUB ,abdomen anterior_posterior kidney_ureter_bladder,Radiology,Radiology,0.81,1,Radiology,0.42,1,Radiology,0.902399610568,1,Radiology,0.998832198551,1,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.78280795228
142,ABG DRAW,arterial_blood_gas draw,Nursing Services,Nursing Services,0.88,1,Nursing Services,0.64,1,Nursing Services,0.706712291958,1,Nursing Services,0.940776451784,1,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.791872185935
143,ABG DRAW,arterial_blood_gas draw,Nursing Services,Nursing Services,0.88,1,Nursing Services,0.64,1,Nursing Services,0.825654960786,1,Nursing Services,0.992592751787,1,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.834561928143
144,ABG DRAW,arterial_blood_gas draw,Nursing Services,Nursing Services,0.88,1,Nursing Services,0.64,1,Nursing Services,0.577018862695,1,Nursing Services,0.795513991303,1,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.7231332135
145,ABG DRAW,arterial_blood_gas draw,Nursing Services,Nursing Services,0.88,1,Nursing Services,0.64,1,Nursing Services,0.625204030103,1,Nursing Services,0.923641657632,1,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.767211421934
146,ABG DRAW,arterial_blood_gas draw,Nursing Services,Nursing Services,0.88,1,Nursing Services,0.64,1,Nursing Services,0.837584437253,1,Nursing Services,0.997271854168,1,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.838714072855
147,ABG DRAW,arterial_blood_gas draw,Nursing Services,Nursing Services,0.88,1,Nursing Services,0.64,1,Nursing Services,0.4660308661,1,Nursing Services,0.941946679644,1,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.731994386436
148,ABG DRAW,arterial_blood_gas draw,Nursing Services,Nursing Services,0.88,1,Nursing Services,0.64,1,Nursing Services,0.822156812324,1,Nursing Services,0.997018949675,1,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.8347939405
149,ABG W 02 SAT ABGCOX ,arterial_blood_gas oxygen saturation abgcoximetry,Laboratory,Laboratory,0.73,1,Laboratory,0.33,1,Laboratory,0.482621862658,1,Monitoring,0.625449814826,0,Laboratory,"Jaro, DLevenshtein, Logistic_OvR",0.514207287553
150,ABO BLOOD TYPING ,abo blood typing,Laboratory,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.955679097574,1,Laboratory,0.999891305382,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.988892600739
151,ABO GROUP,abo group,Laboratory,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.894086818217,1,Laboratory,0.966630278546,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.965179274191
152,ABO GROUP,abo group,Laboratory,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.980507811483,1,Laboratory,0.998289155108,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.994699241648
153,ABO GROUP,abo group,Laboratory,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.950469768945,1,Laboratory,0.996563420816,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.98675829744
154,ABO TYPING,abo typing,Laboratory,Laboratory,0.92,1,Laboratory,0.75,1,Laboratory,0.930765353946,1,Laboratory,0.995265771497,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.899007781361
155,ABO TYPING,abo typing,Laboratory,Laboratory,0.92,1,Laboratory,0.75,1,Laboratory,0.981503915208,1,Laboratory,0.999854189798,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.912839526252
156,ABO TYPING 030,abo typing 030,Laboratory,Laboratory,0.91,1,Laboratory,0.92,1,Laboratory,0.981503915208,1,Laboratory,0.999854189798,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.952839526252
157,ABO TYPING C30,abo typing c30,Laboratory,Laboratory,0.94,1,Laboratory,0.92,1,Laboratory,0.981503915208,1,Laboratory,0.999854189798,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.960339526252
158,ACCUCHE CK POC ,accucheck creatinine_kinase point_of_care,Monitoring,Monitoring,0.92,1,Monitoring,0.75,1,Monitoring,0.816316707101,1,Monitoring,0.996456007628,1,Monitoring,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.870693178682
159,ACETAMINOPHEN 10 MG/ML IV SOLN,acetaminophen 10 mg ml intravenous solution,Pharmacy,Pharmacy,0.97,1,Pharmacy,0.96,1,Pharmacy,0.987165518881,1,Pharmacy,0.999594828572,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.979190086863
160,ACETAMINOPHEN 10 MG/ML IV SOLN,acetaminophen 10 mg ml intravenous solution,Pharmacy,Pharmacy,0.97,1,Pharmacy,0.96,1,Pharmacy,0.986017071037,1,Pharmacy,0.999364727453,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.978845449623
161,ACETAMINOPHEN 1000MG/100ML INJ,acetaminophen 1000_mg/100_ml injection,Pharmacy,Pharmacy,0.94,1,Pharmacy,0.89,1,Pharmacy,0.891345787346,1,Pharmacy,0.957902045167,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.919811958128
162,ACETAMINOPHEN 1000MG/100ML INJ,acetaminophen 1000_mg/100_ml injection,Pharmacy,Pharmacy,0.94,1,Pharmacy,0.89,1,Pharmacy,0.839218215209,1,Pharmacy,0.944414736853,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.903408238016
163,ACETAMINOPHEN 1000MG/100ML INJ,acetaminophen 1000_mg/100_ml injection,Pharmacy,Pharmacy,0.94,1,Pharmacy,0.89,1,Pharmacy,0.911260622453,1,Pharmacy,0.965561582968,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.926705551355
164,ACETAMINOPHEN 10MG/1ML INJ,acetaminophen 10 mg/1 ml injection,Pharmacy,Pharmacy,0.91,1,Pharmacy,0.83,1,Pharmacy,0.993508395768,1,Pharmacy,0.999944316654,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.933363178105
165,ACETAMINOPHEN 120MG SUPPOS,acetaminophen 120 mg suppository,Pharmacy,Pharmacy,0.97,1,Pharmacy,0.92,1,Pharmacy,0.969162281072,1,Pharmacy,0.997140074222,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.964075588823
166,ACETAMINOPHEN 160 MG/5 ML SUSP 2.5 ML SYRINGE,acetaminophen 160_mg/5_ml suspension 2.5_ml syringe,Pharmacy,Pharmacy,0.97,1,Pharmacy,0.95,1,Pharmacy,0.985630383785,1,Pharmacy,0.999818982895,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.97636234167
167,ACETAMINOPHEN 160MG/5ML TYLEN,acetaminophen 160 mg/5 ml tylenol,Pharmacy,Pharmacy,0.98,1,Pharmacy,0.96,1,Pharmacy,0.98220903367,1,Pharmacy,0.99916492243,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.980343489025
168,ACETAMINOPHEN 325 MG TAB,acetaminophen 325_mg tablet,Pharmacy,Pharmacy,1.0,1,Pharmacy,1.0,1,Pharmacy,0.977696222653,1,Pharmacy,0.999164959591,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.994215295561
169,ACETAMINOPHEN 325 MG TAB,acetaminophen 325_mg tablet,Pharmacy,Pharmacy,1.0,1,Pharmacy,1.0,1,Pharmacy,0.952586055334,1,Pharmacy,0.996464325732,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.987262595267
170,ACETAMINOPHEN 325 MG TAB,acetaminophen 325_mg tablet,Pharmacy,Pharmacy,1.0,1,Pharmacy,1.0,1,Pharmacy,0.962733541882,1,Pharmacy,0.997510792817,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.990061083675
171,ACETAMINOPHEN 325 MG TAB,acetaminophen 325_mg tablet,Pharmacy,Pharmacy,1.0,1,Pharmacy,1.0,1,Pharmacy,0.976595155179,1,Pharmacy,0.999073077747,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.993917058232
172,ACETAMINOPHEN 325 MG TABS,acetaminophen 325_mg tablets,Pharmacy,Pharmacy,0.98,1,Pharmacy,0.95,1,Pharmacy,0.962859193858,1,Pharmacy,0.998396721176,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.972813978758
173,ACETAMINOPHEN 325 MG TABS,acetaminophen 325_mg tablets,Pharmacy,Pharmacy,0.98,1,Pharmacy,0.95,1,Pharmacy,0.919783480991,1,Pharmacy,0.989225396615,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.959752219402
174,ACETAMINOPHEN 325 MG TABS,acetaminophen 325_mg tablets,Pharmacy,Pharmacy,0.98,1,Pharmacy,0.95,1,Pharmacy,0.663745585591,1,Pharmacy,0.834089521339,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.856958776733
175,ACETAMINOPHEN 325 MG TABS,acetaminophen 325_mg tablets,Pharmacy,Pharmacy,0.98,1,Pharmacy,0.95,1,Pharmacy,0.937299547474,1,Pharmacy,0.993893585979,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.965298283363
176,ACETAMINOPHEN 325 MG TABS,acetaminophen 325_mg tablets,Pharmacy,Pharmacy,0.98,1,Pharmacy,0.95,1,Pharmacy,0.961429813893,1,Pharmacy,0.998626821562,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.972514158864
177,ACETAMINOPHEN 80 MG PO TBDP,acetaminophen 80 mg by_mouth tbdp,Pharmacy,Pharmacy,0.91,1,Pharmacy,0.78,1,Pharmacy,0.977145876132,1,Pharmacy,0.99825672714,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.916350650818
178,ACETAMINOPHEN 80MG SUPP,acetaminophen 80 mg suppository,Pharmacy,Pharmacy,1.0,1,Pharmacy,1.0,1,Pharmacy,0.969162281072,1,Pharmacy,0.997140074222,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.991575588823
179,ACETAMINOPHEN TAB 325MG U,acetaminophen tablet 325_mg,Pharmacy,Pharmacy,0.94,1,Pharmacy,0.82,1,Pharmacy,0.977696222817,1,Pharmacy,0.999164959639,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.934215295614
180,ACETAMINOPHEN TAB 325MG U,acetaminophen tablet 325_mg,Pharmacy,Pharmacy,0.94,1,Pharmacy,0.82,1,Pharmacy,0.97659515546,1,Pharmacy,0.999073077793,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.933917058313
181,ACETAZOLAMIDE 100MG/ML INJ,acetazolamide 100 mg ml injection,Pharmacy,Pharmacy,0.83,1,Pharmacy,0.75,1,Pharmacy,0.989389591575,1,Pharmacy,0.998933850856,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.892080860608
182,ACETYLCYSTEINE 20 % SOLN 63323 694 04,acetylcysteine 20% solution 63323 694 04,Pharmacy,Pharmacy,0.77,1,Pharmacy,0.55,1,Pharmacy,0.98654945723,1,Pharmacy,0.999320188343,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.826467411393
183,ACT.PART THROMBOPLASTIN TI,activated_clotting_time partial thromboplastin time,Laboratory,Laboratory,0.83,1,Laboratory,0.75,1,Laboratory,0.941976590724,1,Laboratory,0.97214875507,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.873531336448
184,ACT.PART THROMBOPLASTIN TI,activated_clotting_time partial thromboplastin time,Laboratory,Laboratory,0.83,1,Laboratory,0.75,1,Pharmacy,0.56998728484,0,Pharmacy,0.81692399386,0,Laboratory,"Jaro, DLevenshtein",0.395
185,ACTH,adrenocorticotropic hormone,Laboratory,Laboratory,0.77,1,Laboratory,0.5,1,Laboratory,0.909080144262,1,Laboratory,0.996757531148,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.793959418853
