,cleaned_descrip,NORM_DESC,amount_bins,CHRG_CLS,Dominant CC1,Dominant CC2,# of descriptions,% Dominance1,% Dominance2,Predicted_Class_Jaro,Prob_Jaro,Correct_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Correct_DLevenshtein,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Correct_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Correct_DeepNN,Voted Output,Voting Algorithm,Confidence Score
72,58193000 INTUBATION,intubation,"(-10, 0]",Respiratory Therapy,Supply,Pharmacy,253.0,24.9011857708,21.3438735178,Respiratory Therapy,0.85,1,Respiratory Therapy,0.81,1,Respiratory Therapy,0.92,1,Respiratory Therapy,0.999164216677,1,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.894791054169
73,58304000 BRONCHOSCOPY,bronchoscopy,"(2500, 9000]",Procedure,Room and Board,Radiology,395.0,38.2278481013,15.1898734177,Procedure,0.87,1,Procedure,0.88,1,Procedure,0.92,1,Procedure,0.997856030458,1,Procedure,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.916964007614
74,58341000 RESPIRATORY WEANING MECHANICS,respiratory weaning mechanics,"(100, 300]",Respiratory Therapy,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Respiratory Therapy,0.79,1,Respiratory Therapy,0.81,1,Supply,0.423058256291,0,Respiratory Therapy,0.400950972593,1,Respiratory Therapy,"Jaro, DLevenshtein, DeepNN",0.666983657531
75,58370000 MASK CANNULA DAILY SERVICE,mask cannula daily service,"(-10, 0]",Respiratory Therapy,Supply,Pharmacy,253.0,24.9011857708,21.3438735178,Respiratory Therapy,0.72,0,Respiratory Therapy,0.42,0,Supply,0.914795165256,1,Supply,0.998193409764,1,Supply,"Logistic_OvR, DeepNN",0.478247143755
76,58862000 TRANSPORT VENT PATIENT ADULT,transport ventilator patient adult,"(-10, 0]",Respiratory Therapy,Supply,Pharmacy,253.0,24.9011857708,21.3438735178,Respiratory Therapy,0.92,1,Respiratory Therapy,0.93,1,Respiratory Therapy,0.76,1,Respiratory Therapy,0.996724894051,1,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.901681223513
77,58864000 SUCTION ONLY,suction,"(-10, 0]",Respiratory Therapy,Supply,Pharmacy,253.0,24.9011857708,21.3438735178,Respiratory Therapy,0.86,1,Respiratory Therapy,0.81,1,Supply,0.92,0,Respiratory Therapy,0.745272576033,1,Respiratory Therapy,"Jaro, DLevenshtein, DeepNN",0.805090858678
78,58887000 CALL RESPONSE,call response,"(-10, 0]",Other,Supply,Pharmacy,253.0,24.9011857708,21.3438735178,Respiratory Therapy,0.87,1,Respiratory Therapy,0.88,1,PT / OT / Speech Therapy,0.357562557021,0,Respiratory Therapy,0.980738087152,1,Respiratory Therapy,"Jaro, DLevenshtein, DeepNN",0.910246029051
79,58890000 OXYGEN PER 12 HOURS,oxygen per 12 hours,"(-10, 0]",Respiratory Therapy,Supply,Pharmacy,253.0,24.9011857708,21.3438735178,Respiratory Therapy,0.93,1,Respiratory Therapy,0.93,1,Respiratory Therapy,0.910199522247,1,Respiratory Therapy,0.997402008904,1,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.941900382788
80,59250000 GEN ANES OR 1ST HR,general anesthesia operation_room 1st hour,"(1000, 2500]",OR / Anesthesia / Recovery Room,Radiology,Supply,461.0,21.0412147505,13.6659436009,OR / Anesthesia / Recovery Room,0.88,1,OR / Anesthesia / Recovery Room,0.88,1,OR / Anesthesia / Recovery Room,0.96,1,OR / Anesthesia / Recovery Room,0.999998895167,1,OR / Anesthesia / Recovery Room,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.929999723792
81,62002000 BLOOD GROUP D RH,blood group device rhesus,"(60, 100]",Laboratory,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Laboratory,0.87,1,Laboratory,0.96,1,Laboratory,0.912105173987,1,Laboratory,0.995826980651,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.93448303866
82,62210000 RED BLOOD CELLS LEUKO RED CKBC,red_blood_cells leukocyte_reduced ckbc,"(650, 1000]",Blood Products,Supply,Laboratory,344.0,21.2209302326,15.4069767442,Blood Products,0.92,1,Blood Products,0.93,1,Blood Products,0.92,1,Blood Products,0.743798587368,1,Blood Products,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.878449646842
83,62975000 RBC AG TYPING NOT ABO/RH D ,red_blood_cell ag typing abo rhesus device,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.69,1,Laboratory,0.34,1,Laboratory,0.916056978388,1,Laboratory,0.999949678444,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.736501664208
84,62999001 ABRR STATISTICAL ,abrr statistical,"(-10, 0]",Laboratory,Supply,Pharmacy,253.0,24.9011857708,21.3438735178,Laboratory,0.7,1,Laboratory,0.48,1,Laboratory,0.96,1,Laboratory,0.952016547842,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.773004136961
85,63023001 AMYLASE,amylase,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.74,1,Laboratory,0.88,1,Laboratory,0.95298062525,1,Laboratory,0.999571287839,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.893137978272
86,63025212 B NATRIURETIC PEPTIDE,b natriuretic peptide,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.7,1,Laboratory,0.88,1,Laboratory,0.96,1,Laboratory,0.996368505695,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.884092126424
87,632A,632a,"(650, 1000]",Room and Board,Supply,Laboratory,344.0,21.2209302326,15.4069767442,Laboratory,0.76,1,Laboratory,0.29,1,Laboratory,0.314462980288,1,Laboratory,0.556510164248,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.480243286134
88,632A,632a,"(2500, 9000]",Room and Board,Room and Board,Radiology,395.0,38.2278481013,15.1898734177,Laboratory,0.76,1,Laboratory,0.29,1,Laboratory,0.314462980288,1,Laboratory,0.556510164248,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.480243286134
89,63406001 HEPATIC FUNCTION PANEL,hepatic function panel,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.9,1,Laboratory,0.93,1,Laboratory,0.979731276352,1,Laboratory,0.999996920285,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.952432049159
90,63527001 BASIC METABOLIC PANEL,basic_metabolic_panel,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.9,1,Laboratory,0.93,1,Laboratory,0.96,1,Laboratory,0.998176716803,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.947044179201
91,63714001 VITAMIN B12,vitamin b12,"(100, 300]",Pharmacy,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Pharmacy,0.73,1,Pharmacy,0.81,1,Pharmacy,0.76,1,Pharmacy,0.791436021798,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.772859005449
92,63721001 FOLATE,folate,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.77,1,Laboratory,0.81,1,Laboratory,0.96,1,Laboratory,0.998257854257,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.884564463564
93,63739101 PREALBUMIN,prealbumin,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.85,1,Laboratory,0.81,1,Laboratory,0.939240771299,1,Laboratory,0.999919296826,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.899790017031
94,63801001 LIPASE,lipase,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.73,1,Laboratory,0.47,1,Laboratory,0.963575135688,1,Laboratory,0.999848171585,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.790855826818
95,63901000 CSF/BODY FLUID CELL CTDIFF,cerebrospinal_fluid body fluid cell count_differential,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.91,1,Laboratory,0.93,1,Laboratory,0.94837170756,1,Laboratory,0.999995707176,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.947091853684
96,64202001 COLORECTAL CANCER SCREEN FECAL,colorectal cancer screen fecal,"(20, 40]",Laboratory,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Laboratory,0.68,1,Laboratory,0.37,1,Laboratory,0.911304670378,1,Laboratory,0.999832639442,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.740284327455
97,64902000 TISSUE CULTURE INOCULATION,tissue culture inoculation,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.85,1,Laboratory,0.44,1,Laboratory,0.94332111843,1,Laboratory,0.99999983491,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.808330238335
98,64977000 MULTI DRUG RESISTANCE TEST,multiple drug resistance test,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.71,1,Laboratory,0.39,1,Laboratory,0.92,1,Laboratory,0.996848965912,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.754212241478
99,64985000 CLOSTRIDIUM DIFFICILE PCR,clostridium difficile polymerase chain reaction,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.85,1,Laboratory,0.88,1,Laboratory,0.903729622041,1,Laboratory,0.999830408956,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.908390007749
100,65 CATH KT PICC DEL W/PASV 5FR,65 catheter kit peripherally_inserted_central_catheter del pasv 5fr,"(1000, 2500]",Supply,Radiology,Supply,461.0,21.0412147505,13.6659436009,Supply,0.74,1,Supply,0.38,1,Supply,0.911644036419,1,Supply,0.981529226338,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.753293315689
101,65208000 PROTHROMBIN TIME,prothrombin_time,"(60, 100]",Laboratory,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Laboratory,0.88,1,Laboratory,0.88,1,Laboratory,0.919136691714,1,Laboratory,0.999564675229,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.919675341736
102,66002000 URINE MICROSCOPIC,urine microscopic,"(40, 60]",Laboratory,Laboratory,Pharmacy,1050.0,29.0476190476,29.0476190476,Laboratory,0.79,1,Laboratory,0.88,1,Laboratory,0.973688768884,1,Laboratory,0.999998747326,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.910921879052
103,66063000 EOSINOPHIL URINE,eosinophil urine,"(40, 60]",Laboratory,Laboratory,Pharmacy,1050.0,29.0476190476,29.0476190476,Laboratory,0.86,1,Laboratory,0.88,1,Laboratory,0.960169362277,1,Laboratory,0.99998750502,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.925039216824
104,67606101 CYTOLOGY ARTISAN GMS CE,cytology artisan grams ce,"(-10, 0]",Laboratory,Supply,Pharmacy,253.0,24.9011857708,21.3438735178,Laboratory,0.77,1,Laboratory,0.46,1,Laboratory,0.447859187095,1,Laboratory,0.989094295764,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.666738370715
105,69892001 VANCOMYCIN,vancomycin,"(100, 300]",Pharmacy,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.85,1,Pharmacy,0.81,0,Laboratory,0.76,1,Laboratory,0.984399417008,1,Laboratory,"Jaro, Logistic_OvR, DeepNN",0.864799805669
106,7.5 X 45 MAS SCREW,7.5 x 45 mas screw,"(2500, 9000]",Implant,Room and Board,Radiology,395.0,38.2278481013,15.1898734177,Implant,0.95,1,Implant,0.93,1,Implant,0.901199546856,1,Implant,0.999909716528,1,Implant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.945277315846
107,77000039 SUTURE 2 0 NYLON 664H,suture 2 0 nylon 664h,"(5, 20]",Supply,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Supply,0.7,1,Supply,0.88,1,Supply,0.93634738551,1,Supply,0.99930102165,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.87891210179
108,77000498 SUTURE 4 0 CHROMIC U203H,suture 4 0 chromic,"(5, 20]",Supply,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Supply,0.72,1,Supply,0.46,1,Supply,0.96,1,Supply,0.998171418453,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.784542854613
109,77001062 CHLORAPREP WITH TINT 10.5 ML,chloraprep tint 10.5_ml,"(-10, 0]",Pharmacy,Supply,Pharmacy,253.0,24.9011857708,21.3438735178,Supply,0.76,0,Pharmacy,0.88,1,Pharmacy,0.96,1,Pharmacy,0.997055722897,1,Pharmacy,"DLevenshtein, Logistic_OvR, DeepNN",0.945685240966
110,77001116 TUBE TRACH CUFFLESS 6,tube tracheotomy cuffless 6,"(100, 300]",Supply,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Supply,0.95,1,Supply,0.92,1,Supply,0.96,1,Supply,0.910971603226,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.935242900806
111,77001226 LINE MORPHEUS PICC 5FR DUAL,line morpheus peripherally_inserted_central_catheter 5fr dual,"(300, 650]",Supply,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,Supply,0.7,1,Supply,0.41,1,Supply,0.908652139252,1,Supply,0.942928857655,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.740395249227
112,77030310 PACK HEAD/NECK,pack head neck,"(-10, 0]",Supply,Supply,Pharmacy,253.0,24.9011857708,21.3438735178,Laboratory,0.66,0,Supply,0.46,1,Supply,0.926444618312,1,Supply,0.998698559343,1,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.795047725885
113,77039543 CLIP LIG APPLIER 9 3/8IN SM,clip light applier 9 3/8 inches small,"(100, 300]",Supply,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Supply,0.85,1,Supply,0.93,1,Supply,0.931900437958,1,Supply,0.993454995742,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.926338858425
114,77041291 KIT CATH 5INX20GA PEDI CNTRL,kit catheter 5inx20ga pediatric cntrl,"(60, 100]",Supply,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Supply,0.71,1,Supply,0.38,1,Supply,0.981059361928,1,Supply,0.999971989671,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.7677578379
115,77051522 RESTRNT FRARM WRIST LIMB 54YRS,restraint forearm wrist limb 54yrs,"(-10, 0]",Supply,Supply,Pharmacy,253.0,24.9011857708,21.3438735178,Pharmacy,0.66,0,Supply,0.38,1,Supply,0.510365877508,1,Procedure,0.895889357902,0,Supply,"DLevenshtein, Logistic_OvR",0.222591469377
116,77058451 PAD GRND 9FR ADLT DISPERSIVE,pad ground 9 french adult dispersive,"(-10, 0]",Supply,Supply,Pharmacy,253.0,24.9011857708,21.3438735178,Radiology,0.65,0,Supply,0.35,1,Supply,0.938617092298,1,Supply,0.99350505203,1,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.760707381443
117,77071716 KIT CATH MULTILUMEN CV SAFETY,kit catheter multilumen cardiovascular safety,"(300, 650]",Supply,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,Supply,0.73,1,Supply,0.42,1,Supply,0.97820769151,1,Supply,0.999558701957,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.781941598367
118,77072676 FORCEP INSTRU 5 1/2IN CRV,forcep instrument 5 1/2 inches crv,"(-10, 0]",Supply,Supply,Pharmacy,253.0,24.9011857708,21.3438735178,Supply,0.71,1,Supply,0.34,1,Supply,0.947664598337,1,Supply,0.991747118693,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.747352929258
119,77073927 DRESSING MEPILEX 6X6,dressing mepilex 6x6,"(5, 20]",Supply,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Supply,0.86,1,Supply,0.88,1,Supply,0.958370163854,1,Supply,0.999179471817,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.924387408918
120,77076901 CATHETER COMBI 13FR,catheter combined 13fr,"(100, 300]",Supply,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Supply,0.73,1,Supply,0.48,1,Supply,0.962673534679,1,Supply,0.997477283964,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.792537704661
121,77078719 CATHETER DIALYS 13FR 24CM CV,catheter dialysis 13fr 24cm cardiovascular,"(300, 650]",Supply,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,Supply,0.71,1,Supply,0.44,1,Supply,0.96,1,Supply,0.832611350647,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.735652837662
122,83575000 METABOLIC ASSESSMENT STAT,metabolic assessment stat,"(-10, 0]",Laboratory,Supply,Pharmacy,253.0,24.9011857708,21.3438735178,Respiratory Therapy,0.75,0,Respiratory Therapy,0.81,0,Laboratory,0.96,1,Laboratory,0.978685673806,1,Laboratory,"Logistic_OvR, DeepNN",0.484671418451
123,84086111 HEMODIAL ADULT LINE CHANGE IP,hemodialysis adult line change inpatient,"(100, 300]",Dialysis,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Dialysis,0.78,1,Dialysis,0.81,1,Dialysis,0.588011865861,1,Dialysis,0.630889247829,1,Dialysis,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.702225278423
124,86130000 A.D.L. PER 15 MINUTES O.T. ,activities_of_daily_living per 15_minutes occupational_therapy,"(100, 300]",PT / OT / Speech Therapy,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,PT / OT / Speech Therapy,0.7,1,PT / OT / Speech Therapy,0.47,1,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.999306752347,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.782326688087
125,86400892 HB CBC WITHOUT DIFFERENTIAL,hemoglobin complete_blood_count without differential,"(60, 100]",Laboratory,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Laboratory,0.74,1,Laboratory,0.81,1,Laboratory,0.973358127253,1,Laboratory,0.99999984654,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.880839493448
126,86401005 WALKING MOVING AROUND,walking moving around,"(0, 5]",PT / OT / Speech Therapy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,PT / OT / Speech Therapy,0.98,1,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.489426213176,1,PT / OT / Speech Therapy,0.897370748983,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.83169924054
127,86402002 WALKING MOVING AROUND,walking moving around,"(0, 5]",PT / OT / Speech Therapy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,PT / OT / Speech Therapy,0.98,1,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.489426213176,1,PT / OT / Speech Therapy,0.897370748983,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.83169924054
128,86405002 CHANGING MAINT BODY POSITION,changing maintain body position,"(0, 5]",PT / OT / Speech Therapy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,PT / OT / Speech Therapy,0.97,1,PT / OT / Speech Therapy,0.94,1,Laboratory,0.437147064556,0,Laboratory,0.578291994333,0,PT / OT / Speech Therapy,"Jaro, DLevenshtein",0.4775
129,86647000 NEUROMUSCULAR REEDUC / 15 MIN,neuromuscular re-education/15 minutes,"(100, 300]",PT / OT / Speech Therapy,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,PT / OT / Speech Therapy,0.78,1,PT / OT / Speech Therapy,0.81,1,PT / OT / Speech Therapy,0.76,1,PT / OT / Speech Therapy,0.790558834111,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.785139708528
130,86651000 GAIT TRAINING PER 15 MINUTES,gait training per 15_minutes,"(100, 300]",PT / OT / Speech Therapy,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,PT / OT / Speech Therapy,0.85,1,PT / OT / Speech Therapy,0.88,1,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.999684727683,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.922421181921
131,86653000 PHYSICAL THERAPY RE EVALUATION,physical_therapy evaluation,"(100, 300]",PT / OT / Speech Therapy,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,PT / OT / Speech Therapy,0.9,1,PT / OT / Speech Therapy,0.93,1,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.98612962569,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.944032406423
132,86810003 SELF CARE,self care,"(0, 5]",PT / OT / Speech Therapy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.94,1,PT / OT / Speech Therapy,0.92,1,PT / OT / Speech Therapy,0.953832040136,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.943458010034
133,86877000 OT EVALUATION INITIAL 60 MIN,occupational_therapy evaluation initial 60 minutes,"(300, 650]",PT / OT / Speech Therapy,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,PT / OT / Speech Therapy,0.88,1,PT / OT / Speech Therapy,0.91,1,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.993590037391,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.935897509348
134,86880000 OT BASE CHARGE,occupational_therapy base charge,"(-10, 0]",PT / OT / Speech Therapy,Supply,Pharmacy,253.0,24.9011857708,21.3438735178,OR / Anesthesia / Recovery Room,0.9,1,OR / Anesthesia / Recovery Room,0.96,1,PT / OT / Speech Therapy,0.76,0,PT / OT / Speech Therapy,0.61952176923,0,OR / Anesthesia / Recovery Room,"Jaro, DLevenshtein",0.465
135,86961520 MT BEH HLTH INTERVENTION/15MIN,behavioral health intervention/15_minutes,"(-10, 0]",Other,Supply,Pharmacy,253.0,24.9011857708,21.3438735178,PT / OT / Speech Therapy,0.77,1,PT / OT / Speech Therapy,0.88,1,PT / OT / Speech Therapy,0.92,1,PT / OT / Speech Therapy,0.997420672977,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.891855168244
136,87848000 RE EVAL NON BILL STAT PT,evaluation non billable stat physical_therapy,"(-10, 0]",PT / OT / Speech Therapy,Supply,Pharmacy,253.0,24.9011857708,21.3438735178,PT / OT / Speech Therapy,0.95,1,PT / OT / Speech Therapy,0.93,1,PT / OT / Speech Therapy,0.92,1,PT / OT / Speech Therapy,0.944296770056,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.936074192514
137,89334014 IP SPEECH EVAL/VOICE,inpatient speech evaluation voice,"(300, 650]",PT / OT / Speech Therapy,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,Laboratory,0.64,0,PT / OT / Speech Therapy,0.38,1,PT / OT / Speech Therapy,0.92,1,PT / OT / Speech Therapy,0.989952443883,1,PT / OT / Speech Therapy,"DLevenshtein, Logistic_OvR, DeepNN",0.763317481294
138,92365680 PICC PLACEMENT > 5 YRS OLD,peripherally_inserted_central_catheter placement greater_than 5 years_old,"(2500, 9000]",Procedure,Room and Board,Radiology,395.0,38.2278481013,15.1898734177,Supply,0.68,0,Procedure,0.38,1,Procedure,0.92,1,Procedure,0.998221572053,1,Procedure,"DLevenshtein, Logistic_OvR, DeepNN",0.766073857351
139,A1C HEMOGLOBIN,a1c hemoglobin,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.92,1,Laboratory,0.93,1,Laboratory,0.941187847603,1,Laboratory,0.999962084813,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.947787483104
140,A1C HEMOGLOBIN,a1c hemoglobin,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.92,1,Laboratory,0.93,1,Laboratory,0.941187847603,1,Laboratory,0.999962084813,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.947787483104
141,ABCESS DRAINAGE SYSTEM,abcess drainage system,"(60, 100]",Supply,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Monitoring,0.74,0,Supply,0.48,1,Supply,0.92,1,Supply,0.775502464761,1,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.725167488254
142,ABDOMEN 1 VIEW ,abdomen 1 view,"(300, 650]",Radiology,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,Radiology,1.0,1,Radiology,1.0,1,Radiology,0.922157560986,1,Radiology,0.999990297001,1,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.980536964497
143,ABDOMEN AP KUB ABDOMEN AP KUB ,abdomen anterior_posterior kidney_ureter_bladder,"(100, 300]",Radiology,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Radiology,0.85,1,Radiology,0.42,1,Radiology,0.96,1,Radiology,0.973987187601,1,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.8009967969
144,ABG DRAW,arterial_blood_gas draw,"(40, 60]",Nursing Services,Laboratory,Pharmacy,1050.0,29.0476190476,29.0476190476,Nursing Services,0.88,1,Nursing Services,0.88,1,Nursing Services,0.76,1,Nursing Services,0.995828781338,1,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.878957195335
145,ABG DRAW,arterial_blood_gas draw,"(100, 300]",Nursing Services,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Nursing Services,0.88,1,Nursing Services,0.88,1,Nursing Services,0.76,1,Nursing Services,0.995828781338,1,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.878957195335
146,ABG DRAW,arterial_blood_gas draw,"(100, 300]",Nursing Services,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Nursing Services,0.88,1,Nursing Services,0.88,1,Nursing Services,0.76,1,Nursing Services,0.995828781338,1,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.878957195335
