descrip	rev_code	proc_code	units	billed_amount	norm_billed_amount	NORM_DESC	CHRG_CLS
14512002 - POLYETHYLENE GLYCOL 17GM PWD	250.0	None	1.0	1.32	1.32	polyethylene glucol 17_gm powder	Pharmacy
14520002 - POLYSTYRENE SUSP 15GM	250.0	None	2.0	67.26	33.35	polystyrene suspension 15_gm	Pharmacy
14542272 - POTASSIUM CHL 20 MEQ ER	250.0	None	2.0	4.62	2.31	potassium chloride 20_meq emergency_room	Pharmacy
14594212 - DEXMEDETOMIDINE 200MCG/2ML INJ	250.0	None	17.5	3519.18	201.096	dexmedetomidine 200_mcg/2_ml injection	Pharmacy
14594232 - DEXMEDETOMIDN 400MCG/100ML INJ	250.0	None	1.0	374.98	374.98	dexmedetomidine 400_mcg/100_ml injection	Pharmacy
14595302 - PREDNISONE PER 5MG TAB (10MG)	250.0	None	3.0	0.78	0.26	prednisone per 5_mg tablet 10_mg	Pharmacy
14595322 - PREDNISONE PER 5MG TAB(20MG)	250.0	None	6.0	1.53	0.1925	prednisone per 5_mg tablet 20_mg	Pharmacy
14630002 - POTASSIUM CHLOR TAB SA 10MEQ	250.0	None	4.0	6.68	1.67	potassium chloride tablet slow_action 10_meq	Pharmacy
14630032 - POTASSIUM CHLORIDE 20MEQ/15ML	250.0	None	2.0	37.9	18.95	potassium chloride 20_meq/15_ml	Pharmacy
14630052 - POTASSIUM CHLORIDE PWD 20MEQ	250.0	None	2.0	85.32	42.66	potassium chloride powder 20_meq	Pharmacy
14668212 - PROPOFOL PER 10MG/ 5ML SYR INJ	250.0	None	5.0	2.68	0.536	propofol per 10_mg/5_ml syringe injection	Pharmacy
14668262 - PROPOFOL PER 10MG/100ML INJ	250.0	None	200.0	106.0	0.53	propofol per 10_mg/100_ml injection	Pharmacy
14755052 - QUETIAPINE FUMARATE TAB 100MG	250.0	None	2.0	4.0	2.0	quetiapine fumarate tablet 100_mg	Pharmacy
14755062 - QUETIAPINE FUMARATE TAB 200 MG	250.0	None	2.0	8.4	4.2	quetiapine fumarate tablet 200_mg	Pharmacy
14867002 - ROCURONIUM BROMIDE 10MG/ML 5ML	250.0	None	2.0	27.78	13.89	rocuronium bromide 10_mg/ml 5_ml	Pharmacy
14944022 - SENNA W/DOC TAB 8.6-50MG	250.0	None	2.0	0.12	0.06	senna with doc tablet 8.6 50_mg	Pharmacy
14944062 - SENNA 8.6MG TABLET	250.0	None	2.0	0.12	0.06	senna 8.6_mg tablet	Pharmacy
14944082 - SENNA 8.8MG/5ML ORAL LIQ 5ML	250.0	None	2.0	0.76	0.38	senna 8.8_mg/5_ml oral liquid 5_ml	Pharmacy
14944142 - SENNA 8.8MG/1ML ORAL SOLN	250.0	None	2.0	0.74	0.37	senna 8.8_mg/1_ml oral solution	Pharmacy
14954082 - SEVELAMER 0.8GM ORAL PWD	250.0	None	3.0	204.21	68.07	sevelamer 0.8_gm oral powder	Pharmacy
14966212 - SIMETHCNE 80MG PER 1.2ML OL LQ	250.0	None	3.0	0.42	0.14	simethicone 80_mg per 1.2_ml ol lq	Pharmacy
14980012 - SODIUM BICARB TAB 650MG	250.0	None	4.0	0.5	0.13	sodium bicarb tablet 650_mg	Pharmacy
14985722 - SOD CHLORIDE FOR INHALATION 7%	250.0	None	1.0	1.35	1.35	sodium_chloride for inhalation 7%	Diluent / flush / Irrigant
14987242 - SODIUM CITRATE SOLN 4% 3ML	250.0	None	1.5	0.46	0.31	sodium citrate solution 4% 3_ml	Pharmacy
14987242 - SODIUM CITRATE SOLN 4% 3ML	258.0	None	1.0	0.31	0.3	sodium citrate solution 4% 3_ml	Pharmacy
14GA DLP PED AORTIC ROOT CANN.	272.0	None	1.0	136.0	136.0	14 ga dlp pediatric aortic root cannula	Supply
15035012 - SPIRONOLACTONE TABLET 25MG	250.0	None	1.0	0.56	0.56	spironolactone tablet 25_mg	Pharmacy
15319092 - TIOTROPIUM BROMIDE 18MCG	250.0	None	1.0	220.97	220.97	tiotropium bromide 18mcg	Pharmacy
15324312 - TOBRAMYCIN 300MG/4ML INH SOLN	250.0	None	2.0	597.74	298.87	tobramycin 300_mg/4_ml inhaled solution	Pharmacy
15600242 - VANCOMYCIN HCL 500MG INJ	250.0	None	3.0	129.87	37.1061904762	vancomycin hcl 500_mg injection	Pharmacy
15600362 - VANCMYCN UP TO 500MG 1GM/200ML	250.0	None	4.0	74.6	18.65	vancomycin up to 500_mg 1_gm/200_ml	Pharmacy
15600442 - VANCO/500MG (2GM/250ML)	250.0	None	4.0	175.0	43.75	vanco/500_mg 2_gm/250_ml	Pharmacy
15601252 - VANOMYCIN NEBS FOR INH	250.0	None	2.0	1649.48	824.74	vancomycin nebulizer for inhalation	Pharmacy
15610212 - VASOPRESSIN 20U/ML 1ML	250.0	None	2.0	787.365	431.4	vasopressin 20_units/ml 1_ml	Pharmacy
15700002 - WARFARIN SODIUM TABLET 10MG	250.0	None	1.0	0.25	0.25	warfarin sodium tablet 10_mg	Pharmacy
15700012 - WARFARIN SODIUM TABLET 2.5MG	250.0	None	1.0	0.17	0.17	warfarin sodium tablet 2.5_mg	Pharmacy
15700032 - WARFARIN SODIUM TABLET 5MG	250.0	None	1.0	0.18	0.18	warfarin sodium tablet 5_mg	Pharmacy
15700042 - WARFARIN SODIUM TABLET 7.5MG	250.0	None	1.0	0.18	0.18	warfarin sodium tablet 7.5_mg	Pharmacy
15700232 - WARFARIN 3MG TABLET	250.0	None	1.0	0.17	0.17	warfarin 3_mg tablet	Pharmacy
15700242 - WARFARIN 4MG TABLET	250.0	None	1.0	0.17	0.17	warfarin 4_mg tablet	Pharmacy
15700322 - WARFARIN 8MG (2 X 4MG) TAB	250.0	None	1.0	0.35	0.35	warfarin 8_mg 2 x 4_mg tablet	Pharmacy
15735222 - RIVAROXABAN 20MG TABLET	250.0	None	1.0	36.82	36.82	rivaroxaban 20_mg tablet	Pharmacy
15735252 - RIVAROXABAN 15MG TABLET	250.0	None	2.0	70.06	35.03	rivaroxaban 15_mg tablet	Pharmacy
15750252 - RIVAROXABAN 10MG TABLET	250.0	None	2.0	69.54	34.77	rivaroxaban 10_mg tablet	Pharmacy
16/11 TEMNO BX SET	621.0	19701903	1.0	294.95	294.95	16/11 temno biopsy set	Supply
17122771-HB OXIMETRY DAILY	460.0	94761	1.0	485.0	485.0	hemoglobin oximetry daily	Monitoring
17122771-HB OXIMETRY DAILY	460.0	None	1.0	485.0	485.0	hemoglobin oximetry daily	Monitoring
2.3 X 9MM SCREW	278.0	None	14.0	6720.0	480.0	2.3 by 9mm screw	Implant
20 GA ARTERIAL LINE CATHETER	272.0	None	1.0	36.0	36.0	20 gauge arterial line catheter	Supply
20710935-HB KIT MANGUM FILTER	270.0	None	1.0	43.0	43.0	hemoglobin kit mangum filter	Supply
20800207-PF NS 0.9% 0.9 % SOLN 10 ML VIAL	250.0	None	1.0	5.0	5.0	partial_fill normal_saline 0.9% 0.9% solution 10_ml vial	Diluent / Flush / Irrigant
20800280-CALCIUM GLUCONATE 100 MG/ML (10%) SOLN 10 ML VIAL	250.0	J0610	2.0	21.0	10.5	calcium gluconate 100_mg/ml 10% solution 10_ml vial	Pharmacy
20800280-CALCIUM GLUCONATE 100 MG/ML (10%) SOLN 10 ML VIAL	250.0	None	1.0	10.5	10.0	calcium gluconate 100_mg/ml 10% solution 10_ml vial	Pharmacy
20800462-D5W SOLP 100 ML BAG	250.0	None	1.0	21.0	21.0	dextrose_5%_in_water solution 100_ml bag	Diluent / Flush / Irrigant
20800462-D5W SOLP 100 ML BAG	258.0	None	1.0	21.0	21.0	dextrose_5%_in_water solution 100_ml bag	Diluent / Flush / Irrigant
20G SITE-RITE NEEDLE	272.0	None	1.0	44.0	44.0	20_gauge site rite needle	Supply
25 MM BONE SCREWS	278.0	None	6.0	6255.0	1042.5	25 millimeters bone screws	Implant
25000523-STERILE WATER SOLN	250.0	None	1.0	89.25	89.25	sterile water solution	Diluent / Flush / Irrigant
25000525-PANTOPRAZOLE 40 MG TBEC	250.0	A9270	1.0	1.35	1.35	pantoprazole 40_mg tablet_enteric_coated	Pharmacy
25000525-PANTOPRAZOLE 40 MG TBEC	250.0	None	1.0	1.35	1.35	pantoprazole 40_mg tablet_enteric_coated	Pharmacy
27045000 - CT HEAD/BRAIN W/O CONTRAST	351.0	None	1.0	1710.0	1710.0	computed_tomography head/brain without contrast	Radiology
27048600 - CT FACE/SINUS AXIAL W/O CONTRS	351.0	None	1.0	1824.0	1824.0	computed_tomography face/sinus axial without contrast	Radiology
27054009 - FLUORO GDE CVAD ACCESS/REM	320.0	None	1.0	696.0	696.0	fluroscopy guide cvad access/ream	Radiology
27054010 - US GUIDED VASCULAR ACCESS	402.0	None	1.0	720.0	720.0	ultrasound guided vascular access	Radiology
27101001 - XR CHEST SNG VW PORTABLE	320.0	None	1.0	378.0	378.0	x-ray chest single view portable	Radiology
27101001 - XR CHEST SNG VW PORTABLE	324.0	None	1.0	378.0	378.0	x-ray chest single view portable	Radiology
27102000 - XR CHEST 2 VWS PA LATERAL	324.0	None	1.0	431.0	431.0	x-ray chest 2 views posterior_anterior lateral	Radiology
27125000 - CT CHEST W/O CONTRAST	352.0	None	1.0	1871.0	1871.0	computed_tomography chest without contrast	Radiology
27212500 - CT C-SPINE W/O CONTRAST	352.0	None	1.0	2413.0	2413.0	computed_tomography cervical spine without contrast	Radiology
27302006 - XR SHOULDER 1VW LT PORT	320.0	None	1.0	397.0	397.0	x-ray shoulder 1 view left portable	Radiology
27303007 - XR SHOULDER MIN 2VWS-LT	320.0	None	1.0	522.0	522.0	x-ray shoulder minimum 2 views left	Radiology
27400000 - XR ABDOMEN 1 AP VW	320.0	None	1.0	398.0	398.0	x-ray abdomen 1 anterior_posterior view	Radiology
27400001 - XR ABDOMEN 1 AP VW PORT	320.0	None	1.0	398.0	398.0	x-ray abdomen 1 anterior_posterior view portable	Radiology
27417600 - CT ABD/PELVIS W/O CONTRAST	352.0	None	1.0	3607.0	3607.0	computed_tomography abdomen/pelvis without contrast	Radiology
27423000 - XR SWALLOW FUNC W/CINE-VIDEO	320.0	None	1.0	642.0	642.0	x-ray swallow func with cine video	Radiology
27670505 - US ABDOMEN LTD OTHER QUAD	402.0	None	1.0	1099.0	1099.0	ultrasound abdomen limited other quadrants	Radiology
27677000 - US RETROPERITONEAL COMP	402.0	None	1.0	1133.0	1133.0	ultrasound retroperitoneal comprehensive	Radiology
27687001 - US SCROTUMCONTENTS PORT	402.0	None	1.0	1046.0	1046.0	ultrasound scrotum contents portable	Radiology
27907888 - ANGIO PACK	272.0	None	1.0	226.6	226.6	angiography pack	Supply
27907918 - REM TUN CVC W/O PORT/PUMP	361.0	None	1.0	1891.0	1891.0	removal tunneled central_venous_catheter without port/pump	Procedure
27907923 - PERIPH INS PICC >5 NO PRT/PMP	361.0	None	1.0	2751.0	2751.0	peripheral insert peripherally_inserted_central_catheter greater_than 5 no port/pump	Procedure
27907926 - INS CVC TUN W/O PORT/PUMP >5	361.0	None	1.0	4017.0	4017.0	insert central_venous_catheter tun without portable/pump greater_than 5	Procedure
27939750 - ULTRASD ABDOMEN VENOUS/ARTERL	921.0	None	1.0	1583.0	1583.0	ultrasound abdomen venous/arterial	Radiology
2D ECHO W/DOPPLER + COLOR FW	463.0	None	1.0	2019.0	2019.0	2D echocardiogram with doppler and color flow	Radiology
2D ECHO W/DOPPLER + COLOR FW	483.0	93306	1.0	2573.0	2573.0	2D echocardiogram with doppler and color flow	Radiology
2D ECHO W/DOPPLER + COLOR FW	483.0	None	1.0	2019.0	2019.0	2D echocardiogram with doppler and color flow	Radiology
30000091-HC ROUTINE VENIPUNCTURE	300.0	36415	1.0	26.21	26.21	hc routine venipuncture	Nursing Services
30000091-HC ROUTINE VENIPUNCTURE	300.0	None	1.0	28.35	28.35	hc routine venipuncture	Nursing Services
30092SLEEVE COMPRESS VENO VEN ST	270.0	30092	1.0	201.0	201.0	sleeve compression venous venous st	Supply
30092SLEEVE COMPRESS VENO VEN ST	270.0	None	1.0	201.0	201.0	sleeve compression venous venous st	Supply
30559000 - AWAY FROM LAB	270.0	None	1.0	0.0	0.0	away from laboratory	Laboratory
30572000 - VENOUS DUPLEX IMAGE BILAT	921.0	None	1.0	1538.0	1538.0	venous duplex image bilateral	Radiology
30MM BONE SCREWS	278.0	None	2.0	2085.0	1042.5	30_millimeters bone screws	Implant
36415 VENIPUNCTURE	300.0	36415	1.0	37.0	37.0	36415 venipuncture	Nursing Services
36415 VENIPUNCTURE	300.0	None	1.0	27.0	27.0	36415 venipuncture	Nursing Services
3D RENDERING W/POSTPROCESS	350.0	76377	1.0	1280.0	1280.0	3d rendering with postprocess	Radiology
3D RENDERING W/POSTPROCESS	350.0	None	1.0	1216.0	1216.0	3d rendering with postprocess	Radiology
3D RENDERING W/POSTPROCESS	402.0	None	1.0	1428.0	1428.0	3d rendering with postprocess	Radiology
46110000 - RB 5 SOUTH ROUTINE	121.0	None	1.0	1440.0	1440.0	room_and_board 5 south routine	Room and Board
46130010 - POC BS GLUCOSE 5S	300.0	None	3.5	0.0	0.0	point_of_care blood_sugar glucose	Monitoring
46515000 - RB 6E INTERMEDIATE CCU	214.0	None	1.0	2688.0	2688.0	room_and_board 6e intermediate critical_care_unit	Room and Board
46720000 - RB 6 EAST SEMI-PVT	121.0	None	1.0	1440.0	1440.0	room_and_board 6 east semi private	Room and Board
46740010 - POC BS GLUCOSE 6E	300.0	None	4.0	0.0	0.0	point_of_care blood_sugar glucose	Monitoring
47621000 - RB 1MICU STEP DOWN ICU	206.0	None	1.0	4032.0	4032.0	room_and_board medical intensive_care_unit step down intensive_care_unit	Room and Board
47625001 - POC BS GLUCOSE MICU	300.0	None	4.0	0.0	0.0	point_of_care blood_sugar glucose medical_intensive_care_unit	Monitoring
4MM SYNTHES NEURO SCREWS	278.0	None	7.0	2114.0	302.0	4mm synthes neurology screws	Implant
5% DEXTROSE/WATER	258.0	None	1.0	357.31	357.31	5% dextrose/water	Diluent / Flush / Irrigant
5% DEXTROSE/WATER 1000ML	258.0	01481621	1.0	38.9	38.9	5% dextrose/water 1000 ml	Diluent / Flush / Irrigant
5% DEXTROSE/WATER 1000ML	258.0	None	1.0	39.57	39.57	5% dextrose/water 1000 ml	Diluent / Flush / Irrigant
5.5X4000 POLY SCREW	278.0	None	1.0	2707.0	2707.0	5.5 by 4000 poly screw	Implant
52109000 - RB CDU-GROUND STEP DOWN ICU	206.0	None	1.0	4032.0	4032.0	room_and_board cdu ground step down intensive_care_unit	Room and Board
52201100 - POC BS GLUCOSE CDU	300.0	None	4.0	0.0	0.0	point_of_care blood_sugar glucose	Monitoring
53193000 - PULSE OXIMETRY PER HOUR	270.0	None	2.0	0.0	0.0	pulse oximetry per hour	Monitoring
53261000 - INJECT IVP 1ST/INITIAL	260.0	None	1.0	217.0	217.0	inject intravenous_push 1st/initial	Nursing Services
53277000 - ARTERIAL BLD DRAW FOR ANALYSIS	450.0	None	1.0	110.0	110.0	arterial blood draw for analysis	Nursing Services
55551000 - OR GEN LEVEL 1 1ST HR	360.0	None	1.0	5988.0	5988.0	operation_room general level 1 1st hour	OR / Anesthesia / Recovery Room
55551015 - OR GEN LEVEL 1 EA ADD 15MIN	360.0	None	6.0	5634.0	939.0	operation_room general level 1 each additional 15_minutes	OR / Anesthesia / Recovery Room
58111000 - NEBULIZER-ULTRASONIC TREATMENT	410.0	None	4.0	640.0	160.0	nebulizer ultrasonic treatment	Respiratory Therapy
58119000 - BIPAP/CPAP SET UP	410.0	None	1.0	0.0	0.0	bipap/continuous_positive_airway_pressure set up	Respiratory Therapy
58122000 - FLUTTER TREATMENT	270.0	None	4.0	0.0	0.0	flutter treatment	Respiratory Therapy
58183000 - PERCUSSION AND POSTURAL DRAIN	410.0	None	2.0	186.0	93.0	percussion and postural drain	Supply
58193000 - INTUBATION	270.0	None	1.0	0.0	0.0	intubation	Respiratory Therapy
58304000 - BRONCHOSCOPY	361.0	None	1.0	2591.0	2591.0	bronchoscopy	Procedure
58341000 - RESPIRATORY WEANING MECHANICS	460.0	None	1.0	166.0	166.0	respiratory weaning mechanics	Respiratory Therapy
58369000 - AEROSOL DAILY	271.0	None	1.0	99.69	99.69	aerosol daily	Respiratory Therapy
58370000 - MASK CANNULA DAILY SERVICE	410.0	None	1.0	0.0	0.0	mask cannula daily service	Respiratory Therapy
58826000 - ARTERIAL PUNCTURE	410.0	None	1.0	110.0	110.0	arterial puncture	Nursing Services
58835000 - RESPIRATORY ASSESSMENT INITIAL	410.0	None	1.0	0.0	0.0	respiratory assessment initial	Respiratory Therapy
58836000 - RESPIRATORY ASSESSMENT FOLLOW	410.0	None	5.0	0.0	0.0	respiratory assessment follow	Respiratory Therapy
58850000 - TRANSCUTANEOUS CO2 MONITOR/DAY	460.0	None	1.0	140.0	140.0	transcutaneous carbon_dioxide monitoring/day	Monitoring
58857000 - ALVEOLAR LAVAGE PROCEDURE	410.0	None	1.0	0.0	0.0	alveolar lavage procedure	Respiratory Therapy
58858000 - VENTILATOR-ADULT SUBSEQ DAY	410.0	None	1.0	1335.0	1335.0	ventilator adult subsequent day	Respiratory Therapy
58858001 - ADLT VENT SUBSEQ DAYW EPOPROST	410.0	None	1.5	2002.5	1335.0	adult ventilator subsequent day epoprostenol	Respiratory Therapy
58859000 - VENTILATOR-ADULT FIRST DAY	410.0	None	1.0	1497.0	1497.0	ventilator adult first day	Respiratory Therapy
58861000 - PPD INITIAL TREATMENT	410.0	None	1.0	110.0	110.0	positive postural drainage initial treatment	Respiratory Therapy
58862000 - TRANSPORT-VENT PATIENT ADULT	410.0	None	1.0	0.0	0.0	transport ventilator patient adult	Respiratory Therapy
58864000 - SUCTION ONLY	410.0	None	3.0	0.0	0.0	suction only	Respiratory Therapy
58865000 - NEBULIZER-ULTRASONIC TREATMENT	410.0	None	1.0	160.0	160.0	nebulizer ultrasonic treatment	Respiratory Therapy
58866000 - BIPAP W/OXYGEN* MUE 1/DAY	410.0	None	1.0	684.0	684.0	bipap with oxygen MUE 1/day	Respiratory Therapy
58867000 - MASK CPAP CONTINUOUS*	410.0	None	1.0	684.0	684.0	mask continuous_positive_airway_pressure continuous	Respiratory Therapy
58872000 - PATIENT EDUCATION/15 MINUTES	410.0	None	1.0	0.0	0.0	patient education/15 minutes	Education / Training
58882000 - PROTOCOL PATIENT SUBSEQUENT	270.0	None	2.0	0.0	0.0	protocol patient subsequent	PT / OT / Speech Therapy
58887000 - CALL RESPONSE	270.0	None	1.0	0.0	0.0	call response	Other
58888000 - HIGH FLOW NASAL CANNULA	410.0	None	1.0	0.0	0.0	high flow nasal_cannula	Supply
58889000 - OXYGEN PER HOUR	271.0	None	24.0	182.64	7.61	oxygen per hour	Respiratory Therapy
58890000 - OXYGEN PER 12 HOURS	270.0	None	2.0	0.0	0.0	oxygen per 12 hours	Respiratory Therapy
58892000 - RETAPING/SECURING AIRWAY	270.0	None	1.0	0.0	0.0	retaping/securing airway	Respiratory Therapy
58895000 - ROUNDS PER PATIENT (15 MIN)	270.0	None	1.0	0.0	0.0	rounds per patient 15_minutes	Professional Fee
59250000 - GEN ANES OR 1ST HR	370.0	None	1.0	2109.0	2109.0	general anesthesia operation_room 1st hour	OR / Anesthesia / Recovery Room
59250015 - GEN ANES OR ADD 15MIN	370.0	None	5.0	275.0	55.0	general anesthesia operation_room additional 15_minutes	OR / Anesthesia / Recovery Room
59541000 - PRESSURE TRANSDUCER	272.0	None	1.0	25.66	25.66	pressure transducer	Supply
59650000 - .9% NACL 500ML	258.0	None	1.0	3.63	3.63	0.9% sodium_chloride 500_ml	Diluent / flush / Irrigant
59692000 - 0.9% NACL 250ML	258.0	None	1.0	3.43	3.43	0.9% sodium_chloride 250_ml	Diluent / flush / Irrigant
59706000 - 480 LOW VOL MRI TUBING	272.0	None	2.0	17.68	8.84	480 low volume magnetic_resonance_imagery tubing	Supply
59757000 - CATH SINGLE LUMEN SC14701	272.0	None	1.0	29.7	29.7	catheter single lumen	Supply
5F FEED TUBE	272.0	None	1.0	28.5	28.5	5 feed tube	Supply
6.5 MM X 50 MAS SCREW	278.0	None	4.0	10287.12	2571.78	6.5 millimeters x 50 mas screw	Implant
6.5MM X 40 MAS SCREW	278.0	None	2.0	5143.56	2571.78	6.5_millimeters x 40 mas screw	Implant
6.5X4000 POLY SCREW	278.0	None	2.0	5414.0	2707.0	6.5 by 4000 poly screw	Implant
6.5X4500 POLY SCREW	278.0	None	2.0	5414.0	2707.0	6.5 by 4500 poly screw	Implant
60615000 - GLUCOSE VL STATISTIC	270.0	None	4.0	0.0	0.0	glucose vial statistic	Laboratory
60615999 - GSH-POC BS GLUCOSE VL STAT	270.0	None	4.0	0.0	0.0	gsh point_of_care blood_sugar glucose value stat	Monitoring
62001000 - BLOOD GROUP ABO	300.0	None	1.0	79.0	79.0	blood group abo	Laboratory
62002000 - BLOOD GROUP D RH	300.0	None	1.0	85.0	85.0	blood group device rhesus	Laboratory
62011000 - ATYPICAL ANTIBODY SCREEN	300.0	None	1.0	182.0	182.0	atypical antibody screen	Laboratory
62012000 - DIRECT COOMBS TEST	300.0	None	1.0	97.0	97.0	direct coombs test	Laboratory
62014000 - AB ID EACH PANEL	300.0	None	1.0	219.0	219.0	antibody id each panel	Laboratory
62206000 - CROSSMATCH-ANTIGLOBULIN	300.0	None	3.0	465.0	163.0	crossmatch antiglobulin	Laboratory
62210000 - RED BLOOD CELLS LEUKO RED-CKBC	390.0	None	1.0	879.0	879.0	red_blood_cells leukocyte_reduced ckbc	Blood Products
62975000 - RBC AG TYPING NOT ABO/RH(D)	300.0	None	2.0	242.0	121.0	red_blood_cell ag typing not abo/rhesus device	Laboratory
62999001 - ABRR (STATISTICAL)	270.0	None	1.0	0.0	0.0	abrr statistical	Laboratory
63003201 - BUN URINE	301.0	None	1.0	78.0	78.0	blood_urea_nitrogen urine	Laboratory
63007010 - POTASSIUM WHOLE BLOOD	300.0	None	2.0	116.0	58.0	potassium whole_blood	Laboratory
63012004 - POTASSIUM	300.0	None	1.0	58.0	58.0	potassium	Laboratory
63015000 - PH BLOOD	301.0	None	1.0	61.0	61.0	pH blood	Laboratory
63016000 - GASES BLOOD O2 DIRECT	301.0	None	1.0	296.0	296.0	gases blood oxygen direct	Laboratory
63018004 - PHOSPHORUS	300.0	None	1.0	75.0	75.0	phosphorus	Laboratory
63019003 - MAGNESIUM	301.0	None	1.0	99.0	99.0	magnesium	Laboratory
63021001 - AMMONIA	301.0	None	1.0	154.0	154.0	ammonia	Laboratory
63023001 - AMYLASE	301.0	None	1.0	120.0	120.0	amylase	Laboratory
63025212 - B-NATRIURETIC PEPTIDE	301.0	None	1.0	300.0	300.0	b natriuretic peptide	Laboratory
63034001 - CREATININE URINE	301.0	None	1.0	87.0	87.0	creatinine urine	Laboratory
63039000 - IONIZED CALCIUM	300.0	None	1.0	156.0	156.0	ionized calcium	Laboratory
63057001 - IRON	301.0	None	1.0	79.0	79.0	63057001 iron	Laboratory
63058001 - TOTAL IRON BINDING CAPACITY	301.0	None	1.0	103.0	103.0	total iron binding capacity	Laboratory
63077001 - LACTATE WHOLE BLOOD	301.0	None	2.0	288.0	151.0	lactate whole_blood	Laboratory
63086003 - CK	301.0	None	1.0	64.0	64.0	creatinine_kinase	Laboratory
63101001 - SODIUM URINE	301.0	None	1.0	62.0	62.0	sodium urine	Laboratory
63102002 - POTASSIUM URINE	301.0	None	1.0	61.0	61.0	potassium urine	Laboratory
63103001 - CHLORIDE URINE	301.0	None	1.0	69.0	69.0	chloride urine	Laboratory
63104001 - PROTEIN TOTAL URINE	301.0	None	1.0	71.0	71.0	protein total urine	Laboratory
632A	110.0	None	1.0	790.0	790.0	632a	Room and Board
632A	111.0	None	1.0	4485.0	4485.0	632a	Room and Board
63406001 - HEPATIC FUNCTION PANEL	300.0	None	1.0	196.0	196.0	hepatic function panel	Laboratory
63527001 - BASIC METABOLIC PANEL	301.0	None	1.0	175.0	175.0	basic_metabolic_panel	Laboratory
63528001 - COMPREHENSIVE METABOLIC PANEL	300.0	None	1.0	265.0	265.0	comprehensive metabolic panel	Laboratory
63529001 - RENAL FUNCTION PANEL	300.0	None	1.0	186.0	186.0	renal function panel	Laboratory
63601000 - EXTRA TUBE STATISTICAL CDM	270.0	None	1.0	0.0	0.0	extra tube statistical cdm	Laboratory
63714001 - VITAMIN B12	301.0	None	1.0	139.0	139.0	vitamin b12	Pharmacy
63719001 - TSH	300.0	None	1.0	219.0	219.0	63719001 thyroid-stimulating_hormone	Laboratory
63721001 - FOLATE	301.0	None	1.0	175.0	175.0	folate	Laboratory
63739101 - PREALBUMIN	301.0	None	1.0	139.0	139.0	prealbumin	Laboratory
63801001 - LIPASE	301.0	None	1.0	151.0	151.0	lipase	Laboratory
63901000 - CSF/BODY FLUID CELL CTDIFF	300.0	None	1.0	168.0	168.0	cerebrospinal_fluid/body fluid cell count_differential	Laboratory
63972001 - FERRITIN	301.0	None	1.0	158.0	158.0	ferritin	Laboratory
64002000 - GRAM STAIN SMEAR	306.0	None	1.0	79.0	79.0	gram stain smear	Laboratory
64003000 - LAB BACTI SMEAR AFB*	306.0	None	1.0	137.0	137.0	laboratory bacteria smear acid-fast_bacteria	Laboratory
64013000 - RESPIRATORY CULTURES	306.0	None	1.0	148.0	148.0	respiratory cultures	Laboratory
64049000 - URINE CULTURE	306.0	None	1.0	79.0	79.0	urine culture	Laboratory
64053000 - BLOOD CULTURE	306.0	None	4.0	632.0	158.0	blood culture	Laboratory
64104000 - SUSCEPTIBILITY STUDY MULTIPLE	306.0	None	1.0	139.0	139.0	susceptibility study multiple	Laboratory
64202001 - COLORECTAL CANCER SCREEN;FECAL	301.0	None	1.0	27.0	27.0	colorectal cancer screen fecal	Laboratory
64266000 - CULTURE ISOLATE ID ADD METHOD	306.0	None	1.0	76.0	76.0	culture isolate id additional method	Laboratory
64272000 - KIRBY BAUER SUSCEPTIBILITIES	306.0	None	1.0	79.0	79.0	kirby bauer susceptibilities	Laboratory
64321000 - 321 BETA-D GLUCAN-SO+	302.0	None	1.0	150.0	150.0	321 beta-D glucan soluable	Laboratory
64339000 - 339 LEGION PNEUMO DNA PCR-SO+	306.0	None	1.0	249.6	249.6	legionnaire's pneumoniae deoxyribonucleic_acid polymerase chain reaction	Laboratory
64601000 - SYPHYLLIS QUALITATIVE	300.0	None	1.0	72.0	72.0	syphyllis qualitative	Laboratory
64611000 - SEROLOGICAL IDENT OF ORGANISM	306.0	None	1.0	68.0	68.0	serological identification of organism	Laboratory
64768100 - ACUTE HEPATITIS PANEL	300.0	None	1.0	409.0	409.0	acute hepatitis panel	Laboratory
64830000 - PARATHYROID HORMONE UK	301.0	None	1.0	199.0	199.0	parathyroid hormone uk	Laboratory
64831000 - VITAMIN D2/D3 BY LC/MS/MS	301.0	None	1.0	144.0	144.0	vitamin d2/d3 by lc/morphine_sulfate/morphine_sulfate	Pharmacy
64870700 - BRONCHIAL CULTURE	306.0	None	1.0	148.0	148.0	bronchial culture	Laboratory
64877000 - AFB/TB CULTURE RESPIRATORY CE	300.0	None	1.0	0.0	0.0	acid-fast_bacilli/tuberculosis culture respiratory ce	Laboratory
64878000 - CONCENTRATION FOR INFECT AGENT	306.0	None	1.0	74.0	74.0	concentration for infectious agent	Laboratory
64881000 - SUSCEPTIBILITY MANUAL	306.0	None	3.0	174.0	58.0	susceptibility manual	Laboratory
64884000 - TB CULTURE ACID FAST	306.0	None	1.0	219.0	219.0	tube culture acid fast	Laboratory
64887000 - SHELL VIAL W/IMMUNOFLUOR STAIN	306.0	None	6.0	786.0	131.0	shell vial with immunofluorescence stain	Laboratory
