,cleaned_descrip,NORM_DESC,rev_code,CHRG_CLS,Dominant CC,# of descriptions,% Dominance,Predicted_Class_Jaro,Prob_Jaro,Correct_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Correct_DLevenshtein,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Correct_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Correct_DeepNN,Voted Output,Voting Algorithm,Confidence Score
78,58887000 CALL RESPONSE,call response,270.0,Other,Supply,1919.0,86.294945284,Respiratory Therapy,0.87,1,Respiratory Therapy,0.6,1,PT / OT / Speech Therapy,0.357562557021,0,Respiratory Therapy,0.980738087152,1,Respiratory Therapy,"Jaro, DLevenshtein, DeepNN",0.816912695717
79,58890000 OXYGEN PER 12 HOURS,oxygen per 12 hours,270.0,Respiratory Therapy,Supply,1919.0,86.294945284,Respiratory Therapy,0.93,1,Respiratory Therapy,0.79,1,Respiratory Therapy,0.910199522247,1,Respiratory Therapy,0.997402008904,1,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.906900382788
80,59250000 GEN ANES OR 1ST HR,general anesthesia operation_room 1st hour,370.0,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,72.0,66.6666666667,OR / Anesthesia / Recovery Room,0.88,1,OR / Anesthesia / Recovery Room,0.64,1,OR / Anesthesia / Recovery Room,0.878331330165,1,OR / Anesthesia / Recovery Room,0.999998895167,1,OR / Anesthesia / Recovery Room,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.849582556333
81,62002000 BLOOD GROUP D RH,blood group device rhesus,300.0,Laboratory,Laboratory,1097.0,79.1248860529,Laboratory,0.87,1,Laboratory,0.81,1,Laboratory,0.912105173987,1,Laboratory,0.995826980651,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.89698303866
82,62210000 RED BLOOD CELLS LEUKO RED CKBC,red_blood_cells leukocyte_reduced ckbc,390.0,Blood Products,Blood Products,94.0,60.6382978723,Blood Products,0.92,1,Blood Products,0.76,1,Blood Products,0.705466290704,1,Blood Products,0.743798587368,1,Blood Products,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.782316219518
83,62975000 RBC AG TYPING NOT ABO/RH D ,red_blood_cell ag typing abo rhesus device,300.0,Laboratory,Laboratory,1097.0,79.1248860529,Laboratory,0.69,1,Laboratory,0.34,1,Laboratory,0.916056978388,1,Laboratory,0.999949678444,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.736501664208
84,62999001 ABRR STATISTICAL ,abrr statistical,270.0,Laboratory,Supply,1919.0,86.294945284,Laboratory,0.7,1,Laboratory,0.48,1,Laboratory,0.833867384409,1,Laboratory,0.952016547842,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.741470983063
85,63023001 AMYLASE,amylase,301.0,Laboratory,Laboratory,924.0,79.2207792208,Laboratory,0.74,1,Laboratory,0.6,1,Laboratory,0.95298062525,1,Laboratory,0.999571287839,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.823137978272
86,63025212 B NATRIURETIC PEPTIDE,b natriuretic peptide,301.0,Laboratory,Laboratory,924.0,79.2207792208,Laboratory,0.7,1,Laboratory,0.67,1,Laboratory,0.878828118446,1,Laboratory,0.996368505695,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.811299156035
87,632A,632a,110.0,Room and Board,Room and Board,10.0,100.0,Laboratory,0.76,1,Laboratory,0.29,1,Laboratory,0.314462980288,1,Laboratory,0.556510164248,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.480243286134
88,632A,632a,111.0,Room and Board,Room and Board,7.0,85.7142857143,Laboratory,0.76,1,Laboratory,0.29,1,Laboratory,0.314462980288,1,Laboratory,0.556510164248,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.480243286134
89,63406001 HEPATIC FUNCTION PANEL,hepatic function panel,300.0,Laboratory,Laboratory,1097.0,79.1248860529,Laboratory,0.9,1,Laboratory,0.71,1,Laboratory,0.979731276352,1,Laboratory,0.999996920285,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.897432049159
90,63527001 BASIC METABOLIC PANEL,basic_metabolic_panel,301.0,Laboratory,Laboratory,924.0,79.2207792208,Laboratory,0.9,1,Laboratory,0.7,1,Laboratory,0.89116414509,1,Laboratory,0.998176716803,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.872335215473
91,63714001 VITAMIN B12,vitamin b12,301.0,Pharmacy,Laboratory,924.0,79.2207792208,Pharmacy,0.73,1,Pharmacy,0.56,1,Pharmacy,0.63153086702,1,Pharmacy,0.791436021798,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.678241722204
92,63721001 FOLATE,folate,301.0,Laboratory,Laboratory,924.0,79.2207792208,Laboratory,0.77,1,Laboratory,0.5,1,Laboratory,0.854983098041,1,Laboratory,0.998257854257,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.780810238074
93,63739101 PREALBUMIN,prealbumin,301.0,Laboratory,Laboratory,924.0,79.2207792208,Laboratory,0.85,1,Laboratory,0.56,1,Laboratory,0.939240771299,1,Laboratory,0.999919296826,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.837290017031
94,63801001 LIPASE,lipase,301.0,Laboratory,Laboratory,924.0,79.2207792208,Laboratory,0.73,1,Laboratory,0.47,1,Laboratory,0.963575135688,1,Laboratory,0.999848171585,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.790855826818
95,63901000 CSF/BODY FLUID CELL CTDIFF,cerebrospinal_fluid body fluid cell count_differential,300.0,Laboratory,Laboratory,1097.0,79.1248860529,Laboratory,0.91,1,Laboratory,0.74,1,Laboratory,0.94837170756,1,Laboratory,0.999995707176,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.899591853684
96,64202001 COLORECTAL CANCER SCREEN FECAL,colorectal cancer screen fecal,301.0,Laboratory,Laboratory,924.0,79.2207792208,Laboratory,0.68,1,Laboratory,0.37,1,Laboratory,0.911304670378,1,Laboratory,0.999832639442,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.740284327455
97,64902000 TISSUE CULTURE INOCULATION,tissue culture inoculation,306.0,Laboratory,Laboratory,290.0,96.8965517241,Laboratory,0.8,1,Laboratory,0.44,1,Laboratory,0.94332111843,1,Laboratory,0.99999983491,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.795830238335
98,64977000 MULTI DRUG RESISTANCE TEST,multiple drug resistance test,306.0,Laboratory,Laboratory,290.0,96.8965517241,Laboratory,0.71,1,Laboratory,0.39,1,Laboratory,0.783871755082,1,Laboratory,0.996848965912,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.720180180249
99,64985000 CLOSTRIDIUM DIFFICILE PCR,clostridium difficile polymerase chain reaction,306.0,Laboratory,Laboratory,290.0,96.8965517241,Laboratory,0.85,1,Laboratory,0.61,1,Laboratory,0.903729622041,1,Laboratory,0.999830408956,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.840890007749
100,65 CATH KT PICC DEL W/PASV 5FR,65 catheter kit peripherally_inserted_central_catheter del pasv 5fr,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.74,1,Supply,0.38,1,Supply,0.911644036419,1,Supply,0.981529226338,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.753293315689
101,65208000 PROTHROMBIN TIME,prothrombin_time,305.0,Laboratory,Laboratory,271.0,92.6199261993,Laboratory,0.88,1,Laboratory,0.65,1,Laboratory,0.919136691714,1,Laboratory,0.999564675229,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.862175341736
102,66002000 URINE MICROSCOPIC,urine microscopic,307.0,Laboratory,Laboratory,39.0,94.8717948718,Laboratory,0.79,1,Laboratory,0.68,1,Laboratory,0.973688768884,1,Laboratory,0.999998747326,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.860921879052
103,66063000 EOSINOPHIL URINE,eosinophil urine,307.0,Laboratory,Laboratory,39.0,94.8717948718,Laboratory,0.86,1,Laboratory,0.61,1,Laboratory,0.960169362277,1,Laboratory,0.99998750502,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.857539216824
104,67606101 CYTOLOGY ARTISAN GMS CE,cytology artisan grams ce,310.0,Laboratory,Laboratory,70.0,87.1428571429,Laboratory,0.77,1,Laboratory,0.46,1,Laboratory,0.447859187095,1,Laboratory,0.989094295764,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.666738370715
105,69892001 VANCOMYCIN,vancomycin,301.0,Pharmacy,Laboratory,924.0,79.2207792208,Laboratory,0.85,1,Pharmacy,0.56,0,Laboratory,0.609502043223,1,Laboratory,0.984399417008,1,Laboratory,"Jaro, Logistic_OvR, DeepNN",0.814633820077
106,7.5 X 45 MAS SCREW,7.5 x 45 mas screw,278.0,Implant,Implant,148.0,50.0,Implant,0.95,1,Implant,0.93,1,Implant,0.901199546856,1,Implant,0.999909716528,1,Implant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.945277315846
107,77000039 SUTURE 2 0 NYLON 664H,suture 2 0 nylon 664h,272.0,Supply,Supply,833.0,84.393757503,Supply,0.7,1,Supply,0.6,1,Supply,0.93634738551,1,Supply,0.99930102165,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.80891210179
108,77000498 SUTURE 4 0 CHROMIC U203H,suture 4 0 chromic,272.0,Supply,Supply,833.0,84.393757503,Supply,0.72,1,Supply,0.46,1,Supply,0.890027811626,1,Supply,0.998171418453,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.76704980752
109,77001062 CHLORAPREP WITH TINT 10.5 ML,chloraprep tint 10.5_ml,270.0,Pharmacy,Supply,1919.0,86.294945284,Supply,0.76,0,Pharmacy,0.66,1,Pharmacy,0.85668897044,1,Pharmacy,0.997055722897,1,Pharmacy,"DLevenshtein, Logistic_OvR, DeepNN",0.837914897779
110,77001116 TUBE TRACH CUFFLESS 6,tube tracheotomy cuffless 6,272.0,Supply,Supply,833.0,84.393757503,Supply,0.95,1,Supply,0.92,1,Supply,0.837599798373,1,Supply,0.910971603226,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.9046428504
111,77001226 LINE MORPHEUS PICC 5FR DUAL,line morpheus peripherally_inserted_central_catheter 5fr dual,272.0,Supply,Supply,833.0,84.393757503,Supply,0.7,1,Supply,0.41,1,Supply,0.908652139252,1,Supply,0.942928857655,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.740395249227
112,77030310 PACK HEAD/NECK,pack head neck,272.0,Supply,Supply,833.0,84.393757503,Laboratory,0.66,0,Supply,0.46,1,Supply,0.926444618312,1,Supply,0.998698559343,1,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.795047725885
113,77039543 CLIP LIG APPLIER 9 3/8IN SM,clip light applier 9 3/8 inches small,272.0,Supply,Supply,833.0,84.393757503,Supply,0.84,1,Supply,0.71,1,Supply,0.931900437958,1,Supply,0.993454995742,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.868838858425
114,77041291 KIT CATH 5INX20GA PEDI CNTRL,kit catheter 5inx20ga pediatric cntrl,272.0,Supply,Supply,833.0,84.393757503,Supply,0.71,1,Supply,0.38,1,Supply,0.981059361928,1,Supply,0.999971989671,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.7677578379
115,77051522 RESTRNT FRARM WRIST LIMB 54YRS,restraint forearm wrist limb 54yrs,270.0,Supply,Supply,1919.0,86.294945284,Pharmacy,0.66,0,Supply,0.38,1,Supply,0.510365877508,1,Procedure,0.895889357902,0,Supply,"DLevenshtein, Logistic_OvR",0.222591469377
116,77058451 PAD GRND 9FR ADLT DISPERSIVE,pad ground 9 french adult dispersive,272.0,Supply,Supply,833.0,84.393757503,Radiology,0.65,0,Supply,0.35,1,Supply,0.938617092298,1,Supply,0.99350505203,1,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.760707381443
117,77071716 KIT CATH MULTILUMEN CV SAFETY,kit catheter multilumen cardiovascular safety,272.0,Supply,Supply,833.0,84.393757503,Supply,0.73,1,Supply,0.42,1,Supply,0.97820769151,1,Supply,0.999558701957,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.781941598367
118,77072676 FORCEP INSTRU 5 1/2IN CRV,forcep instrument 5 1/2 inches crv,272.0,Supply,Supply,833.0,84.393757503,Supply,0.71,1,Supply,0.34,1,Supply,0.947664598337,1,Supply,0.991747118693,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.747352929258
119,77073927 DRESSING MEPILEX 6X6,dressing mepilex 6x6,272.0,Supply,Supply,833.0,84.393757503,Supply,0.86,1,Supply,0.66,1,Supply,0.958370163854,1,Supply,0.999179471817,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.869387408918
120,77076901 CATHETER COMBI 13FR,catheter combined 13fr,278.0,Supply,Implant,148.0,50.0,Supply,0.73,1,Supply,0.48,1,Supply,0.962673534679,1,Supply,0.997477283964,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.792537704661
121,77078719 CATHETER DIALYS 13FR 24CM CV,catheter dialysis 13fr 24cm cardiovascular,278.0,Supply,Implant,148.0,50.0,Supply,0.71,1,Supply,0.44,1,Supply,0.864815304243,1,Supply,0.832611350647,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.711856663723
122,83575000 METABOLIC ASSESSMENT STAT,metabolic assessment stat,270.0,Laboratory,Supply,1919.0,86.294945284,Respiratory Therapy,0.75,0,Respiratory Therapy,0.5,0,Laboratory,0.869052021167,1,Laboratory,0.978685673806,1,Laboratory,"Logistic_OvR, DeepNN",0.461934423743
123,84086111 HEMODIAL ADULT LINE CHANGE IP,hemodialysis adult line change inpatient,801.0,Dialysis,Dialysis,13.0,53.8461538462,Dialysis,0.78,1,Dialysis,0.51,1,Dialysis,0.588011865861,1,Dialysis,0.630889247829,1,Dialysis,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.627225278423
124,86130000 A.D.L. PER 15 MINUTES O.T. ,activities_of_daily_living per 15_minutes occupational_therapy,430.0,PT / OT / Speech Therapy,PT / OT / Speech Therapy,86.0,87.2093023256,PT / OT / Speech Therapy,0.7,1,PT / OT / Speech Therapy,0.47,1,PT / OT / Speech Therapy,0.816662064095,1,PT / OT / Speech Therapy,0.999306752347,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.74649220411
125,86400892 HB CBC WITHOUT DIFFERENTIAL,hemoglobin complete_blood_count without differential,300.0,Laboratory,Laboratory,1097.0,79.1248860529,Laboratory,0.74,1,Laboratory,0.56,1,Laboratory,0.973358127253,1,Laboratory,0.99999984654,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.818339493448
126,86401005 WALKING MOVING AROUND,walking moving around,420.0,PT / OT / Speech Therapy,PT / OT / Speech Therapy,97.0,83.5051546392,PT / OT / Speech Therapy,0.98,1,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.489426213176,1,PT / OT / Speech Therapy,0.897370748983,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.83169924054
127,86402002 WALKING MOVING AROUND,walking moving around,420.0,PT / OT / Speech Therapy,PT / OT / Speech Therapy,97.0,83.5051546392,PT / OT / Speech Therapy,0.98,1,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.489426213176,1,PT / OT / Speech Therapy,0.897370748983,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.83169924054
128,86405002 CHANGING MAINT BODY POSITION,changing maintain body position,420.0,PT / OT / Speech Therapy,PT / OT / Speech Therapy,97.0,83.5051546392,PT / OT / Speech Therapy,0.97,1,PT / OT / Speech Therapy,0.94,1,Laboratory,0.437147064556,0,Laboratory,0.578291994333,0,PT / OT / Speech Therapy,"Jaro, DLevenshtein",0.4775
129,86647000 NEUROMUSCULAR REEDUC / 15 MIN,neuromuscular re-education/15 minutes,420.0,PT / OT / Speech Therapy,PT / OT / Speech Therapy,97.0,83.5051546392,PT / OT / Speech Therapy,0.78,1,PT / OT / Speech Therapy,0.58,1,PT / OT / Speech Therapy,0.612458597074,1,PT / OT / Speech Therapy,0.790558834111,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.690754357796
130,86651000 GAIT TRAINING PER 15 MINUTES,gait training per 15_minutes,420.0,PT / OT / Speech Therapy,PT / OT / Speech Therapy,97.0,83.5051546392,PT / OT / Speech Therapy,0.84,1,PT / OT / Speech Therapy,0.64,1,PT / OT / Speech Therapy,0.874119959844,1,PT / OT / Speech Therapy,0.999684727683,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.838451171882
131,86653000 PHYSICAL THERAPY RE EVALUATION,physical_therapy evaluation,424.0,PT / OT / Speech Therapy,PT / OT / Speech Therapy,30.0,83.3333333333,PT / OT / Speech Therapy,0.9,1,PT / OT / Speech Therapy,0.71,1,PT / OT / Speech Therapy,0.868415536297,1,PT / OT / Speech Therapy,0.98612962569,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.866136290497
132,86810003 SELF CARE,self care,430.0,PT / OT / Speech Therapy,PT / OT / Speech Therapy,86.0,87.2093023256,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.94,1,PT / OT / Speech Therapy,0.745914556769,1,PT / OT / Speech Therapy,0.953832040136,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.899936649226
133,86877000 OT EVALUATION INITIAL 60 MIN,occupational_therapy evaluation initial 60 minutes,434.0,PT / OT / Speech Therapy,PT / OT / Speech Therapy,27.0,100.0,PT / OT / Speech Therapy,0.88,1,PT / OT / Speech Therapy,0.91,1,PT / OT / Speech Therapy,0.805259734616,1,PT / OT / Speech Therapy,0.993590037391,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.897212443002
134,86880000 OT BASE CHARGE,occupational_therapy base charge,430.0,PT / OT / Speech Therapy,PT / OT / Speech Therapy,86.0,87.2093023256,OR / Anesthesia / Recovery Room,0.9,1,OR / Anesthesia / Recovery Room,0.8,1,PT / OT / Speech Therapy,0.680627184134,0,PT / OT / Speech Therapy,0.61952176923,0,OR / Anesthesia / Recovery Room,"Jaro, DLevenshtein",0.425
135,86961520 MT BEH HLTH INTERVENTION/15MIN,behavioral health intervention/15_minutes,270.0,Other,Supply,1919.0,86.294945284,PT / OT / Speech Therapy,0.77,1,PT / OT / Speech Therapy,0.66,1,PT / OT / Speech Therapy,0.768185097611,1,PT / OT / Speech Therapy,0.997420672977,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.798901442647
136,87848000 RE EVAL NON BILL STAT PT,evaluation non billable stat physical_therapy,270.0,PT / OT / Speech Therapy,Supply,1919.0,86.294945284,PT / OT / Speech Therapy,0.95,1,PT / OT / Speech Therapy,0.93,1,PT / OT / Speech Therapy,0.791800280454,1,PT / OT / Speech Therapy,0.944296770056,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.904024262628
137,89334014 IP SPEECH EVAL/VOICE,inpatient speech evaluation voice,444.0,PT / OT / Speech Therapy,PT / OT / Speech Therapy,12.0,83.3333333333,Laboratory,0.64,0,PT / OT / Speech Therapy,0.38,1,PT / OT / Speech Therapy,0.706978359371,1,PT / OT / Speech Therapy,0.989952443883,1,PT / OT / Speech Therapy,"DLevenshtein, Logistic_OvR, DeepNN",0.692310267751
138,92365680 PICC PLACEMENT > 5 YRS OLD,peripherally_inserted_central_catheter placement greater_than 5 years_old,361.0,Procedure,Procedure,47.0,51.0638297872,Supply,0.68,0,Procedure,0.38,1,Procedure,0.736854494343,1,Procedure,0.998221572053,1,Procedure,"DLevenshtein, Logistic_OvR, DeepNN",0.705025355465
139,A1C HEMOGLOBIN,a1c hemoglobin,301.0,Laboratory,Laboratory,924.0,79.2207792208,Laboratory,0.92,1,Laboratory,0.77,1,Laboratory,0.941187847603,1,Laboratory,0.999962084813,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.907787483104
140,A1C HEMOGLOBIN,a1c hemoglobin,458.0,Laboratory,Laboratory,1.0,100.0,Laboratory,0.92,1,Laboratory,0.77,1,Laboratory,0.941187847603,1,Laboratory,0.999962084813,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.907787483104
141,ABCESS DRAINAGE SYSTEM,abcess drainage system,270.0,Supply,Supply,1919.0,86.294945284,Monitoring,0.74,0,Supply,0.48,1,Supply,0.753361088721,1,Supply,0.775502464761,1,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.669621184494
142,ABDOMEN 1 VIEW ,abdomen 1 view,320.0,Radiology,Radiology,111.0,75.6756756757,Radiology,1.0,1,Radiology,1.0,1,Radiology,0.922157560986,1,Radiology,0.999990297001,1,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.980536964497
143,ABDOMEN AP KUB ABDOMEN AP KUB ,abdomen anterior_posterior kidney_ureter_bladder,320.0,Radiology,Radiology,111.0,75.6756756757,Radiology,0.81,1,Radiology,0.42,1,Radiology,0.866610254688,1,Radiology,0.973987187601,1,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.767649360572
144,ABG DRAW,arterial_blood_gas draw,300.0,Nursing Services,Laboratory,1097.0,79.1248860529,Nursing Services,0.88,1,Nursing Services,0.64,1,Nursing Services,0.651056806347,1,Nursing Services,0.995828781338,1,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.791721396921
145,ABG DRAW,arterial_blood_gas draw,301.0,Nursing Services,Laboratory,924.0,79.2207792208,Nursing Services,0.88,1,Nursing Services,0.64,1,Nursing Services,0.651056806347,1,Nursing Services,0.995828781338,1,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.791721396921
146,ABG DRAW,arterial_blood_gas draw,361.0,Nursing Services,Procedure,47.0,51.0638297872,Nursing Services,0.88,1,Nursing Services,0.64,1,Nursing Services,0.651056806347,1,Nursing Services,0.995828781338,1,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.791721396921
147,ABG DRAW,arterial_blood_gas draw,390.0,Nursing Services,Blood Products,94.0,60.6382978723,Nursing Services,0.88,1,Nursing Services,0.64,1,Nursing Services,0.651056806347,1,Nursing Services,0.995828781338,1,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.791721396921
148,ABG DRAW,arterial_blood_gas draw,410.0,Nursing Services,Respiratory Therapy,279.0,64.1577060932,Nursing Services,0.88,1,Nursing Services,0.64,1,Nursing Services,0.651056806347,1,Nursing Services,0.995828781338,1,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.791721396921
149,ABG DRAW,arterial_blood_gas draw,450.0,Nursing Services,Nursing Services,67.0,40.2985074627,Nursing Services,0.88,1,Nursing Services,0.64,1,Nursing Services,0.651056806347,1,Nursing Services,0.995828781338,1,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.791721396921
150,ABG DRAW,arterial_blood_gas draw,761.0,Nursing Services,Nursing Services,34.0,38.2352941176,Nursing Services,0.88,1,Nursing Services,0.64,1,Nursing Services,0.651056806347,1,Nursing Services,0.995828781338,1,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.791721396921
151,ABG DRAW,arterial_blood_gas draw,920.0,Nursing Services,Nursing Services,40.0,30.0,Nursing Services,0.88,1,Nursing Services,0.64,1,Nursing Services,0.651056806347,1,Nursing Services,0.995828781338,1,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.791721396921
152,ABG W 02 SAT ABGCOX ,arterial_blood_gas oxygen saturation abgcoximetry,300.0,Laboratory,Laboratory,1097.0,79.1248860529,Laboratory,0.73,1,Laboratory,0.33,1,Respiratory Therapy,0.353346096908,0,Laboratory,0.755104722353,1,Laboratory,"Jaro, DLevenshtein, DeepNN",0.605034907451
153,ABO BLOOD TYPING ,abo blood typing,300.0,Laboratory,Laboratory,1097.0,79.1248860529,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.955242815548,1,Laboratory,0.999904830772,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.98878691158
154,ABO GROUP,abo group,300.0,Laboratory,Laboratory,1097.0,79.1248860529,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.977788432382,1,Laboratory,0.9997829098,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.994392835545
155,ABO GROUP,abo group,302.0,Laboratory,Laboratory,180.0,96.1111111111,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.977788432382,1,Laboratory,0.9997829098,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.994392835545
156,ABO GROUP,abo group,305.0,Laboratory,Laboratory,271.0,92.6199261993,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.977788432382,1,Laboratory,0.9997829098,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.994392835545
157,ABO GROUP,abo group,309.0,Laboratory,Laboratory,55.0,81.8181818182,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.977788432382,1,Laboratory,0.9997829098,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.994392835545
158,ABO GROUP,abo group,391.0,Laboratory,Nursing Services,19.0,78.9473684211,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.977788432382,1,Laboratory,0.9997829098,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.994392835545
159,ABO GROUP,abo group,424.0,Laboratory,PT / OT / Speech Therapy,30.0,83.3333333333,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.977788432382,1,Laboratory,0.9997829098,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.994392835545
