descrip	cleaned_descrip	rev_code	units	billed_amount	norm_billed_amount	NORM_DESC	CHRG_CLS	amount_bins	Dominant CC1	Dominant CC2	# of descriptions	% Dominance1	% Dominance2
01522077-HB VERIGENE PROBE, EACH ORGANISM	01522077 HB VERIGENE PROBE EACH ORGANISM	300.0	11.0	479.71	43.61	verigene probe each organism	Laboratory	(40, 60]	Laboratory	Pharmacy	1050.0	29.0476190476	29.0476190476
01612290-HB SDS NURSING PREP FOR MR OTHER	01612290 HB SDS NURSING PREP FOR MR OTHER	610.0	1.0	588.7	588.7	same day surgery nursing preparation for mr other	Nursing Services	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
01612435-HB SENSOR OXIM INF L18IN ADH S	01612435 HB SENSOR OXIM INF L18IN ADH S	270.0	1.0	75.01	75.01	sensor oximetry infusion length 18 inches adhesive strip	Supply	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
01621001 - RB 6E STEP DOWN ICU	01621001 RB 6E STEP DOWN ICU	206.0	1.0	4032.0	4032.0	room_and_board 6e step down intensive_care_unit	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
018 CHIKAI WIRE	018 CHIKAI WIRE	621.0	1.0	1727.65	1727.65	018 chikai wire	Supply	(1000, 2500]	Radiology	Supply	461.0	21.0412147505	13.6659436009
01855002 - RB 1MICU MEDICAL	01855002 RB 1MICU MEDICAL	202.0	1.0	5565.0	5565.0	room_and_board medical intestive care unit medical	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
02 SATURATION	02 SATURATION	300.0	1.0	256.0	250.0	oxygen saturation	Monitoring	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
02 SATURATION	02 SATURATION	301.0	1.0	90.88	90.88	oxygen saturation	Monitoring	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
02 SATURATION	02 SATURATION	410.0	1.0	244.0	244.0	oxygen saturation	Monitoring	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
02 SATURATION -	02 SATURATION 	460.0	1.0	163.0	163.0	oxygen saturation	Monitoring	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
02336923-HB ABO TYPING, C30	02336923 HB ABO TYPING C30	302.0	1.0	38.41	38.41	abo typing c30	Laboratory	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
03400001 - RB 5 MAIN MS SEMI-PVT	03400001 RB 5 MAIN MS SEMI PVT	121.0	1.0	1440.0	1440.0	room_and_board 5 main semi private	Room and Board	(1000, 2500]	Radiology	Supply	461.0	21.0412147505	13.6659436009
03412137-HB MEDICAL GAS ADMINISTRATION	03412137 HB MEDICAL GAS ADMINISTRATION	272.0	1.0	192.07	192.07	medical gas administration	Respiratory Therapy	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
03412194-HB OXIMETRY SPOT CHECK,SINGLE	03412194 HB OXIMETRY SPOT CHECK SINGLE	460.0	1.0	115.27	115.27	oximetry spot check single	Monitoring	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
03500001 - RB 4 MS INTERMED CCU	03500001 RB 4 MS INTERMED CCU	214.0	1.0	2688.0	2688.0	room_and_board 4 intermedial critical_care_unit	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
03600001 - RB 4 WEST MED ICU	03600001 RB 4 WEST MED ICU	202.0	1.0	5565.0	5565.0	room_and_board 4 west medical intensive_care_unit	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
03600007 - RB 4 WEST ICU SURG	03600007 RB 4 WEST ICU SURG	201.0	1.0	5565.0	5565.0	room_and_board 4 west intensive_care_unit surgical	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
03650070-HB OXIMETRY, CONTINUOUS OVERNIGHT	03650070 HB OXIMETRY CONTINUOUS OVERNIGHT	460.0	1.0	507.64	507.64	oximetry continuous overnight	Monitoring	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
03650080-HB OXIMETRY SPOT CHECK,SINGLE	03650080 HB OXIMETRY SPOT CHECK SINGLE	460.0	1.0	115.27	115.27	oximetry spot check single	Monitoring	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
03650471-HB OXIMETRY SPOT CHECK, MULTIPLE	03650471 HB OXIMETRY SPOT CHECK MULTIPLE	460.0	1.0	507.64	507.64	oximetry spot check multiple	Monitoring	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
03666001 - RB 4 WEST STEP DOWN ICU	03666001 RB 4 WEST STEP DOWN ICU	206.0	1.0	4032.0	4032.0	room_and_board 4 west step down intensive_care_unit	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
04500010 - EMER GSH CRIT CARE 30-74MIN	04500010 EMER GSH CRIT CARE 30 74MIN	450.0	1.0	2795.0	2795.0	emergency gsh critical care 30-74min	Other	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
06200653-HB C. DIFFICILE TOXIN	06200653 HB C. DIFFICILE TOXIN	306.0	1.0	196.67	196.67	c difficile toxin	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
06500001 - POC BS GLUCOSE 4E TELE (GS)	06500001 POC BS GLUCOSE 4E TELE GS 	300.0	3.0	0.0	0.0	point_of_care blood_sugar glucose 4e telemetry	Monitoring	(-10, 0]	Supply	Pharmacy	253.0	24.9011857708	21.3438735178
06600001 - POC BS GLUCOSE 4W ICU (GS)	06600001 POC BS GLUCOSE 4W ICU GS 	300.0	3.0	0.0	0.0	point_of_care blood_sugar glucose 4w intensive_care_unit general surgery	Monitoring	(-10, 0]	Supply	Pharmacy	253.0	24.9011857708	21.3438735178
06660004 - RB 2 WEST ROUTINE	06660004 RB 2 WEST ROUTINE	121.0	1.0	1440.0	1440.0	room_and_board 2 west routine	Room and Board	(1000, 2500]	Radiology	Supply	461.0	21.0412147505	13.6659436009
1 25 DIHYDROXY INCLUDES FR	1 25 DIHYDROXY INCLUDES FR	300.0	1.0	503.0	503.0	1 25 dihydroxy includes fr	Laboratory	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
HB 10% DEXTROSE/0.9% NACL 1000ML	10% DEXTROSE/0.9% NACL 1000ML	258.0	1.0	32.73	32.73	10% dextrose/0.9% sodium_chloride 1000 ml	Pharmacy	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
10508100 - DXTRSE 5%/WATER / 500ML (100ML	10508100 DXTRSE 5%/WATER / 500ML 100ML	258.0	1.0	25.2	25.2	dextrose 5%/water/500_ml 100_ml	Diluent / flush / Irrigant	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
10540800 - SOD CHLORIDE 0.9/500ML IV SOL	10540800 SOD CHLORIDE 0.9/500ML IV SOL	258.0	1.0	5.04	5.04	sodium_chloride 0.9/500_ml intravenous solution	Diluent / flush / Irrigant	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
10541000 - SOD CHLORIDE 0.9% PER 250ML	10541000 SOD CHLORIDE 0.9% PER 250ML	258.0	1.0	3.78	3.78	sodium_chloride 0.9% per 250_ml	Diluent / flush / Irrigant	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
10542000 - SOD CHLORIDE 0.9%/250ML 100ML	10542000 SOD CHLORIDE 0.9%/250ML 100ML	258.0	1.0	15.21	12.6	sodium_chloride 0.9%/250_ml 100_ml	Diluent / flush / Irrigant	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
10543000 - SOD CHLORIDE 0.9%/250ML 50ML	10543000 SOD CHLORIDE 0.9%/250ML 50ML	258.0	2.0	28.98	25.2	sodium_chloride 0.9%/250_ml 50_ml	Diluent / flush / Irrigant	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
10555312 - SOD CHLORIDE 3% FOR INHALATION	10555312 SOD CHLORIDE 3% FOR INHALATION	250.0	10.0	6.1	0.61	sodium_chloride 3% for inhalation	Diluent / flush / Irrigant	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
10F CORPAK ULT-LITE SB7 209551	10F CORPAK ULT LITE SB7 209551	272.0	1.0	63.0	63.0	10 corpak ultra liter sb7 209551	Supply	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
10FR DILATOR	10FR DILATOR	278.0	1.0	95.09	95.09	10fr dilator	Supply	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
11001212 - ACETAZOLAMIDE SOD UP TO 500MG	11001212 ACETAZOLAMIDE SOD UP TO 500MG	250.0	1.0	96.62	96.62	acetazolamide sodium up to 500_mg	Pharmacy	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
11021032 - ACETAMINOPHEN SOLN 650MG	11021032 ACETAMINOPHEN SOLN 650MG	250.0	1.0	1.06	1.06	acetaminophen solution 650_mg	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
11021082 - ACETAMINOPHEN 325MG	11021082 ACETAMINOPHEN 325MG	250.0	2.0	0.0	0.0	acetaminophen 325_mg	Pharmacy	(-10, 0]	Supply	Pharmacy	253.0	24.9011857708	21.3438735178
11030002 - ACETYLCYSTEINE 200MG/ML 30ML	11030002 ACETYLCYSTEINE 200MG/ML 30ML	250.0	2.0	63.56	31.78	acetylcysteine 200_mg/ml 30_ml	Pharmacy	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
11030012 - ACETYLCYSTEINE 200MG/ML 4ML	11030012 ACETYLCYSTEINE 200MG/ML 4ML	250.0	2.0	33.14	16.57	acetylcysteine 200_mg/ml 4_ml	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
11030222 - ACETYLCYSTEN INJ 100MG(30ML)VL	11030222 ACETYLCYSTEN INJ 100MG 30ML VL	250.0	60.0	888.46	14.8076666667	acetylcysteine injection 100_mg 30_ml vial	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
11034272 - PROBIOTIC ORAL SUSP PER 1ML	11034272 PROBIOTIC ORAL SUSP PER 1ML	250.0	1.0	1.81	1.81	probiotic oral suspension per 1_ml	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
11041282 - ALTEPLASE 1MG, INJ	11041282 ALTEPLASE 1MG INJ	250.0	2.0	613.06	294.97	alteplase 1_mg injection	Pharmacy	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
11065262 - INFUSION, ALBUMIN 25% 50 ML	11065262 INFUSION ALBUMIN 25% 50 ML	250.0	4.0	834.63	208.66	infusion albumin 25% 50_ml	Pharmacy	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
11066132 - ALBUTEROL/IPRATRPIUM 25.MG/0.5	11066132 ALBUTEROL/IPRATRPIUM 25.MG/0.5	250.0	5.0	5.6	1.13	albuterol/ipratropium 25.mg/0.5	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
11066150 - ALBUTEROL HFA 90MCG INH	11066150 ALBUTEROL HFA 90MCG INH	250.0	1.0	77.28	77.28	albuterol hfa 90mcg inhaled	Pharmacy	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
11066252 - ALBUTEROL SULF 0.83MG/ML 3ML	11066252 ALBUTEROL SULF 0.83MG/ML 3ML	250.0	5.0	3.6	0.72	albuterol sulfate 0.83_mg/ml 3_ml	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
11111132 - NON - CHARGEABLE MEDICATION	11111132 NON CHARGEABLE MEDICATION	250.0	3.0	0.0	0.0	non chargeable medication	Pharmacy	(-10, 0]	Supply	Pharmacy	253.0	24.9011857708	21.3438735178
11142212 - AMIKACIN SULFATE 100MG INJ	11142212 AMIKACIN SULFATE 100MG INJ	250.0	15.0	116.13	6.83117647059	amikacin sulfate 100_mg injection	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
11192002 - AMMONIUM LACTATE LOTION 225GM	11192002 AMMONIUM LACTATE LOTION 225GM	250.0	1.0	6.96	6.96	ammonium lactate lotion 225_gm	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
11265042 - ASPIRIN TAB CHEW 81MG	11265042 ASPIRIN TAB CHEW 81MG	250.0	1.0	0.0	0.0	aspirin tablet chew 81_mg	Pharmacy	(-10, 0]	Supply	Pharmacy	253.0	24.9011857708	21.3438735178
11295012 - AZITHROMYCIN TABLET 250MG	11295012 AZITHROMYCIN TABLET 250MG	250.0	1.0	6.45	6.45	azithromycin tablet 250_mg	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
11299622 - AZTREONAM 2GM INJ MB+	11299622 AZTREONAM 2GM INJ MB+	250.0	3.0	675.87	225.29	aztreonam 2_gm injection mb and	Pharmacy	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
11332962 - IOHEXOL 240MG/ML ORAL 50ML	11332962 IOHEXOL 240MG/ML ORAL 50ML	250.0	1.0	0.0	0.0	iohexol 240_mg/ml oral 50_ml	Pharmacy	(-10, 0]	Supply	Pharmacy	253.0	24.9011857708	21.3438735178
11395212 - BENGAY GREASELESS CREAM	11395212 BENGAY GREASELESS CREAM	250.0	1.0	3.28	3.28	bengay greaseless cream	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
11435002 - BISACODYL SUPP.RECT 10MG	11435002 BISACODYL SUPP.RECT 10MG	250.0	1.0	0.1	0.1	bisacodyl suppository rectal 10_mg	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
11475062 - BUDESONIDE 0.5MG PER 2ML NEB	11475062 BUDESONIDE 0.5MG PER 2ML NEB	250.0	2.0	59.78	29.89	budesonide 0.5_mg per 2_ml nebulizer	Pharmacy	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
11482002 - BUMETANIDE TABLET 2MG	11482002 BUMETANIDE TABLET 2MG	250.0	1.0	4.14	4.14	bumetanide tablet 2_mg	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
11482022 - BUMETANIDE TABLET 1MG	11482022 BUMETANIDE TABLET 1MG	250.0	1.0	2.23	2.23	bumetanide tablet 1_mg	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
11482052 - BUMETANIDE 1 MG	11482052 BUMETANIDE 1 MG	250.0	1.5	15.09	10.06	bumetanide 1_mg	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
11482222 - BUMETANIDE 0.25MG/ML 10ML	11482222 BUMETANIDE 0.25MG/ML 10ML	250.0	3.0	26.16	8.72	bumetanide 0.25_mg/ml 10_ml	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
11501458-HB CATHETER CV BRVC OD4.2FR W/O V	11501458 HB CATHETER CV BRVC OD4.2FR W/O V	278.0	1.0	539.0	539.0	catheter central venous broviac od4.2fr without view	Supply	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
11501648-HB CATHETER THRACNTSIS SIL OD36FR	11501648 HB CATHETER THRACNTSIS SIL OD36FR	270.0	1.0	68.0	68.0	catheter thoracentesis silicone od36fr	Supply	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
11502928-HB KIT GASTMY M-KEY SIL L1.5CM OD	11502928 HB KIT GASTMY M KEY SIL L1.5CM OD	270.0	1.0	361.0	361.0	kit gastrostomy mic key silicone length 1.5cm od	Supply	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
11502937-HB KIT GASTMY M-KEY SIL L2.0CM OD	11502937 HB KIT GASTMY M KEY SIL L2.0CM OD	270.0	1.0	361.0	361.0	kit gastrostomy mic key sil l2.0cm od	Supply	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
11502970-HB KIT IV 3-4 YR PREOP	11502970 HB KIT IV 3 4 YR PREOP	270.0	1.0	71.0	71.0	kit intravenous 3 to 4 years preoperative	Supply	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
11503880-HB SUTURE ABSRB VCL 3-0 RB-1 BRD	11503880 HB SUTURE ABSRB VCL 3 0 RB 1 BRD	270.0	9.0	3069.0	341.0	suture absorbable vicryl 3 0 rb 1 brd	Supply	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
11505971-HB CATHETER ANGIO 5FR JB1 50CM PE	11505971 HB CATHETER ANGIO 5FR JB1 50CM PE	270.0	1.0	212.0	212.0	catheter angiography 5fr jb1 50cm pe	Supply	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
11505980-HB CATHETER ANGIO 5FR STRG 65CM P	11505980 HB CATHETER ANGIO 5FR STRG 65CM P	270.0	1.0	72.0	72.0	catheter angiography 5fr strg 65cm p	Supply	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
11506731-HB CATHETER STRAIGHT GLIDE 5FR 65	11506731 HB CATHETER STRAIGHT GLIDE 5FR 65	270.0	1.0	249.0	249.0	catheter straight glide 5fr 65	Supply	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
11512852-HB KIT CVC DRESSING CHANGE	11512852 HB KIT CVC DRESSING CHANGE	270.0	1.0	73.0	73.0	kit central venous catheter dressing change	Supply	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
11514639-HB CANN NSL CO2/O2 W/DEHUMID INF	11514639 HB CANN NSL CO2/O2 W/DEHUMID INF	270.0	2.0	276.0	138.0	cannula nasal carbon dioxide/oxygen with dehumid infusion	Supply	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
11514640-HB CANN NSL CO2 W/DEHUMID ADULT	11514640 HB CANN NSL CO2 W/DEHUMID ADULT	270.0	1.0	120.0	120.0	cannula nasal carbon_dioxide with dehumid adult	Supply	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
11514641-HB CANN NSL CO2 W/DEHUMID PED	11514641 HB CANN NSL CO2 W/DEHUMID PED	270.0	1.0	120.0	120.0	cannula nasal carbon_dioxide with dehumid pediatric	Supply	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
11514642-HB CANN NSL CO2 W/DEHUMID INF	11514642 HB CANN NSL CO2 W/DEHUMID INF	270.0	1.0	120.0	120.0	cannula nasal carbon_dioxide with dehumid infusion	Supply	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
11544012 - CALCIUM ACETATE TABLET 667MG	11544012 CALCIUM ACETATE TABLET 667MG	250.0	3.0	5.4	1.8	calcium acetate tablet 667_mg	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
11555222 - CALCIUM GLUCONATE PER 10 ML	11555222 CALCIUM GLUCONATE PER 10 ML	250.0	2.0	26.25	6.8	calcium gluconate per 10_ml	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
11603152 - CARBXYMTHYLCELLLS .5%BX/30	11603152 CARBXYMTHYLCELLLS .5%BX/30	250.0	1.0	14.16	14.16	carboxymethylcellulose 0.5% box/30	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
11613032 - CARVEDILOL TABLET 12.5MG	11613032 CARVEDILOL TABLET 12.5MG	250.0	2.0	0.78	0.39	carvedilol tablet 12.5_mg	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
11625262 - INJ CEFEPIME PER 500MG MB+	11625262 INJ CEFEPIME PER 500MG MB+	250.0	8.0	101.06	12.63	injection cefepime per 500_mg mb and	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
11625272 - CEFEPIME PER 500MG MB+	11625272 CEFEPIME PER 500MG MB+	250.0	2.0	28.95	14.47	cefepime per 500_mg mb and	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
11670002 - CHLORASEPTIC SPRAY 180ML	11670002 CHLORASEPTIC SPRAY 180ML	250.0	1.0	4.25	4.25	chloraseptic spray 180_ml	Supply	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
11679032 - CHLORHEXIDINE ORAL RINSE 15ML	11679032 CHLORHEXIDINE ORAL RINSE 15ML	250.0	3.0	7.92	2.64	chlorhexidine oral rinse 15_ml	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
11774032 - CLONIDINE HCL 0.1MG TABLET	11774032 CLONIDINE HCL 0.1MG TABLET	250.0	2.0	0.4	0.2	clonidine hcl 0.1_mg tablet	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
11791262 - CODLIVEROIL/ZINC OXD OINT113GM	11791262 CODLIVEROIL/ZINC OXD OINT113GM	250.0	1.0	9.7	9.7	cod_liver_oil/zinc_oxide ointment 113_grams	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
11885262 - CHOLECALCIFEROL 1000 IU TABLET	11885262 CHOLECALCIFEROL 1000 IU TABLET	250.0	2.0	0.12	0.06	cholecalciferol 1000 iu tablet	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
12007216 - DARBEPOETIN (ESRD) 1MCG/ML	12007216 DARBEPOETIN ESRD 1MCG/ML	250.0	100.0	1812.0	18.12	darbepoetin esrd 1_mcg/ml	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
12037212 - PERFLUTREN LIPID MICROSPH/ML	12037212 PERFLUTREN LIPID MICROSPH/ML	250.0	2.0	592.8	296.4	perflutren lipid microspheres per ml	Pharmacy	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
12085282 - DIAZEPAM UP TO 5 MG INJ	12085282 DIAZEPAM UP TO 5 MG INJ	250.0	3.0	138.72	34.68	diazepam up to 5_mg injection	Pharmacy	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
12155002 - DOCUSATE SODIUM CAPSULE 100MG	12155002 DOCUSATE SODIUM CAPSULE 100MG	250.0	2.0	0.1	0.05	docusate sodium capsule 100_mg	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
12155022 - DOCUSATE SODIUM 150MG/15ML	12155022 DOCUSATE SODIUM 150MG/15ML	250.0	2.0	1.88	0.94	docusate sodium 150_mg/15_ml	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
12248292 - FORMOTRL 5/MOMETAS200MCG 8.8GM	12248292 FORMOTRL 5/MOMETAS200MCG 8.8GM	250.0	1.0	238.64	238.64	formotrl 5/mometas200mcg 8.8_gm	Pharmacy	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
12386212 - ENOXAPARIN SODIUM, 10 MG, INJ	12386212 ENOXAPARIN SODIUM 10 MG INJ	250.0	2.0	27.66	13.83	enoxaparin sodium 10_mg injection	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
12386292 - ENOXAPARIN SODIUM, 10 MG, INJ	12386292 ENOXAPARIN SODIUM 10 MG INJ	250.0	18.0	621.18	34.51	enoxaparin sodium 10_mg injection	Pharmacy	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
12386332 - ENOXAPARIN SODIUM, 10MG, INJ	12386332 ENOXAPARIN SODIUM 10MG INJ	250.0	26.0	174.84	8.13	enoxaparin sodium 10_mg injection	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
12432212 - BASE FLUID *QS* INJ	12432212 BASE FLUID QS INJ	250.0	2.0	0.0	0.0	base fluid quantity_sufficient injection	Diluent / flush / Irrigant	(-10, 0]	Supply	Pharmacy	253.0	24.9011857708	21.3438735178
12455600 - VANCOMYCIN 50MG PER 1ML ORAL	12455600 VANCOMYCIN 50MG PER 1ML ORAL	250.0	12.0	22.8	1.9	vancomycin 50_mg per 1_ml oral	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
12465212 - ETOMIDATE 2MG/ML 10ML	12465212 ETOMIDATE 2MG/ML 10ML	250.0	1.0	27.32	27.32	etomidate 2_mg/ml 10_ml	Pharmacy	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
12474072 - HYDROCERIN CREAM 113GM TOPICAL	12474072 HYDROCERIN CREAM 113GM TOPICAL	250.0	1.0	4.64	4.64	hydrocerin cream 113_gm topical	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
12478012 - FAMOTIDINE TABLET 20MG	12478012 FAMOTIDINE TABLET 20MG	250.0	2.0	0.66	0.33	famotidine tablet 20_mg	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
12481222 - FENTANYL CITRATE 0.1MG INJ	12481222 FENTANYL CITRATE 0.1MG INJ	250.0	1.0	4.21	4.17	fentanyl citrate 0.1_mg injection	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
12481592 - FENTANYL CITRATE 0.1MG INJ	12481592 FENTANYL CITRATE 0.1MG INJ	250.0	50.0	243.0	4.86	fentanyl citrate 0.1_mg injection	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
12563192 - FLUTICASONE 0.05% NASAL  16GM	12563192 FLUTICASONE 0.05% NASAL 16GM	250.0	1.0	25.61	25.61	fluticasone 0.05% nasal 16_grams	Pharmacy	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
12590032 - FUROSEMIDE TABLET 40MG	12590032 FUROSEMIDE TABLET 40MG	250.0	1.0	0.19	0.19	furosemide tablet 40_mg	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
12590042 - FUROSEMIDE TABLET 80MG	12590042 FUROSEMIDE TABLET 80MG	250.0	2.0	0.7	0.35	furosemide tablet 80_mg	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
12590192 - FUROSEMIDE PER 20MG INJ	12590192 FUROSEMIDE PER 20MG INJ	250.0	2.5	16.23	6.49	furosemide per 20_mg injection	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
12590212 - FUROSEMIDE, UP TO 20 MG, INJ	12590212 FUROSEMIDE UP TO 20 MG INJ	250.0	20.0	57.4	2.87	furosemide up to 20_mg injection	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
12590222 - FUROSEMIDE, UP TO 20 MG, INJ	12590222 FUROSEMIDE UP TO 20 MG INJ	250.0	2.0	19.7	9.71	furosemide up to 20_mg injection	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
12671022 - GABAPENTIN CAPSULE 300MG	12671022 GABAPENTIN CAPSULE 300MG	250.0	3.0	1.95	0.65	gabapentin capsule 300_mg	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
