descrip	cleaned_descrip	rev_code	units	billed_amount	norm_billed_amount	NORM_DESC	CHRG_CLS	Dominant CC	# of descriptions	% Dominance
06500001 - POC BS GLUCOSE 4E TELE (GS)	06500001 POC BS GLUCOSE 4E TELE GS 	300.0	3.0	0.0	0.0	point_of_care blood_sugar glucose 4e telemetry	Monitoring	Laboratory	1097.0	79.1248860529
06600001 - POC BS GLUCOSE 4W ICU (GS)	06600001 POC BS GLUCOSE 4W ICU GS 	300.0	3.0	0.0	0.0	point_of_care blood_sugar glucose 4w intensive_care_unit general surgery	Monitoring	Laboratory	1097.0	79.1248860529
06660004 - RB 2 WEST ROUTINE	06660004 RB 2 WEST ROUTINE	121.0	1.0	1440.0	1440.0	room_and_board 2 west routine	Room and Board	Room and Board	11.0	90.9090909091
1 25 DIHYDROXY INCLUDES FR	1 25 DIHYDROXY INCLUDES FR	300.0	1.0	503.0	503.0	1 25 dihydroxy includes fr	Laboratory	Laboratory	1097.0	79.1248860529
HB 10% DEXTROSE/0.9% NACL 1000ML	10% DEXTROSE/0.9% NACL 1000ML	258.0	1.0	32.73	32.73	10% dextrose/0.9% sodium_chloride 1000 ml	Pharmacy	Diluent / Flush / Irrigant	392.0	55.612244898
10508100 - DXTRSE 5%/WATER / 500ML (100ML	10508100 DXTRSE 5%/WATER / 500ML 100ML	258.0	1.0	25.2	25.2	dextrose 5%/water/500_ml 100_ml	Diluent / flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
10540800 - SOD CHLORIDE 0.9/500ML IV SOL	10540800 SOD CHLORIDE 0.9/500ML IV SOL	258.0	1.0	5.04	5.04	sodium_chloride 0.9/500_ml intravenous solution	Diluent / flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
10541000 - SOD CHLORIDE 0.9% PER 250ML	10541000 SOD CHLORIDE 0.9% PER 250ML	258.0	1.0	3.78	3.78	sodium_chloride 0.9% per 250_ml	Diluent / flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
10542000 - SOD CHLORIDE 0.9%/250ML 100ML	10542000 SOD CHLORIDE 0.9%/250ML 100ML	258.0	1.0	15.21	12.6	sodium_chloride 0.9%/250_ml 100_ml	Diluent / flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
10543000 - SOD CHLORIDE 0.9%/250ML 50ML	10543000 SOD CHLORIDE 0.9%/250ML 50ML	258.0	2.0	28.98	25.2	sodium_chloride 0.9%/250_ml 50_ml	Diluent / flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
10555312 - SOD CHLORIDE 3% FOR INHALATION	10555312 SOD CHLORIDE 3% FOR INHALATION	250.0	10.0	6.1	0.61	sodium_chloride 3% for inhalation	Diluent / flush / Irrigant	Pharmacy	2692.0	76.0401188707
10F CORPAK ULT-LITE SB7 209551	10F CORPAK ULT LITE SB7 209551	272.0	1.0	63.0	63.0	10 corpak ultra liter sb7 209551	Supply	Supply	833.0	84.393757503
10FR DILATOR	10FR DILATOR	278.0	1.0	95.09	95.09	10fr dilator	Supply	Implant	148.0	50.0
11001212 - ACETAZOLAMIDE SOD UP TO 500MG	11001212 ACETAZOLAMIDE SOD UP TO 500MG	250.0	1.0	96.62	96.62	acetazolamide sodium up to 500_mg	Pharmacy	Pharmacy	2692.0	76.0401188707
11021032 - ACETAMINOPHEN SOLN 650MG	11021032 ACETAMINOPHEN SOLN 650MG	250.0	1.0	1.06	1.06	acetaminophen solution 650_mg	Pharmacy	Pharmacy	2692.0	76.0401188707
11021082 - ACETAMINOPHEN 325MG	11021082 ACETAMINOPHEN 325MG	250.0	2.0	0.0	0.0	acetaminophen 325_mg	Pharmacy	Pharmacy	2692.0	76.0401188707
11030002 - ACETYLCYSTEINE 200MG/ML 30ML	11030002 ACETYLCYSTEINE 200MG/ML 30ML	250.0	2.0	63.56	31.78	acetylcysteine 200_mg/ml 30_ml	Pharmacy	Pharmacy	2692.0	76.0401188707
11030012 - ACETYLCYSTEINE 200MG/ML 4ML	11030012 ACETYLCYSTEINE 200MG/ML 4ML	250.0	2.0	33.14	16.57	acetylcysteine 200_mg/ml 4_ml	Pharmacy	Pharmacy	2692.0	76.0401188707
11030222 - ACETYLCYSTEN INJ 100MG(30ML)VL	11030222 ACETYLCYSTEN INJ 100MG 30ML VL	250.0	60.0	888.46	14.8076666667	acetylcysteine injection 100_mg 30_ml vial	Pharmacy	Pharmacy	2692.0	76.0401188707
11034272 - PROBIOTIC ORAL SUSP PER 1ML	11034272 PROBIOTIC ORAL SUSP PER 1ML	250.0	1.0	1.81	1.81	probiotic oral suspension per 1_ml	Pharmacy	Pharmacy	2692.0	76.0401188707
11041282 - ALTEPLASE 1MG, INJ	11041282 ALTEPLASE 1MG INJ	250.0	2.0	613.06	294.97	alteplase 1_mg injection	Pharmacy	Pharmacy	2692.0	76.0401188707
11065262 - INFUSION, ALBUMIN 25% 50 ML	11065262 INFUSION ALBUMIN 25% 50 ML	250.0	4.0	834.63	208.66	infusion albumin 25% 50_ml	Pharmacy	Pharmacy	2692.0	76.0401188707
11066132 - ALBUTEROL/IPRATRPIUM 25.MG/0.5	11066132 ALBUTEROL/IPRATRPIUM 25.MG/0.5	250.0	5.0	5.6	1.13	albuterol/ipratropium 25.mg/0.5	Pharmacy	Pharmacy	2692.0	76.0401188707
11066150 - ALBUTEROL HFA 90MCG INH	11066150 ALBUTEROL HFA 90MCG INH	250.0	1.0	77.28	77.28	albuterol hfa 90mcg inhaled	Pharmacy	Pharmacy	2692.0	76.0401188707
11066252 - ALBUTEROL SULF 0.83MG/ML 3ML	11066252 ALBUTEROL SULF 0.83MG/ML 3ML	250.0	5.0	3.6	0.72	albuterol sulfate 0.83_mg/ml 3_ml	Pharmacy	Pharmacy	2692.0	76.0401188707
11111132 - NON - CHARGEABLE MEDICATION	11111132 NON CHARGEABLE MEDICATION	250.0	3.0	0.0	0.0	non chargeable medication	Pharmacy	Pharmacy	2692.0	76.0401188707
11142212 - AMIKACIN SULFATE 100MG INJ	11142212 AMIKACIN SULFATE 100MG INJ	250.0	15.0	116.13	6.83117647059	amikacin sulfate 100_mg injection	Pharmacy	Pharmacy	2692.0	76.0401188707
11192002 - AMMONIUM LACTATE LOTION 225GM	11192002 AMMONIUM LACTATE LOTION 225GM	250.0	1.0	6.96	6.96	ammonium lactate lotion 225_gm	Pharmacy	Pharmacy	2692.0	76.0401188707
11265042 - ASPIRIN TAB CHEW 81MG	11265042 ASPIRIN TAB CHEW 81MG	250.0	1.0	0.0	0.0	aspirin tablet chew 81_mg	Pharmacy	Pharmacy	2692.0	76.0401188707
11295012 - AZITHROMYCIN TABLET 250MG	11295012 AZITHROMYCIN TABLET 250MG	250.0	1.0	6.45	6.45	azithromycin tablet 250_mg	Pharmacy	Pharmacy	2692.0	76.0401188707
11299622 - AZTREONAM 2GM INJ MB+	11299622 AZTREONAM 2GM INJ MB+	250.0	3.0	675.87	225.29	aztreonam 2_gm injection mb and	Pharmacy	Pharmacy	2692.0	76.0401188707
11332962 - IOHEXOL 240MG/ML ORAL 50ML	11332962 IOHEXOL 240MG/ML ORAL 50ML	250.0	1.0	0.0	0.0	iohexol 240_mg/ml oral 50_ml	Pharmacy	Pharmacy	2692.0	76.0401188707
11395212 - BENGAY GREASELESS CREAM	11395212 BENGAY GREASELESS CREAM	250.0	1.0	3.28	3.28	bengay greaseless cream	Pharmacy	Pharmacy	2692.0	76.0401188707
11435002 - BISACODYL SUPP.RECT 10MG	11435002 BISACODYL SUPP.RECT 10MG	250.0	1.0	0.1	0.1	bisacodyl suppository rectal 10_mg	Pharmacy	Pharmacy	2692.0	76.0401188707
11475062 - BUDESONIDE 0.5MG PER 2ML NEB	11475062 BUDESONIDE 0.5MG PER 2ML NEB	250.0	2.0	59.78	29.89	budesonide 0.5_mg per 2_ml nebulizer	Pharmacy	Pharmacy	2692.0	76.0401188707
11482002 - BUMETANIDE TABLET 2MG	11482002 BUMETANIDE TABLET 2MG	250.0	1.0	4.14	4.14	bumetanide tablet 2_mg	Pharmacy	Pharmacy	2692.0	76.0401188707
11482022 - BUMETANIDE TABLET 1MG	11482022 BUMETANIDE TABLET 1MG	250.0	1.0	2.23	2.23	bumetanide tablet 1_mg	Pharmacy	Pharmacy	2692.0	76.0401188707
11482052 - BUMETANIDE 1 MG	11482052 BUMETANIDE 1 MG	250.0	1.5	15.09	10.06	bumetanide 1_mg	Pharmacy	Pharmacy	2692.0	76.0401188707
11482222 - BUMETANIDE 0.25MG/ML 10ML	11482222 BUMETANIDE 0.25MG/ML 10ML	250.0	3.0	26.16	8.72	bumetanide 0.25_mg/ml 10_ml	Pharmacy	Pharmacy	2692.0	76.0401188707
11501458-HB CATHETER CV BRVC OD4.2FR W/O V	11501458 HB CATHETER CV BRVC OD4.2FR W/O V	278.0	1.0	539.0	539.0	catheter central venous broviac od4.2fr without view	Supply	Implant	148.0	50.0
11501648-HB CATHETER THRACNTSIS SIL OD36FR	11501648 HB CATHETER THRACNTSIS SIL OD36FR	270.0	1.0	68.0	68.0	catheter thoracentesis silicone od36fr	Supply	Supply	1919.0	86.294945284
11502928-HB KIT GASTMY M-KEY SIL L1.5CM OD	11502928 HB KIT GASTMY M KEY SIL L1.5CM OD	270.0	1.0	361.0	361.0	kit gastrostomy mic key silicone length 1.5cm od	Supply	Supply	1919.0	86.294945284
11502937-HB KIT GASTMY M-KEY SIL L2.0CM OD	11502937 HB KIT GASTMY M KEY SIL L2.0CM OD	270.0	1.0	361.0	361.0	kit gastrostomy mic key sil l2.0cm od	Supply	Supply	1919.0	86.294945284
11502970-HB KIT IV 3-4 YR PREOP	11502970 HB KIT IV 3 4 YR PREOP	270.0	1.0	71.0	71.0	kit intravenous 3 to 4 years preoperative	Supply	Supply	1919.0	86.294945284
11503880-HB SUTURE ABSRB VCL 3-0 RB-1 BRD	11503880 HB SUTURE ABSRB VCL 3 0 RB 1 BRD	270.0	9.0	3069.0	341.0	suture absorbable vicryl 3 0 rb 1 brd	Supply	Supply	1919.0	86.294945284
11505971-HB CATHETER ANGIO 5FR JB1 50CM PE	11505971 HB CATHETER ANGIO 5FR JB1 50CM PE	270.0	1.0	212.0	212.0	catheter angiography 5fr jb1 50cm pe	Supply	Supply	1919.0	86.294945284
11505980-HB CATHETER ANGIO 5FR STRG 65CM P	11505980 HB CATHETER ANGIO 5FR STRG 65CM P	270.0	1.0	72.0	72.0	catheter angiography 5fr strg 65cm p	Supply	Supply	1919.0	86.294945284
11506731-HB CATHETER STRAIGHT GLIDE 5FR 65	11506731 HB CATHETER STRAIGHT GLIDE 5FR 65	270.0	1.0	249.0	249.0	catheter straight glide 5fr 65	Supply	Supply	1919.0	86.294945284
11512852-HB KIT CVC DRESSING CHANGE	11512852 HB KIT CVC DRESSING CHANGE	270.0	1.0	73.0	73.0	kit central venous catheter dressing change	Supply	Supply	1919.0	86.294945284
11514639-HB CANN NSL CO2/O2 W/DEHUMID INF	11514639 HB CANN NSL CO2/O2 W/DEHUMID INF	270.0	2.0	276.0	138.0	cannula nasal carbon dioxide/oxygen with dehumid infusion	Supply	Supply	1919.0	86.294945284
11514640-HB CANN NSL CO2 W/DEHUMID ADULT	11514640 HB CANN NSL CO2 W/DEHUMID ADULT	270.0	1.0	120.0	120.0	cannula nasal carbon_dioxide with dehumid adult	Supply	Supply	1919.0	86.294945284
11514641-HB CANN NSL CO2 W/DEHUMID PED	11514641 HB CANN NSL CO2 W/DEHUMID PED	270.0	1.0	120.0	120.0	cannula nasal carbon_dioxide with dehumid pediatric	Supply	Supply	1919.0	86.294945284
11514642-HB CANN NSL CO2 W/DEHUMID INF	11514642 HB CANN NSL CO2 W/DEHUMID INF	270.0	1.0	120.0	120.0	cannula nasal carbon_dioxide with dehumid infusion	Supply	Supply	1919.0	86.294945284
11544012 - CALCIUM ACETATE TABLET 667MG	11544012 CALCIUM ACETATE TABLET 667MG	250.0	3.0	5.4	1.8	calcium acetate tablet 667_mg	Pharmacy	Pharmacy	2692.0	76.0401188707
11555222 - CALCIUM GLUCONATE PER 10 ML	11555222 CALCIUM GLUCONATE PER 10 ML	250.0	2.0	26.25	6.8	calcium gluconate per 10_ml	Pharmacy	Pharmacy	2692.0	76.0401188707
11603152 - CARBXYMTHYLCELLLS .5%BX/30	11603152 CARBXYMTHYLCELLLS .5%BX/30	250.0	1.0	14.16	14.16	carboxymethylcellulose 0.5% box/30	Pharmacy	Pharmacy	2692.0	76.0401188707
11613032 - CARVEDILOL TABLET 12.5MG	11613032 CARVEDILOL TABLET 12.5MG	250.0	2.0	0.78	0.39	carvedilol tablet 12.5_mg	Pharmacy	Pharmacy	2692.0	76.0401188707
11625262 - INJ CEFEPIME PER 500MG MB+	11625262 INJ CEFEPIME PER 500MG MB+	250.0	8.0	101.06	12.63	injection cefepime per 500_mg mb and	Pharmacy	Pharmacy	2692.0	76.0401188707
11625272 - CEFEPIME PER 500MG MB+	11625272 CEFEPIME PER 500MG MB+	250.0	2.0	28.95	14.47	cefepime per 500_mg mb and	Pharmacy	Pharmacy	2692.0	76.0401188707
11670002 - CHLORASEPTIC SPRAY 180ML	11670002 CHLORASEPTIC SPRAY 180ML	250.0	1.0	4.25	4.25	chloraseptic spray 180_ml	Supply	Pharmacy	2692.0	76.0401188707
11679032 - CHLORHEXIDINE ORAL RINSE 15ML	11679032 CHLORHEXIDINE ORAL RINSE 15ML	250.0	3.0	7.92	2.64	chlorhexidine oral rinse 15_ml	Pharmacy	Pharmacy	2692.0	76.0401188707
11774032 - CLONIDINE HCL 0.1MG TABLET	11774032 CLONIDINE HCL 0.1MG TABLET	250.0	2.0	0.4	0.2	clonidine hcl 0.1_mg tablet	Pharmacy	Pharmacy	2692.0	76.0401188707
11791262 - CODLIVEROIL/ZINC OXD OINT113GM	11791262 CODLIVEROIL/ZINC OXD OINT113GM	250.0	1.0	9.7	9.7	cod_liver_oil/zinc_oxide ointment 113_grams	Pharmacy	Pharmacy	2692.0	76.0401188707
11885262 - CHOLECALCIFEROL 1000 IU TABLET	11885262 CHOLECALCIFEROL 1000 IU TABLET	250.0	2.0	0.12	0.06	cholecalciferol 1000 iu tablet	Pharmacy	Pharmacy	2692.0	76.0401188707
12007216 - DARBEPOETIN (ESRD) 1MCG/ML	12007216 DARBEPOETIN ESRD 1MCG/ML	250.0	100.0	1812.0	18.12	darbepoetin esrd 1_mcg/ml	Pharmacy	Pharmacy	2692.0	76.0401188707
12037212 - PERFLUTREN LIPID MICROSPH/ML	12037212 PERFLUTREN LIPID MICROSPH/ML	250.0	2.0	592.8	296.4	perflutren lipid microspheres per ml	Pharmacy	Pharmacy	2692.0	76.0401188707
12085282 - DIAZEPAM UP TO 5 MG INJ	12085282 DIAZEPAM UP TO 5 MG INJ	250.0	3.0	138.72	34.68	diazepam up to 5_mg injection	Pharmacy	Pharmacy	2692.0	76.0401188707
12155002 - DOCUSATE SODIUM CAPSULE 100MG	12155002 DOCUSATE SODIUM CAPSULE 100MG	250.0	2.0	0.1	0.05	docusate sodium capsule 100_mg	Pharmacy	Pharmacy	2692.0	76.0401188707
12155022 - DOCUSATE SODIUM 150MG/15ML	12155022 DOCUSATE SODIUM 150MG/15ML	250.0	2.0	1.88	0.94	docusate sodium 150_mg/15_ml	Pharmacy	Pharmacy	2692.0	76.0401188707
12248292 - FORMOTRL 5/MOMETAS200MCG 8.8GM	12248292 FORMOTRL 5/MOMETAS200MCG 8.8GM	250.0	1.0	238.64	238.64	formotrl 5/mometas200mcg 8.8_gm	Pharmacy	Pharmacy	2692.0	76.0401188707
12386212 - ENOXAPARIN SODIUM, 10 MG, INJ	12386212 ENOXAPARIN SODIUM 10 MG INJ	250.0	2.0	27.66	13.83	enoxaparin sodium 10_mg injection	Pharmacy	Pharmacy	2692.0	76.0401188707
12386292 - ENOXAPARIN SODIUM, 10 MG, INJ	12386292 ENOXAPARIN SODIUM 10 MG INJ	250.0	18.0	621.18	34.51	enoxaparin sodium 10_mg injection	Pharmacy	Pharmacy	2692.0	76.0401188707
12386332 - ENOXAPARIN SODIUM, 10MG, INJ	12386332 ENOXAPARIN SODIUM 10MG INJ	250.0	26.0	174.84	8.13	enoxaparin sodium 10_mg injection	Pharmacy	Pharmacy	2692.0	76.0401188707
12432212 - BASE FLUID *QS* INJ	12432212 BASE FLUID QS INJ	250.0	2.0	0.0	0.0	base fluid quantity_sufficient injection	Diluent / flush / Irrigant	Pharmacy	2692.0	76.0401188707
12455600 - VANCOMYCIN 50MG PER 1ML ORAL	12455600 VANCOMYCIN 50MG PER 1ML ORAL	250.0	12.0	22.8	1.9	vancomycin 50_mg per 1_ml oral	Pharmacy	Pharmacy	2692.0	76.0401188707
12465212 - ETOMIDATE 2MG/ML 10ML	12465212 ETOMIDATE 2MG/ML 10ML	250.0	1.0	27.32	27.32	etomidate 2_mg/ml 10_ml	Pharmacy	Pharmacy	2692.0	76.0401188707
12474072 - HYDROCERIN CREAM 113GM TOPICAL	12474072 HYDROCERIN CREAM 113GM TOPICAL	250.0	1.0	4.64	4.64	hydrocerin cream 113_gm topical	Pharmacy	Pharmacy	2692.0	76.0401188707
12478012 - FAMOTIDINE TABLET 20MG	12478012 FAMOTIDINE TABLET 20MG	250.0	2.0	0.66	0.33	famotidine tablet 20_mg	Pharmacy	Pharmacy	2692.0	76.0401188707
12481222 - FENTANYL CITRATE 0.1MG INJ	12481222 FENTANYL CITRATE 0.1MG INJ	250.0	1.0	4.21	4.17	fentanyl citrate 0.1_mg injection	Pharmacy	Pharmacy	2692.0	76.0401188707
12481592 - FENTANYL CITRATE 0.1MG INJ	12481592 FENTANYL CITRATE 0.1MG INJ	250.0	50.0	243.0	4.86	fentanyl citrate 0.1_mg injection	Pharmacy	Pharmacy	2692.0	76.0401188707
12563192 - FLUTICASONE 0.05% NASAL  16GM	12563192 FLUTICASONE 0.05% NASAL 16GM	250.0	1.0	25.61	25.61	fluticasone 0.05% nasal 16_grams	Pharmacy	Pharmacy	2692.0	76.0401188707
12590032 - FUROSEMIDE TABLET 40MG	12590032 FUROSEMIDE TABLET 40MG	250.0	1.0	0.19	0.19	furosemide tablet 40_mg	Pharmacy	Pharmacy	2692.0	76.0401188707
12590042 - FUROSEMIDE TABLET 80MG	12590042 FUROSEMIDE TABLET 80MG	250.0	2.0	0.7	0.35	furosemide tablet 80_mg	Pharmacy	Pharmacy	2692.0	76.0401188707
12590192 - FUROSEMIDE PER 20MG INJ	12590192 FUROSEMIDE PER 20MG INJ	250.0	2.5	16.23	6.49	furosemide per 20_mg injection	Pharmacy	Pharmacy	2692.0	76.0401188707
12590212 - FUROSEMIDE, UP TO 20 MG, INJ	12590212 FUROSEMIDE UP TO 20 MG INJ	250.0	20.0	57.4	2.87	furosemide up to 20_mg injection	Pharmacy	Pharmacy	2692.0	76.0401188707
12590222 - FUROSEMIDE, UP TO 20 MG, INJ	12590222 FUROSEMIDE UP TO 20 MG INJ	250.0	2.0	19.7	9.71	furosemide up to 20_mg injection	Pharmacy	Pharmacy	2692.0	76.0401188707
12671022 - GABAPENTIN CAPSULE 300MG	12671022 GABAPENTIN CAPSULE 300MG	250.0	3.0	1.95	0.65	gabapentin capsule 300_mg	Pharmacy	Pharmacy	2692.0	76.0401188707
12671032 - GABAPENTIN CAPSULE 400MG	12671032 GABAPENTIN CAPSULE 400MG	250.0	6.0	3.42	0.57	gabapentin capsule 400_mg	Pharmacy	Pharmacy	2692.0	76.0401188707
12671082 - GABAPENTIN SOLN 50MG/1ML	12671082 GABAPENTIN SOLN 50MG/1ML	250.0	6.0	2.82	0.47	gabapentin solution 50_mg/1_ml	Pharmacy	Pharmacy	2692.0	76.0401188707
12675042 - GENTAMICIN 0.3% 5ML OPTH SOLN	12675042 GENTAMICIN 0.3% 5ML OPTH SOLN	250.0	1.0	16.15	16.15	gentamicin 0.3% 5_ml ophth solution	Pharmacy	Pharmacy	2692.0	76.0401188707
12676002 - GI COCKTAIL 30ML	12676002 GI COCKTAIL 30ML	250.0	1.0	6.7	6.7	gastrointestinal cocktail 30_ml	Pharmacy	Pharmacy	2692.0	76.0401188707
12737012 - GUAIFENESIN 600MG TABLET	12737012 GUAIFENESIN 600MG TABLET	250.0	2.0	1.52	0.76	guaifenesin 600_mg tablet	Pharmacy	Pharmacy	2692.0	76.0401188707
12737042 - GUAIFENESIN DM 10ML	12737042 GUAIFENESIN DM 10ML	250.0	8.0	8.0	1.0	guaifenesin demo 10_ml	Pharmacy	Pharmacy	2692.0	76.0401188707
12737152 - DXTMPHAN-GUIFENSIN 30/600MG TB	12737152 DXTMPHAN GUIFENSIN 30/600MG TB	250.0	2.0	2.1	1.05	dxtmphan-guaifenesin 30/600_mg tab	Pharmacy	Pharmacy	2692.0	76.0401188707
12800222 - HALOPERIDOL UP TO 5MG INJ	12800222 HALOPERIDOL UP TO 5MG INJ	250.0	1.0	3.735	3.09	haloperidol up to 5_mg injection	Pharmacy	Pharmacy	2692.0	76.0401188707
12820482 - HEPARIN PER 1000 UNITS PREMIX	12820482 HEPARIN PER 1000 UNITS PREMIX	250.0	25.0	27.75	1.11	heparin per 1000_units premix	Pharmacy	Pharmacy	2692.0	76.0401188707
12820582 - HEPARIN SODIUM PER 1000 UNITS	12820582 HEPARIN SODIUM PER 1000 UNITS	258.0	1.0	17.64	15.12	heparin sodium per 1000_units	Diluent / flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
12820632 - HEPARIN/1000UN (5000/ML)1ML VL	12820632 HEPARIN/1000UN 5000/ML 1ML VL	250.0	15.0	12.45	1.15	heparin/1000units 5000/ml 1_ml vial	Diluent / flush / Irrigant	Pharmacy	2692.0	76.0401188707
12820652 - HEPARIN SODIUM PER 1000 UNITS	12820652 HEPARIN SODIUM PER 1000 UNITS	250.0	3.0	5.28	0.88	heparin sodium per 1000_units	Diluent / flush / Irrigant	Pharmacy	2692.0	76.0401188707
12858252 - HYDROCODONE/ACETAMIN 5/325 TAB	12858252 HYDROCODONE/ACETAMIN 5/325 TAB	250.0	3.0	5.88	1.96	hydrocodone/acetamin 5/325 tablet	Pharmacy	Pharmacy	2692.0	76.0401188707
12882012 - HYDROPHOR OINTMENT 454GM	12882012 HYDROPHOR OINTMENT 454GM	250.0	1.0	12.12	12.12	hydrophor ointment 454_gm	Pharmacy	Pharmacy	2692.0	76.0401188707
12895032 - HYDROXYZINE PAMOATE 25MG ORAL	12895032 HYDROXYZINE PAMOATE 25MG ORAL	250.0	1.0	0.45	0.45	hydroxyzine pamoate 25_mg oral	Pharmacy	Pharmacy	2692.0	76.0401188707
12895042 - HYDROXYZINE PAMOATE 50MG ORAL	12895042 HYDROXYZINE PAMOATE 50MG ORAL	250.0	1.0	0.49	0.49	hydroxyzine pamoate 50_mg oral	Pharmacy	Pharmacy	2692.0	76.0401188707
13080472 - INSLIN LISPRO (HUMLOG) PER 5 U	13080472 INSLIN LISPRO HUMLOG PER 5 U	250.0	3.0	3.36	1.12	insulin lispro humalog per 5_units	Pharmacy	Pharmacy	2692.0	76.0401188707
13111002 - IRON POLYSACCHARIDES CAP 150MG	13111002 IRON POLYSACCHARIDES CAP 150MG	250.0	3.0	0.48	0.16	iron polysaccharides capture 150_mg	Pharmacy	Pharmacy	2692.0	76.0401188707
13250212 - LIDOCAINE 2% TOPICAL JELLY 5ML	13250212 LIDOCAINE 2% TOPICAL JELLY 5ML	250.0	1.0	19.67	19.67	lidocaine 2% topical jelly 5_ml	Pharmacy	Pharmacy	2692.0	76.0401188707
13255012 - LACTINEX-ACIDOPHILUS	13255012 LACTINEX ACIDOPHILUS	250.0	3.0	2.58	0.86	lactinex acidophilus	Pharmacy	Pharmacy	2692.0	76.0401188707
13256042 - LACTULOSE 20GM/30ML	13256042 LACTULOSE 20GM/30ML	250.0	2.0	4.0	2.0	lactulose 20_gm/30_ml	Pharmacy	Pharmacy	2692.0	76.0401188707
13280212 - NOREPINEPHRINE INJ 1MG/ML 4ML	13280212 NOREPINEPHRINE INJ 1MG/ML 4ML	250.0	2.0	29.12	13.97	norepinephrine injection 1_mg/ml 4_ml	Pharmacy	Pharmacy	2692.0	76.0401188707
13284022 - LEVOFLOXACIN TABLET 500MG	13284022 LEVOFLOXACIN TABLET 500MG	250.0	1.0	1.03	1.03	levofloxacin tablet 500_mg	Pharmacy	Pharmacy	2692.0	76.0401188707
13290632 - LIDOCAINE 1% MDV 20ML INJ	13290632 LIDOCAINE 1% MDV 20ML INJ	250.0	1.0	4.64	4.64	lidocaine 1% mdv 20_ml injection	Pharmacy	Pharmacy	2692.0	76.0401188707
13294212 - LEVOFLOXACIN 750MG TAB	13294212 LEVOFLOXACIN 750MG TAB	250.0	1.0	1.84	1.84	levofloxacin 750_mg tablet	Pharmacy	Pharmacy	2692.0	76.0401188707
13295252 - LIDOCAINE 1% W/EPI 1:100000 30	13295252 LIDOCAINE 1% W/EPI 1 100000 30	250.0	1.0	12.7	12.7	lidocaine 1% with epinephrine 1:100000	Pharmacy	Pharmacy	2692.0	76.0401188707
13301222 - LINEZOLID PER 200MG, INJ	13301222 LINEZOLID PER 200MG INJ	250.0	6.0	411.28	68.5466666667	linezolid per 200_mg injection	Pharmacy	Pharmacy	2692.0	76.0401188707
13322042 - ATORVASTATIN 40MG TABLET	13322042 ATORVASTATIN 40MG TABLET	250.0	1.0	1.71	1.71	atorvastatin 40_mg tablet	Pharmacy	Pharmacy	2692.0	76.0401188707
13508002 - MAGNESIUM OXIDE TABLET 400MG	13508002 MAGNESIUM OXIDE TABLET 400MG	250.0	2.0	0.24	0.12	magnesium oxide tablet 400_mg	Pharmacy	Pharmacy	2692.0	76.0401188707
13509012 - MAGNESIUM GLUCONATE TAB 400MG	13509012 MAGNESIUM GLUCONATE TAB 400MG	250.0	2.0	0.18	0.09	magnesium gluconate tablet 400_mg	Pharmacy	Pharmacy	2692.0	76.0401188707
13510222 - MAGNESIUM SULFATE, PER 500 MG,	13510222 MAGNESIUM SULFATE PER 500 MG 	250.0	4.0	6.33	1.57	magnesium sulfate per 500_mg	Pharmacy	Pharmacy	2692.0	76.0401188707
13510592 - MGSO4 PER 500MG (100ML)	13510592 MGSO4 PER 500MG 100ML 	250.0	2.0	29.24	9.83	13510592_mag si;fate per 500_mg 100_ml	Pharmacy	Pharmacy	2692.0	76.0401188707
13607012 - METOPROLOL TAB 50MG	13607012 METOPROLOL TAB 50MG	250.0	2.0	0.4	0.2	metoprolol tablet 50_mg	Pharmacy	Pharmacy	2692.0	76.0401188707
13607082 - METOPROLOL 25MG TABLET	13607082 METOPROLOL 25MG TABLET	250.0	2.0	0.5	0.25	metoprolol 25_mg tablet	Pharmacy	Pharmacy	2692.0	76.0401188707
13690412 - NATURAL TEARS LUBRICANT 15ML	13690412 NATURAL TEARS LUBRICANT 15ML	250.0	1.0	2.91	2.91	natural tears lubricant 15_ml	Supply	Pharmacy	2692.0	76.0401188707
13715242 - METHYLPREDNSLNE SS UP TO 125MG	13715242 METHYLPREDNSLNE SS UP TO 125MG	250.0	2.0	42.18	21.09	methylprednisolone ss up to 125_mg	Pharmacy	Pharmacy	2692.0	76.0401188707
13729002 - METOLAZONE TABLET 10MG	13729002 METOLAZONE TABLET 10MG	250.0	1.0	5.97	5.97	metolazone tablet 10_mg	Pharmacy	Pharmacy	2692.0	76.0401188707
13729012 - METOLAZONE TABLET 2.5MG	13729012 METOLAZONE TABLET 2.5MG	250.0	1.0	7.26	7.26	metolazone tablet 2.5_mg	Pharmacy	Pharmacy	2692.0	76.0401188707
13729022 - METOLAZONE TABLET 5MG	13729022 METOLAZONE TABLET 5MG	250.0	1.0	8.25	8.25	metolazone tablet 5_mg	Pharmacy	Pharmacy	2692.0	76.0401188707
