descrip,rev_code,proc_code,units,billed_amount,norm_billed_amount,﻿DESC_ID,ORIG_DESC,NORM_DESC,CHRG_CLS
METOPRO 50MG TB,250.0,-100.0,1.0,0.45,0.45,,,,
METOPRO 5MG AMP,250.0,-100.0,1.0,5.475,5.475,,,,
METOPROLOL TARTRATE 25MG T,250.0,-100.0,3.0,3.0,1.0,,,,
METOPROLOL TARTRATE 50MG T,250.0,-100.0,1.0,1.0,1.0,,,,
METOPROLOL TARTRATE SUSP 10MG/ML,-100.0,-100.0,1.0,31.95,31.95,,,,
METRONIDAZOLE 500 MG TAB,999.0,-100.0,1.0,4.98,4.98,2064.0,METRONIDAZOLE 500 MG TAB,metronidazole 500_mg tablet,Pharmacy
METRONIDAZOLE 500 MG/100 ML PGBK,999.0,-100.0,1.0,6.6,6.6,2160.0,METRONIDAZOLE 500 MG/100 ML PGBK,metronidazole 500_mg/100_ml pgbk,Pharmacy
METRONIDAZOLE 5MG/ML INJ,251.0,-100.0,66.0,84.25,1.27651515152,6928.0,METRONIDAZOLE 5MG/ML INJ,metronidazole 5 mg/ml injection,Pharmacy
MG++ 133MG + PROTEIN/TAB UD,-100.0,-100.0,1.0,27.95,27.95,,,,
MG-PLUS-PROTEIN TABLET,-100.0,-100.0,60.0,8.65,0.144166666667,,,,
MIC SENSITIVITY,306.0,-100.0,1.0,171.0,171.0,6633.0,MIC SENSITIVITY,minimal inhibitory concentration sensitivity,Laboratory
MICROSTEAM QUICK CLEAN B,270.0,-100.0,2.0,8.4,4.2,,,,
MIDASOLAM 1MG/ML 2ML INJ,636.0,-100.0,1.0,22.25,22.25,,,,
MIDAZOLAM 1MG/ML 2ML VL,-100.0,-100.0,2.0,64.675,32.3375,,,,
MIDAZOLAM 5MG/5ML INJ,250.0,-100.0,1.0,89.03,89.03,5665.0,MIDAZOLAM 5MG/5ML INJ,midazolam 5_mg/5_ml injection,Pharmacy
"MIDAZOLAM HCL, PER 1 MG",250.0,-100.0,2.0,5.72,2.86,,,,
MILRINONE 1MG/ML,-100.0,-100.0,25.0,304.3,12.172,,,,
MILRINONE 20MG/100ML D5W,-100.0,-100.0,4.0,90.8,22.7,,,,
MILRINONE LACTATE PER 5MG INJ,250.0,-100.0,3.0,58.67,19.5566666667,,,,
MIRALAX 17GM PACKET,250.0,-100.0,-1.0,-16.45,16.45,6640.0,MIRALAX 17GM PACKET,miralax 17 gm packet,Pharmacy
MIRALAX UNIT DOSE; POLYETHYLENE GLYCOL 17 GM PACK,-100.0,-100.0,1.0,5.0,5.0,,,,
MOBILITY D/C STATUS-PT,420.0,G8980,1.0,0.01,0.01,,,,
MOD SEDATION FIRST 3D MIN,370.0,-100.0,1.0,400.0,400.0,,,,
MORPH 5ML CUP,250.0,-100.0,1.0,8.3,8.3,,,,
MORPHINE 0.5MG/ML ORAL DILUTIO,250.0,-100.0,8.0,4.48,0.56,,,,
MORPHINE 10MG/50ML D5W SYRINGE,-100.0,-100.0,1.0,85.35,85.35,,,,
MORPHINE 1MG/ML 2ML IN 3ML SYR,-100.0,-100.0,1.5,110.825,71.875,,,,
MORPHINE 2 MG/ML SYRG,250.0,-100.0,1.0,8.66,8.66,2139.0,MORPHINE 2 MG/ML SYRG,morphine 2_mg/ml syringe,Pharmacy
MORPHINE 5 MG/ML SOLN,250.0,-100.0,1.0,5.38,5.38,,,,
MORPHINE 50MG/50ML D5W SYRINGE,-100.0,-100.0,1.0,81.6,81.6,,,,
MORPHINE CARPUJECT 2MG/1ML,250.0,-100.0,2.0,84.9,42.45,6643.0,MORPHINE CARPUJECT 2MG/1ML,morphine carpuject 2 mg/1 ml,Pharmacy
MORPHINE ORAL LIQ 1MG/ML UD,-100.0,-100.0,1.0,31.975,31.95,,,,
MORPHINE SULFATE PER 10MG INJ,250.0,-100.0,5.0,57.56,9.59333333333,,,,
"MORPHINE SULFATE, UP TO 10 MG",250.0,-100.0,2.0,16.26,8.13,,,,
MRSA BY PCR,306.0,-100.0,1.0,310.0,310.0,,,,
MRSA SCREEN,300.0,-100.0,1.0,72.4,72.4,,,,
MS 2MG SYR,250.0,J2270,1.0,12.05,12.05,,,,
MS CONTIN 15MG TABLET SA; MORPHINE SULFATE CONTROL-REL 15 MG,-100.0,-100.0,1.0,6.25,6.25,,,,
MSIR 15 MG; MORPHINE SULFATE IR 15 MG TAB,-100.0,-100.0,1.0,2.75,2.75,,,,
MULTI-VITAMIN DROPS 1ML SYRINGE,251.0,-100.0,1.0,55.2,55.2,,,,
MULTIVIT ORAL DROPS PER 0.5ML,250.0,-100.0,2.0,0.12,0.06,2107.0,MULTIVIT ORAL DROPS PER 0.5ML,multivit oral drops per 0.5_ml,Pharmacy
MULTIVITAMIN CHEWTAB 1 TAB/UD,-100.0,-100.0,1.0,27.75,27.75,,,,
MUPIROCIN OINT 2% 22 GRAMS,-100.0,-100.0,1.0,80.0,80.0,,,,
MYCOPHENOLATE 250MG/CAP UD,-100.0,-100.0,3.0,56.6,18.8666666667,,,,
MYCOPHENOLATE 500MG/TAB,-100.0,-100.0,2.0,28.35,14.175,,,,
MYCOPHENOLATE MOFETI 6MG/ML D5W,-100.0,-100.0,59.0,827.8,14.0305084746,,,,
MYCOPHENOLIC ACID,-100.0,-100.0,1.0,166.2,166.2,,,,
N.W.B. BONE IMAG,-100.0,-100.0,1.0,1493.0,1493.0,,,,
NA BICARBONATE 0.5MEQ/ML,-100.0,-100.0,2.0,190.65,95.325,,,,
NA BICARBONATE 1MEQ/ML,-100.0,-100.0,1.0,18.25,18.25,,,,
NA CHLORIDE 4MEQ/ML (ORAL USE),-100.0,-100.0,1.0,32.55,32.55,,,,
NA CHLORIDE INJ 4MEQ/ML (10209627),-100.0,-100.0,20.0,10.15,0.5075,,,,
"NACL 0.9% 1000 CC; NS 1,000 ML BAG",-100.0,-100.0,1.0,103.7,103.7,,,,
NACL 0.9% 1000ML,-100.0,-100.0,1.0,139.55,139.55,1830.0,NACL 0.9% 1000ML,sodium_chloride 0.9% 1000_ml,Diluent / Flush / Irrigant
NACL 0.9% 100C; NS 100 ML BAG,-100.0,-100.0,1.0,95.45,95.45,,,,
NACL 0.9% 250ML,258.0,-100.0,1.0,122.95,122.95,208.0,NACL 0.9% 250ML,sodium_chloride 0.9% 250_ml,Diluent / Flush / Irrigant
NACL 0.9% 500ML,-100.0,-100.0,1.0,130.375,131.55,,,,
NACL 4MEQ/ML INJ (30ML),250.0,-100.0,15.0,102.4,7.49875,,,,
NAFCILLIN 100 MG/ML IVPB,250.0,-100.0,1.0,132.1,132.1,,,,
NEBULIZER-ULTRASONIC TREATMENT,410.0,-100.0,3.0,480.0,160.0,2237.0,NEBULIZER-ULTRASONIC TREATMENT,nebulizer ultrasonic treatment,Respiratory Therapy
NEEDLE BLUNT 18GA,272.0,-100.0,5.0,0.0,0.0,,,,
NEEDLE BLUNT X_305180,270.0,-100.0,1.0,0.6,0.6,,,,
NEEDLE KIDS KIT X_MX920N,270.0,-100.0,3.5,43.75,12.5,,,,
NEUPOGEN 1 ML/300MCG; FILGRASTIM 300 MCG/ML VIAL,-100.0,-100.0,1.0,995.25,995.25,,,,
NEUT 4% VIAL; SODIUM BICARBONATE 4% 2.4 MEQ/5 ML,-100.0,-100.0,1.0,23.5,23.5,,,,
NEWBORN SCR NE BIOTINIDA,300.0,-100.0,1.0,11.95,11.95,,,,
NEWBORN SCR NE SCID,300.0,-100.0,1.0,11.95,11.95,,,,
NICARDIPINE 2.5MG/ML,-100.0,-100.0,10.0,307.3,30.73,,,,
NICARDIPINE 20MG/200ML NS,-100.0,-100.0,0.0,0.0,142.7,,,,
NICARDIPINE HCL 2.5MG/ML 10ML,250.0,-100.0,1.0,73.49,73.49,,,,
NICU BLOOD GAS VS GEM,301.0,-100.0,3.5,952.0,272.0,,,,
NICU LEVEL II INTERMEDIA,172.0,-100.0,1.0,1420.0,1420.0,,,,
NILSTATIN 100MU/ML ORAL S; NYSTATIN ORAL SUSP 100000 UNIT/1 ML,-100.0,-100.0,1.0,62.39,62.39,,,,
NITROGLYCERIN 0.4MG/TAB #25,-100.0,-100.0,1.0,32.25,32.25,,,,
NITROGLYCERIN 100MCG/ML 10ML; NITROGLYCERIN 100 MCG/ML 10ML VIAL,-100.0,-100.0,1.0,36.76,36.76,,,,
NOREPINEPHRINE (LEVOPHED) 4 MG IN DEXTROSE 5% 250 ML (16 MCG/ML),250.0,-100.0,250.0,48.0,0.192,,,,
NOREPINEPHRINE 1 MG/ML SOLN,250.0,-100.0,4.0,79.9,19.975,,,,
NOREPINEPHRINE 1 MG/ML SOLN 4 ML VIAL,250.0,-100.0,16.0,319.59,19.974375,2252.0,NOREPINEPHRINE 1 MG/ML SOLN 4 ML VIAL,norepinephrine 1_mg/ml solution 4_ml vial,Pharmacy
NORMAL TISSUE BLOCK & INIT,310.0,-100.0,1.0,0.0,0.0,,,,
NS+HEPARIN 500UNITS 500ML,-100.0,-100.0,1.0,8.93,8.93,,,,
NSS-100 BG,258.0,-100.0,3.0,66.75,22.25,,,,
NYSTATIN OINTMENT 100MU/GM 15GM,251.0,-100.0,1.0,31.15,31.15,6664.0,NYSTATIN OINTMENT 100MU/GM 15GM,nystatin ointment 100mu/gram 15 gm,Pharmacy
"NYSTATIN ORAL SUSP 100M U/ML 5; NYSTATIN ORAL SUSP 500,000 UNIT/5 M",-100.0,-100.0,1.0,6.0,6.0,,,,
NYSTATIN SUSP 500000UNITS/5ML UD,-100.0,-100.0,1.0,30.1,30.1,,,,
OBSERVATION HRLY CHARGE; OBS 60 MIN,-100.0,-100.0,1.0,45.0,45.0,,,,
OBSERVATION PER HOUR; OBS 60 MIN,-100.0,-100.0,1.0,49.25,49.25,,,,
OBSERVATION PER HOUR; TO PROCEDURE,-100.0,-100.0,-1.0,-147.75,147.75,,,,
"OCCULT BLOOD, OTHER SOURCE",301.0,-100.0,1.0,64.0,64.0,,,,
OCULAR LUBRICANT OINT,270.0,-100.0,1.0,24.85,24.85,,,,
OMEPRAZOLE 2 MG/ML ORAL,250.0,-100.0,2.0,6.0,3.0,,,,
OMEPRAZOLE DELAYED RELEASE 20 MG/CAPSULE UDT,-100.0,-100.0,1.0,28.15,28.15,,,,
OMEPRAZOLE SUSP 2MG/ML,-100.0,-100.0,2.0,34.15,17.075,,,,
ONDANSETRON (PF) 4 MG/2 ML SOLN,250.0,-100.0,4.0,6.82,1.705,,,,
ONDANSETRON 1MG INJ,250.0,-100.0,4.0,83.46,20.865,2370.0,ONDANSETRON 1MG INJ,ondansetron 1_mg injection,Pharmacy
ONDANSETRON 2MG/ML 20ML B VIAL; ONDANSETRON HCL 2 MG/ML 20ML VIAL,-100.0,-100.0,1.0,23.5,23.5,,,,
ONDANSETRON 4MG TAB,250.0,-100.0,2.0,37.625,18.8125,,,,
ONDANSETRON 4MG/2ML VL,-100.0,-100.0,4.0,64.8,16.2,,,,
ONDANSETRON 8MG TABLET TAB,636.0,-100.0,2.0,1594.0,797.0,,,,
OPTIRAY 320 75ML AUTO INJ PREFILL PER ML,-100.0,-100.0,75.0,248.25,3.31,,,,
OR STAT LEV 1 FIRST HR,270.0,-100.0,1.0,0.0,0.0,,,,
OR-PAD DUAL THER DIS/KMOD; PAD K TEMP THERAPY DISP 15X22,272.0,-100.0,1.0,16.6,16.6,,,,
OR-SUT TEVDEK 3-O GRN 30,272.0,-100.0,1.0,16.93,16.93,,,,
OR2 INITIAL SURGERY,360.0,-100.0,1.0,1955.0,1955.0,,,,
ORAMORPH SR 30.00 MG; MORPHINE SULFATE CONTROL-REL 30 MG,-100.0,-100.0,1.0,11.25,11.25,,,,
OT BASE CHARGE,430.0,-100.0,1.0,0.0,0.0,2294.0,OT BASE CHARGE,occupational_therapy base charge,PT / OT / Speech Therapy
OXYCODONE 5MG TAB,250.0,-100.0,9.0,100.11,12.0136538462,2391.0,OXYCODONE 5MG TAB,oxycodone 5_mg tablet,Pharmacy
OXYCODONE 5MG/5ML UD,-100.0,-100.0,1.0,30.55,30.55,,,,
OXYCODONE 5ML CUP,250.0,-100.0,1.0,32.85,32.85,,,,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,999.0,-100.0,1.0,3.0,3.0,,,,
OXYGEN - SUBSEQUENT,272.0,-100.0,1.0,245.0,245.0,,,,
OXYGEN DAILY SUPPLY,271.0,-100.0,1.0,534.0,534.0,,,,
OXYGEN PER 12 HOURS,270.0,-100.0,2.0,0.0,0.0,5764.0,OXYGEN PER 12 HOURS,oxygen per 12 hours,Respiratory Therapy
OXYGEN PER HOUR,271.0,-100.0,24.0,182.64,7.61,1230.0,OXYGEN PER HOUR,oxygen per hour,Respiratory Therapy
OXYGEN THERAPY,270.0,-100.0,1.0,329.0,329.0,1234.0,OXYGEN THERAPY,oxygen therapy,Respiratory Therapy
PAD CLO-SUR,-100.0,-100.0,1.0,377.0,377.0,,,,
"PAD, GROUNDING PEDS",272.0,-100.0,1.0,0.0,0.0,,,,
PALIVIZUMAB 100 MG/1 ML,250.0,-100.0,1.0,6975.8,6975.8,,,,
PALS TR CARDIOPULMONARY MAINT,-100.0,-100.0,1.0,1251.9,1251.9,,,,
PANTOPRAZ 40MG VL,250.0,-100.0,1.0,26.05,26.05,,,,
PANTOPRAZOLE 0.8MG/ML,-100.0,-100.0,4.0,218.3,54.575,,,,
PANTOPRAZOLE 0.8MG/ML IN NS,252.0,-100.0,25.0,228.05,9.122,6686.0,PANTOPRAZOLE 0.8MG/ML IN NS,pantoprazole 0.8 mg/ml in normal_saline,Pharmacy
PANTOPRAZOLE 40 MG SOLR,250.0,-100.0,1.0,20.94,20.94,2245.0,PANTOPRAZOLE 40 MG SOLR,pantoprazole 40_mg solution,Pharmacy
PANTOPRAZOLE 40MG TAB,250.0,-100.0,1.0,7.5,7.5,,,,
PANTOPRAZOLE 40MG TAB; PANTOPRAZOLE SODIUM 40 MG TAB,-100.0,-100.0,1.0,13.75,13.75,,,,
PANTOPRAZOLE SODIUM PER VIAL,250.0,-100.0,1.0,15.98,15.98,2148.0,PANTOPRAZOLE SODIUM PER VIAL,pantoprazole sodium per vial,Pharmacy
PAPAVERINE INJ 30MG/ML 2ML,-100.0,-100.0,1.0,61.65,61.65,,,,
PARAPLATIN 10MG/ML IV; CARBOPLATIN 10 MG/ML BULK VIAL,-100.0,-100.0,40.0,940.0,23.5,,,,
PARENTERAL NUTRITION,-100.0,-100.0,1.0,1108.1,1108.1,,,,
PARTIAL THROMBOPLAST TIME PTT,305.0,-100.0,2.0,194.0,97.0,2300.0,PARTIAL THROMBOPLAST TIME PTT,partial thromboplastin time partial_prothrombaplastin_time,Laboratory
PATIENT EDUC EA 15 MINUTES,270.0,-100.0,1.0,0.0,0.0,1886.0,PATIENT EDUC EA 15 MINUTES,patient education each 15 minutes,Education / Training
PATIENT EDUCATION/15 MINUTES,410.0,-100.0,2.0,0.0,0.0,2242.0,PATIENT EDUCATION/15 MINUTES,patient education/15 minutes,Education / Training
PCT OXYGEN SATURATION,-100.0,-100.0,1.0,78.9,78.9,,,,
PCT OXYGEN SATURATION VENOUS,-100.0,-100.0,1.0,82.9,82.9,832.0,PCT OXYGEN SATURATION VENOUS,point_of_care_test oxygen saturation venous,Monitoring
PEDI PHERESIS PLATELET,390.0,-100.0,1.0,664.0,664.0,,,,
"PEDI-PLASMA, 31-60ML",390.0,-100.0,1.0,230.0,230.0,,,,
"PEDI-RBC,L/R 1/2 UNIT",390.0,-100.0,2.0,590.0,295.0,,,,
PEDIATRIC CARDIAC COLOR FLOW,483.0,-100.0,1.0,785.0,785.0,,,,
PEDIATRIC DOPPLER FOLLOW UP,483.0,-100.0,1.0,528.0,528.0,,,,
PEDS 2D ECHO CONGENITAL LIMIT,483.0,-100.0,1.0,1091.0,1091.0,,,,
PEHNOBARBITAL ELIX 20MG/5ML 480M,251.0,-100.0,25.0,55.5,2.22,,,,
PEN G K UPTO 600000UNITS,-100.0,-100.0,2.0,357.6,178.8,,,,
PEN VK ORAL SOL 50MG/ML,-100.0,-100.0,5.0,33.7,6.74,,,,
PENICILLIN VK 250MG/TAB UD,-100.0,-100.0,1.0,28.05,28.05,,,,
PERCUSS & POSTURAL DRAIN INIT,410.0,94667,1.0,180.0,180.0,,,,
PERCUSSION/POSTURAL DRAI,410.0,-100.0,1.0,94.0,94.0,,,,
PH - PLEURAL FLUID,301.0,82800,1.0,69.0,69.0,,,,
PHARMACY NOTES & COMMENTS,250.0,-100.0,1.0,0.0,0.0,,,,
PHEEPH 1000MCG SY,250.0,-100.0,1.0,25.2,25.2,,,,
PHENOBARBITAL,301.0,-100.0,-1.0,-158.0,158.0,6273.0,PHENOBARBITAL,phenobarbital,Laboratory
PHENOBARBITAL 30MG/7.5ML U/D,251.0,-100.0,3.0,57.55,19.1833333333,,,,
PHENOBARBITAL 65MG/ML INJ,251.0,-100.0,2.0,84.75,42.375,,,,
PHENOBARBITAL ELIX 20MG/5ML UD,251.0,-100.0,5.0,58.5,11.7,,,,
PHENOBARBITAL ELIXIR 4MG/ 1ML,250.0,-100.0,4.0,0.36,0.09,,,,
PHENOBRBITL SOD /120MG (10MG),250.0,-100.0,2.0,19.68,9.84,,,,
PHENYLEPHRINE 0.5MG/5ML INJ; PHENYLEPHRINE 0.5 MG/5 ML SYRINGE,-100.0,-100.0,1.0,31.73,31.73,,,,
PHENYLEPHRINE 10 MG/ML SOLN 1 ML VIAL,250.0,-100.0,16.0,391.88,24.4925,5804.0,PHENYLEPHRINE 10 MG/ML SOLN 1 ML VIAL,phenylephrine 10_mg/ml solution 1_ml vial,Pharmacy
PHENYLEPHRINE 10MG INJ,250.0,-100.0,1.0,87.7,87.7,2362.0,PHENYLEPHRINE 10MG INJ,phenylephrine 10_mg injection,Pharmacy
PHOSPHOROUS,301.0,-100.0,1.0,113.0,113.0,6696.0,PHOSPHOROUS,phosphorous,Laboratory
PHOSPHOROUS,301.0,84100,1.0,26.0,26.0,6696.0,PHOSPHOROUS,phosphorous,Laboratory
PHOSPHORUS,300.0,-100.0,1.0,52.0,52.0,2350.0,PHOSPHORUS,phosphorus,Laboratory
PHOSPHORUS,-100.0,-100.0,1.0,127.0,127.0,2350.0,PHOSPHORUS,phosphorus,Laboratory
PHOSPHORUS SERUM,301.0,-100.0,1.0,211.0,211.0,1936.0,PHOSPHORUS SERUM,phosphorus serum,Laboratory
"PHOSPHORUS, SERUM",-100.0,-100.0,1.0,96.1,96.1,,,,
PHYTONADIONE 10MG/ML INJ,251.0,-100.0,1.0,62.85,62.85,,,,
PHYTONADIONE 5MG TABLET 100'S,251.0,-100.0,1.0,16.4,16.4,,,,
PICC INSERT W/MICROINTRODU,361.0,-100.0,1.0,3898.0,3898.0,,,,
PIPERACILLIN-TAZO INJ 67.5MG/ML IN NS,-100.0,-100.0,1.0,229.25,229.25,,,,
PIPERACILLIN-TAZOBACTAM 3.375 GRAM/50 ML PGBK,250.0,-100.0,4.0,57.6,14.4,,,,
PLASMA HEMOGLOBIN,-100.0,-100.0,1.0,176.0,176.0,6702.0,PLASMA HEMOGLOBIN,plasma hemoglobin,Laboratory
PLASMA VOLUME REDUCTION,-100.0,-100.0,1.0,260.9,260.9,,,,
PLATELET,-100.0,-100.0,1.0,76.6,76.6,,,,
PLATELET AGGREGATION STUDY,-100.0,-100.0,2.0,170.4,85.2,,,,
PLATELET COUNT AUTO,305.0,-100.0,1.0,293.0,293.0,,,,
PLATELET PREP LEUK REDUCED,-100.0,-100.0,1.0,217.9,217.9,,,,
PLAVIX 75 MG TABLETS; CLOPIDOGREL 75 MG TAB,-100.0,-100.0,1.0,5.77,5.77,,,,
"PLTS, PHER, LEUKO, IRRADIATED, EACH UNIT STD",-100.0,-100.0,1.0,2930.3,2930.3,,,,
PNEUMOCOCCAL 13-VALENT (PCV13),-100.0,-100.0,1.0,132.75,132.75,,,,
POC BS GLUCOSE PICU,300.0,-100.0,1.0,0.0,0.0,,,,
POC GEM VL STATISTIC-RESP TECH,270.0,-100.0,4.0,0.0,0.0,,,,
POC-ACT VL,270.0,-100.0,25.0,0.0,0.0,,,,
POC-BLOOD GAS GEM(CE),300.0,-100.0,5.5,0.0,0.0,,,,
POC-BLOOD GAS VS/VL GEM,270.0,-100.0,1.0,0.0,0.0,,,,
POC-GLUCOSE-GEM,300.0,-100.0,5.0,215.0,43.0,838.0,POC-GLUCOSE-GEM,point_of_care glucose glucagon_emergency_management,Monitoring
POC-HEMATOCRIT (HCT) GEM,305.0,-100.0,7.0,273.0,39.0,839.0,POC-HEMATOCRIT (HCT) GEM,point_of_care hematocrit hematocrit glucagon_emergency_management,Monitoring
POC-IONIZED CALCIUM (ICA) GEM,300.0,-100.0,10.0,1560.0,156.0,840.0,POC-IONIZED CALCIUM (ICA) GEM,point_of_care ionized calcium internal_carotid_artery glucagon_emergency_management,Monitoring
POC-LACTATE-GEM,301.0,-100.0,4.0,604.0,151.0,841.0,POC-LACTATE-GEM,point_of_care lactate glucagon_emergency_management,Monitoring
POC-POTASSIUM (K) GEM,300.0,-100.0,4.5,261.0,58.0,842.0,POC-POTASSIUM (K) GEM,point_of_care potassium potassium glucagon_emergency_management,Monitoring
POC-SODIUM (NA) GEM,300.0,-100.0,10.0,580.0,58.0,843.0,POC-SODIUM (NA) GEM,point_of_care sodium sodium glucagon_emergency_management,Monitoring
POLY VI SOL DROPS 1 ML UD,-100.0,-100.0,1.0,28.0,28.0,,,,
POLYETHYLENE GLYCOL 17 GRAM PWPK,999.0,-100.0,1.0,4.25,4.25,2073.0,POLYETHYLENE GLYCOL 17 GRAM PWPK,polyethylene glucol 17 gram pwpk,Pharmacy
POLYETHYLENE GLYCOL 3350-NF PO,250.0,-100.0,1.0,3.51,3.51,,,,
POOLING BLOOD PLATELETS,302.0,-100.0,4.0,1856.0,464.0,,,,
POOLING OF FP/CRYO PRODUCTS,-100.0,-100.0,1.0,123.7,123.7,,,,
POOLING OF PLT/BLOOD PRODUC,-100.0,-100.0,1.0,198.5,198.5,,,,
POTASSIUM CHLORIDE 20MEQ P,250.0,-100.0,2.0,3.5,1.75,,,,
POTASSIUM CHLORIDE 20MEQ PACKE,250.0,-100.0,2.0,6.25,3.125,,,,
POTASSIUM CHLORIDE 2MEQ/ML INJ,250.0,-100.0,20.0,86.37,4.3185,,,,
POTASSIUM CHLORIDE 40MEQ/100ML BAG,-100.0,-100.0,1.0,128.55,128.55,,,,
POTASSIUM CHLORIDE ER 20MEQ TA,250.0,-100.0,2.5,3.65,1.50666666667,,,,
POTASSIUM CHLORIDE SA 20ME,250.0,-100.0,1.0,1.0,1.0,,,,
POTASSIUM CL 1.333MEQ/ML SOLN,251.0,-100.0,7.0,55.1,7.87142857143,6870.0,POTASSIUM CL 1.333MEQ/ML SOLN,potassium chloride 1.333 meq/ml solution,Pharmacy
POTASSIUM CL 2MEQ/ML VIAL; POTASSIUM CHLORIDE 2 MEQ/ML 20 ML V,-100.0,-100.0,3.0,70.5,23.5,,,,
POTASSIUM CL INJ 20MEQ/10ML,251.0,-100.0,15.0,162.3,10.13125,6709.0,POTASSIUM CL INJ 20MEQ/10ML,potassium chloride injection 20 meq/10 ml,Pharmacy
POTASSIUM SERUM,-100.0,-100.0,1.0,55.4,55.4,639.0,POTASSIUM SERUM,potassium serum,Laboratory
POTASSIUM WHOLE BLOOD,300.0,-100.0,1.0,58.0,58.0,2091.0,POTASSIUM WHOLE BLOOD,potassium whole blood,Laboratory
PPL LEUKOREDUCED IRRADIATE,390.0,-100.0,4.0,3644.0,911.0,,,,
PRASUGREL,-100.0,-100.0,1.0,106.65,106.65,,,,
PRAVASTATIN 10 MG/TABLET UDT,-100.0,-100.0,1.0,28.0,28.0,,,,
PRAVASTATIN 10MG/TAB UD,-100.0,-100.0,1.0,28.0,28.0,,,,
PREALBUMIN,-100.0,-100.0,1.0,108.55,108.55,5860.0,PREALBUMIN,prealbumin,Laboratory
PREDNISOLONE 3MG/ML 237ML,-100.0,-100.0,3.0,34.15,11.3833333333,,,,
PREDNISONE 20 MG TAB,250.0,-100.0,60.0,3.73,0.0621666666667,4209.0,PREDNISONE 20 MG TAB,prednisone 20_mg tablet,Pharmacy
PRESSURE TRANSDUCER,272.0,-100.0,1.0,25.66,25.66,2215.0,PRESSURE TRANSDUCER,pressure transducer,Supply
PRIM ART MECH THROMBECTOMY,-100.0,-100.0,1.0,6195.5,6195.5,,,,
PRIMARY IV; DEXTROSE 5% WATER 100 ML BAG,250.0,-100.0,3.0,141.0,47.0,,,,
"PRIMARY IV; SODIUM CHLORIDE 0.9% 1,000 ML BAG|F",-100.0,-100.0,1.0,47.0,47.0,,,,
PRIMARY IV; SODIUM CHLORIDE 0.9% 100 ML BAG 1 FRO,250.0,-100.0,1.0,47.0,47.0,,,,
PRIMARY IV; SODIUM CHLORIDE 0.9% 150 ML BAG 1 FRO,250.0,-100.0,1.0,47.0,47.0,,,,
PRIMARY IV; SODIUM CHLORIDE 0.9% 250 ML BAG 1 FRO,250.0,-100.0,1.0,47.0,47.0,,,,
PRIMARY IV; SODIUM CHLORIDE 0.9% IRRIG 1000 ML,250.0,-100.0,1.0,47.0,47.0,,,,
PRISMASATE 2/0,250.0,-100.0,5000.0,150.0,0.03,,,,
PRISMASATE 2/0 K (4 MEQ/L) -MG (1.2 MEQ/L) SOLN,250.0,-100.0,2.0,450.0,225.0,,,,
PROBIOTIC ORAL SUSP PER 1ML,250.0,-100.0,1.0,1.81,1.81,2183.0,PROBIOTIC ORAL SUSP PER 1ML,probiotic oral suspension per 1_ml,Pharmacy
PROMETHAZINE 25MG/1 CC AMPULE; PROMETHAZINE 25 MG/ML AMP,-100.0,-100.0,0.0,0.0,5.77,,,,
PROPOFOL 10MG INJ,250.0,-100.0,260.0,290.66,1.1424,2400.0,PROPOFOL 10MG INJ,propofol 10_mg injection,Pharmacy
PROPOFOL 10MG/ML 20ML,-100.0,-100.0,1.0,111.2,111.2,,,,
PROPOFOL 20ML VL,250.0,J2704,1.0,16.1,16.1,,,,
PROTAMINE SULFATE INJ PER 10 MG,-100.0,-100.0,10.0,245.9,24.59,,,,
PROTHROMBIN TIME,305.0,-100.0,1.0,75.0,75.0,4220.0,PROTHROMBIN TIME,prothrombin_time,Laboratory
PROTHROMBIN TIME,-100.0,-100.0,1.0,76.2,76.2,4220.0,PROTHROMBIN TIME,prothrombin_time,Laboratory
PRQ CARD DES W/ANGIO ADDL,-100.0,-100.0,1.0,7763.0,7763.0,,,,
PRQ CARD REVASC DES MI 1 VSL,-100.0,-100.0,1.0,7763.0,7763.0,,,,
PRQ CRD STNT W/ANGPLST 1VS,481.0,-100.0,1.0,30293.0,30293.0,,,,
PT PROTHROMBIN TIME,305.0,-100.0,1.0,288.0,288.0,,,,
PT SUCTION PROCEDURE,410.0,-100.0,1.0,0.0,0.0,6724.0,PT SUCTION PROCEDURE,patient suction procedure,Respiratory Therapy
PT-MOB CURRENT STAT 1-20,-100.0,-100.0,1.0,0.01,0.01,,,,
PT-MOB PROJECT STAT 0 IMPAIRED,-100.0,-100.0,1.0,0.01,0.01,,,,
PTT,-100.0,-100.0,1.0,111.75,111.75,3366.0,PTT,partial_thromboplastin_time,Laboratory
PYRIDOXINE 50MG TABLET 100'S,251.0,-100.0,1.0,13.95,13.95,,,,
PYRIDOXINE SYRUP 50MG/ML,251.0,-100.0,10.0,55.5,5.55,,,,
QT-CHROMOSOME ANALYSIS 20-25,-100.0,-100.0,-1.0,-553.0,553.0,,,,
QT-CYTOGENETICS 100-300,-100.0,-100.0,1.0,186.0,186.0,,,,
QT-CYTOGENETICS DNA PROBE,-100.0,-100.0,1.0,209.0,209.0,,,,
QT-TISSUE CULTURE BONE MARROW,-100.0,-100.0,1.0,320.0,320.0,,,,
