cleaned_descrip,NORM_DESC,CHRG_CLS,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Correct_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Correct_DeepNN,Predicted_Class_Jaro,Prob_Jaro,Correct_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Correct_DLevenshtein,Voted Output,Voting Algorithm,Confidence Score
63023001 AMYLASE,amylase,Laboratory,Laboratory,0.965957436061,1,Laboratory,0.988837442864,1,Room and Board,0.76,0,Laboratory,0.88,1,Laboratory,"DeepNN, Logistic_OvR, Jaro",0.944931626308
63025212 B NATRIURETIC PEPTIDE,b natriuretic peptide,Laboratory,Laboratory,0.910922150457,1,Laboratory,0.961772995801,1,Room and Board,0.72,0,Laboratory,0.88,1,Laboratory,"DeepNN, Logistic_OvR, Jaro",0.917565048753
63406001 HEPATIC FUNCTION PANEL,hepatic function panel,Laboratory,Laboratory,0.989169758249,1,Laboratory,0.999875664968,1,Laboratory,0.9,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.954761355804
63527001 BASIC METABOLIC PANEL,basic_metabolic_panel,Laboratory,Laboratory,0.96,1,Laboratory,0.766216188254,1,Laboratory,0.9,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.889054047063
63714001 VITAMIN B12,vitamin b12,Pharmacy,Laboratory,0.592579038671,0,Pharmacy,0.849005747276,1,Pharmacy,0.73,1,Pharmacy,0.81,1,Pharmacy,"Logistic_OvR, DLevenshtein, Jaro",0.796335249092
63721001 FOLATE,folate,Laboratory,Laboratory,0.929236238511,1,Laboratory,0.993016169866,1,Laboratory,0.77,1,Laboratory,0.81,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.875563102094
63739101 PREALBUMIN,prealbumin,Laboratory,Laboratory,0.963602379577,1,Laboratory,0.997917596948,1,Laboratory,0.85,1,Laboratory,0.81,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.905379994131
63801001 LIPASE,lipase,Laboratory,Laboratory,0.976183426241,1,Laboratory,0.996752903066,1,Laboratory,0.73,1,Laboratory,0.47,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.793234082327
63901000 CSF/BODY FLUID CELL CTDIFF,cerebrospinal_fluid body fluid cell count_differential,Laboratory,Laboratory,0.97285036809,1,Laboratory,0.999430412671,1,Laboratory,0.91,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.95307019519
64202001 COLORECTAL CANCER SCREEN FECAL,colorectal cancer screen fecal,Laboratory,Laboratory,0.931355788214,1,Monitoring,0.512811102922,0,Laboratory,0.68,1,Laboratory,0.37,1,Laboratory,"DeepNN, DLevenshtein, Jaro",0.660451929405
64902000 TISSUE CULTURE INOCULATION,tissue culture inoculation,Laboratory,Laboratory,0.960577642713,1,Laboratory,0.998159845331,1,Laboratory,0.71,1,Laboratory,0.44,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.777184372011
64977000 MULTI DRUG RESISTANCE TEST,multiple drug resistance test,Laboratory,Laboratory,0.932209896944,1,Laboratory,0.885181726816,1,Laboratory,0.71,1,Laboratory,0.39,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.72934790594
64985000 CLOSTRIDIUM DIFFICILE PCR,clostridium difficile polymerase chain reaction,Laboratory,Laboratory,0.933098680705,1,Laboratory,0.997995937613,1,Laboratory,0.85,1,Laboratory,0.88,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.915273654579
65 CATH KT PICC DEL W/PASV 5FR,65 catheter kit peripherally_inserted_central_catheter del pasv 5fr,Supply,Supply,0.914971058921,1,Supply,0.999867720133,1,Supply,0.74,1,Supply,0.38,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.758709694764
65208000 PROTHROMBIN TIME,prothrombin_time,Laboratory,Laboratory,0.950489443948,1,Laboratory,0.979411500075,1,Laboratory,0.86,1,Laboratory,0.88,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.917475236006
66002000 URINE MICROSCOPIC,urine microscopic,Laboratory,Laboratory,0.988146574041,1,Laboratory,0.999828346632,1,Laboratory,0.79,1,Laboratory,0.88,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.914493730168
66063000 EOSINOPHIL URINE,eosinophil urine,Laboratory,Laboratory,0.970782889946,1,Laboratory,0.999374904563,1,Laboratory,0.86,1,Laboratory,0.88,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.927539448627
67606101 CYTOLOGY ARTISAN GMS CE,cytology artisan grams ce,Laboratory,Laboratory,0.949077930284,1,Laboratory,0.898623762104,1,Laboratory,0.77,1,Laboratory,0.46,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.769425423097
69892001 VANCOMYCIN,vancomycin,Pharmacy,Laboratory,0.96,1,Laboratory,0.918000769435,1,Laboratory,0.85,1,Pharmacy,0.81,0,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein",0.909333589812
70555206 SOLN IV NSS 1000ML 2B1324,solution intravenous normal_saline_sterile 1000_ml 2b1324,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.998852088175,1,Pharmacy,0.85,0,Pharmacy,0.93,0,Diluent / Flush / Irrigant,"DeepNN, Logistic_OvR",0.489713022044
77000039 SUTURE 2 0 NYLON 664H,suture 2 0 nylon 664h,Supply,Supply,0.965383518573,1,Supply,0.999909929295,1,Supply,0.85,1,Supply,0.88,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.923823361967
77001062 CHLORAPREP WITH TINT 10.5 ML,chloraprep tint 10.5_ml,Pharmacy,Pharmacy,0.92,1,Pharmacy,0.966066373897,1,Supply,0.76,0,Pharmacy,0.88,1,Pharmacy,"DeepNN, Logistic_OvR, Jaro",0.922022124632
77001116 TUBE TRACH CUFFLESS 6,tube tracheotomy cuffless 6,Supply,Supply,0.919254328103,1,Supply,0.998208203509,1,Supply,0.95,1,Supply,0.92,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.946865632903
77001226 LINE MORPHEUS PICC 5FR DUAL,line morpheus peripherally_inserted_central_catheter 5fr dual,Supply,Supply,0.927235265579,1,Supply,0.999545189953,1,Supply,0.7,1,Supply,0.41,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.759195113883
77030310 PACK HEAD/NECK,pack head neck,Supply,Supply,0.953554989441,1,Supply,0.999947614357,1,Laboratory,0.66,0,Supply,0.46,1,Supply,"DeepNN, Logistic_OvR, Jaro",0.804500867932
77033462 SET ADMIN 10 DROP 2C6537,set administration 10 drop 2c6537,Supply,Supply,0.96,1,Supply,0.993931979117,1,Supply,0.77,1,Supply,0.93,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.913482994779
77039543 CLIP LIG APPLIER 9 3/8IN SM,clip light applier 9 3/8 inches small,Supply,Supply,0.962559732179,1,Supply,0.999977230063,1,Supply,0.85,1,Supply,0.93,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.93563424056
77041291 KIT CATH 5INX20GA PEDI CNTRL,kit catheter 5inx20ga pediatric cntrl,Supply,Supply,0.985842150198,1,Supply,0.999999815949,1,Supply,0.71,1,Supply,0.38,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.768960491537
77051522 RESTRNT FRARM WRIST LIMB 54YRS,restraint forearm wrist limb 54yrs,Supply,Supply,0.96,1,Supply,0.959994069193,1,Pharmacy,0.66,0,Supply,0.35,1,Supply,"DeepNN, Logistic_OvR, Jaro",0.756664689731
77058451 PAD GRND 9FR ADLT DISPERSIVE,pad ground 9 french adult dispersive,Supply,Supply,0.944652731659,1,Supply,0.998889961391,1,Supply,0.65,1,Supply,0.35,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.735885673263
77066025 FEE CASE CART,fee case cart,Supply,Supply,0.96,1,Supply,0.995598080031,1,Supply,0.86,1,Supply,0.81,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.906399520008
77072676 FORCEP INSTRU 5 1/2IN CRV,forcep instrument 5 1/2 inches crv,Supply,Supply,0.950071639683,1,Supply,0.999902081307,1,Supply,0.71,1,Supply,0.34,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.749993430247
77073927 DRESSING MEPILEX 6X6,dressing mepilex 6x6,Supply,Supply,0.959248725415,1,Supply,0.99983954313,1,Supply,0.85,1,Supply,0.88,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.922272067136
77074835 DRESSING FOAM 8X20 MEPILEX AG,dressing foam 8x20 mepilex ag,Supply,Supply,0.965917507866,1,Supply,0.999983618896,1,Supply,0.95,1,Supply,0.91,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.95647528169
77076901 CATHETER COMBI 13FR,catheter combined 13fr,Supply,Supply,0.961716805402,1,Supply,0.999994054078,1,Supply,0.71,1,Supply,0.48,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.78792771487
77078719 CATHETER DIALYS 13FR 24CM CV,catheter dialysis 13fr 24cm cardiovascular,Supply,Supply,0.96,1,Supply,0.998685650184,1,Supply,0.74,1,Supply,0.44,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.784671412546
83575000 METABOLIC ASSESSMENT STAT,metabolic assessment stat,Laboratory,Laboratory,0.92,0,PT / OT / Speech Therapy,0.66517734787,0,Respiratory Therapy,0.75,1,Respiratory Therapy,0.81,1,Respiratory Therapy,"DLevenshtein, Jaro",0.39
84086111 HEMODIAL ADULT LINE CHANGE IP,hemodialysis adult line change inpatient,Dialysis,Dialysis,0.485349780325,1,Dialysis,0.794436204094,1,Dialysis,0.78,1,Dialysis,0.81,1,Dialysis,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.717446496105
86100000 BASE CHARGE,base charge,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,0.76,0,OR / Anesthesia / Recovery Room,0.994517944126,0,PT / OT / Speech Therapy,0.9,1,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,"DLevenshtein, Jaro",0.465
86130000 A.D.L. PER 15 MINUTES O.T. ,activities_of_daily_living per 15_minutes occupational_therapy,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.914289588935,1,PT / OT / Speech Therapy,0.999994239737,1,PT / OT / Speech Therapy,0.7,1,PT / OT / Speech Therapy,0.47,1,PT / OT / Speech Therapy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.771070957168
86401005 WALKING MOVING AROUND,walking moving around,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.985297206968,1,PT / OT / Speech Therapy,0.98,1,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.971324301742
86403006 WALKING MOVING AROUND,walking moving around,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.985297206968,1,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.93,1,PT / OT / Speech Therapy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.958824301742
86404005 CHANGING MAINT BODY POSITION,changing maintain body position,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.526915913151,1,PT / OT / Speech Therapy,0.957368134705,1,Pharmacy,0.69,0,PT / OT / Speech Therapy,0.39,1,PT / OT / Speech Therapy,"DeepNN, Logistic_OvR, Jaro",0.624761349285
86405002 CHANGING MAINT BODY POSITION,changing maintain body position,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.526915913151,1,PT / OT / Speech Therapy,0.957368134705,1,Laboratory,0.7,0,PT / OT / Speech Therapy,0.42,1,PT / OT / Speech Therapy,"DeepNN, Logistic_OvR, Jaro",0.634761349285
86452000 OT MISSED TREATMENT LIM TIME,occupational_therapy missed treatment limited time,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.92,1,PT / OT / Speech Therapy,0.99588791048,1,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.94,1,PT / OT / Speech Therapy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.95397197762
86647000 NEUROMUSCULAR REEDUC / 15 MIN,neuromuscular re-education/15 minutes,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.99172794006,1,PT / OT / Speech Therapy,0.78,1,PT / OT / Speech Therapy,0.81,1,PT / OT / Speech Therapy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.885431985015
86651000 GAIT TRAINING PER 15 MINUTES,gait training per 15_minutes,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.999964832234,1,PT / OT / Speech Therapy,0.85,1,PT / OT / Speech Therapy,0.88,1,PT / OT / Speech Therapy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.922491208058
86851000 OT RE EVALUATION OT ,occupational_therapy evaluation occupational_therapy,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.956133222627,1,PT / OT / Speech Therapy,0.999999762594,1,PT / OT / Speech Therapy,0.85,1,PT / OT / Speech Therapy,0.81,1,PT / OT / Speech Therapy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.904033246305
86879000 PATIENT ED PER 15 MIN PT,patient emergency_department per 15_minutes,Other,Professional Fee,0.375782108289,0,Professional Fee,0.973975786601,0,PT / OT / Speech Therapy,0.95,1,PT / OT / Speech Therapy,0.93,1,PT / OT / Speech Therapy,"DLevenshtein, Jaro",0.47
86913000 IND ACT 15 MIN PT THER TECH,independant activity 15_minutes physical_therapy therapist tech,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.945115371171,1,PT / OT / Speech Therapy,0.999995020156,1,PT / OT / Speech Therapy,0.79,1,PT / OT / Speech Therapy,0.88,1,PT / OT / Speech Therapy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.903777597832
86961520 MT BEH HLTH INTERVENTION/15MIN,behavioral health intervention/15_minutes,Other,PT / OT / Speech Therapy,0.92,1,PT / OT / Speech Therapy,0.993672461067,1,PT / OT / Speech Therapy,0.77,1,PT / OT / Speech Therapy,0.88,1,PT / OT / Speech Therapy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.890918115267
89295000 MOD BARIUM SWALLOW 2 SPEECH TH,modified barium swallow 2 speech therapy,Radiology,PT / OT / Speech Therapy,0.949750818409,1,PT / OT / Speech Therapy,0.962401353846,1,Radiology,0.74,0,Radiology,0.81,0,PT / OT / Speech Therapy,"DeepNN, Logistic_OvR",0.478038043064
89334014 IP SPEECH EVAL/VOICE,inpatient speech evaluation voice,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.92,1,PT / OT / Speech Therapy,0.986679465224,1,PT / OT / Speech Therapy,0.66,1,PT / OT / Speech Therapy,0.38,1,PT / OT / Speech Therapy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.736669866306
A1C HEMOGLOBIN,a1c hemoglobin,Laboratory,Laboratory,0.920852632509,1,Laboratory,0.998724149,1,Laboratory,0.92,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.942394195377
A1C HEMOGLOBIN,a1c hemoglobin,Laboratory,Laboratory,0.964572193616,1,Laboratory,0.999804100883,1,Laboratory,0.92,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.953594073625
ABCESS DRAINAGE SYSTEM,abcess drainage system,Supply,Supply,0.96,1,Supply,0.979457783597,1,Monitoring,0.74,0,Supply,0.48,1,Supply,"DeepNN, Logistic_OvR, Jaro",0.806485927866
ABDOMEN AP KUB ABDOMEN AP KUB ,abdomen anterior_posterior kidney_ureter_bladder,Radiology,Radiology,0.917007671981,1,Radiology,0.998373477388,1,Radiology,0.85,1,Radiology,0.42,1,Radiology,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.796345287342
ABG BLOOD COLLECTION,arterial_blood_gas blood collection,Nursing Services,Nursing Services,0.76,1,Nursing Services,0.999822580213,1,Laboratory,0.76,0,Respiratory Therapy,0.81,0,Nursing Services,"DeepNN, Logistic_OvR",0.439955645053
ABG DRAW BY RT,arterial_blood_gas draw respiratory_therapy,Nursing Services,Nursing Services,0.96,1,Nursing Services,0.999213153774,1,Nursing Services,0.88,1,Nursing Services,0.88,1,Nursing Services,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.929803288443
ABG W 02 SAT ABGCOX ,arterial_blood_gas oxygen saturation abgcoximetry,Laboratory,Monitoring,0.461921601913,1,Monitoring,0.983950988765,1,Laboratory,0.73,0,Laboratory,0.33,0,Monitoring,"DeepNN, Logistic_OvR",0.361468147669
ABO TYPING,abo typing,Laboratory,Laboratory,0.903527398828,1,Laboratory,0.524053224268,1,Laboratory,0.92,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.819395155774
ABO TYPING,abo typing,Laboratory,Laboratory,0.903527398828,1,Laboratory,0.524053224268,1,Laboratory,0.92,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.819395155774
ABO TYPING,abo typing,Laboratory,Laboratory,0.985344498893,1,Laboratory,0.999258086824,1,Laboratory,0.92,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.958650646429
ABO TYPING,abo typing,Laboratory,Laboratory,0.985344498893,1,Laboratory,0.999258086824,1,Laboratory,0.92,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.958650646429
ABO TYPING 030,abo typing 030,Laboratory,Laboratory,0.979987648736,1,Laboratory,0.99326536576,1,Laboratory,0.91,1,Laboratory,0.92,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.950813253624
ABO TYPING C30,abo typing c30,Laboratory,Laboratory,0.979987648736,1,Laboratory,0.99326536576,1,Laboratory,0.94,1,Laboratory,0.92,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.958313253624
ABR SCREENING,auditory_brainstem_response screening,Nursing Services,PT / OT / Speech Therapy,0.533541467079,0,PT / OT / Speech Therapy,0.983098399461,0,Laboratory,0.85,1,Laboratory,0.88,1,Laboratory,"DLevenshtein, Jaro",0.4325
ABR SCREENING,auditory_brainstem_response screening,Nursing Services,Respiratory Therapy,0.426954180214,0,PT / OT / Speech Therapy,0.552167883648,0,Laboratory,0.85,1,Laboratory,0.88,1,Laboratory,"DLevenshtein, Jaro",0.4325
ACAPELLA TX SUBSEQUENT,acapella treatment subsequent,Respiratory Therapy,Respiratory Therapy,0.96,1,Respiratory Therapy,0.998590934042,1,Respiratory Therapy,0.98,1,Respiratory Therapy,0.95,1,Respiratory Therapy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.972147733511
ACAPELLA TX SUBSEQUENT,acapella treatment subsequent,Respiratory Therapy,Respiratory Therapy,0.96,1,Respiratory Therapy,0.998590934042,1,Respiratory Therapy,0.98,1,Respiratory Therapy,0.95,1,Respiratory Therapy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.972147733511
ACCUCHE CK POC ,accucheck creatinine_kinase point_of_care,Monitoring,Monitoring,0.931042506833,1,Monitoring,0.999999422538,1,Monitoring,0.92,1,Monitoring,0.93,1,Monitoring,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.945260482343
ACCUCHECKS RAPID GLUCOSE,accuchecks rapid glucose,Monitoring,Monitoring,0.513188850727,1,Monitoring,0.989358476329,1,Monitoring,0.86,1,Monitoring,0.88,1,Monitoring,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.810636831764
ACCUCHECKS RAPID GLUCOSE,accuchecks rapid glucose,Monitoring,Monitoring,0.513188850727,1,Monitoring,0.989358476329,1,Monitoring,0.86,1,Monitoring,0.88,1,Monitoring,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.810636831764
ACCUCHECKS RAPID GLUCOSE,accuchecks rapid glucose,Monitoring,Monitoring,0.513188850727,1,Monitoring,0.989358476329,1,Monitoring,0.86,1,Monitoring,0.88,1,Monitoring,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.810636831764
ACETAMINOPHEN 10 MG/ML IV SOLN,acetaminophen 10 mg ml intravenous solution,Pharmacy,Pharmacy,0.990622144074,1,Pharmacy,0.999227408154,1,Pharmacy,0.97,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.979962388057
ACETAMINOPHEN 10 MG/ML IV SOLN,acetaminophen 10 mg ml intravenous solution,Pharmacy,Pharmacy,0.990622144074,1,Pharmacy,0.999227408154,1,Pharmacy,0.97,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.979962388057
ACETAMINOPHEN 10 MG/ML IV SOLN,acetaminophen 10 mg ml intravenous solution,Pharmacy,Pharmacy,0.991080909694,1,Pharmacy,0.999775893481,1,Pharmacy,0.97,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.980214200794
ACETAMINOPHEN 10 MG/ML IV SOLN,acetaminophen 10 mg ml intravenous solution,Pharmacy,Pharmacy,0.991080909694,1,Pharmacy,0.999775893481,1,Pharmacy,0.97,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.980214200794
ACETAMINOPHEN 1000MG/100ML INJ,acetaminophen 1000_mg/100_ml injection,Pharmacy,Pharmacy,0.96,1,Pharmacy,0.858054372631,1,Pharmacy,0.94,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.929513593158
ACETAMINOPHEN 1000MG/100ML INJ,acetaminophen 1000_mg/100_ml injection,Pharmacy,Pharmacy,0.92,1,Pharmacy,0.482450683081,1,Pharmacy,0.94,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.82561267077
ACETAMINOPHEN 1000MG/100ML INJ,acetaminophen 1000_mg/100_ml injection,Pharmacy,Pharmacy,0.96,1,Pharmacy,0.602906736912,1,Pharmacy,0.94,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.865726684228
ACETAMINOPHEN 10MG/1ML INJ,acetaminophen 10 mg/1 ml injection,Pharmacy,Pharmacy,0.995617107048,1,Pharmacy,0.999752700636,1,Pharmacy,0.91,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.966342451921
ACETAMINOPHEN 120MG SUPPOS,acetaminophen 120 mg suppository,Pharmacy,Pharmacy,0.965779429536,1,Pharmacy,0.992722277663,1,Pharmacy,0.97,1,Pharmacy,0.92,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.9621254268
ACETAMINOPHEN 160 MG/5 ML SUSP 2.5 ML SYRINGE,acetaminophen 160_mg/5_ml suspension 2.5_ml syringe,Pharmacy,Pharmacy,0.985490826614,1,Pharmacy,0.999957852789,1,Pharmacy,0.97,1,Pharmacy,0.95,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.976362169851
ACETAMINOPHEN 160MG/5ML TYLEN,acetaminophen 160 mg/5 ml tylenol,Pharmacy,Pharmacy,0.984826958066,1,Pharmacy,0.99803166105,1,Pharmacy,0.98,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.980714654779
ACETAMINOPHEN 160MG/5ML TYLEN,acetaminophen 160 mg/5 ml tylenol,Pharmacy,Pharmacy,0.984826958066,1,Pharmacy,0.99803166105,1,Pharmacy,0.98,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.980714654779
ACETAMINOPHEN 325 MG TAB,acetaminophen 325_mg tablet,Pharmacy,Pharmacy,0.978560530289,1,Pharmacy,0.999754697703,1,Pharmacy,1.0,1,Pharmacy,1.0,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.994578806998
ACETAMINOPHEN 325 MG TAB,acetaminophen 325_mg tablet,Pharmacy,Pharmacy,0.978172442214,1,Pharmacy,0.999809100902,1,Pharmacy,1.0,1,Pharmacy,1.0,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.994495385779
ACETAMINOPHEN 325 MG TAB,acetaminophen 325_mg tablet,Pharmacy,Pharmacy,0.96969704714,1,Pharmacy,0.998699396913,1,Pharmacy,1.0,1,Pharmacy,1.0,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.992099111013
ACETAMINOPHEN 325 MG TAB,acetaminophen 325_mg tablet,Pharmacy,Pharmacy,0.972335030449,1,Pharmacy,0.99844021377,1,Pharmacy,1.0,1,Pharmacy,1.0,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.992693811055
ACETAMINOPHEN 325 MG TAB,acetaminophen 325_mg tablet,Pharmacy,Pharmacy,0.979705220789,1,Pharmacy,0.999635597111,1,Pharmacy,1.0,1,Pharmacy,1.0,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.994835204475
ACETAMINOPHEN 325 MG TABS,acetaminophen 325_mg tablets,Pharmacy,Pharmacy,0.959525339942,1,Pharmacy,0.999240160108,1,Pharmacy,0.98,1,Pharmacy,0.95,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.972191375013
ACETAMINOPHEN 325 MG TABS,acetaminophen 325_mg tablets,Pharmacy,Pharmacy,0.943670641625,1,Pharmacy,0.994918260364,1,Pharmacy,0.98,1,Pharmacy,0.95,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.967147225497
ACETAMINOPHEN 325 MG TABS,acetaminophen 325_mg tablets,Pharmacy,Pharmacy,0.92,1,Pharmacy,0.956063749319,1,Pharmacy,0.98,1,Pharmacy,0.95,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.95151593733
ACETAMINOPHEN 325 MG TABS,acetaminophen 325_mg tablets,Pharmacy,Pharmacy,0.903122961595,1,Pharmacy,0.921794677056,1,Pharmacy,0.98,1,Pharmacy,0.95,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.938729409663
ACETAMINOPHEN 325 MG TABS,acetaminophen 325_mg tablets,Pharmacy,Pharmacy,0.960779040072,1,Pharmacy,0.998081423797,1,Pharmacy,0.98,1,Pharmacy,0.95,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.972215115967
ACETAMINOPHEN TAB 325MG U,acetaminophen tablet 325_mg,Pharmacy,Pharmacy,0.983828879913,1,Pharmacy,0.999948102263,1,Pharmacy,0.94,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.970944245544
