descrip	cleaned_descrip	Rev_Code_Name	units	billed_amount	norm_billed_amount	NORM_DESC	CHRG_CLS
11332962 - IOHEXOL 240MG/ML ORAL 50ML	11332962 IOHEXOL 240MG/ML ORAL 50ML	Pharmacy	1	0	0	iohexol 240_mg/ml oral 50_ml	Pharmacy
11395212 - BENGAY GREASELESS CREAM	11395212 BENGAY GREASELESS CREAM	Pharmacy	1	3.28	3.28	bengay greaseless cream	Pharmacy
11435002 - BISACODYL SUPP.RECT 10MG	11435002 BISACODYL SUPP.RECT 10MG	Pharmacy	1	0.1	0.1	bisacodyl suppository rectal 10_mg	Pharmacy
11475062 - BUDESONIDE 0.5MG PER 2ML NEB	11475062 BUDESONIDE 0.5MG PER 2ML NEB	Pharmacy	2	59.78	29.89	budesonide 0.5_mg per 2_ml nebulizer	Pharmacy
11482002 - BUMETANIDE TABLET 2MG	11482002 BUMETANIDE TABLET 2MG	Pharmacy	1	4.14	4.14	bumetanide tablet 2_mg	Pharmacy
11482022 - BUMETANIDE TABLET 1MG	11482022 BUMETANIDE TABLET 1MG	Pharmacy	1	2.23	2.23	bumetanide tablet 1_mg	Pharmacy
11482052 - BUMETANIDE 1 MG	11482052 BUMETANIDE 1 MG	Pharmacy	1.5	15.09	10.06	bumetanide 1_mg	Pharmacy
11482222 - BUMETANIDE 0.25MG/ML 10ML	11482222 BUMETANIDE 0.25MG/ML 10ML	Pharmacy	3	26.16	8.72	bumetanide 0.25_mg/ml 10_ml	Pharmacy
11501458-HB CATHETER CV BRVC OD4.2FR W/O V	11501458 HB CATHETER CV BRVC OD4.2FR W/O V	Other Implants	1	539	539	catheter central venous broviac od4.2fr without view	Supply
11501648-HB CATHETER THRACNTSIS SIL OD36FR	11501648 HB CATHETER THRACNTSIS SIL OD36FR	Implant/Supply	1	68	68	catheter thoracentesis silicone od36fr	Supply
11502928-HB KIT GASTMY M-KEY SIL L1.5CM OD	11502928 HB KIT GASTMY M KEY SIL L1.5CM OD	Implant/Supply	1	361	361	kit gastrostomy mic key silicone length 1.5cm od	Supply
11502937-HB KIT GASTMY M-KEY SIL L2.0CM OD	11502937 HB KIT GASTMY M KEY SIL L2.0CM OD	Implant/Supply	1	361	361	kit gastrostomy mic key sil l2.0cm od	Supply
11502970-HB KIT IV 3-4 YR PREOP	11502970 HB KIT IV 3 4 YR PREOP	Implant/Supply	1	71	71	kit intravenous 3 to 4 years preoperative	Supply
11503880-HB SUTURE ABSRB VCL 3-0 RB-1 BRD	11503880 HB SUTURE ABSRB VCL 3 0 RB 1 BRD	Implant/Supply	9	3069	341	suture absorbable vicryl 3 0 rb 1 brd	Supply
11505971-HB CATHETER ANGIO 5FR JB1 50CM PE	11505971 HB CATHETER ANGIO 5FR JB1 50CM PE	Implant/Supply	1	212	212	catheter angiography 5fr jb1 50cm pe	Supply
11505980-HB CATHETER ANGIO 5FR STRG 65CM P	11505980 HB CATHETER ANGIO 5FR STRG 65CM P	Implant/Supply	1	72	72	catheter angiography 5fr strg 65cm p	Supply
11506731-HB CATHETER STRAIGHT GLIDE 5FR 65	11506731 HB CATHETER STRAIGHT GLIDE 5FR 65	Implant/Supply	1	249	249	catheter straight glide 5fr 65	Supply
11512852-HB KIT CVC DRESSING CHANGE	11512852 HB KIT CVC DRESSING CHANGE	Implant/Supply	1	73	73	kit central venous catheter dressing change	Supply
11514639-HB CANN NSL CO2/O2 W/DEHUMID INF	11514639 HB CANN NSL CO2/O2 W/DEHUMID INF	Implant/Supply	2	276	138	cannula nasal carbon dioxide/oxygen with dehumid infusion	Supply
11514640-HB CANN NSL CO2 W/DEHUMID ADULT	11514640 HB CANN NSL CO2 W/DEHUMID ADULT	Implant/Supply	1	120	120	cannula nasal carbon_dioxide with dehumid adult	Supply
11514641-HB CANN NSL CO2 W/DEHUMID PED	11514641 HB CANN NSL CO2 W/DEHUMID PED	Implant/Supply	1	120	120	cannula nasal carbon_dioxide with dehumid pediatric	Supply
11514642-HB CANN NSL CO2 W/DEHUMID INF	11514642 HB CANN NSL CO2 W/DEHUMID INF	Implant/Supply	1	120	120	cannula nasal carbon_dioxide with dehumid infusion	Supply
11544012 - CALCIUM ACETATE TABLET 667MG	11544012 CALCIUM ACETATE TABLET 667MG	Pharmacy	3	5.4	1.8	calcium acetate tablet 667_mg	Pharmacy
11555222 - CALCIUM GLUCONATE PER 10 ML	11555222 CALCIUM GLUCONATE PER 10 ML	Pharmacy	2	26.25	6.8	calcium gluconate per 10_ml	Pharmacy
11603152 - CARBXYMTHYLCELLLS .5%BX/30	11603152 CARBXYMTHYLCELLLS .5%BX/30	Pharmacy	1	14.16	14.16	carboxymethylcellulose 0.5% box/30	Pharmacy
11613032 - CARVEDILOL TABLET 12.5MG	11613032 CARVEDILOL TABLET 12.5MG	Pharmacy	2	0.78	0.39	carvedilol tablet 12.5_mg	Pharmacy
11625262 - INJ CEFEPIME PER 500MG MB+	11625262 INJ CEFEPIME PER 500MG MB+	Pharmacy	8	101.06	12.63	injection cefepime per 500_mg mb and	Pharmacy
11625272 - CEFEPIME PER 500MG MB+	11625272 CEFEPIME PER 500MG MB+	Pharmacy	2	28.95	14.47	cefepime per 500_mg mb and	Pharmacy
11670002 - CHLORASEPTIC SPRAY 180ML	11670002 CHLORASEPTIC SPRAY 180ML	Pharmacy	1	4.25	4.25	chloraseptic spray 180_ml	Supply
11679032 - CHLORHEXIDINE ORAL RINSE 15ML	11679032 CHLORHEXIDINE ORAL RINSE 15ML	Pharmacy	3	7.92	2.64	chlorhexidine oral rinse 15_ml	Pharmacy
11774032 - CLONIDINE HCL 0.1MG TABLET	11774032 CLONIDINE HCL 0.1MG TABLET	Pharmacy	2	0.4	0.2	clonidine hcl 0.1_mg tablet	Pharmacy
11791262 - CODLIVEROIL/ZINC OXD OINT113GM	11791262 CODLIVEROIL/ZINC OXD OINT113GM	Pharmacy	1	9.7	9.7	cod_liver_oil/zinc_oxide ointment 113_grams	Pharmacy
11885262 - CHOLECALCIFEROL 1000 IU TABLET	11885262 CHOLECALCIFEROL 1000 IU TABLET	Pharmacy	2	0.12	0.06	cholecalciferol 1000 iu tablet	Pharmacy
12007216 - DARBEPOETIN (ESRD) 1MCG/ML	12007216 DARBEPOETIN ESRD 1MCG/ML	Pharmacy	100	1812	18.12	darbepoetin esrd 1_mcg/ml	Pharmacy
12037212 - PERFLUTREN LIPID MICROSPH/ML	12037212 PERFLUTREN LIPID MICROSPH/ML	Pharmacy	2	592.8	296.4	perflutren lipid microspheres per ml	Pharmacy
12085282 - DIAZEPAM UP TO 5 MG INJ	12085282 DIAZEPAM UP TO 5 MG INJ	Pharmacy	3	138.72	34.68	diazepam up to 5_mg injection	Pharmacy
12155002 - DOCUSATE SODIUM CAPSULE 100MG	12155002 DOCUSATE SODIUM CAPSULE 100MG	Pharmacy	2	0.1	0.05	docusate sodium capsule 100_mg	Pharmacy
12155022 - DOCUSATE SODIUM 150MG/15ML	12155022 DOCUSATE SODIUM 150MG/15ML	Pharmacy	2	1.88	0.94	docusate sodium 150_mg/15_ml	Pharmacy
12248292 - FORMOTRL 5/MOMETAS200MCG 8.8GM	12248292 FORMOTRL 5/MOMETAS200MCG 8.8GM	Pharmacy	1	238.64	238.64	formotrl 5/mometas200mcg 8.8_gm	Pharmacy
"12386212 - ENOXAPARIN SODIUM, 10 MG, INJ"	12386212 ENOXAPARIN SODIUM 10 MG INJ	Pharmacy	2	27.66	13.83	enoxaparin sodium 10_mg injection	Pharmacy
"12386292 - ENOXAPARIN SODIUM, 10 MG, INJ"	12386292 ENOXAPARIN SODIUM 10 MG INJ	Pharmacy	18	621.18	34.51	enoxaparin sodium 10_mg injection	Pharmacy
"12386332 - ENOXAPARIN SODIUM, 10MG, INJ"	12386332 ENOXAPARIN SODIUM 10MG INJ	Pharmacy	26	174.84	8.13	enoxaparin sodium 10_mg injection	Pharmacy
12432212 - BASE FLUID *QS* INJ	12432212 BASE FLUID QS INJ	Pharmacy	2	0	0	base fluid quantity_sufficient injection	Diluent / flush / Irrigant
12455600 - VANCOMYCIN 50MG PER 1ML ORAL	12455600 VANCOMYCIN 50MG PER 1ML ORAL	Pharmacy	12	22.8	1.9	vancomycin 50_mg per 1_ml oral	Pharmacy
12465212 - ETOMIDATE 2MG/ML 10ML	12465212 ETOMIDATE 2MG/ML 10ML	Pharmacy	1	27.32	27.32	etomidate 2_mg/ml 10_ml	Pharmacy
12474072 - HYDROCERIN CREAM 113GM TOPICAL	12474072 HYDROCERIN CREAM 113GM TOPICAL	Pharmacy	1	4.64	4.64	hydrocerin cream 113_gm topical	Pharmacy
12478012 - FAMOTIDINE TABLET 20MG	12478012 FAMOTIDINE TABLET 20MG	Pharmacy	2	0.66	0.33	famotidine tablet 20_mg	Pharmacy
12481222 - FENTANYL CITRATE 0.1MG INJ	12481222 FENTANYL CITRATE 0.1MG INJ	Pharmacy	1	4.21	4.17	fentanyl citrate 0.1_mg injection	Pharmacy
12481592 - FENTANYL CITRATE 0.1MG INJ	12481592 FENTANYL CITRATE 0.1MG INJ	Pharmacy	50	243	4.86	fentanyl citrate 0.1_mg injection	Pharmacy
12563192 - FLUTICASONE 0.05% NASAL  16GM	12563192 FLUTICASONE 0.05% NASAL 16GM	Pharmacy	1	25.61	25.61	fluticasone 0.05% nasal 16_grams	Pharmacy
12590032 - FUROSEMIDE TABLET 40MG	12590032 FUROSEMIDE TABLET 40MG	Pharmacy	1	0.19	0.19	furosemide tablet 40_mg	Pharmacy
12590042 - FUROSEMIDE TABLET 80MG	12590042 FUROSEMIDE TABLET 80MG	Pharmacy	2	0.7	0.35	furosemide tablet 80_mg	Pharmacy
12590192 - FUROSEMIDE PER 20MG INJ	12590192 FUROSEMIDE PER 20MG INJ	Pharmacy	2.5	16.23	6.49	furosemide per 20_mg injection	Pharmacy
"12590212 - FUROSEMIDE, UP TO 20 MG, INJ"	12590212 FUROSEMIDE UP TO 20 MG INJ	Pharmacy	20	57.4	2.87	furosemide up to 20_mg injection	Pharmacy
"12590222 - FUROSEMIDE, UP TO 20 MG, INJ"	12590222 FUROSEMIDE UP TO 20 MG INJ	Pharmacy	2	19.7	9.71	furosemide up to 20_mg injection	Pharmacy
12671022 - GABAPENTIN CAPSULE 300MG	12671022 GABAPENTIN CAPSULE 300MG	Pharmacy	3	1.95	0.65	gabapentin capsule 300_mg	Pharmacy
12671032 - GABAPENTIN CAPSULE 400MG	12671032 GABAPENTIN CAPSULE 400MG	Pharmacy	6	3.42	0.57	gabapentin capsule 400_mg	Pharmacy
12671082 - GABAPENTIN SOLN 50MG/1ML	12671082 GABAPENTIN SOLN 50MG/1ML	Pharmacy	6	2.82	0.47	gabapentin solution 50_mg/1_ml	Pharmacy
12675042 - GENTAMICIN 0.3% 5ML OPTH SOLN	12675042 GENTAMICIN 0.3% 5ML OPTH SOLN	Pharmacy	1	16.15	16.15	gentamicin 0.3% 5_ml ophth solution	Pharmacy
12676002 - GI COCKTAIL 30ML	12676002 GI COCKTAIL 30ML	Pharmacy	1	6.7	6.7	gastrointestinal cocktail 30_ml	Pharmacy
12737012 - GUAIFENESIN 600MG TABLET	12737012 GUAIFENESIN 600MG TABLET	Pharmacy	2	1.52	0.76	guaifenesin 600_mg tablet	Pharmacy
12737042 - GUAIFENESIN DM 10ML	12737042 GUAIFENESIN DM 10ML	Pharmacy	8	8	1	guaifenesin demo 10_ml	Pharmacy
12737152 - DXTMPHAN-GUIFENSIN 30/600MG TB	12737152 DXTMPHAN GUIFENSIN 30/600MG TB	Pharmacy	2	2.1	1.05	dxtmphan-guaifenesin 30/600_mg tab	Pharmacy
12800222 - HALOPERIDOL UP TO 5MG INJ	12800222 HALOPERIDOL UP TO 5MG INJ	Pharmacy	1	3.735	3.09	haloperidol up to 5_mg injection	Pharmacy
12820482 - HEPARIN PER 1000 UNITS PREMIX	12820482 HEPARIN PER 1000 UNITS PREMIX	Pharmacy	25	27.75	1.11	heparin per 1000_units premix	Pharmacy
12820582 - HEPARIN SODIUM PER 1000 UNITS	12820582 HEPARIN SODIUM PER 1000 UNITS	IV Solutions	1	17.64	15.12	heparin sodium per 1000_units	Diluent / flush / Irrigant
12820632 - HEPARIN/1000UN (5000/ML)1ML VL	12820632 HEPARIN/1000UN 5000/ML 1ML VL	Pharmacy	15	12.45	1.15	heparin/1000units 5000/ml 1_ml vial	Diluent / flush / Irrigant
12820652 - HEPARIN SODIUM PER 1000 UNITS	12820652 HEPARIN SODIUM PER 1000 UNITS	Pharmacy	3	5.28	0.88	heparin sodium per 1000_units	Diluent / flush / Irrigant
12858252 - HYDROCODONE/ACETAMIN 5/325 TAB	12858252 HYDROCODONE/ACETAMIN 5/325 TAB	Pharmacy	3	5.88	1.96	hydrocodone/acetamin 5/325 tablet	Pharmacy
12882012 - HYDROPHOR OINTMENT 454GM	12882012 HYDROPHOR OINTMENT 454GM	Pharmacy	1	12.12	12.12	hydrophor ointment 454_gm	Pharmacy
12895032 - HYDROXYZINE PAMOATE 25MG ORAL	12895032 HYDROXYZINE PAMOATE 25MG ORAL	Pharmacy	1	0.45	0.45	hydroxyzine pamoate 25_mg oral	Pharmacy
12895042 - HYDROXYZINE PAMOATE 50MG ORAL	12895042 HYDROXYZINE PAMOATE 50MG ORAL	Pharmacy	1	0.49	0.49	hydroxyzine pamoate 50_mg oral	Pharmacy
13080472 - INSLIN LISPRO (HUMLOG) PER 5 U	13080472 INSLIN LISPRO HUMLOG PER 5 U	Pharmacy	3	3.36	1.12	insulin lispro humalog per 5_units	Pharmacy
13111002 - IRON POLYSACCHARIDES CAP 150MG	13111002 IRON POLYSACCHARIDES CAP 150MG	Pharmacy	3	0.48	0.16	iron polysaccharides capture 150_mg	Pharmacy
13250212 - LIDOCAINE 2% TOPICAL JELLY 5ML	13250212 LIDOCAINE 2% TOPICAL JELLY 5ML	Pharmacy	1	19.67	19.67	lidocaine 2% topical jelly 5_ml	Pharmacy
13255012 - LACTINEX-ACIDOPHILUS	13255012 LACTINEX ACIDOPHILUS	Pharmacy	3	2.58	0.86	lactinex acidophilus	Pharmacy
13256042 - LACTULOSE 20GM/30ML	13256042 LACTULOSE 20GM/30ML	Pharmacy	2	4	2	lactulose 20_gm/30_ml	Pharmacy
13280212 - NOREPINEPHRINE INJ 1MG/ML 4ML	13280212 NOREPINEPHRINE INJ 1MG/ML 4ML	Pharmacy	2	29.12	13.97	norepinephrine injection 1_mg/ml 4_ml	Pharmacy
13284022 - LEVOFLOXACIN TABLET 500MG	13284022 LEVOFLOXACIN TABLET 500MG	Pharmacy	1	1.03	1.03	levofloxacin tablet 500_mg	Pharmacy
13290632 - LIDOCAINE 1% MDV 20ML INJ	13290632 LIDOCAINE 1% MDV 20ML INJ	Pharmacy	1	4.64	4.64	lidocaine 1% mdv 20_ml injection	Pharmacy
13294212 - LEVOFLOXACIN 750MG TAB	13294212 LEVOFLOXACIN 750MG TAB	Pharmacy	1	1.84	1.84	levofloxacin 750_mg tablet	Pharmacy
13295252 - LIDOCAINE 1% W/EPI 1:100000 30	13295252 LIDOCAINE 1% W/EPI 1 100000 30	Pharmacy	1	12.7	12.7	lidocaine 1% with epinephrine 1:100000	Pharmacy
"13301222 - LINEZOLID PER 200MG, INJ"	13301222 LINEZOLID PER 200MG INJ	Pharmacy	6	411.28	68.54666667	linezolid per 200_mg injection	Pharmacy
13322042 - ATORVASTATIN 40MG TABLET	13322042 ATORVASTATIN 40MG TABLET	Pharmacy	1	1.71	1.71	atorvastatin 40_mg tablet	Pharmacy
13508002 - MAGNESIUM OXIDE TABLET 400MG	13508002 MAGNESIUM OXIDE TABLET 400MG	Pharmacy	2	0.24	0.12	magnesium oxide tablet 400_mg	Pharmacy
13509012 - MAGNESIUM GLUCONATE TAB 400MG	13509012 MAGNESIUM GLUCONATE TAB 400MG	Pharmacy	2	0.18	0.09	magnesium gluconate tablet 400_mg	Pharmacy
"13510222 - MAGNESIUM SULFATE, PER 500 MG,"	13510222 MAGNESIUM SULFATE PER 500 MG 	Pharmacy	4	6.33	1.57	magnesium sulfate per 500_mg	Pharmacy
13510592 - MGSO4 PER 500MG (100ML)	13510592 MGSO4 PER 500MG 100ML 	Pharmacy	2	29.24	9.83	13510592_mag si;fate per 500_mg 100_ml	Pharmacy
13607012 - METOPROLOL TAB 50MG	13607012 METOPROLOL TAB 50MG	Pharmacy	2	0.4	0.2	metoprolol tablet 50_mg	Pharmacy
13607082 - METOPROLOL 25MG TABLET	13607082 METOPROLOL 25MG TABLET	Pharmacy	2	0.5	0.25	metoprolol 25_mg tablet	Pharmacy
13690412 - NATURAL TEARS LUBRICANT 15ML	13690412 NATURAL TEARS LUBRICANT 15ML	Pharmacy	1	2.91	2.91	natural tears lubricant 15_ml	Supply
13715242 - METHYLPREDNSLNE SS UP TO 125MG	13715242 METHYLPREDNSLNE SS UP TO 125MG	Pharmacy	2	42.18	21.09	methylprednisolone ss up to 125_mg	Pharmacy
13729002 - METOLAZONE TABLET 10MG	13729002 METOLAZONE TABLET 10MG	Pharmacy	1	5.97	5.97	metolazone tablet 10_mg	Pharmacy
13729012 - METOLAZONE TABLET 2.5MG	13729012 METOLAZONE TABLET 2.5MG	Pharmacy	1	7.26	7.26	metolazone tablet 2.5_mg	Pharmacy
13729022 - METOLAZONE TABLET 5MG	13729022 METOLAZONE TABLET 5MG	Pharmacy	1	8.25	8.25	metolazone tablet 5_mg	Pharmacy
13730462 - MICAFUNGIN SODIUM/1MG (100MG)	13730462 MICAFUNGIN SODIUM/1MG 100MG 	Pharmacy	100	307	3.07	micafungin units/1_mg 100_mg	Pharmacy
13730572 - METRONIDAZOLE/NSS PREMIX 500MG	13730572 METRONIDAZOLE/NSS PREMIX 500MG	IV Solutions	3	15.12	5.04	metronidazole/normal_saline_sterile premix 500_mg	Pharmacy
13735212 - MIDAZOLAM PER 1MG INJ	13735212 MIDAZOLAM PER 1MG INJ	Pharmacy	100	114	1.14	midazolam per 1_mg injection	Pharmacy
"13739222 - MIDAZOLAM HCL, PER 1 MG"	13739222 MIDAZOLAM HCL PER 1 MG	Pharmacy	2	2.86	1.43	midazolam hcl per 1_mg	Pharmacy
"13739242 - MIDAZOLAM HCL, PER 1 MG"	13739242 MIDAZOLAM HCL PER 1 MG	Pharmacy	5	6.55	1.31	midazolam hcl per 1_mg	Pharmacy
13753012 - MOLASSES 60ML	13753012 MOLASSES 60ML	Pharmacy	1	3.6	3.6	molasses 60_ml	Pharmacy
13754012 - MONTELUKAST SODIUM TABLET 10MG	13754012 MONTELUKAST SODIUM TABLET 10MG	Pharmacy	1	1.43	1.43	montelukast sodium tablet 10_mg	Pharmacy
13755224 - MORPHINE 2MG-4MG INJ VARIABLE	13755224 MORPHINE 2MG 4MG INJ VARIABLE	Pharmacy	2	21.6	10.8	morphine 2_mg 4_mg injection variable	Pharmacy
13802212 - MUPIROCIN 2% OINT 22GM	13802212 MUPIROCIN 2% OINT 22GM	Pharmacy	1	25.08	25.08	mupirocin 2% ointment 22_gm	Pharmacy
13945262 - ESOMEPRAZOLE 40MG PWD PKT ORAL	13945262 ESOMEPRAZOLE 40MG PWD PKT ORAL	Pharmacy	1	15.16	15.16	esomeprazole 40_mg powder packet oral	Pharmacy
13986222 - PHOS-NAK ORAL PACKET	13986222 PHOS NAK ORAL PACKET	Pharmacy	2	1.3	0.65	phosphate nak oral packet	Pharmacy
13995092 - NICOTINE PATCH 21MG	13995092 NICOTINE PATCH 21MG	Pharmacy	1	3.79	3.79	nicotine patch 21_mg	Plan Benefit
14105002 - OCEAN NASAL 45ML	14105002 OCEAN NASAL 45ML	Pharmacy	1	1.17	1.17	ocean nasal 45_ml	Supply
"14113252 - ONDANSETRON HCL, PER 1MG, INJ"	14113252 ONDANSETRON HCL PER 1MG INJ	Pharmacy	4	3.49	0.87	ondansetron hcl per 1_mg injection	Pharmacy
14114062 - ONDANSETRON/1MG (4MG)TAB DSNT	14114062 ONDANSETRON/1MG 4MG TAB DSNT	Pharmacy	4	2.36	0.59	ondansetron/1_mg 4_mg tablet dsnt	Pharmacy
14151132 - OXYCODONE SA TAB 10MG	14151132 OXYCODONE SA TAB 10MG	Pharmacy	2	19.78	9.89	oxycodone slow_action tablet 10_mg	Pharmacy
14151142 - OXYCODONE SA TAB 20MG	14151142 OXYCODONE SA TAB 20MG	Pharmacy	2	38.1	19.05	oxycodone slow_action tablet 20_mg	Pharmacy
14151172 - OXYCODONE HCL 1MG/ML 5ML	14151172 OXYCODONE HCL 1MG/ML 5ML	Pharmacy	4	84.08	21.02	oxycodone hcl 1_mg/ml 5_ml	Pharmacy
14151192 - OXYCODONE HCL TABLET 5MG	14151192 OXYCODONE HCL TABLET 5MG	Pharmacy	6	7.2	1.648571429	oxycodone hcl tablet 5_mg	Pharmacy
14152002 - OXYCODONE HCL/ACETAMIN 5/325MG	14152002 OXYCODONE HCL/ACETAMIN 5/325MG	Pharmacy	5	6.81	1.45	oxycodone hcl/acetamin 5/325_mg	Pharmacy
14152102 - OXYCODONE HCL/ACETAMIN 10/325	14152102 OXYCODONE HCL/ACETAMIN 10/325	Pharmacy	6	33.96	5.66	oxycodone hcl/acetamin 10/325	Pharmacy
14269002 - PANTOPRAZOLE SODIUM 40MG	14269002 PANTOPRAZOLE SODIUM 40MG	Pharmacy	1	0.99	0.94	pantoprazole sodium 40_mg	Pharmacy
14269042 - PANTOPRAZOLE/VIAL (40MG)	14269042 PANTOPRAZOLE/VIAL 40MG 	Pharmacy	1	17.43	17.43	pantoprazole/vial 40_mg	Pharmacy
14351002 - PEPPERMINT OIL 30ML	14351002 PEPPERMINT OIL 30ML	Pharmacy	1	30.18	30.18	peppermint oil 30_ml	Pharmacy
14375002 - PETROLATUM LACRILUBE EYE 3.5G	14375002 PETROLATUM LACRILUBE EYE 3.5G	Pharmacy	1	3.5	3.5	petrolatum lacrilube eye 3.5_gm	Supply
14382113 - PHARM THERAPEUTIC DRUG MONITOR	14382113 PHARM THERAPEUTIC DRUG MONITOR	Pharmacy	1	0	0	pharmacy therapeutic drug monitoring	Laboratory
14382119 - PHARM ANTICOAG COMP CONSULT	14382119 PHARM ANTICOAG COMP CONSULT	Pharmacy	1	0	0	pharmacist anticoagulation computer consultation	Professional Fee
14382121 - PHARMACY TDM COMP CONSULT	14382121 PHARMACY TDM COMP CONSULT	Pharmacy	1	0	0	pharmacy tdm compounding consult	Pharmacy
14455262 - PHENYLEPHRN->1ML (.1MG/ML-10ML	14455262 PHENYLEPHRN >1ML .1MG/ML 10ML	Pharmacy	10	22.7	2.27	phenylephrine greater_than 1_ml 0.1_mg/ml 10_ml	Pharmacy
14512002 - POLYETHYLENE GLYCOL 17GM PWD	14512002 POLYETHYLENE GLYCOL 17GM PWD	Pharmacy	1	1.32	1.32	polyethylene glucol 17_gm powder	Pharmacy
14520002 - POLYSTYRENE SUSP 15GM	14520002 POLYSTYRENE SUSP 15GM	Pharmacy	2	67.26	33.35	polystyrene suspension 15_gm	Pharmacy
"14530572 - POTASSIUM CHLORIDE, PER 2 MEQ,"	14530572 POTASSIUM CHLORIDE PER 2 MEQ 	IV Solutions	20	28.2	1.41	potassium chloride per 2_meq	Pharmacy
"14530592 - POTASSIUM CHLORIDE, PER 2 MEQ,"	14530592 POTASSIUM CHLORIDE PER 2 MEQ 	IV Solutions	20	13.62	0.681	potassium chloride per 2_meq	Pharmacy
14542272 - POTASSIUM CHL 20 MEQ ER	14542272 POTASSIUM CHL 20 MEQ ER	Pharmacy	2	4.62	2.31	potassium chloride 20_meq emergency_room	Pharmacy
14594212 - DEXMEDETOMIDINE 200MCG/2ML INJ	14594212 DEXMEDETOMIDINE 200MCG/2ML INJ	Pharmacy	17.5	3519.18	201.096	dexmedetomidine 200_mcg/2_ml injection	Pharmacy
14594232 - DEXMEDETOMIDN 400MCG/100ML INJ	14594232 DEXMEDETOMIDN 400MCG/100ML INJ	Pharmacy	1	374.98	374.98	dexmedetomidine 400_mcg/100_ml injection	Pharmacy
"14595062 - PREDNISONE, ORAL, PER 5MG"	14595062 PREDNISONE ORAL PER 5MG	Pharmacy	1	0.46	0.46	prednisone oral per 5_mg	Pharmacy
14595302 - PREDNISONE PER 5MG TAB (10MG)	14595302 PREDNISONE PER 5MG TAB 10MG 	Pharmacy	3	0.78	0.26	prednisone per 5_mg tablet 10_mg	Pharmacy
14595322 - PREDNISONE PER 5MG TAB(20MG)	14595322 PREDNISONE PER 5MG TAB 20MG 	Pharmacy	6	1.53	0.1925	prednisone per 5_mg tablet 20_mg	Pharmacy
14630002 - POTASSIUM CHLOR TAB SA 10MEQ	14630002 POTASSIUM CHLOR TAB SA 10MEQ	Pharmacy	4	6.68	1.67	potassium chloride tablet slow_action 10_meq	Pharmacy
14630032 - POTASSIUM CHLORIDE 20MEQ/15ML	14630032 POTASSIUM CHLORIDE 20MEQ/15ML	Pharmacy	2	37.9	18.95	potassium chloride 20_meq/15_ml	Pharmacy
14630052 - POTASSIUM CHLORIDE PWD 20MEQ	14630052 POTASSIUM CHLORIDE PWD 20MEQ	Pharmacy	2	85.32	42.66	potassium chloride powder 20_meq	Pharmacy
14668212 - PROPOFOL PER 10MG/ 5ML SYR INJ	14668212 PROPOFOL PER 10MG/ 5ML SYR INJ	Pharmacy	5	2.68	0.536	propofol per 10_mg/5_ml syringe injection	Pharmacy
14668262 - PROPOFOL PER 10MG/100ML INJ	14668262 PROPOFOL PER 10MG/100ML INJ	Pharmacy	200	106	0.53	propofol per 10_mg/100_ml injection	Pharmacy
14755052 - QUETIAPINE FUMARATE TAB 100MG	14755052 QUETIAPINE FUMARATE TAB 100MG	Pharmacy	2	4	2	quetiapine fumarate tablet 100_mg	Pharmacy
14755062 - QUETIAPINE FUMARATE TAB 200 MG	14755062 QUETIAPINE FUMARATE TAB 200 MG	Pharmacy	2	8.4	4.2	quetiapine fumarate tablet 200_mg	Pharmacy
14867002 - ROCURONIUM BROMIDE 10MG/ML 5ML	14867002 ROCURONIUM BROMIDE 10MG/ML 5ML	Pharmacy	2	27.78	13.89	rocuronium bromide 10_mg/ml 5_ml	Pharmacy
14944022 - SENNA W/DOC TAB 8.6-50MG	14944022 SENNA W/DOC TAB 8.6 50MG	Pharmacy	2	0.12	0.06	senna with doc tablet 8.6 50_mg	Pharmacy
14944062 - SENNA 8.6MG TABLET	14944062 SENNA 8.6MG TABLET	Pharmacy	2	0.12	0.06	senna 8.6_mg tablet	Pharmacy
14944082 - SENNA 8.8MG/5ML ORAL LIQ 5ML	14944082 SENNA 8.8MG/5ML ORAL LIQ 5ML	Pharmacy	2	0.76	0.38	senna 8.8_mg/5_ml oral liquid 5_ml	Pharmacy
14944142 - SENNA 8.8MG/1ML ORAL SOLN	14944142 SENNA 8.8MG/1ML ORAL SOLN	Pharmacy	2	0.74	0.37	senna 8.8_mg/1_ml oral solution	Pharmacy
14954082 - SEVELAMER 0.8GM ORAL PWD	14954082 SEVELAMER 0.8GM ORAL PWD	Pharmacy	3	204.21	68.07	sevelamer 0.8_gm oral powder	Pharmacy
14966212 - SIMETHCNE 80MG PER 1.2ML OL LQ	14966212 SIMETHCNE 80MG PER 1.2ML OL LQ	Pharmacy	3	0.42	0.14	simethicone 80_mg per 1.2_ml ol lq	Pharmacy
14980012 - SODIUM BICARB TAB 650MG	14980012 SODIUM BICARB TAB 650MG	Pharmacy	4	0.5	0.13	sodium bicarb tablet 650_mg	Pharmacy
14985722 - SOD CHLORIDE FOR INHALATION 7%	14985722 SOD CHLORIDE FOR INHALATION 7%	Pharmacy	1	1.35	1.35	sodium_chloride for inhalation 7%	Diluent / flush / Irrigant
14987242 - SODIUM CITRATE SOLN 4% 3ML	14987242 SODIUM CITRATE SOLN 4% 3ML	IV Solutions	1	0.31	0.3	sodium citrate solution 4% 3_ml	Pharmacy
