ORIG_DESC,NORM_DESC_pred,CHRG_CLS_actual,CHRG_CLS_pred,CONF_SCORE,Match_Voted
PAPAVERINE 30 MG/ML SOLN 10 ML VIAL,papaverine 30_mg/ml solution 10_ml vial,Pharmacy,Pharmacy,0.97,1
PAPAVERINE 60MG INJ,papaverine 60_mg injection,Pharmacy,Pharmacy,0.9028,1
PARTIAL THROMBOPLAST TIME PTT,partial thromboplastin time partial_prothrombaplastin_time,Laboratory,Laboratory,0.92,1
PASSEY MUIR EVALUATION PER 15 MIN,passey muir evaluation per 15 minutes,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.9216,1
PATH CONSULT INTROP 1 BLOC,path consultation introp 1 bloc,Laboratory,PT / OT / Speech Therapy,0.2474,0
PBDS BRONCHOSCOPY,pbds bronchoscopy,Supply,Procedure,0.9215,0
PBDS PLASTIC BASIC,pbds plastic basic,Supply,Supply,0.442,1
PENTAMIDINE ISETHIONATE 30,pentamidine isethionate 30,Pharmacy,Pharmacy,0.478,1
PEP INITIAL,pep initial,Respiratory Therapy,Laboratory,0.434,0
PERIDEX ORAL RINSE 15ML,peridex oral rinse 15,Pharmacy,Supply,0.4716,0
PH PC02 P02 SIMUL,hydrogen_ion_concentration pc02 p02 stimulus,Laboratory,Laboratory,0.7705,1
PHENOBARBITAL 32.4 MG TAB,phenobarbital 32.4_mg tablet,Pharmacy,Pharmacy,0.92,1
PHENYLEPHRIN 1ML INJ,phenylephrine 1_ml injection,Pharmacy,Pharmacy,0.93,1
PHENYLEPHRINE 1 000MCG/10ML(PREFILL SYR),phenylephrine 1 000_mcg/10_ml prefill syringe,Pharmacy,Pharmacy,0.9165,1
PHENYLEPHRINE 1MG/10 ML-NS IV,phenylephrine 1_mg/10_ml normal_saline intravenous,Pharmacy,Pharmacy,0.91,1
PHOSPHATES ENEMA ADULT,phosphates enema adult,Supply,Laboratory,0.415,0
PHYS HOSP DISCHARGE DAY >30MIN,phys hosp discharge day greater_than 30min,Professional Fee,Procedure,0.2421,0
PHYS SUBSEQUENT HOSP CARE MOD,phys subsequent hosp care module,Professional Fee,Professional Fee,0.91,1
PHYSICIAN FEE LEVEL IV,physician fee level intravenous,Professional Fee,Nursing Services,0.3616,0
PHYTONADIONE (VITAMIN K) PER 1 MG,phytonadione vitamin potassium per 1_mg,Pharmacy,Pharmacy,0.94,1
PHYTONADIONE 10 MG/ML SOLN,phytonadione 10_mg/ml solution,Pharmacy,Pharmacy,0.96,1
PICC DRSG TRAY DTI0225 DISP,peripherally_inserted_central_catheter dressing tray dti0225 dispensed_1_5%,Supply,Supply,0.7606,1
PICC LINE INSERT WO PORT >5YR,peripherally_inserted_central_catheter line insert without port greater_than 5_years,Procedure,Procedure,0.7738,1
PICC LINE PLC WO SO PORT >5 YRS,peripherally_inserted_central_catheter line place without so port greater_than 5 years,Procedure,Procedure,0.7167,1
PICS LINE,peripherally_inserted_central_catheter line,Supply,Supply,0.8267,1
PIPERACILLIN / TAZOBACTAM,piperacillin/tazobactam,Pharmacy,Pharmacy,0.96,1
PIPERACILLIN-TAZOBACTAM 40,piperacillin tazobactam 40,Pharmacy,Pharmacy,0.97,1
PKU NEONATAL SCREEN,phenylketonuria neonatal screen,Laboratory,Room and Board,0.3975,0
PLT LEUKORED CMVN EA (PLC),platelet leukoreduced cmvn each place,Blood Products,Blood Products,0.91,1
PM-D10W + NACL 0.225% + KCL 5MEQ INJ BAG 250ML,between_noon_and_midnight dextrose_10% and sodium_chloride 0.225% and potassuim_chloride 5_meq injection bag 250_ml,Pharmacy,Diluent / Flush / Irrigant,0.7599,0
PM-DEXTROSE 5% W/HEPARIN 1UNIT/ML,between_noon_and_midnight dextrose 5% w heparin 1_units/ml,Diluent / Flush / Irrigant,Pharmacy,0.91,0
PNEUMOCOCCAL CONJUGATE 13-,pneumococcal conjugate 13,Pharmacy,Laboratory,0.91,0
PNEUMOCOCCAL CONJUGATE 13-VALENT VACCINE 0.5 ML,pneumococcal conjugate 13 valent vaccine 0.5_ml,Pharmacy,Pharmacy,0.4393,1
PNEUMOCOCCAL VACC ADULT IN,pneumococcal vaccine adult in,Pharmacy,Laboratory,0.7294,0
PNEUMOCYSTIS FUNGAL STAIN,pneumocystis fungal stain,Laboratory,Laboratory,0.7879,1
POC HEMATOCRIT,point_of_care hematocrit,Monitoring,Monitoring,0.9,1
POC-GLUCOSE  BLOOD,point_of_care glucose blood,Monitoring,Monitoring,0.91,1
POC-HEMATOCRIT (HCT) GEM,point_of_care hematocrit hematocrit glucagon_emergency_management,Monitoring,Monitoring,0.91,1
POC-POTASSIUM (K) GEM,point_of_care potassium potassium glucagon_emergency_management,Monitoring,Monitoring,0.91,1
POCT POTASSIUM,point_of_care_testing potassium,Monitoring,Laboratory,0.9,0
POLYETHYLENE GLYCOL 3350 PACK,polyethylene glucol 3350 pack,Pharmacy,Pharmacy,0.95,1
POLYETHYLENE GLYCOL 3350 PACKET 17G UD,polyethylene glucol 3350 packet 17_gm ud,Pharmacy,Pharmacy,0.91,1
PORTABLE BEDSIDE,portable bedside,Radiology,Supply,0.3172,0
POSITIONER FLUIDIZED NEO 1,positioner fluidized neonatal 1,Supply,Supply,0.97,1
POSITIONER FLUIDIZED NEO 7X10,positioner fluidized neonatal 7x10,Supply,Supply,0.96,1
POT CHLORIDE 10% 20MEQ/15ML UD,pot chloride 10% 20_meq/15_ml ud,Pharmacy,Pharmacy,0.8895,1
POTASSIUM  POC,potassium point_of_care,Monitoring,Monitoring,1.0,1
POTASSIUM (BLOOD GAS),potassium blood gas,Laboratory,Laboratory,0.94,1
POTASSIUM AND SODIUM PHOSP,potassium and sodium phospho,Pharmacy,Pharmacy,0.91,1
POTASSIUM CHLOR 10 MEQ/50 ML I,potassium chloride 10_meq/50_ml i,Pharmacy,Pharmacy,0.93,1
POTASSIUM CHLORIDE 2 MEQ INJ,potassium chloride 2_meq injection,Pharmacy,Pharmacy,0.93,1
POTASSIUM CHLORIDE 2 MEQ/ML SOLP,potassium chloride 2_meq/ml solution,Pharmacy,Pharmacy,0.94,1
POTASSIUM CHLORIDE 20 MEQ/15ML (10%) SOLN,potassium chloride 20_meq/15_ml 10% solution,Pharmacy,Pharmacy,0.96,1
POTASSIUM CL 20MEQ SA TAB,potassium chloride 20_meq slow_action tablet,Pharmacy,Pharmacy,0.91,1
POTASSIUM CL 20MEQ/15ML LIQ,potassium chloride 20_meq/15_ml liquid,Pharmacy,Pharmacy,0.91,1
POTASSIUM CL ER TAB 2,potassium chloride emergency_room tablet 2,Pharmacy,Pharmacy,0.4755,1
POTASSIUM ISTAT,potassium istat,Monitoring,Monitoring,0.9,1
POTASSIUM WB ASSAY,potassium whole_blood assay,Laboratory,Laboratory,0.93,1
POTASSIUM WHOLE BLOOD,potassium whole blood,Laboratory,Laboratory,0.97,1
POTASSIUM/K  B,potassium/potassium b,Laboratory,Laboratory,0.92,1
PREALBUMIN (PAB),prealbumin pab,Laboratory,Laboratory,0.92,1
PREDNISONE 5MG-20MG TAB,prednisone 5_mg 20_mg tablet,Pharmacy,Pharmacy,0.93,1
PREGABALIN 75MG CAP,pregabalin 75_mg capillary,Pharmacy,Pharmacy,0.94,1
PREMASOL 10% 1L BY ML,premasol 10% 1l by ml,Pharmacy,Pharmacy,1.0,1
PREP ANTIMIC PVI 10PCT 4OZ,preparation antimic pvi 10pct 4oz,Pharmacy,Supply,0.5167,0
PRESSURE TRANSDUCER,pressure transducer,Supply,Supply,0.7946,1
PRIVATE TELEMETRY,private telemetry,Room and Board,Room and Board,0.91,1
PROC LEV 2 BASE TIME 0-30,procedure level 2 base time 0 30,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,0.4888,1
PROCAINAMIDE PER 1 G,procainamide per 1 gram,Pharmacy,Pharmacy,0.8678,1
PROCE RED CELL LEUKOREDUCE,proce red cell leukoreduced,Blood Products,Blood Products,0.8539,1
PROCHLORPERAZINE 10MG/2ML INJ,prochlorperazine 10_mg/2_ml injection,Pharmacy,Pharmacy,0.8839,1
PROLACTIN,prolactin,Laboratory,Laboratory,0.9144,1
PROPOFOL 10 MG INJ,propofol 10_mg injection,Pharmacy,Pharmacy,1.0,1
PROPOFOL 10MG/ML 20ML VL,propofol 10_mg/ml 20_ml vial,Pharmacy,Pharmacy,0.91,1
PROPOFOL PER 10MG/100ML INJ,propofol per 10_mg/100_ml injection,Pharmacy,Pharmacy,0.96,1
PROTAM10INJ,protam10inj,Pharmacy,Pharmacy,0.4,1
PROTECTOR HEEL SHEEPSKIN MED,protector heel sheepskin medical,Supply,Supply,0.7985,1
PROTEIN C ACTIVIT,protein cap activited,Laboratory,Laboratory,0.8655,1
PROTHROMBIN TIME 1,prothrombin time 1,Laboratory,Laboratory,0.98,1
PROTHROMBIN TIME INR,prothrombin time inr,Laboratory,Laboratory,0.97,1
PROTIME SUB PL FRAC EA,protime sub pill frac each,Laboratory,Pharmacy,0.4893,0
PT GAIT TRAIN 1 OR > AREAS EA 15M,patient gait train 1 operation_room areas each 15m,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.6661,1
PTT/APTT,partial_prothrombaplastin_time/aptt,Laboratory,Laboratory,0.7721,1
PULL UP ADULT MED PKG,pull up adult medical package,Supply,Supply,0.4866,1
PULMOZYME INHALATION SOLN 2.5ML NDC: 50242010040,pulmozyme inhalation solution 2.5_ml ndc 5.0242011E10,Plan Benefit,Pharmacy,0.4436,0
PULSE OX DAILY,pulse oximetry daily,Monitoring,Monitoring,0.9085,1
PULSE OX-CONTINUOUS,pulse oximetry continuous,Monitoring,Monitoring,0.98,1
PULSE OXIMETER  DAILY,pulse oximeter daily,Monitoring,Monitoring,0.91,1
PULSE OXIMETER SNSR A,pulse oximeter sensor a,Supply,Monitoring,0.445,0
PULSE OXIMETRY SENSOR,pulse oximetry sensor,Supply,Monitoring,0.91,0
PULSE OXIMETRY SINGLE,pulse oximetry single,Monitoring,Monitoring,1.0,1
PULSE OXIMETRY SPOT CHEC,pulse oximetry spot check,Monitoring,Monitoring,0.91,1
PULSE OXIMETRY-PER HOUR,pulse oximetry per hour,Monitoring,Monitoring,0.9,1
PULSE OXIMETRY/DAILY,pulse oximetry/daily,Monitoring,Monitoring,0.96,1
PULSE OXIMTRY SINGLE,pulse oximetry single,Monitoring,Monitoring,0.91,1
PUMP IV BRAIN,pump intravenous brain,Capital Equipment,Capital Equipment,0.892,1
PYRUVATE,pyruvate,Laboratory,Laboratory,0.4896,1
QCS=SET BURRETTE IVION C,set burrette ivion cap,Supply,Supply,0.4812,1
QLAB=CALCIUM IONIZED,qlab calcium ionized,Laboratory,Laboratory,0.9,1
QUANT URINE CULTURE,quantitative urine culture,Laboratory,Laboratory,0.9542,1
R&B PROG/TELE,room_and_board program/telemetry,Room and Board,Room and Board,0.8092,1
RANITIDINE 25 MG/ML SOLN,ranitidine 25_mg/ml solution,Pharmacy,Pharmacy,0.92,1
RB NEONATAL-ICU CRIT LEV 1,room_and_board neonatal intensive_care_unit critical level 1,Room and Board,Room and Board,0.98,1
RBC ANTIBODY SCREEN,red_blood_cell antibody screen,Laboratory,Laboratory,0.91,1
RBC LEUKOCYTES REDUCED EA UNIT,red_blood_cell leukocytes reduced each unit,Blood Products,Blood Products,0.92,1
RCH LAB-WHOLE BLOOD GLUCOS,laboratory whole blood glucose,Laboratory,Laboratory,0.91,1
RE-EVALUATION OT,re evaluation occupational_therapy,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.95,1
REAGENT STRIP,reagent strip,Supply,Supply,0.9055,1
RECOVERY CLASS 2,recovery class 2,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,0.95,1
RED BLOOD CELLS LEUKO RED-CKBC,red blood cells leukocyte red ckbc,Blood Products,Blood Products,0.95,1
RED CELLS LEUKODEPLETE,red cells leukodeplete,Blood Products,Blood Products,0.7418,1
REMIFENTANIL HCL 2 MG INJ,remifentanil hcl 2_mg injection,Pharmacy,Pharmacy,0.8736,1
RESVR DRN BULB EVC 100ML 00707,reservoir drn bulb evc 100_ml 707,Supply,Supply,0.5833,1
RETRACTOR RIGID X-LARGE ALEXIS,retractor rigid x large alexis,Supply,Supply,0.7546,1
RETRACTOR RING LONE STAR 3307G,retractor ring lone star 3307_gm,Supply,Supply,0.8883,1
RIFAXIMIN 550 MG TAB,rifaximin 550_mg tablet,Pharmacy,Pharmacy,0.91,1
RNTL OUTLOOK PUMP DAILY,rental outlook pump daily,Capital Equipment,Capital Equipment,0.8733,1
ROCURONIUM 10 MG/ML SOLN,rocuronium 10_mg/ml solution,Pharmacy,Pharmacy,0.98,1
ROCURONIUM 10 MG/ML SOLN 5 ML VIAL,rocuronium 10_mg/ml solution 5_ml vial,Pharmacy,Pharmacy,1.0,1
ROCURONIUM 100 MG/10ML SOLN,rocuronium 100_mg/10_ml solution,Pharmacy,Pharmacy,0.94,1
ROCURONIUM 10MG/ML 10ML VL,rocuronium 10_mg/ml 10_ml vial,Pharmacy,Pharmacy,0.91,1
ROCURONIUM 50MG/5ML BD SYRINGE,rocuronium 50_mg/5_ml bd syringe,Pharmacy,Pharmacy,0.9,1
ROCURONIUM BROM 10 MG / ML,rocuronium broom 10_mg/ml,Pharmacy,Pharmacy,0.93,1
ROOM & BOARD - NICU LEVEL II,room and_insert board neonatal_intensive_care_unit level ii,Room and Board,Room and Board,0.98,1
ROOM 0779 I,room 779 i,Room and Board,Room and Board,0.9049,1
ROOM 5011,room 5011,Room and Board,Room and Board,0.92,1
ROOM 532 D,room 532 daily,Room and Board,Room and Board,0.92,1
ROOM 8016,room 8016,Room and Board,Room and Board,0.91,1
ROOM ACUTE,room acute,Room and Board,Room and Board,0.87,1
ROOM M303,room m303,Room and Board,Room and Board,0.9224,1
ROOM NICU,room neonatal_intensive_care_unit,Room and Board,Room and Board,0.96,1
ROOM RNB2,room room_and_board,Room and Board,Room and Board,0.92,1
ROOM T7W A,room t7w a,Room and Board,Room and Board,0.9224,1
ROPIVACAINE 1% INJ 10 ML,ropivacaine 1% injection 10_ml,Pharmacy,Pharmacy,0.91,1
RT POTASSIUM,respiratory_therapy potassium,Monitoring,Laboratory,0.9,0
RT SUCTION PER PROC,respiratory_therapy suction per procedure,Respiratory Therapy,Respiratory Therapy,0.3357,1
RT SXN COUGH&DEEP BREATH,respiratory_therapy suction cough&deep breath,Respiratory Therapy,Respiratory Therapy,0.2998,1
SALINE SOLUTION STERILE,saline solution sterile,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.49,1
SEDIMENTATION RATE RBC AUT,sedimentation rate red_blood_cell aut,Laboratory,Laboratory,0.93,1
SELF CARE,self care,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.8362,1
SELFCARE HOME MGMT 15 MIN,selfcare home management 15 minutes,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.98,1
SENNA/DOCUSATE 8.6/50 MG TAB,senna/docusate 8.6/50_mg tablet,Pharmacy,Pharmacy,0.96,1
SENNOSIDES 8.8MG/5ML,sennosides 8.8_mg/5_ml,Pharmacy,Pharmacy,0.9272,1
SENSOR ADLT NEONATAL MAX-N,sensor adult neonatal max_1 n,Supply,Supply,0.8745,1
SENSOR FLOTRAC ADLT 84IN,sensor flotrac adult 84 inches,Supply,Supply,0.7959,1
SET  IV EXT TRI-PORT,set intravenous extension tri port,Supply,Supply,0.9178,1
SET BEQ HIT 7050 ADVANCED 7.0,set beq hit 7050 advanced 7,Supply,Supply,0.7239,1
SET FEED EXT 60,set feed extension 60,Supply,Supply,0.8746,1
SET GEM 20 DRIP,set glucagon_emergency_management 20 drip,Supply,Supply,0.7791,1
SET GRAVITY 20DRP CK VLV VNT,set gravity 20_drop creatinine_kinase valve vnt,Supply,Supply,0.7495,1
SET INSYTE 20GA 1 1/4,set insyte 20ga 1 1/4,Supply,Supply,0.7644,1
SET IV BLD N-VENT N-NDL PORT,set intravenous blood n ventilation n needle port,Supply,Supply,0.9107,1
SET IV EXT MIN-VOL 60,set intravenous extension minutes volume 60,Supply,Supply,1.0,1
SET MICROPUNCTURE TRANSITIONLESS 10CM,set micropuncture transitionless 10cm,Supply,Supply,0.48,1
SET PRIMARY PUMP CLAVE,set primary pump clave,Supply,Supply,0.9014,1
SET RADIAL ARTERY CATH 20GA,set radial artery catheter 20ga,Supply,Supply,0.8646,1
SET TRIFURCATED W/BIONECTOR,set trifurcated w bionector,Supply,Supply,0.7553,1
SET TUBING IRRIGATION SMART ABLATE,set tubing irrigation smart ablate,Supply,Supply,0.7993,1
SET UNIVERSAL 3-BAG SPIKE SET,set universal 3 bag spike set,Supply,Supply,0.7812,1
SEVELAMER CARB POWD 8,sevelamer carb powd 8,Pharmacy,Pharmacy,0.91,1
SEVELAMER CARBONATE 800 MG,sevelamer carbonate 800_mg,Pharmacy,Pharmacy,0.91,1
SHEATH,sheath,Supply,Supply,0.9322,1
SHEATH INTRO PINNACLE PERIPH GW6FRX10,sheath intro pinnacle peripheral gw6frx10,Supply,Supply,0.98,1
SILDENAFIL 100 MG TAB 30 EACH BOTTLE,sildenafil 100_mg tablet 30 each bottle,Plan Benefit,Plan Benefit,0.91,1
SILDENAFIL 2.5 MG/ML SU,sildenafil 2.5_mg/ml supply,Plan Benefit,Plan Benefit,0.97,1
SILDENAFIL 2.5 MG/ML SUSP 1 ML CUP,sildenafil 2.5_mg/ml suspension 1_ml cup,Plan Benefit,Plan Benefit,0.94,1
SILDENAFIL 2.5 MG/ML SUSPENSION,sildenafil 2.5_mg/ml suspension,Plan Benefit,Plan Benefit,1.0,1
SILDENAFIL 2.5MG/ML SUSP,sildenafil 2.5_mg/ml suspension,Plan Benefit,Plan Benefit,1.0,1
SILDENAFIL 2MG/ML 5ML LI,sildenafil 2_mg/ml 5_ml li,Plan Benefit,Plan Benefit,0.91,1
SILDENAFIL CIT 100MG/4,sildenafil citrate 100_mg/4,Plan Benefit,Plan Benefit,0.9106,1
SILDENAFIL ORAL,sildenafil oral,Plan Benefit,Plan Benefit,0.91,1
SILDENAFIL SUSP 2.5MG/ML,sildenafil suspension 2.5_mg/ml,Plan Benefit,Plan Benefit,0.96,1
SILDENAFIL SUSP NG/G/ 6MG SILDEN,sildenafil suspension nasogastric/gram/6_mg sildenafil,Plan Benefit,Plan Benefit,0.9096,1
SILDENAFIL SUSP PO 5MG SILDENAFI,sildenafil suspension by_mouth 5_mg sildenafil,Plan Benefit,Plan Benefit,0.9259,1
SILVER SULFADIAZINE CR 1% 50G,silver sulfadiazine chest_radiograft 1% 50_gm,Pharmacy,Pharmacy,0.92,1
SIMETHICONE 20 MG/0.3 ML ORAL,simethicone 20_mg/0.3_ml oral,Pharmacy,Pharmacy,0.9189,1
SOCK STUMP 18X8X6,sock stump 18x8x6,Supply,Supply,0.93,1
SOD BICARB 8.4% 50MEQ,sodium bicarb 8.4% 50_meq,Pharmacy,Pharmacy,0.92,1
SOD BICARBONATE 8.4% 50 ML SYR,sodium bicarbonate 8.4% 50_ml syringe,Pharmacy,Pharmacy,0.91,1
SOD CHLOR 9% 20ML,sodium chloride 9% 20_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.93,1
SOD CHLORIDE 0.9% INJ 10; NACL 0.9% PF 10 ML VIAL,sodium chloride 0.9% injection 10 sodium_chloride 0.9% partial_fill 10_ml vial,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.8519,1
SOD CHLORIDE 0.9% INJ 10; NACL 0.9% PF 10 ML VIAL (HOS,sodium chloride 0.9% injection 10 sodium_chloride 0.9% partial_fill 10_ml vial hose,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.8528,1
SOD CHLORIDE 0.9% PER 250ML,sodium chloride 0.9% per 250_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.91,1
SOD CHLORIDE 0.9%/250ML 100ML,sodium chloride 0.9%/250_ml 100_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.96,1
SOD PHOSPHATE 3 MMOLE/ML INJ 1,sodium phosphate 3 mmole/ml injection 1,Pharmacy,Pharmacy,0.896,1
SOD.BICARB INJ VI,sodium bicarb injection vial,Pharmacy,Pharmacy,0.7667,1
SODIUM BICARB TAB 650MG,sodium bicarb tablet 650_mg,Pharmacy,Pharmacy,0.9215,1
SODIUM BICARBONATE 650 MG TABS,sodium bicarbonate 650_mg tablets,Pharmacy,Pharmacy,0.8933,1
SODIUM C,sodium cap,Laboratory,Laboratory,0.95,1
SODIUM CHL 0,sodium chloride 0,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.91,1
SODIUM CHLORID,sodium chloride,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.98,1
SODIUM CHLORIDE 0.45 % SOLN 1 000 ML FLEX CONT,sodium chloride 0.45% solution 1 000_ml flex cont,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.96,1
SODIUM CHLORIDE 0.45% FLUS,sodium chloride 0.45% flush,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.94,1
SODIUM CHLORIDE 0.9 % SO,sodium chloride 0.9% so,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.97,1
SODIUM CHLORIDE 0.9% 0.9% SOLN,sodium chloride 0.9% 0.9% solution,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.97,1
SODIUM CHLORIDE 0.9% 0.9% SYRG 10 ML SYRINGE,sodium chloride 0.9% 0.9% syringe 10_ml syringe,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.93,1
SODIUM CHLORIDE 0.9% 100ML 0264-1800-32,sodium chloride 0.9% 100_ml 264 1800 32,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.9,1
SODIUM CHLORIDE 0.9% 250ML,sodium chloride 0.9% 250_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.99,1
SODIUM CHLORIDE 0.9% 25ML,sodium chloride 0.9% 25_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.97,1
SODIUM CHLORIDE 0.9% 50ML BAG,sodium chloride 0.9% 50_ml bag,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.96,1
SODIUM CHLORIDE 0.9% FLU,sodium chloride 0.9% flush,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.95,1
SODIUM CHLORIDE 0.9% IVPB  5,sodium chloride 0.9% intravenous_piggyback 5,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.96,1
SODIUM CHLORIDE 0.9% SO,sodium chloride 0.9% so,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.97,1
SODIUM CHLORIDE 0.9% SOL,sodium chloride 0.9% solution,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.98,1
SODIUM CHLORIDE 0.9% SOLN,sodium chloride 0.9% solution,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,1.0,1
SODIUM CHLORIDE 0.9% SOLP,sodium chloride 0.9% solution,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,1.0,1
SODIUM CHLORIDE 0.9% SOLP 100 ML BAG,sodium chloride 0.9% solution 100_ml bag,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.97,1
SODIUM CHLORIDE 0.9% SOLP 250 ML FLEX CONT,sodium chloride 0.9% solution 250_ml flex cont,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.98,1
SODIUM CHLORIDE 4 MEQ/ML SOLP,sodium chloride 4_meq/ml solution,Pharmacy,Pharmacy,0.96,1
SODIUM CHLORIDE POWD 500 G JAR,sodium chloride powd 500 gram jar,Pharmacy,Pharmacy,0.91,1
SODIUM PHOSPHATE 3 MMOLE,sodium phosphate 3 mmole,Pharmacy,Pharmacy,0.91,1
SODIUM SERUM,sodium serum,Laboratory,Laboratory,0.91,1
SODIUM WHOLE BLOOD,sodium whole blood,Laboratory,Laboratory,0.96,1
SOL INHAL SEVOFLURANE 250ML,solution inhalation sevoflurane 250_ml,Pharmacy,Diluent / Flush / Irrigant,0.6045,0
SOL IRRIG SALINE 0.9% 1000ML BOTTLE 2F7124 - CS,solution irrigation saline 0.9% 1000_ml bottle 2f7124 cs,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.7797,1
SOL IRRIG WATER 3.5OZ-1939,solution irrigation water 3.5oz 1939,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.7614,1
SOL IV DEX INJ 5% 100ML,solution intravenous dextrose injection 5% 100_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.8399,1
SOL IV NACL INJ 0.8% 1L,solution intravenous sodium_chloride injection 0.8% 1l,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.7342,1
SOL LR 1000ML BG,solution leukocyte_reduced 1000_ml blood_gas,Pharmacy,Diluent / Flush / Irrigant,0.415,0
SOL NACL 0.9PCT 1000ML BG,solution sodium_chloride 0.9pct 1000_ml blood_gas,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.92,1
SORE THROAT SPRAY 180 ML B,sore throat spray 180_ml b,Supply,Supply,0.7579,1
SPCL STN 2 I&R EXCPT MICRO,special stain 2 i&r except miscroscopic,Laboratory,Laboratory,0.4882,1
SPECIMEN COLLECTION FEE,specimen collection fee,Nursing Services,Nursing Services,0.91,1
SPIRONOLACTONE 5 MG/ML SUSP 100 ML BOTTLE,spironolactone 5_mg/ml suspension 100_ml bottle,Pharmacy,Pharmacy,0.91,1
SPIRONOLACTONE-HYDROCHLORO,spironolactone hydrochloro,Pharmacy,Pharmacy,0.8847,1
STAPLER LINEAR PROX VASC 3,stapler linear prox vasc 3,Supply,Supply,0.6048,1
STAPLER RELOAD LINEAR PROX,stapler reload linear prox,Supply,Supply,0.612,1
STERIL WATER INJ 10ML,sterile water injection 10_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.91,1
STERILE WATER FOR INJECTION 10,sterile water for injection 10,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.93,1
STERILE WATER FOR IRRIG 250ML,sterile water for irrigation 250_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.91,1
STERILE WATER IRRIGATION 50,sterile water irrigation 50,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.9224,1
STERILE WATER QS BASE,sterile water quantity_sufficient base,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.91,1
STERILE WATER SOLN,sterile water solution,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.96,1
STERILE WATER SOLP 1 000 ML BAG,sterile water solution 1 000_ml bag,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.95,1
STMETHICONE-80MG U/D,stmethicone 80_mg u/daily,Pharmacy,Pharmacy,0.94,1
SUBSEQ HR NITRIC OXIDE,subsequent hour nitric oxide,Plan Benefit,Plan Benefit,0.8669,1
SUCROSE 24% PACIFIER D,sucrose 24% pacifier daily,Supply,Supply,0.8619,1
SUCROSE N.F. 24% SOLUTION AMP 1ML,sucrose n male_female 24% solution ampule 1_ml,Pharmacy,Pharmacy,0.99,1
SUCTION ARTIFICIAL AIRWAY,suction artificial airway,Supply,Supply,0.316,1
SUCTION ONLY,suction only,Respiratory Therapy,Respiratory Therapy,0.91,1
SUCTIONING,suctioning,Respiratory Therapy,Respiratory Therapy,0.9,1
SURG LEVEL II 1ST HR,surgical level ii 1st hour,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,0.7806,1
SURG LEVEL IV 1ST HR,surgical level intravenous 1st hour,OR / Anesthesia / Recovery Room,Nursing Services,0.4361,0
SURG LEVEL IV-ADD 30 MIN,surgical level intravenous additional 30 minutes,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,0.91,1
