Original Description,Normalized Description,Predicted_Class_Jaro,Prob_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Voted Output,CHRG_CLS,Voting Algorithm,Confidence Score,Match_Jaro,Match_DLevenshtein,Match_Logistic,Match_DeepNN,Match_Voted
HCHG CIBA HEMOGLOBIN,ciba hemoglobin,Laboratory,0.85,Laboratory,0.88,Laboratory,0.92,Laboratory,0.89358047119,Laboratory,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.885895117798,1,1,1,1,1
HCHG CMA-INTERPRETATION AND REPORT HCHG CMA-INTERPRETATION AND REPORT,cma interpretation and report minutes cma interpretation and report,Supply,0.72,Supply,0.44,Laboratory,0.368382619075,Professional Fee,0.597300956974,Supply,Professional Fee,"Jaro, DLevenshtein",0.29,0,0,0,1,0
HCHG CULTURE AEROBIC ID HCHG CULTURE AEROBIC ID,culture aerobic id minutes culture aerobic id,Laboratory,0.79,Laboratory,0.88,Laboratory,0.986802910436,Laboratory,0.999986063243,Laboratory,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.91419724342,1,1,1,1,1
HCHG MUCOLYSACCHARIDES HCHG MUCOLYSACCHARIDES,mucolysaccharides minutes mucolysaccharides,Laboratory,0.73,Laboratory,0.48,OR / Anesthesia / Recovery Room,0.404863504586,OR / Anesthesia / Recovery Room,0.365755552254,Laboratory,Laboratory,"Jaro, DLevenshtein",0.3025,1,1,0,0,1
HCHG PHOSPHATASE ALKALINE HCHG PHOSPHATASE ALKALINE,phosphatase alkaline minutes phosphatase alkaline,Laboratory,0.77,Laboratory,0.48,Laboratory,0.900154571651,Laboratory,0.954936398892,Laboratory,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.776272742636,1,1,1,1,1
HCHG POC STICK GLUCOSE HCHG POC STICK GLUCOSE,point_of_care stick glucose minutes point_of_care stick glucose,Monitoring,0.85,Monitoring,0.93,Monitoring,0.982993207939,Monitoring,0.999999875378,Monitoring,Monitoring,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.940748270829,1,1,1,1,1
HCHG RETICULOCYTE COUNT HCHG RETICULOCYTE COUNT,reticulocyte count minutes reticulocyte count,Laboratory,0.72,Laboratory,0.48,Laboratory,0.906605635991,Laboratory,0.99937255015,Laboratory,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.776494546535,1,1,1,1,1
HCHG SENSITIVITY MIC HCHG SENSITIVITY MIC,sensitivity microclave minutes sensitivity microclave,Laboratory,0.69,Respiratory Therapy,0.41,Laboratory,0.92,Laboratory,0.376019116156,Laboratory,Laboratory,"Jaro, Logistic_OvR, DeepNN",0.496504779039,1,0,1,1,1
HCHG SUGARS MULTIPLE QUANT HCHG SUGARS MULTIPLE QUANT,sugars multiple quantitative minutes sugars multiple quantitative,Respiratory Therapy,0.7,Respiratory Therapy,0.39,Laboratory,0.964430521517,Laboratory,0.999858859992,Laboratory,Laboratory,"Logistic_OvR, DeepNN",0.491072345377,0,0,1,1,1
HCHG THERAPY FUNCTIONAL 15 MIN HCHG THERAPY FUNCTIONAL 15 MIN,therapy functional 15 minutes oxygen therapy functional 15 minutes,Laboratory,0.75,Laboratory,0.81,PT / OT / Speech Therapy,0.96,PT / OT / Speech Therapy,0.996144509449,PT / OT / Speech Therapy,PT / OT / Speech Therapy,"Logistic_OvR, DeepNN",0.489036127362,0,0,1,1,1
HCHG US RETROPERITIONEAL HCHG US RETROPERITIONEAL,ultrasound retroperitioneal minutes ultrasound retroperitioneal,Respiratory Therapy,0.77,Supply,0.47,Radiology,0.9008918562,Radiology,0.999477827893,Radiology,Radiology,"Logistic_OvR, DeepNN",0.475092421023,0,0,1,1,1
HCT ISTAT,hematocrit istat,Laboratory,0.79,Supply,0.88,Laboratory,0.478583749371,Monitoring,0.902940665332,Laboratory,Laboratory,"Jaro, Logistic_OvR",0.317145937343,1,0,1,0,1
HEMATOCRIT AUTOMATED,hematocrit automated,Laboratory,0.85,Laboratory,0.81,Laboratory,0.92,Laboratory,0.93417214107,Laboratory,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.878543035268,1,1,1,1,1
HEMOCLIP MEDIUM LT200,hemoclip medium lt200,Laboratory,0.7,Diluent / Flush / Irrigant,0.42,Supply,0.92,Supply,0.967143308227,Supply,Supply,"Logistic_OvR, DeepNN",0.471785827057,0,0,1,1,1
HEMODIALYSIS IP,hemodialysis inpatient,Dialysis,0.73,Laboratory,0.81,Dialysis,0.406246668824,Dialysis,0.838969008583,Dialysis,Dialysis,"Jaro, Logistic_OvR, DeepNN",0.493803919352,1,0,1,1,1
HEMOGRAM,hemogram,Laboratory,0.78,Laboratory,0.81,Laboratory,0.174458745344,Supply,0.362877023372,Laboratory,Laboratory,"Jaro, DLevenshtein, Logistic_OvR",0.441114686336,1,1,1,0,1
HEPARIN 100 UT/ML  3 ML SYRINGE-HEPARIN LOCK SYRINGE 100 UT/ML  3 M,heparin 100_units/ml 3_ml syringe heparin lock syringe 100_units/ml 3 m,Diluent / Flush / Irrigant,0.76,Diluent / Flush / Irrigant,0.4,Diluent / Flush / Irrigant,0.969525291101,Diluent / Flush / Irrigant,0.999712759528,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.782309512657,1,1,1,1,1
HEPARIN 12.5 UNITS,heparin 12.5_units,Pharmacy,0.85,Pharmacy,0.93,Diluent / Flush / Irrigant,0.581865925464,Pharmacy,0.770762477514,Pharmacy,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, DeepNN",0.637690619378,0,0,1,0,0
HEPARIN FLUSH (PORCINE) 100 UNIT/ML SOLN 3 ML SYRINGE,heparin flush porcine 100_units/ml solution 3_ml syringe,Diluent / Flush / Irrigant,0.85,Diluent / Flush / Irrigant,0.93,Diluent / Flush / Irrigant,0.903049095765,Diluent / Flush / Irrigant,0.998471187892,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.920380070914,1,1,1,1,1
HEPARIN FLUSH 10ML 00000005.000,heparin flush 10_ml 5,Pharmacy,0.85,Pharmacy,0.81,Diluent / Flush / Irrigant,0.94794069874,Diluent / Flush / Irrigant,0.999536811184,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,"Logistic_OvR, DeepNN",0.486869377481,0,0,1,1,1
HEPARIN SODIUM LOCK FLUSH 1,heparin sodium lock flush 1,Diluent / Flush / Irrigant,0.85,Diluent / Flush / Irrigant,0.88,Diluent / Flush / Irrigant,0.958101758777,Diluent / Flush / Irrigant,0.999805179145,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.921976734481,1,1,1,1,1
HEPARIN/1000UN (5000/ML)1 1 DOSE,heparin/1000un 5000/ml 1 1 dose,Pharmacy,0.85,Pharmacy,0.88,Pharmacy,0.560283759387,Pharmacy,0.924186387984,Pharmacy,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.803617536843,0,0,0,0,0
HEPATITIS B VACCINE 5 MCG/0.5 ML SYRG,hepatitis b vaccine 5 mcg/0.5_ml syringe,Pharmacy,0.72,Pharmacy,0.49,Pharmacy,0.954021406258,Pharmacy,0.999956913097,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.790994579839,1,1,1,1,1
HIGH FLOW THERAPY,high flow therapy,Laboratory,0.75,Supply,0.88,Respiratory Therapy,0.35672134999,Respiratory Therapy,0.423951892926,Respiratory Therapy,Respiratory Therapy,"Logistic_OvR, DeepNN",0.195168310729,0,0,1,1,1
HIV1 AG WITH HIV1 & HIV2 A,hiv1 silver w hiv1 and_insert human_immunodeficiency_virus_2 a,Laboratory,0.62,Laboratory,0.33,Laboratory,0.96,Laboratory,0.888911827061,Laboratory,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.699727956765,1,1,1,1,1
HLA X-MATCH 1ST SER SAMP (,hla x match 1st serum sample,Capital Equipment,0.75,Pharmacy,0.42,Laboratory,0.921670657187,Laboratory,0.999855223761,Laboratory,Laboratory,"Logistic_OvR, DeepNN",0.480381470237,0,0,1,1,1
HSV 1 2 IGM,hsv 1 2 immunoglobulin_m,Capital Equipment,0.67,Radiology,0.4,Laboratory,0.92,Laboratory,0.814348461236,Laboratory,Laboratory,"Logistic_OvR, DeepNN",0.433587115309,0,0,1,1,1
HYPERAL SUB/CVP TRAY,hyperal sub/central_venous_pressure tray,Supply,0.73,Supply,0.44,Supply,0.96,Supply,0.999611018323,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.782402754581,1,1,1,1,1
HYPERFIBRINOLYSIS (APTEM),hyperfibrinolysis aptem,Supply,0.72,Laboratory,0.45,Laboratory,0.96,Laboratory,0.92785805722,Laboratory,Laboratory,"DLevenshtein, Logistic_OvR, DeepNN",0.584464514305,0,1,1,1,1
IBUPROFEN 100 MG/5 ML SUSP,ibuprofen 100_mg/5_ml suspension,Pharmacy,0.85,Pharmacy,0.88,Pharmacy,0.947331709992,Pharmacy,0.997258196525,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.918647476629,1,1,1,1,1
ICU PHLEBOTOMY,intensive_care_unit phlebotomy,Nursing Services,0.85,Room and Board,0.46,Room and Board,0.527689507427,Room and Board,0.926293526748,Room and Board,Nursing Services,"DLevenshtein, Logistic_OvR, DeepNN",0.478495758544,1,0,0,0,0
INFORM GLUCOSE POC,inform glucose point_of_care,Monitoring,0.74,Monitoring,0.88,Monitoring,0.96,Monitoring,0.999997859017,Monitoring,Monitoring,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.894999464754,1,1,1,1,1
INFUSION SUPPLIES,infusion supplies,Capital Equipment,0.85,Supply,0.93,Supply,0.92,Supply,0.999474357619,Supply,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.712368589405,0,1,1,1,1
INH TX AC AWY OBST,inhaled treatment acid airway obstruction,Laboratory,0.68,Respiratory Therapy,0.43,Respiratory Therapy,0.934388156764,Respiratory Therapy,0.999888055778,Respiratory Therapy,Respiratory Therapy,"DLevenshtein, Logistic_OvR, DeepNN",0.591069053136,0,1,1,1,1
INJ IV SOLN PIGGY BACK; SOD CHLORIDE,injection intravenous solution piggy back sodium chloride,Diluent / Flush / Irrigant,0.69,Laboratory,0.41,Diluent / Flush / Irrigant,0.92,Supply,0.8157684447,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR",0.4025,1,0,1,0,1
INJ TX OR DX INTRAVENOUS,injection treatment operation_room diagnostic intravenous,Diluent / Flush / Irrigant,0.69,Diluent / Flush / Irrigant,0.41,Nursing Services,0.452595890859,Supply,0.819350441638,Diluent / Flush / Irrigant,Nursing Services,"Jaro, DLevenshtein",0.275,0,0,1,0,0
INOMAX(NITRIC OXIDE)800PPM/1,inomax nitric oxide 800ppm/1,Plan Benefit,0.72,Plan Benefit,0.81,Plan Benefit,0.96,Plan Benefit,0.99984869962,Plan Benefit,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.872462174905,1,1,1,1,1
INS TIB 5X12.5 RP CRV,insert tibial 5x12.5 rp crv,Diluent / Flush / Irrigant,0.71,Laboratory,0.35,Supply,0.76,Supply,0.618904340609,Supply,Implant,"Logistic_OvR, DeepNN",0.344726085152,0,0,0,0,0
INSULIN LISPRO U-100; INSULIN LISPRO 100 UNITS/ML,insulin lispro_units 100 insulin lispro 100_units/ml,Pharmacy,0.85,Pharmacy,0.88,Pharmacy,0.95142200218,Pharmacy,0.998757400985,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.920044850791,1,1,1,1,1
INSULIN REG HUM 5U- 00U/ML UNI,insulin regular human 5u 00_units/ml up,Pharmacy,0.85,Pharmacy,0.88,Pharmacy,0.965739348932,Pharmacy,0.998653923916,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.923598318212,1,1,1,1,1
INTERVENTN BRUSHING/WASHING,intervention brushing/washing,Laboratory,0.71,Supply,0.42,Supply,0.92,Supply,0.952154045857,Supply,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.573038511464,0,1,1,1,1
INTRODUCER DENNY,introducer denny,Supply,0.85,Supply,0.88,Supply,0.96,Supply,0.999848544365,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.922462136091,1,1,1,1,1
INTUBATION ENDO EMERG,intubation endo emergency,Respiratory Therapy,0.85,Respiratory Therapy,0.81,Respiratory Therapy,0.424278238157,Respiratory Therapy,0.566541673492,Respiratory Therapy,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.662704977912,1,1,1,1,1
INVASIVE MONIT ANES 3 SITE,invasive monitoring anesthesia 3 site,OR / Anesthesia / Recovery Room,0.74,Supply,0.41,OR / Anesthesia / Recovery Room,0.587331546936,OR / Anesthesia / Recovery Room,0.856035916535,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,"Jaro, Logistic_OvR, DeepNN",0.545841865868,1,0,1,1,1
IRON SUCROSE 20 MG/ML SOLN,iron sucrose 20_mg/ml solution,Pharmacy,0.79,Pharmacy,0.88,Pharmacy,0.946942687522,Pharmacy,0.985028845189,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.900492883178,1,1,1,1,1
ISCHEMIC SENSOR,ischemic sensor,Supply,0.72,Supply,0.81,Supply,0.450521689847,Supply,0.985564913738,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.741521650896,1,1,1,1,1
ISOPROTERENOL IN NS (DUH EP LAB) 0.4 MG/100 ML SOLN,isoproterenol in normal_saline duh ep laboratory 0.4_mg/100_ml solution,Pharmacy,0.72,Pharmacy,0.43,Pharmacy,0.76,Pharmacy,0.997243101494,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.726810775374,1,1,1,1,1
IV ACCESS VALVE,intravenous access valve,Supply,0.71,Implant,0.46,Supply,0.76,Supply,0.991552946063,Supply,Supply,"Jaro, Logistic_OvR, DeepNN",0.615388236516,1,0,1,1,1
IV CONTINOUS - FLOW TUBI,intravenous continuous flow tubing,Respiratory Therapy,0.71,Monitoring,0.43,Supply,0.96,Supply,0.998598216342,Supply,Supply,"Logistic_OvR, DeepNN",0.489649554086,0,0,1,1,1
IV HYDRAT EA ADD HR,intravenous hydration each additional hour,Nursing Services,0.85,Nursing Services,0.47,Nursing Services,0.92,Nursing Services,0.934921312119,Nursing Services,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.79373032803,1,1,1,1,1
IV PUMP-PER LINE/PUMP CHARGE,intravenous pump per line/pump charge,Capital Equipment,0.75,Capital Equipment,0.81,Capital Equipment,0.929420588481,Capital Equipment,0.999990539271,Capital Equipment,Capital Equipment,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.872352781938,1,1,1,1,1
K - DUR 20MEQ TABLET,potassium dur 20_meq tablet,Laboratory,0.67,Plan Benefit,0.47,Pharmacy,0.953503633,Pharmacy,0.999683410711,Pharmacy,Pharmacy,"Logistic_OvR, DeepNN",0.488296760928,0,0,1,1,1
KCL 20MEQ ST H 2O,potassuim_chloride 20_meq straight_040 h 2o,Pharmacy,0.66,Pharmacy,0.41,Pharmacy,0.92,Pharmacy,0.766217749574,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.689054437393,1,1,1,1,1
KIT CATH FOLEY PLUS U/M 16FR,kit catheter foley plus u/m 16fr,Supply,0.76,Supply,0.48,Supply,0.926290451299,Supply,0.999990507458,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.791570239689,1,1,1,1,1
KIT MOUTH CARE,kit mouth care,Supply,0.72,Supply,0.81,Supply,0.96,Supply,0.999851920782,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.872462980196,1,1,1,1,1
KIT PICC DOUBLE LUMEN,kit peripherally_inserted_central_catheter double lumen,Supply,0.74,Supply,0.93,Supply,0.927595161457,Supply,0.99992676769,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.899380482287,1,1,1,1,1
KIT SUTRE REMOVL DSP,kit suture removal disposable,Diluent / Flush / Irrigant,0.71,Supply,0.35,Supply,0.965074074107,Supply,0.999998873591,Supply,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.578768236925,0,1,1,1,1
KNIFE MICRO # 00-0152,knife miscroscopic 0 152,Plan Benefit,0.7,Pharmacy,0.37,Supply,0.96,Supply,0.999949548806,Supply,Supply,"Logistic_OvR, DeepNN",0.489987387201,0,0,1,1,1
LAB GLYC HGB,laboratory glycol hemoglobin,Monitoring,0.71,Monitoring,0.81,Laboratory,0.96,Laboratory,0.936060354552,Laboratory,Laboratory,"Logistic_OvR, DeepNN",0.474015088638,0,0,1,1,1
LACTOBACILLUS RHAMNOSUS (G,lactobacillus rhamnosus gram,Pharmacy,0.74,Pharmacy,0.41,Pharmacy,0.513450139033,Pharmacy,0.800386991996,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.615959282757,1,1,1,1,1
LCHG BLOOD DRAW,blood draw,Nursing Services,0.74,Nursing Services,0.81,Nursing Services,0.567936939145,Nursing Services,0.802377337073,Nursing Services,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.730078569054,1,1,1,1,1
LEVALBUTEROL 0.31 MG/3 ML SOLN U,levalbuterol 0.31_mg/3_ml solution up,Pharmacy,0.73,Pharmacy,0.81,Pharmacy,0.912751023191,Pharmacy,0.965671345758,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.854605592237,1,1,1,1,1
LIDOC MPF 2% INJ 5ML,lidocaine mpf 2% injection 5_ml,Pharmacy,0.78,Pharmacy,0.81,Pharmacy,0.970945865298,Pharmacy,0.999760970273,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.890176708893,1,1,1,1,1
LIDOCAINE (PF) 20 MG/ML(2%) SOLN 5 ML VIAL,lidocaine partial_fill 20_mg/ml 2% solution 5_ml vial,Pharmacy,0.85,Pharmacy,0.93,Pharmacy,0.975652575334,Pharmacy,0.990007212727,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.936414947015,1,1,1,1,1
LIDOCAINE 5% TOP PATCH,lidocaine 5% top patch,Pharmacy,0.77,Pharmacy,0.81,Pharmacy,0.5225182477,Supply,0.921822865921,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR",0.525629561925,1,1,1,0,1
LIVER ACQUISITION CADAVERI,liver acquisition cadaveri,Monitoring,0.7,Supply,0.38,Laboratory,0.917652011923,Laboratory,0.938495684199,Laboratory,Implant,"Logistic_OvR, DeepNN",0.464036924031,0,0,0,0,0
LIVER FUNCTION PANEL (LFPP,liver function panel lfpp,Supply,0.75,Laboratory,0.81,Laboratory,0.953863683238,Laboratory,0.999155670593,Laboratory,Laboratory,"DLevenshtein, Logistic_OvR, DeepNN",0.690754838458,0,1,1,1,1
LOCM 300-399MG 1ML 13,low_osmolar_contrast_material 300 399_mg 1_ml 13,Pharmacy,0.79,Pharmacy,0.93,Pharmacy,0.92,Pharmacy,0.718494896373,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.839623724093,1,1,1,1,1
LOMOTIL 2.5-0.025MG TABLET,lomotil 2.5 0.025_mg tablet,Pharmacy,0.75,Pharmacy,0.81,Pharmacy,0.943108320222,Pharmacy,0.995936436347,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.874761189142,1,1,1,1,1
LOVERSOL 240 MG/ML SOLUTION,loversol 240_mg/ml solution,Pharmacy,0.74,Pharmacy,0.93,Pharmacy,0.931373051957,Pharmacy,0.98810801781,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.897370267442,1,1,1,1,1
MAGNESIUM SULFATE IN WATER 2 GRAM/50 ML PGBK,magnesium sulfate in water 2 gram/50_ml pgbk,Pharmacy,0.85,Pharmacy,0.88,Pharmacy,0.96,Pharmacy,0.999671658551,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.922417914638,1,1,1,1,1
MAGNESIUM SULFATE IN WATER 40 GRAM/1 000 ML (4 %) SOLP,magnesium sulfate in water 40 gram/1 000_ml 4% solution,Pharmacy,0.85,Pharmacy,0.88,Pharmacy,0.96,Pharmacy,0.999824477327,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.922456119332,1,1,1,1,1
MECHANICAL CHEST WALL OSCILLATION PER SESSION,mechanical chest wall oscillation per session,Laboratory,0.7,PT / OT / Speech Therapy,0.4,Respiratory Therapy,0.510884343324,Respiratory Therapy,0.647564151772,Respiratory Therapy,Respiratory Therapy,"Logistic_OvR, DeepNN",0.289612123774,0,0,1,1,1
MEDICAID QHP/UPHP I/P ADJUST,medicaid qhp/uphp i/powder adjust,Room and Board,0.72,Capital Equipment,0.36,Supply,0.76,Supply,0.930491934744,Supply,Other,"Logistic_OvR, DeepNN",0.422622983686,0,0,0,0,0
MEDICAL ADHESIVE SPRA,medical adhesive spray,Laboratory,0.72,Respiratory Therapy,0.46,Supply,0.96,Supply,0.999763571228,Supply,Supply,"Logistic_OvR, DeepNN",0.489940892807,0,0,1,1,1
METABOLIC PANEL TOTAL CA,metabolic panel total calcium,Laboratory,0.85,Laboratory,0.91,Laboratory,0.96017433082,Laboratory,0.999997749822,Laboratory,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.93004302016,1,1,1,1,1
METHEMOGLOBIN COOX,methemoglobin co-oximetry,Laboratory,0.85,Monitoring,0.88,Monitoring,0.92,Monitoring,0.996303700162,Monitoring,Laboratory,"DLevenshtein, Logistic_OvR, DeepNN",0.69907592504,1,0,0,0,0
METOCLOPRAM 10MG INJ,metoclopramide 10_mg injection,Pharmacy,0.85,Pharmacy,0.88,Pharmacy,0.967987534669,Pharmacy,0.999706152493,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.924423421791,1,1,1,1,1
MGSO4/500MG (4% PREMIX),_mgso_4/500_mg 4% premix,Pharmacy,0.73,Pharmacy,0.47,Pharmacy,0.925349819615,Pharmacy,0.999462165416,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.781202996258,1,1,1,1,1
MICROALBUMIN (MALB  MALBCR,microalbumin malb malbcr,Room and Board,0.73,Supply,0.39,Laboratory,0.174458745344,Supply,0.362877023372,Supply,Laboratory,"DLevenshtein, DeepNN",0.188219255843,0,0,1,0,0
MICROBORE Y-SET,microbore y set,Supply,0.74,Supply,0.47,Supply,0.903054490069,Supply,0.999967269882,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.778255439988,1,1,1,1,1
MILK OF MAGNESIA CUP,milk of magnesia cup,Pharmacy,0.71,Laboratory,0.81,Supply,0.517160975846,Supply,0.978636450307,Supply,Pharmacy,"Logistic_OvR, DeepNN",0.373949356538,1,0,0,0,0
MORPH SULF 10MG-2MG CARPUJECT,morph sulfate 10_mg 2_mg carpuject,Pharmacy,0.74,Pharmacy,0.48,Pharmacy,0.9656476353,Pharmacy,0.999968487242,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.796404030635,1,1,1,1,1
MOUTHCARE KIT ICU CHG,mouthcare kit intensive_care_unit charge,OR / Anesthesia / Recovery Room,0.72,Supply,0.39,Supply,0.585180500206,Supply,0.866500125191,Supply,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.460420156349,0,1,1,1,1
MOUTHWASH BLM COMP KIT,mouthwash balm component kit,Laboratory,0.69,Cardiology,0.38,Supply,0.76,Supply,0.990064641294,Supply,Supply,"Logistic_OvR, DeepNN",0.437516160323,0,0,1,1,1
MR MRS,mr mrs,Radiology,0.73,Laboratory,0.36,Laboratory,0.500522683568,Supply,0.446615961344,Laboratory,Radiology,"DLevenshtein, Logistic_OvR",0.215130670892,1,0,0,0,0
MRSA SCREEN PCR NASAL,methicilllin_resistant_staphylococcus_aureus screen pcr nasal,Nursing Services,0.71,Laboratory,0.44,Laboratory,0.96,Laboratory,0.84611298391,Laboratory,Laboratory,"DLevenshtein, Logistic_OvR, DeepNN",0.561528245977,0,1,1,1,1
MS CLOTH 2% GLUCO CHLOR 2P,med_surg cloth 2% glucose chloride 2_pack,Monitoring,0.67,Supply,0.43,Supply,0.96,Supply,0.998218620823,Supply,Pharmacy,"DLevenshtein, Logistic_OvR, DeepNN",0.597054655206,0,0,0,0,0
MULTIPLE PULSE OXIMETRY,multiple pulse oximetry,Monitoring,0.85,Monitoring,0.48,Monitoring,0.96,Monitoring,0.997001791438,Monitoring,Monitoring,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.821750447859,1,1,1,1,1
MULTIVITAMIN FE 0.5ML,multivitamin fe 0.5_ml,Pharmacy,0.85,Pharmacy,0.88,Pharmacy,0.933447302656,Pharmacy,0.990294051971,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.913435338657,1,1,1,1,1
MULTIVITAMIN WITH MINERALS,multivitamin w minerals,Pharmacy,0.85,Pharmacy,0.88,Pharmacy,0.76,Pharmacy,0.821870021405,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.827967505351,1,1,1,1,1
MULTIVITAMIN WITH MINERALS TABS,multivitamin w minerals tablets,Pharmacy,0.78,Pharmacy,0.81,Pharmacy,0.94658947207,Pharmacy,0.997935989591,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.883631365415,1,1,1,1,1
MULTIVITAMIN-ZINC-COENZYME,multivitamin zinc coenzyme,Pharmacy,0.78,Pharmacy,0.88,Pharmacy,0.546934973708,Pharmacy,0.63058770289,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.70938066915,1,1,1,1,1
NEB PREF'LD 1000ML WATER ONLY,nebulizer prefilled 1000_ml water only,Pharmacy,0.69,Supply,0.33,Supply,0.381885008521,Supply,0.943465637889,Supply,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.413837661602,0,1,1,1,1
NEONATE FFP THAWED,neonatal  fresh_frozen_plasma thawed,Supply,0.7,Room and Board,0.41,Supply,0.92,Supply,0.896962351463,Supply,Blood Products,"Jaro, Logistic_OvR, DeepNN",0.629240587866,0,0,0,0,0
NEWBORN METABOLIC SCREEN,newborn metabolic screen,Laboratory,0.85,Laboratory,0.93,Laboratory,0.915750827377,Laboratory,0.99763346591,Laboratory,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.923346073322,1,1,1,1,1
NICU ACUITY III,neonatal_intensive_care_unit acuity 3,Room and Board,0.71,Room and Board,0.81,Room and Board,0.572233236221,Room and Board,0.944652687067,Room and Board,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.759221480822,1,1,1,1,1
